"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
900	1.0138922	0.9432345	0.8981233	1.0305766	0.0172195	0.2511054	1.0271833	0.1370290	0.9865245	0.7668216
950	0.9946125	0.9780701	0.7872054	1.0547352	0.0123148	0.2895040	0.9711594	0.1334794	1.0450623	0.7387362
1000	0.9610261	0.9867870	0.9190961	0.9985224	0.0120397	0.2858771	0.9716123	0.1574277	1.0374240	0.7880270

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	1.0278331	0.9124870	0.8894931	1.1098172	0.0106416	0.2331665	0.7589716	0.1183234	1.1106155	0.7291301
100	1.0256931	0.8957863	0.8236452	0.9622923	0.0100569	0.2214725	0.5228592	0.1313864	1.0715242	0.7722288
150	1.0119455	0.9345105	0.8868985	1.0334730	0.0073087	0.2450471	0.3425905	0.1650341	1.0759939	0.8525555
200	1.0222772	0.8704432	0.8194459	0.9553293	0.0010560	0.3106199	0.3046163	0.1185686	1.0200661	0.8573225
250	1.0284820	0.7960544	0.8625563	1.0784730	0.0074580	0.4003326	0.2538259	0.1532242	0.9563051	0.7786211
300	0.9248458	0.8875623	0.9003956	1.0300441	0.0037646	0.3974101	0.2722502	0.1534411	1.0182333	0.7880784
350	0.9999376	0.9255928	0.8570177	1.1216566	0.0146340	0.4225206	0.2753812	0.1629832	1.1113671	0.7726636
400	0.9779323	0.9567519	0.8392687	0.9952029	0.0208232	0.4458127	0.2310083	0.1204687	1.1525909	0.7636906
450	1.0564194	0.9231941	0.8535009	0.9911409	0.0425176	0.3854101	0.3642538	0.1109605	0.9735044	0.6903883
500	0.9851379	0.9774943	0.7710758	0.9523316	0.0179508	0.3652990	0.3473762	0.1405336	1.1318467	0.7544106
550	0.9258955	0.9573363	0.9223547	0.9873179	0.0112556	0.4275917	0.6266032	0.1079754	1.0557949	0.7428363
600	1.0153534	0.9293129	0.8521308	0.9701049	0.0351992	0.4344389	0.8687748	0.1296380	0.9323994	0.7088298
650	0.9749690	0.8941137	0.8234601	0.9512288	0.0346812	0.3806385	1.0301317	0.1247464	0.9704406	0.8198220
700	0.9198741	0.8729820	0.7633760	0.9652764	0.0302058	0.3197088	1.0685694	0.1098806	0.9315789	0.7455335
750	1.0129701	0.8640753	0.8041572	1.0784365	0.0240659	0.2866224	1.0230682	0.1419275	0.9938347	0.7682147
800	0.9660775	0.8375078	0.8513239	1.0645987	0.0157601	0.2805352	1.0189227	0.1212218	1.0297726	0.7990825
850	0.8535950	0.9705281	0.7612004	1.0614565	0.0131075	0.2576783	1.0521512	0.1585487	1.0176656	0.7582419
900	0.9334842	0.9228898	0.7961727	1.0430508	0.0139796	0.2083828	0.9802916	0.1256789	1.0072278	0.8139468
950	0.9352491	0.9140859	0.7143377	0.9776331	0.0149073	0.2248290	0.9648744	0.1425659	1.0051022	0.8101902
1000	0.9547597	0.7755092	0.7766676	0.9923005	0.0250970	0.2274311	1.0148144	0.1494271	1.0454119	0.8160075

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	1.0384688	0.9407398	0.9034353	0.8679308	0.0166110	0.1551390	1.0529793	0.1337506	0.9464632	0.8636838
100	1.0080888	0.7896409	0.7926315	0.9540342	0.0306757	0.0736863	1.0047908	0.0927489	1.0650934	0.8669779
150	1.0028472	0.9677174	0.7213865	0.7466809	0.0342297	0.0630952	0.9914770	0.0600737	1.0351620	0.8284163
200	1.0653783	0.8330750	0.6495516	0.6472441	0.0263846	0.0295328	0.9728265	0.0672563	0.9933848	0.8122513
250	0.9621139	0.8335707	0.6694888	0.7108174	0.0253819	0.0204990	1.0003426	0.0848210	1.0606828	0.7136119
300	1.0306972	0.7631795	0.6451620	0.6261550	0.0158328	0.0128576	0.9803456	0.1193962	0.9922749	0.7785947
350	1.0153052	0.8497427	0.6388255	0.6957825	0.0197659	0.0329801	1.0186219	0.1180872	0.9518977	0.8020904
400	0.9634594	0.8361343	0.5874733	0.6983483	0.0233108	0.0137036	0.9990438	0.1233821	0.9238837	0.8264578
450	0.9132907	0.6265469	0.6044758	0.6342877	0.0185719	0.0378566	1.0471955	0.1213337	1.1271562	0.7937242
500	0.9486287	0.7396138	0.5499019	0.6034855	0.0157031	0.0210638	1.0112242	0.1256990	1.0008812	0.8352269
550	0.9661944	0.7641262	0.6179287	0.7116317	0.0074012	0.1122745	1.0858773	0.1224515	0.9793564	0.7687819
600	0.9624351	0.7700207	0.5873242	0.9356507	0.0061378	0.1674037	1.0864897	0.1584961	0.9721663	0.8250227
650	1.0550577	0.9028913	0.7651526	1.0054382	0.0046040	0.1947939	1.0663607	0.1522742	0.9498970	0.8984319
700	0.9353256	0.9281446	0.9396732	1.0123508	0.0062683	0.1908034	1.0986346	0.1311479	0.9522065	0.8234126
750	1.0145156	0.8816596	0.8056875	1.1237209	0.0124908	0.2588063	1.0899179	0.1128863	0.9747029	0.8013195
800	0.9964952	0.9007043	0.8142724	0.9687226	0.0175266	0.2489295	0.9973606	0.1187415	1.0193426	0.8429377
850	1.0165563	0.9695143	0.8499682	0.9504332	0.0196837	0.2922121	1.0278694	0.1032824	0.9539359	0.7627970
900	0.9945429	0.8966270	0.7667706	0.9255515	0.0068275	0.2425555	0.9550509	0.1245516	0.9403301	0.7451792
950	1.0398137	0.9561846	0.8952341	0.9579091	0.0249956	0.2431240	0.9245552	0.1479130	1.0194610	0.7221309
1000	1.1522984	1.0704975	0.9085299	0.9952780	0.0152332	0.2018024	0.8734060	0.1419678	1.0743623	0.7065067

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	1.0863918	0.8792785	0.8271336	0.6631305	0.1008503	0.2460596	0.9611255	0.0970607	1.1187235	0.7162545
100	1.0055686	0.9350960	0.6508616	0.3860557	0.2327210	0.2870021	0.8682400	0.1311907	0.9629067	0.5790240
150	0.9454209	0.6721289	0.4424232	0.3048473	0.2337430	0.3706076	0.8025648	0.1938212	0.8892288	0.5374973
200	0.8804060	0.4306425	0.2759134	0.1969161	0.2982862	0.3601003	0.8212324	0.2366439	1.0401777	0.4768931
250	0.9862098	0.3331423	0.1967449	0.2390286	0.3334866	0.3614213	0.8321795	0.1649093	1.0831547	0.4647316
300	1.0584489	0.2861870	0.1013468	0.2004912	0.3646459	0.3110989	0.8710277	0.2293186	0.9786714	0.4482469
350	0.9161867	0.2383696	0.0503511	0.2037242	0.2908006	0.3274142	0.9389361	0.2647808	0.9618810	0.4190922
400	0.8858770	0.2400633	0.0385183	0.2146671	0.2782212	0.2844501	0.8869180	0.4593839	0.8833457	0.4240067
450	0.8838019	0.2298741	0.0324006	0.2388698	0.2556015	0.2663056	0.8668530	0.4787710	0.9304095	0.4978093
500	0.8513862	0.1564930	0.0503596	0.2083522	0.2687081	0.2806419	0.8253838	0.5070525	0.9556737	0.4656047
550	0.6135833	0.0554288	0.0591413	0.4918544	0.2374323	0.2740895	0.9630668	0.5014296	1.1283209	0.5486946
600	0.2637134	0.0584824	0.2238688	0.7799913	0.1556116	0.2569388	0.9531570	0.4799912	1.1204916	0.6783321
650	0.1767478	0.1472695	0.3860441	0.9074136	0.0875204	0.3072040	0.9398784	0.3339175	0.9496090	0.7886472
700	0.5048924	0.4074237	0.5647541	1.0282763	0.0579643	0.2812122	1.0015083	0.1814324	0.9862649	0.8744968
750	0.8023514	0.8736176	0.7037186	1.0503870	0.0251579	0.2737283	0.9496443	0.1682704	1.0528626	0.8349899
800	0.9356785	0.9864914	0.8078174	1.0218578	0.0064335	0.2483496	1.0051887	0.0993319	1.0493181	0.8144529
850	0.8975842	1.0384422	0.8678344	0.9893541	0.0093364	0.2475468	1.0534428	0.1041960	1.0281120	0.7545185
900	0.9102865	0.9490960	0.8369435	0.9441527	0.0047134	0.2268827	1.0792662	0.1113158	0.9643416	0.7601272
950	0.9741745	0.8350508	0.7527093	0.9397281	0.0015859	0.2490207	1.0622192	0.1332438	1.0867018	0.7207987
1000	0.9984723	0.9778388	0.8281593	1.0134767	0.0078754	0.2359247	1.0382358	0.1166682	1.0861435	0.7219664

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9445008	0.9315801	0.8694333	1.0359741	0.1902120	0.2578205	0.9707955	0.0864609	0.9454722	0.7463723
100	1.0589299	0.8176340	0.8883107	1.0932101	0.3771654	0.2846940	0.9543881	0.0928067	0.9809983	0.7322911
150	1.0452865	0.9391230	0.8650085	0.8757464	0.5202270	0.3235098	0.8600011	0.1224424	0.9762055	0.6239091
200	0.9846817	0.9122088	0.8927720	0.8067005	0.6344654	0.2743639	1.0063779	0.1417794	1.0250764	0.7328956
250	0.9609674	0.9624504	0.8912594	0.6794004	0.6371037	0.2617716	0.9723384	0.1150408	0.9459258	0.7876464
300	0.9777656	0.9026146	0.7392122	0.6233103	0.5908829	0.2959626	0.8891696	0.1095638	1.0133028	0.7490598
350	0.9070735	0.8527254	0.6361962	0.6180400	0.6252240	0.3362466	1.0810356	0.1257058	1.0374866	0.8121281
400	1.0193133	0.8903195	0.6465619	0.6172773	0.6228186	0.2683141	0.9910054	0.1560154	0.9506268	0.7895463
450	1.0313905	0.9576274	0.7229822	0.6803876	0.6231951	0.2954773	0.9622052	0.1758476	1.0388702	0.8080539
500	1.0324069	0.9955993	0.7167436	0.6905823	0.6527893	0.2943645	1.0167718	0.1553667	1.0798938	0.7520764
550	1.0084588	0.8354567	0.6458789	0.6571715	0.4686853	0.2652963	0.9868787	0.1169023	1.0275249	0.7045822
600	1.0608619	0.7691050	0.6340700	0.7930188	0.2362283	0.2469493	1.0278365	0.1377855	0.9637029	0.8028311
650	1.1213153	0.8411935	0.7156950	0.8793405	0.1666776	0.2012832	1.0444230	0.1051536	0.9864338	0.8807418
700	1.0355434	0.8216998	0.7591671	0.9500390	0.0706286	0.2371613	0.9855494	0.1097051	1.0549368	0.9058735
750	1.0039078	1.0059063	0.7073818	0.9317315	0.0413852	0.2435647	1.0010314	0.1175737	0.9784983	0.9222937
800	1.0139547	0.8600053	0.7373856	0.9147329	0.0210074	0.2919754	0.8956640	0.1029053	1.0756044	0.8656885
850	0.9601751	0.8903312	0.8013904	0.9826414	0.0100619	0.2123530	0.9469842	0.1025436	1.0057260	0.8753137
900	0.9863847	1.0059612	0.9220031	0.9982998	0.0165572	0.3196024	0.9417731	0.0865693	0.9740798	0.9142831
950	0.9622428	0.9556858	0.8298167	1.0455385	0.0105145	0.2990281	0.9448576	0.0798091	1.0801687	0.6980959
1000	0.8961510	0.9649253	0.8563256	1.0768194	0.0263384	0.2921047	0.9836983	0.1247558	1.0768761	0.7476340

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9823677	0.8968054	0.9048283	0.9402944	0.0087352	0.2657949	0.7481180	0.1528562	0.9957643	0.7573191
100	0.9586225	0.8935912	0.8693345	1.0421903	0.0122534	0.4200534	0.4031741	0.1783274	0.9219404	0.7410027
150	0.9728938	0.9243010	0.9081578	0.9174721	0.0184183	0.5324645	0.2767227	0.1776458	0.9260289	0.7373388
200	1.0419585	1.0168549	0.8395287	0.9447721	0.0491699	0.5993393	0.2130156	0.1477170	1.0094987	0.6670369
250	0.9360256	1.0254586	0.8471592	0.9933778	0.1000072	0.7361406	0.2382945	0.1886995	1.0934498	0.6878303
300	0.9830500	0.8562833	0.9373140	1.0983417	0.2392989	0.7801999	0.2178785	0.1768900	0.9997530	0.6795158
350	0.9785224	0.8944282	0.8672668	0.9727435	0.3617798	0.8277167	0.1773622	0.1611043	0.9082357	0.7236824
400	0.9218097	0.9219485	0.9697789	0.8598229	0.5340706	0.8949147	0.1802336	0.1306329	0.9225491	0.7098072
450	0.9252390	0.9762748	1.0014544	0.8347432	0.6066654	0.8152204	0.1833554	0.1369066	0.9944882	0.6513571
500	0.9955951	0.9657254	0.9257410	0.7279779	0.6531716	0.8912648	0.1719248	0.1628089	0.9744201	0.6955537
550	0.9216705	0.9647858	0.9053621	0.6321371	0.5663435	0.7837601	0.4973144	0.1383897	1.0339355	0.7506292
600	1.0107206	0.9410491	0.7887162	0.6307989	0.5114752	0.6660791	0.8280280	0.1350829	0.9588112	0.7601593
650	0.9946275	0.9787434	0.7163208	0.7005487	0.3954294	0.4758739	0.8812327	0.1169438	0.9464169	0.7804502
700	1.0566825	0.8204242	0.7880310	0.7344796	0.2432480	0.3459287	0.9974903	0.1286698	0.9433206	0.7522269
750	1.0484746	0.8320989	0.7011621	0.9145455	0.1171578	0.3428628	1.0117792	0.1184832	0.9989288	0.7806432
800	1.0102414	0.8522717	0.6938465	0.9922709	0.0761356	0.2737322	0.9204888	0.1189775	0.9831113	0.7844608
850	1.0213582	0.9024508	0.7072886	1.0640289	0.0251689	0.2158349	1.0701074	0.1545974	1.0131388	0.7567557
900	0.9891659	0.8420730	0.7948307	0.9553456	0.0155868	0.2682445	1.0813273	0.1833668	1.0581069	0.7752941
950	1.0528316	0.9324267	0.7914424	0.9910211	0.0172416	0.2915306	0.9455270	0.1553612	1.1192920	0.7426388
1000	1.0109632	0.9176590	0.7728672	1.0363224	0.0116586	0.2894324	0.9876657	0.1265993	1.1120425	0.8254871

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9955196	0.9218253	0.9331697	1.0582618	0.0282590	0.2300557	0.9640776	0.0885600	0.9629181	0.7862145
100	0.9651550	0.9732605	0.9013888	1.1072342	0.0181413	0.2631602	0.9622624	0.0936262	0.9474252	0.7677725
150	1.0084838	1.0746034	0.8207287	1.0609198	0.0116856	0.2715698	1.0486448	0.1260577	1.0646966	0.7110308
200	0.9878313	0.9378208	0.7618184	1.0127750	0.0112360	0.3037286	1.0744245	0.1260701	0.9425815	0.7367458
250	1.0316195	0.8307096	0.9075109	1.0611726	0.0188075	0.2589266	1.0660758	0.1046586	1.0098451	0.6316218
300	0.9620781	0.8157393	0.8388147	0.9170349	0.0146837	0.2109972	0.9959213	0.1307362	1.0039162	0.7061084
350	0.9253823	1.0824569	0.7860796	1.1332875	0.0138390	0.2343869	1.0705377	0.1364655	0.9942609	0.7274985
400	1.0121514	0.8009549	0.7542397	0.8648851	0.0221619	0.2267046	0.9992148	0.1497193	1.0398724	0.7037036
450	0.9874614	0.8438705	0.8681601	1.0006001	0.0113958	0.2662278	0.9585608	0.1279625	1.0398940	0.7530824
500	0.9164272	0.8848925	0.8530517	1.0360672	0.0134772	0.2427957	0.9048133	0.1691222	0.9828240	0.7648734
550	0.9088940	0.8699553	0.9660752	0.9860731	0.0089766	0.2356752	0.9799348	0.0932189	0.9248370	0.7999647
600	0.8908036	0.8863863	0.9126811	1.0232420	0.0041945	0.2562916	0.9744933	0.1246040	0.9293789	0.7343995
650	0.8690761	0.9544968	0.8801263	1.0244601	0.0100204	0.2768304	0.9956277	0.1312292	1.0562073	0.7555190
700	0.9709406	0.9471704	0.8938311	1.0052329	0.0127971	0.2548660	0.9979838	0.1005575	1.0020988	0.7738918
750	0.9904094	0.8737568	0.8893246	1.0861789	0.0119990	0.2544529	0.9800326	0.1108420	1.0111135	0.7171214
800	0.9406543	0.9862835	0.9507207	0.9630924	0.0053070	0.1972684	0.9374282	0.1511118	0.9477662	0.7820679
850	0.8828271	0.9722861	0.9739248	0.9389629	0.0124454	0.2166966	0.9519574	0.1162835	0.9890232	0.8117037
900	0.8858049	0.9268483	0.9267973	0.9995245	0.0173598	0.2879452	1.0434144	0.1118159	0.9837577	0.6917331
950	0.9695815	0.9158521	0.8379618	1.0803633	0.0146669	0.2454920	1.0491610	0.1325271	1.1195950	0.7156276
1000	0.9945834	0.9107636	0.8330218	0.9837656	0.0219751	0.2325302	0.9530680	0.1497158	0.9351062	0.7723181

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9604511	0.9238420	0.8693517	0.9700201	0.0086575	0.2405931	0.6345792	0.1269149	0.8792364	0.8550353
100	0.9237972	1.0159510	0.8487278	1.0548157	0.0153333	0.3266720	0.2962776	0.1242762	1.0089447	0.7989187
150	1.0025844	0.9576454	0.8929685	0.9942206	0.0137377	0.5708017	0.1823759	0.1194852	1.0901319	0.7393378
200	1.0565984	0.9935245	0.8992535	1.0203032	0.0534826	0.6288771	0.1358815	0.0975811	1.0210570	0.7502849
250	1.0185966	0.9486467	0.9212650	1.0061089	0.1765457	0.7102609	0.1000679	0.0877965	0.9441484	0.7079218
300	1.0223561	0.8786257	0.8757711	1.0211145	0.2742800	0.6836290	0.1291373	0.1386911	0.9690006	0.7506044
350	1.0139928	0.9826247	0.9042505	0.9546148	0.3107265	0.6950852	0.1167797	0.1442190	0.9985515	0.8617065
400	1.0744239	0.8708425	0.7936224	0.9757618	0.3303110	0.7377326	0.0955048	0.1326963	1.0428415	0.8506580
450	1.0328634	0.9304885	0.8146500	0.8778256	0.3960615	0.8242814	0.1161982	0.1379379	0.9902464	0.7965751
500	1.0145526	0.8545326	0.8640254	0.8261252	0.4399835	0.7512105	0.1132163	0.1555621	0.9478050	0.7216574
550	1.1504314	0.9820711	0.7219171	0.8401204	0.4306112	0.7554138	0.4766459	0.1181385	0.9579902	0.6717572
600	1.0958667	0.8967751	0.7559180	0.8587860	0.4067676	0.7202969	0.8071341	0.1358431	0.9737628	0.6577919
650	1.0610047	0.8320287	0.7477484	0.8274369	0.3696965	0.5087501	1.0203989	0.1353332	1.0181612	0.7470454
700	1.0831702	0.8949191	0.6950417	0.9846790	0.2109185	0.4313955	1.0468476	0.1244618	1.1079076	0.7899993
750	1.0577413	0.8952995	0.7424176	1.0660027	0.1169238	0.3153420	1.0972638	0.1248128	1.0828700	0.8135718
800	0.8610622	0.8676430	0.8169099	0.9240770	0.1004119	0.1846263	1.0995774	0.1375705	1.1174002	0.7442588
850	1.0149416	0.9389637	0.8663930	0.9845465	0.0461227	0.1603832	1.0976986	0.1534408	0.9646591	0.7229712
900	0.9692985	0.9252791	0.9099199	0.9632474	0.0387190	0.1974749	0.9462407	0.1574832	0.9669277	0.7598794
950	1.0101376	1.0213770	0.8348550	0.9958260	0.0236295	0.2696317	0.9257939	0.1248386	1.0280704	0.7509304
1000	0.9023241	0.9236395	0.8904802	0.9871903	0.0238561	0.2380970	1.0281673	0.0958265	1.0509239	0.7577091

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9533191	0.9623241	0.9592843	0.8948804	0.0171108	0.3069087	0.9964940	0.1280031	1.0335894	0.7330477
100	1.0125239	0.9471729	0.8127259	0.6089468	0.0123689	0.2036897	0.9988228	0.1385498	1.0794463	0.6805369
150	1.0912851	0.9745165	0.6534854	0.5536950	0.0167763	0.2480810	0.9958048	0.1679225	1.0434591	0.6413119
200	1.0907311	0.7206456	0.5928509	0.4301374	0.0146413	0.2392172	1.0519514	0.1668167	0.9583129	0.6771823
250	1.0357030	0.7262957	0.4637732	0.4275250	0.0196049	0.2174114	1.0478340	0.0983827	0.9683319	0.7702056
300	0.9931917	0.4634060	0.3896294	0.4760286	0.0290829	0.2459970	1.0237529	0.1128642	1.0066708	0.8145975
350	0.9813772	0.3700354	0.3101975	0.4450839	0.0191111	0.2316564	0.9900052	0.0719080	0.9333806	0.8218051
400	0.9524049	0.1989694	0.2741174	0.4920632	0.0164464	0.2791409	0.9463702	0.1128299	0.9492054	0.7470315
450	0.6429750	0.1533897	0.3246569	0.4804577	0.0157210	0.2775764	0.9618215	0.1258789	0.9686390	0.7669776
500	0.5744018	0.2073590	0.3569456	0.5325341	0.0307229	0.2377015	0.8943571	0.1440797	1.0180630	0.7744917
550	0.7135667	0.3260922	0.3591317	0.6555031	0.0116844	0.2161247	0.9461375	0.1603207	0.9898326	0.7737462
600	0.9239818	0.4369795	0.4861466	0.9197948	0.0147556	0.2559141	0.9651264	0.1498177	0.9134588	0.8197278
650	0.9475174	0.6886228	0.5730793	0.9425221	0.0166416	0.2501634	1.0075461	0.1120893	0.9268949	0.8489102
700	0.9634276	0.6984692	0.6252531	0.9484296	0.0112900	0.3051425	0.9980550	0.1208873	1.0139845	0.8134849
750	1.0108533	0.8613473	0.6427175	0.9524963	0.0111133	0.2684259	1.0477707	0.1253599	1.0444211	0.7547542
800	1.1189158	0.8447963	0.7396931	0.9114068	0.0061591	0.2676720	0.9928453	0.1494775	1.0744948	0.7093090
850	1.0074978	0.8696402	0.7731831	0.9170152	0.0052961	0.2838948	1.0768644	0.1666367	0.9962057	0.7566327
900	0.9584888	0.9597378	0.9136907	0.9023008	0.0151440	0.2728969	1.0618060	0.1567568	1.0615100	0.7662392
950	1.0142030	0.8465807	0.7803907	0.8995092	0.0159340	0.2725220	1.0022428	0.1358494	1.1806529	0.7677270
1000	1.0167106	0.8667901	0.7601510	1.0044952	0.0148823	0.2429924	0.9973897	0.1260532	0.9465348	0.8443851

0	1.0539778	1.0081635	0.8069233	0.9655337	0.0092933	0.2441521	1.0186212	0.1168923	0.9885837	0.7717756
50	0.9057422	0.8728762	0.8996748	0.9685707	0.0134505	0.1861588	1.0092593	0.1258660	1.0245871	0.8631344
100	0.9275547	0.9224401	0.9499698	0.8765929	0.0026572	0.0693341	0.9813153	0.1093790	1.0484049	0.9545829
150	0.8643187	0.8640053	0.9199836	0.9479778	0.0072002	0.0428883	1.0459896	0.0997674	1.0088588	0.8661068
200	0.8968356	0.9567691	0.7721886	0.9765651	0.0083030	0.0379211	1.0602825	0.1127036	0.9839395	0.8432113
250	0.8870184	0.9948904	0.7890358	0.9587412	0.0047750	0.0317553	1.0263819	0.1041976	0.8914822	0.8363618
300	0.8468794	0.8917602	0.8540908	0.9039428	0.0079664	0.0523978	1.0857482	0.1275651	0.8987235	0.8694164
350	1.0623459	0.9333634	0.8457553	1.0218560	0.0086095	0.0384185	0.9823548	0.1094315	0.9146929	0.9705838
400	0.9469399	0.8852822	0.8216244	1.0059445	0.0283967	0.0277683	0.8404465	0.1061464	0.9935556	0.9208774
450	0.9230678	0.9203989	0.8510127	0.9330695	0.0106385	0.0204254	0.9819147	0.1084207	1.0607017	0.8746212
500	1.0019689	0.9272486	0.8763406	1.0334093	0.0066031	0.0368245	0.9975649	0.0857271	1.0156409	0.8631428
550	0.9427537	0.9833258	0.8813963	1.0818945	0.0057477	0.0797282	1.1205976	0.1369235	1.0019528	0.8523938
600	1.0652662	0.9539006	0.8284554	0.8758654	0.0071872	0.1722860	1.0300191	0.1119117	1.0347888	0.8165931
650	1.0294040	0.8907780	0.9849361	1.0140785	0.0216802	0.2588588	0.9145641	0.1439618	1.0200104	0.7939238
700	1.0118648	0.8988069	0.8587258	0.9657368	0.0199297	0.2863688	0.9373850	0.1413720	0.9222804	0.8137281
750	1.0831504	0.9126566	0.8019734	0.9024964	0.0124705	0.3000174	0.9761451	0.1626889	0.9732438	0.8408079
800	1.0561864	0.9237835	0.7466231	0.9847806	0.0070919	0.2441903	0.9155378	0.1127045	1.0231122	0.8399632
850	1.1244773	0.9028938	0.8110922	0.8784316	0.0048158	0.3244621	1.0036016	0.1477092	1.0097588	0.8177684
900	1.0502915	0.8253873	0.9413567	0.9172741	0.0078358	0.2509718	1.0675467	0.1293916	0.9496171	0.8373687
950	1.0423309	0.9564390	0.9599978	1.0275895	0.0149794	0.2448899	1.0444913	0.1297625	0.9902320	0.7351861
1000	1.1149746	0.8941006	0.9319398	0.9645799	0.0115518	0.2591123	1.1625011	0.1202706	0.9596100	0.7962281
