"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
150	0.2158069	0.5000483	0.8272588	0.0164758	0.7841092	0.7905179	0.8498441	0.3846353	0.5513565	0.3335749
200	0.1574082	0.4484958	0.8070838	0.0279773	0.8022691	0.7998028	0.8236377	0.3414546	0.5576542	0.3342432
250	0.1078734	0.4040175	0.8444146	0.0100586	0.7982413	0.8008077	0.7479479	0.3487984	0.5721176	0.3106330
300	0.0873934	0.4634175	0.8374820	0.0053437	0.7511693	0.7627108	0.7091018	0.3527827	0.6755350	0.3079894
350	0.0725247	0.4826673	0.7401640	0.0047259	0.7664290	0.7416258	0.6756681	0.3276730	0.6130790	0.3181117
400	0.0639727	0.5352653	0.7859684	0.0012199	0.7239395	0.6498482	0.6658346	0.3436590	0.5787236	0.3023464
450	0.0689035	0.5111511	0.7378052	0.0022478	0.6622468	0.7018367	0.6475489	0.3185083	0.5319117	0.2800662
500	0.0541708	0.4978028	0.6947856	0.0068440	0.7215725	0.7392943	0.7039181	0.3004831	0.5184692	0.2842183
550	0.2654585	0.5495841	0.7772263	0.0472038	0.7660973	0.7345386	0.7677351	0.2820772	0.4185965	0.3308125
600	0.5118915	0.5696531	0.8183864	0.0656132	0.7969279	0.7035035	0.7484432	0.4317911	0.3363790	0.3066846
650	0.5539185	0.5422846	0.8291546	0.0798623	0.8297619	0.7110500	0.7843559	0.4297136	0.2195140	0.3406166
700	0.6958657	0.5555737	0.8840802	0.1304873	0.8422786	0.8061312	0.8004767	0.4574932	0.1824701	0.4161903
750	0.7375105	0.5525576	0.8055293	0.0834803	0.8335743	0.7390725	0.9077566	0.4490385	0.1954450	0.3766736
800	0.7212147	0.5026830	0.6623782	0.1020772	0.8501001	0.8672767	0.9473151	0.4922236	0.2169222	0.3020551
850	0.8234891	0.4588471	0.6714728	0.0879427	0.8240531	0.7380775	0.8534726	0.4882748	0.2418669	0.3017099
900	0.8557405	0.4282835	0.7541414	0.0849230	0.8389605	0.7308325	0.7735543	0.4211516	0.2600010	0.2908874
950	0.9549137	0.4462640	0.7689020	0.0531381	0.8481334	0.6974236	0.8477374	0.3034909	0.2212954	0.3109271
1000	0.8096038	0.4533235	0.8626036	0.0900904	0.8292149	0.7303215	0.8395826	0.3175800	0.2007764	0.2392823

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.8694624	0.5123546	0.8064791	0.0925512	0.6504127	0.7908698	0.7268336	0.3715339	0.2754257	0.5226755
100	0.8536531	0.4699760	0.8955531	0.1078673	0.6683583	0.7358787	0.8024064	0.4574469	0.3067713	0.5958632
150	0.8184148	0.4842943	0.7973010	0.0905106	0.7975443	0.7459156	0.7926738	0.4912495	0.3006031	0.7112488
200	0.7748611	0.4740975	0.7620223	0.1058907	0.7276116	0.7840954	0.8629438	0.4886666	0.3981623	0.7879668
250	0.7647723	0.4872241	0.7428348	0.0712367	0.6787650	0.8233128	0.8284549	0.5136339	0.5107203	0.7806168
300	0.7569315	0.5062892	0.7354186	0.0754283	0.7340707	0.8263261	0.8369926	0.5252474	0.5764678	0.8083721
350	0.7442342	0.4742695	0.7954813	0.0880521	0.9590156	0.8279968	0.8141419	0.5714030	0.5969603	0.9351368
400	0.7851164	0.4421503	0.7390643	0.0843598	0.9048168	0.7838765	0.7423289	0.5336876	0.5647518	0.9130227
450	0.8591659	0.3647619	0.7016889	0.1058788	0.8660585	0.7760569	0.8387858	0.5365650	0.5466065	0.8356065
500	0.9195693	0.3640603	0.7675933	0.0944716	0.7844509	0.7605098	0.9081265	0.4989039	0.5139212	0.9078931
550	0.9215848	0.4020706	0.7554780	0.1215742	0.6868015	0.7962359	0.9498572	0.5081334	0.5454963	0.6688517
600	0.8934929	0.4707749	0.7541363	0.0802369	0.6544972	0.7912152	0.8767314	0.4533226	0.5339291	0.4743542
650	0.8597051	0.4794120	0.7710147	0.0904750	0.6675819	0.8076984	0.8071228	0.3958773	0.4267045	0.4390723
700	0.8986922	0.4882695	0.8246718	0.0843290	0.7662560	0.7794341	0.7514567	0.4102373	0.3683704	0.3864499
750	0.8923702	0.4664771	0.8177171	0.1014234	0.8823603	0.7398300	0.8312632	0.3869555	0.2822623	0.3522137
800	0.8067111	0.5050475	0.7732940	0.0627618	0.9652249	0.7775543	0.8080816	0.3137984	0.2006301	0.3552325
850	0.8966878	0.4703831	0.8542840	0.0736329	0.9356860	0.7985340	0.7682526	0.3176725	0.2596543	0.3203830
900	0.8642012	0.4587670	0.8270566	0.0912103	0.8711599	0.8075588	0.8282853	0.3435247	0.2264855	0.3093950
950	0.9481605	0.5671045	0.8015225	0.0665907	0.8477889	0.7207921	0.8134159	0.3590829	0.2204793	0.3383625
1000	0.8739899	0.5247827	0.8066178	0.0647736	0.7379417	0.6965206	0.8148803	0.3520402	0.1663413	0.3396834

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.9263435	0.4848326	0.9118319	0.0700868	0.8043803	0.7007915	0.7923290	0.3471500	0.3421900	0.3432252
100	0.8988310	0.5421454	0.8918236	0.0753331	0.7291523	0.7487726	0.8684429	0.3489750	0.4814906	0.3302192
150	0.9092156	0.5223614	0.8527551	0.1188970	0.7127247	0.7025168	0.8502871	0.3309252	0.4833190	0.2967319
200	0.8453505	0.4761363	0.8664181	0.1234753	0.7190632	0.8181484	0.9107260	0.2971838	0.4867199	0.3444937
250	0.8249435	0.5573887	0.8208105	0.1142514	0.8281316	0.7572240	0.9735858	0.3318848	0.4884408	0.3430103
300	0.8530857	0.4941082	0.7852983	0.1013480	0.8583143	0.7300998	0.9208696	0.3121905	0.4867081	0.3899213
350	0.9433170	0.5193223	0.7422842	0.0815358	0.7744303	0.7211865	0.8674874	0.3729665	0.5540430	0.3793156
400	0.9363453	0.5495754	0.8478390	0.0884932	0.7520497	0.7491727	0.8213205	0.2832333	0.5461008	0.3181941
450	0.8371387	0.6082162	0.8518846	0.1099060	0.8362680	0.7261059	0.8495349	0.2547161	0.5479408	0.3486542
500	0.8550470	0.4959388	0.9044835	0.0851605	0.7918278	0.6738225	0.7208974	0.2636268	0.5544047	0.4131071
550	0.8052009	0.4471759	0.8404318	0.1177627	0.8114655	0.7342738	0.7561591	0.2400087	0.4435380	0.3663800
600	0.7700215	0.4765132	0.7129892	0.1077786	0.8168753	0.7189740	0.7886273	0.3344966	0.3497303	0.3503819
650	0.9330760	0.4715844	0.7648600	0.1011656	0.7836022	0.7683545	0.8156975	0.3499622	0.3586092	0.3201814
700	0.8964314	0.4806080	0.8466953	0.1532927	0.8609145	0.7412334	0.8718162	0.3175511	0.2927633	0.3347723
750	0.8555221	0.4998678	0.8207490	0.1161897	0.8449093	0.7973179	0.7976759	0.2841207	0.2337834	0.2824723
800	0.8983842	0.5884919	0.9550667	0.1029468	0.8677294	0.7704503	0.8266448	0.3197606	0.2157593	0.2857087
850	0.8677530	0.4461200	0.8643849	0.0942275	0.8452257	0.7936340	0.7737756	0.3947974	0.1696464	0.3174292
900	0.8781066	0.5224196	0.9885005	0.1046157	0.8897016	0.7717671	0.7646669	0.3694863	0.1586554	0.2910456
950	0.8094199	0.5796884	0.9266089	0.1034748	0.8425570	0.7325891	0.8081031	0.3053347	0.1709172	0.3490283
1000	0.9089207	0.5490905	0.9305685	0.1046903	0.8425488	0.7355896	0.8236922	0.4076535	0.2266233	0.4062931

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.6278584	0.5926967	0.8402730	0.0667691	0.7446458	0.7774410	0.8202468	0.4314161	0.4163967	0.3558769
100	0.4000615	0.6732182	0.8317831	0.0499781	0.8523629	0.8784369	0.8128864	0.3817164	0.5109862	0.3889206
150	0.2112369	0.8505244	0.8714376	0.0425284	0.8904951	0.7918728	0.8692061	0.4183717	0.5419385	0.4113320
200	0.1080377	0.8223984	0.8044846	0.0260960	0.8793545	0.9825517	0.7800880	0.4371676	0.5351749	0.3807889
250	0.0612702	0.8646843	0.9184148	0.0286725	0.8158186	0.9463916	0.8097462	0.4868131	0.5066662	0.4357208
300	0.0374191	0.7833041	0.8974098	0.0325048	0.8718141	0.9736079	0.9700858	0.4502225	0.6391594	0.3954358
350	0.0292530	0.7597228	0.9849608	0.0218883	0.9201360	0.8908335	0.8632915	0.4190721	0.5788335	0.3874109
400	0.0366438	0.7570521	0.9365936	0.0189876	0.9102743	0.8490489	0.9139914	0.4022558	0.6218707	0.4368249
450	0.0422344	0.8117620	0.8348897	0.0185900	0.8668881	0.9454628	0.9438142	0.3945693	0.6126316	0.4149595
500	0.0420197	0.8602356	0.8171488	0.0213062	0.9137455	0.9231770	0.8549032	0.3854530	0.6086959	0.4730860
550	0.1144894	0.7590716	0.8113420	0.0205595	0.9136592	0.9184486	0.8787918	0.3678218	0.5405556	0.4570566
600	0.2792253	0.6610562	0.8780778	0.0360961	0.9067159	0.8885968	0.9118947	0.4602567	0.4418078	0.4275583
650	0.4447157	0.5766727	0.7466131	0.0760519	0.8697979	0.6921173	0.7842767	0.4977701	0.3673093	0.4465073
700	0.6497359	0.6283391	0.7009287	0.0898881	0.8397591	0.7620146	0.7816625	0.5661788	0.3770135	0.4733627
750	0.6235560	0.5211955	0.8849133	0.1012048	0.8084935	0.7347055	0.9115344	0.5851607	0.4274949	0.3691144
800	0.7593107	0.5498448	0.7939794	0.0995578	0.8221271	0.7062240	0.9139194	0.4913752	0.3444399	0.3770649
850	0.7867729	0.5454348	0.6919722	0.0838306	0.8067831	0.7332561	0.8430989	0.5147206	0.3035830	0.3997612
900	0.8004734	0.5915546	0.7791555	0.0752774	0.8355832	0.6927045	0.8452282	0.4587646	0.2843061	0.3785759
950	0.8018885	0.5272906	0.7652730	0.0684085	0.8174794	0.7624985	0.8658087	0.3625821	0.3058553	0.3790640
1000	0.7986011	0.5156599	0.7835000	0.0830057	0.8940701	0.7920578	0.8140874	0.3871019	0.2735256	0.3584795

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.9528631	0.4957550	0.8795137	0.1256528	0.8643641	0.8091286	0.8514712	0.3710652	0.3017213	0.4406892
100	0.8435256	0.5685206	0.7713720	0.1061527	0.8030003	0.7741689	0.8456348	0.4072002	0.4738870	0.4973714
150	0.8105365	0.6240847	0.8028661	0.1004318	0.7838480	0.8124041	0.7513378	0.4776453	0.5726272	0.5461981
200	0.7629828	0.6192779	0.7370603	0.0975942	0.8199547	0.7425513	0.7497414	0.4312958	0.5218670	0.5783999
250	0.6590469	0.5384240	0.7556238	0.1018163	0.7527537	0.7434455	0.8356398	0.4744905	0.5725014	0.6260414
300	0.7822081	0.5708719	0.7653663	0.0739665	0.8948699	0.7565890	0.8702332	0.4755535	0.5867650	0.6555420
350	0.8082918	0.6085642	0.7210208	0.0841959	0.7574950	0.6577057	0.8772967	0.4577611	0.7062286	0.5789092
400	0.8054643	0.5747813	0.6926509	0.0764841	0.7545240	0.7070852	0.7339535	0.4423083	0.6242221	0.6047654
450	0.7212900	0.6424197	0.7419573	0.0792273	0.7380607	0.6930988	0.8829626	0.5186941	0.6639312	0.6172201
500	0.6724157	0.6656125	0.6960576	0.1140977	0.7309507	0.6942267	0.7378734	0.4830550	0.7138889	0.6467349
550	0.7102763	0.5559311	0.6686768	0.1261042	0.7652656	0.7742298	0.7043776	0.5118343	0.6012778	0.5625926
600	0.8098634	0.5348530	0.7867329	0.0849188	0.7865439	0.7107124	0.7117941	0.4939179	0.5391830	0.4916643
650	0.9021176	0.5117605	0.8615423	0.0999230	0.7346161	0.7224901	0.8000203	0.4615014	0.4875828	0.4056379
700	0.8593602	0.5040555	0.7716942	0.0747662	0.8335609	0.6953599	0.8560849	0.4097045	0.4114887	0.3545728
750	0.9641531	0.5453059	0.7540569	0.0890827	0.7626555	0.8061883	0.8393637	0.3961475	0.2999373	0.2718645
800	0.9414799	0.4806852	0.8206063	0.1093946	0.7580882	0.7828795	0.7530504	0.3363293	0.2208339	0.3312944
850	0.9206565	0.5192804	0.7837364	0.1171474	0.6742010	0.7164998	0.7549796	0.3276187	0.2029647	0.3313501
900	0.8809320	0.4520983	0.7383249	0.0857743	0.7696022	0.6637783	0.7363308	0.3662520	0.2196579	0.3587400
950	0.8012694	0.4250400	0.7404819	0.0999773	0.7435002	0.7752452	0.7748132	0.3667098	0.2154619	0.3517847
1000	0.8887908	0.4682026	0.7623070	0.0539436	0.7392936	0.7904492	0.7314494	0.3193693	0.2581275	0.3272593

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.6764394	0.4911460	0.7683893	0.0748032	0.7659783	0.7586440	0.8597959	0.4341718	0.1936460	0.3241788
100	0.3933526	0.5450080	0.7870019	0.0401421	0.9456133	0.8383499	0.8686639	0.4648095	0.1920579	0.3535422
150	0.2377316	0.4794528	0.8717801	0.0300973	0.8877924	0.8107469	0.7872376	0.5447568	0.2065093	0.2923185
200	0.2006601	0.5188636	0.8747667	0.0146597	0.9375447	0.7852576	0.8664784	0.4910126	0.2454885	0.3518104
250	0.1846082	0.6713438	0.7810090	0.0168297	0.8641601	0.7415403	0.8641283	0.5414705	0.2433057	0.3755846
300	0.1477803	0.6082900	0.8137769	0.0215274	0.9297175	0.8321109	0.8482473	0.5489709	0.2699469	0.3458607
350	0.1669282	0.5781710	0.8890891	0.0122404	0.8462820	0.7004819	0.9618312	0.6117660	0.2813604	0.4101938
400	0.1517201	0.6143885	0.7940661	0.0142333	0.7721166	0.6256719	0.8801141	0.6092229	0.2673348	0.4197929
450	0.1307122	0.5644853	0.7765649	0.0201900	0.8412501	0.7630398	0.7625971	0.6400095	0.2794196	0.4192960
500	0.1340022	0.4977337	0.7647594	0.0145052	0.8219021	0.7049412	0.7621661	0.5693071	0.2879414	0.4110912
550	0.3086186	0.5597016	0.8737121	0.0413238	0.8090414	0.6834777	0.8749134	0.6442860	0.2526678	0.3709306
600	0.5663793	0.5279252	0.7539259	0.0869219	0.7131820	0.6659747	0.8260646	0.5889506	0.2714147	0.3547665
650	0.7018146	0.5094631	0.7174343	0.0836631	0.7334530	0.7755295	0.9087370	0.6275003	0.2820427	0.3328315
700	0.8535353	0.5308994	0.7698251	0.0820458	0.8162483	0.7561774	0.9846328	0.4827681	0.2867527	0.2935178
750	0.9544020	0.5524764	0.7902646	0.1075746	0.7455698	0.7005953	0.8167356	0.4476936	0.2083996	0.3219652
800	0.8784895	0.4946767	0.7480858	0.0898196	0.8047972	0.7168997	0.7740422	0.3828649	0.1854210	0.2770165
850	0.9264509	0.4541346	0.7653293	0.1074204	0.8709462	0.7177157	0.7395915	0.3246178	0.1750039	0.2823365
900	0.9547197	0.5417988	0.8019956	0.0977357	0.7924468	0.7784480	0.7589666	0.3723984	0.1911576	0.3466493
950	1.0208166	0.5671220	0.7851210	0.1100095	0.7637651	0.8357405	0.7404955	0.3417524	0.2107192	0.3647399
1000	0.8360869	0.4781778	0.8152805	0.0563064	0.7725145	0.8219443	0.8819028	0.3284287	0.2063029	0.2930808

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.7287118	0.5570770	0.7643901	0.0723457	0.7497574	0.6954703	0.7736645	0.4622005	0.2382203	0.5071507
100	0.5232096	0.5300455	0.8165163	0.0487638	0.7341051	0.5931262	0.7297836	0.4940694	0.2990287	0.5514821
150	0.3537780	0.5656100	0.6811282	0.0314373	0.6632533	0.6362187	0.7750314	0.5916941	0.3961109	0.6176988
200	0.2665122	0.5702260	0.6680795	0.0454987	0.6999976	0.6630104	0.7429976	0.6992616	0.3694005	0.6493453
250	0.2488257	0.5776523	0.7301647	0.0379267	0.6911070	0.6661927	0.8840718	0.7724884	0.3751709	0.6010234
300	0.2639575	0.5965966	0.7099087	0.0340479	0.6924652	0.7678774	0.8601729	0.7698095	0.3440228	0.6826020
350	0.2133757	0.6297134	0.7671336	0.0175909	0.7270578	0.7396326	0.9478728	0.7401120	0.4266986	0.6331847
400	0.1567840	0.5991877	0.7683720	0.0147052	0.8229787	0.7822679	0.9412780	0.6941711	0.4780203	0.6056051
450	0.1889504	0.5496647	0.7812659	0.0216230	0.7945305	0.8583196	1.0003186	0.6427350	0.4733824	0.5939968
500	0.2343105	0.6045015	0.8038788	0.0288296	0.8349010	0.8247721	0.9605173	0.7329965	0.4071732	0.6016903
550	0.3214585	0.5363895	0.7256565	0.0254351	0.8604700	0.6915766	0.8986336	0.7561504	0.4195845	0.6352832
600	0.5432021	0.5255855	0.7554859	0.0677752	0.7515424	0.6356830	0.8991683	0.6852206	0.4048399	0.4602191
650	0.6550128	0.5174751	0.7929874	0.0712396	0.7638411	0.6002374	0.9171115	0.6240731	0.3411978	0.3329165
700	0.7409129	0.5410278	0.7641964	0.0979298	0.7458748	0.7326055	0.8620518	0.4842447	0.2820298	0.3025876
750	0.8322228	0.4453012	0.7181692	0.1263248	0.6883630	0.7621262	0.7944013	0.3887717	0.2500000	0.2910323
800	0.9877885	0.4652787	0.7975372	0.0880587	0.7566290	0.8352057	0.8237907	0.3121416	0.2171857	0.3166286
850	0.9424654	0.5385815	0.7729197	0.0753986	0.6654895	0.8473000	0.7813042	0.2984559	0.2054519	0.3086241
900	0.9524735	0.5084405	0.8206604	0.0907789	0.7998089	0.8020967	0.8608098	0.3314561	0.1909725	0.3268905
950	0.8978234	0.5198311	0.9036152	0.0723004	0.8910507	0.7788585	0.8205653	0.2895647	0.2326144	0.3376986
1000	0.8536238	0.5822675	0.7917613	0.0907520	0.8878075	0.8354856	0.8671822	0.3258859	0.2425971	0.3407930

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.5877753	0.6967225	0.8539217	0.0868110	0.8637624	0.6280290	0.8937533	0.3831260	0.3139624	0.4479707
100	0.5390253	0.8072855	0.6644507	0.0568989	0.8535128	0.7354425	0.9602684	0.2954226	0.3625036	0.6017590
150	0.3932238	0.8207513	0.7301240	0.0738087	0.8133898	0.7844045	0.9235158	0.3297133	0.4330563	0.6600558
200	0.3017684	0.7977022	0.7117116	0.0865846	0.8749529	0.7618608	0.9672123	0.2293993	0.5111572	0.6616117
250	0.2622918	0.8044056	0.7698460	0.0528715	0.8599975	0.7283058	1.0535674	0.2541565	0.6301570	0.7229023
300	0.2076358	0.8793725	0.8013271	0.0692464	0.8809807	0.7245186	1.1013801	0.2529189	0.6618686	0.7155765
350	0.1906232	0.8065042	0.7015910	0.0659404	0.9000909	0.7402021	0.9863614	0.2764877	0.5736635	0.7243019
400	0.2070363	0.7839309	0.7593970	0.0665924	0.8970553	0.8092161	0.9672340	0.3014888	0.5598488	0.8261003
450	0.2257969	0.8275573	0.8278419	0.1034881	0.9856152	0.7764872	0.9376479	0.2942025	0.5516006	0.8495918
500	0.1953791	0.8373678	0.8362858	0.1018700	0.8900810	0.7432369	0.9119805	0.2991066	0.6181149	0.6913175
550	0.2255184	0.7494819	0.8109403	0.0971026	0.7971515	0.9012360	0.8741748	0.4173800	0.5084786	0.5603587
600	0.3679994	0.5458789	0.7711909	0.1094740	0.8031553	0.7568514	0.8546629	0.5088210	0.5053605	0.5416521
650	0.4964034	0.5260531	0.7933424	0.0999096	0.8673743	0.7872821	0.8044676	0.5699135	0.4278990	0.4961874
700	0.6765339	0.4726661	0.8072352	0.0882310	0.9138190	0.7739648	0.8959316	0.5405209	0.4381794	0.4026582
750	0.7500916	0.4836728	0.7024908	0.0942410	0.7887900	0.7247690	0.9539329	0.4546784	0.3296971	0.3159142
800	0.8131407	0.4705804	0.7733188	0.1079294	0.7780039	0.7504102	0.8729921	0.4703207	0.2864307	0.3368753
850	0.8516684	0.4665491	0.7893301	0.1119608	0.8296180	0.8652064	0.7644122	0.4679513	0.2779478	0.2925484
900	0.8788937	0.4303361	0.7144218	0.1060126	0.8082566	0.8315172	0.8369149	0.4409906	0.2394534	0.3328055
950	0.8201459	0.4410522	0.7484104	0.0985339	0.7588484	0.7709576	0.8101542	0.3610438	0.2265855	0.3036162
1000	0.8378522	0.4834466	0.7221924	0.1050811	0.7172004	0.6840720	0.7893869	0.3917854	0.2019113	0.4113769

0	0.8391160	0.5418553	0.7462280	0.1054299	0.7634072	0.7924907	0.7919291	0.4262609	0.2131690	0.3802899
50	0.8036996	0.5715044	0.7635535	0.0597243	0.7944220	0.8146385	0.9311507	0.3859631	0.2095254	0.3505839
100	0.6682151	0.6251433	0.7494960	0.0755171	0.7556766	0.7226292	0.8827049	0.3907750	0.2213255	0.4330740
150	0.5315204	0.7285819	0.8362352	0.0593787	0.7758128	0.7851507	0.8157017	0.4200958	0.2243618	0.4593514
200	0.4055899	0.6763285	0.8572272	0.0728840	0.8288701	0.7652176	0.8706502	0.4567295	0.2944671	0.5145143
250	0.3440063	0.6482788	0.7591479	0.0769326	0.7102098	0.7747255	0.9145438	0.4689097	0.3454196	0.4770050
300	0.3177626	0.7219662	0.7774710	0.0803287	0.7748824	0.6881032	0.8917900	0.5110211	0.3271377	0.4881086
350	0.2979927	0.7079808	0.6387373	0.1168066	0.7804108	0.7625655	0.7724308	0.5899330	0.3792773	0.5477512
400	0.3363899	0.7136925	0.7163847	0.0554672	0.8522735	0.7879521	0.9123227	0.5572624	0.3691334	0.6068150
450	0.3148443	0.7819251	0.8168912	0.0625959	0.8316718	0.8222933	0.7789690	0.5572742	0.3829410	0.5665240
500	0.2619537	0.7523784	0.7538099	0.0857641	0.8501124	0.8300975	0.8018114	0.6126950	0.3693881	0.5105310
550	0.3011323	0.6228879	0.7977646	0.0971759	0.8366211	0.8162224	0.8760457	0.5720752	0.4521180	0.5248544
600	0.4288329	0.6292401	0.9631510	0.1054923	0.7476920	0.8708765	0.8790022	0.5498352	0.4657296	0.5038634
650	0.5923072	0.5237567	0.9762975	0.1018673	0.7779561	0.8252023	0.7543029	0.5314634	0.4877482	0.3967276
700	0.6557744	0.4828330	0.8744818	0.0878331	0.7480194	0.7755487	0.7350906	0.4260855	0.3853603	0.4479207
750	0.8093295	0.4979399	0.8715885	0.0894513	0.7331253	0.7722879	0.7811033	0.4958816	0.3757090	0.4303966
800	0.7909745	0.4514714	0.7259993	0.0760383	0.7132886	0.7337268	0.8520446	0.3796610	0.3070297	0.3399144
850	0.8764241	0.5264680	0.7467681	0.1000886	0.7249736	0.7462322	0.8456151	0.4055652	0.3115949	0.3787388
900	0.8864062	0.5894668	0.7423484	0.1145429	0.8022265	0.8275425	0.7965646	0.4344794	0.2785979	0.3696472
950	0.8291504	0.5579453	0.8550138	0.0855447	0.8422847	0.8091675	0.8516738	0.3487047	0.3047972	0.3759968
1000	0.8653071	0.5410607	0.8369881	0.0882771	0.8229580	0.7373383	0.8993442	0.3683916	0.3219871	0.4295614
