YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.0433947	0.2566750	0.8042524	0.5752669	1.0428750	0.5394537	0.8771332	1.0450942	0.0912649	1.0989164
0.0393131	0.1159482	0.8279034	0.6780472	0.8825634	0.5805267	0.9290701	0.9851370	0.0966611	1.0709548
0.0585913	0.3195518	0.4455715	0.5351544	1.0227049	0.5517174	0.9275838	0.9671713	0.1024777	1.0431962
0.1826284	0.4438679	1.0567622	0.2653209	0.9630320	0.5668775	0.8919551	0.9187522	0.0956361	1.0722186
0.1782890	0.5650801	0.8744728	0.2121156	0.4700611	0.5745946	0.8778612	1.0121648	0.1245965	0.9952916
0.0888790	0.3173144	0.8797910	0.5911912	1.0004245	0.3598532	0.9604308	0.9587100	0.0788213	1.1343413
0.0916642	0.3099036	0.9665296	0.4693899	0.8714843	0.0872413	0.4622187	0.9591407	0.1003173	1.0199115
0.1082421	0.3224969	0.9125105	0.5484994	1.0691834	0.5440444	0.9806241	0.5188073	0.1126865	1.0147295
0.0740725	0.3437918	0.8308206	0.5566775	0.9690314	0.6590262	1.0055867	1.0266452	0.0421944	1.0385498
0.0639624	0.2810899	0.9012627	0.5947165	0.9640830	0.6219166	1.0152596	0.7280548	0.2754268	0.5051125
