"Time"	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W
600	0.1847260	0.7269546	0.3213253	0.4247536	0.4601758	0.3038913	0.2997784	0.0122949	0.6649452	0.1822591
650	0.2801379	0.6574781	0.1763847	0.6967698	0.3787556	0.4494049	0.3162586	0.0243959	0.5683661	0.1247390
700	0.2284493	0.6122760	0.1964237	0.6498160	0.3017388	0.4601354	0.3179917	0.0250352	0.6488922	0.2554125
750	0.3836083	0.4443663	0.1720934	0.6111818	0.2867412	0.3922729	0.2508665	0.0210726	0.6412260	0.2181949
800	0.2919842	0.4604935	0.0961593	0.8110183	0.3202229	0.4157967	0.3922432	0.0279034	0.5616615	0.2018674
850	0.3289607	0.3040118	0.0728727	0.7430658	0.3266527	0.3530277	0.3229475	0.0071821	0.4482166	0.1874376
900	0.2878569	0.2300100	0.0710401	0.6334112	0.3593414	0.3207949	0.3989576	0.0229515	0.4653749	0.1901294
950	0.4458417	0.1916301	0.0763789	0.7930091	0.2789598	0.3412744	0.4471696	0.0577210	0.5807455	0.1879251
1000	0.5349490	0.1777048	0.0847252	0.8072091	0.3296442	0.3601015	0.3336173	0.0518629	0.3696479	0.2134484

0	0.6676074	0.1286600	0.1161642	0.7129154	0.3218608	0.3918918	0.2176020	0.0094074	0.5459793	0.2432228
50	0.6497642	0.0824385	0.0654015	0.6743053	0.3313160	0.3799575	0.4673808	0.0147715	0.5208397	0.3595425
100	0.8148981	0.1321789	0.1277288	0.4354705	0.3800087	0.4245135	0.3760354	0.0242684	0.4278694	0.2513850
150	0.6304086	0.2301507	0.1469525	0.4893481	0.4009576	0.4860702	0.3591860	0.0337784	0.4067008	0.2451518
200	0.5597722	0.3984054	0.1968244	0.4189825	0.3639410	0.4247680	0.3610459	0.0183207	0.3574273	0.3025346
250	0.3216879	0.5586596	0.2575935	0.4040867	0.4249540	0.4487057	0.3343221	0.0148279	0.4183628	0.3186352
300	0.2925130	0.7454850	0.2609569	0.5096799	0.4183779	0.4407305	0.3024140	0.0132761	0.3349998	0.3027687
350	0.2795176	0.6409756	0.1948205	0.3121844	0.4206326	0.4304315	0.3485203	0.0559712	0.4373626	0.3599746
400	0.2810090	0.6225545	0.3238045	0.3408346	0.3273429	0.4323202	0.3414562	0.0515688	0.4021952	0.3009965
450	0.2370023	0.5757256	0.3150196	0.4517512	0.3559431	0.4823339	0.3114470	0.0327726	0.3264917	0.3045742
500	0.1660812	0.7014654	0.3197761	0.4930370	0.2746707	0.3270677	0.2980728	0.0165266	0.3322188	0.2962858
550	0.3063766	0.7175268	0.2612009	0.5315356	0.3904458	0.4444382	0.2819217	0.0066163	0.4626237	0.2492301
600	0.3094301	0.5287758	0.2266839	0.7562859	0.2399416	0.4775255	0.3656821	0.0150741	0.3980015	0.2673689
650	0.2764453	0.4729722	0.1345741	0.8588324	0.4584844	0.6273364	0.3579976	0.0372144	0.4414720	0.2502354
700	0.4042877	0.3794423	0.1403145	0.8671254	0.3903571	0.4730130	0.1521107	0.0317731	0.4509509	0.3189130
750	0.3621275	0.4073368	0.1679606	0.7898466	0.3373174	0.4234756	0.3053719	0.0166063	0.4496171	0.2367259
800	0.3539648	0.4086854	0.0762580	0.9765909	0.3556006	0.5294640	0.3873389	0.0148035	0.4365612	0.3305352
850	0.5739495	0.2065178	0.0536769	0.6602529	0.3020817	0.4833970	0.2992991	0.0056025	0.4352411	0.2810758
900	0.5080334	0.1163848	0.0510821	0.8633298	0.3945891	0.4790828	0.3104670	0.0312903	0.4132716	0.3290320
950	0.6115948	0.1743047	0.0741228	0.7061363	0.3653823	0.3733210	0.3309150	0.0219128	0.3580160	0.3479074
1000	0.6531178	0.1168707	0.0958597	0.6912946	0.3904989	0.3013957	0.3160841	0.0297388	0.4344631	0.3511117

0	0.7388948	0.1831380	0.0589116	0.9773108	0.3804699	0.4362765	0.2498085	0.0204689	0.4835987	0.3063829
50	0.5707608	0.1159786	0.0798441	0.6891753	0.3414514	0.4391208	0.3353730	0.0065599	0.3473957	0.1724915
100	0.3347080	0.1183492	0.0718027	0.8670385	0.3068338	0.3807239	0.4040926	0.0076579	0.2339465	0.2359112
150	0.2316878	0.1316440	0.1145354	0.6427373	0.2825081	0.4650608	0.3284730	0.0012137	0.0991205	0.1767610
200	0.3171987	0.2463611	0.1544392	0.7522096	0.3641968	0.2613580	0.3339386	0.0009164	0.1489362	0.2654824
250	0.1778841	0.3312246	0.1534785	0.7169535	0.3602975	0.3033859	0.4245749	0.0059758	0.0996918	0.1495119
300	0.2295547	0.2950195	0.1333150	0.6578830	0.2422347	0.4656247	0.4148499	0.0043677	0.1148645	0.2418721
350	0.1708208	0.2509393	0.0598208	0.8943968	0.3395817	0.4382887	0.3309891	0.0044062	0.1149024	0.1976220
400	0.2043813	0.1453689	0.0622972	0.8729565	0.4160240	0.4223304	0.2913739	0.0054131	0.0978239	0.2853415
450	0.3082428	0.2080027	0.0555906	0.6685905	0.4120375	0.4408683	0.2586629	0.0029011	0.1145545	0.2946892
500	0.2091855	0.1923228	0.1074244	0.6602836	0.3454591	0.4881678	0.2138288	0.0151145	0.0984355	0.2471916
550	0.3716297	0.1434878	0.1268443	0.8215283	0.3816776	0.4367995	0.3669273	0.0153459	0.2865547	0.2078496
600	0.6039096	0.1490529	0.0719959	0.8600751	0.3513437	0.4770583	0.3332532	0.0348738	0.3947017	0.1848884
650	0.8196355	0.1065984	0.1263011	0.7659484	0.3155622	0.4284320	0.4296450	0.0478368	0.4089834	0.3002820
700	0.8147406	0.1373935	0.0843890	0.8201540	0.3276581	0.6122013	0.3423879	0.0191244	0.4784084	0.2201760
750	0.7014441	0.1918716	0.0503339	0.6358128	0.3915652	0.5178492	0.2321487	0.0226799	0.5517209	0.2442668
800	0.5904788	0.1838767	0.1296701	0.6863362	0.3182685	0.4229186	0.3563305	0.0147314	0.4439447	0.2509161
850	0.6820232	0.1054481	0.0517534	0.8648213	0.2671023	0.4001062	0.3551928	0.0233026	0.4686005	0.3249418
900	0.5972713	0.1264110	0.0671674	0.9447987	0.3356851	0.5182136	0.3992015	0.0211160	0.4428374	0.2124054
950	0.7328630	0.0783335	0.0566092	0.7876911	0.3866312	0.4772781	0.3590701	0.0059691	0.4409275	0.2157221
1000	0.7817316	0.0532889	0.0970225	0.7029844	0.3541856	0.4000644	0.3121014	0.0116788	0.4308723	0.2019260

0	0.6424495	0.1656235	0.0591444	0.8368415	0.3236669	0.4439607	0.2470206	0.0135115	0.5415760	0.3573419
50	0.7169293	0.3064641	0.0593893	0.7514954	0.3570282	0.4542145	0.3425877	0.0168264	0.2725977	0.4059285
100	0.4540610	0.4900112	0.0735643	0.8282879	0.3408536	0.4635656	0.3337989	0.0337916	0.2041052	0.2608407
150	0.3520034	0.7381508	0.0559622	0.9862702	0.4537573	0.3251956	0.3498675	0.0399529	0.1659659	0.3078439
200	0.2640981	0.7878995	0.0317733	0.8148458	0.4105248	0.4706097	0.3136843	0.0450453	0.1891612	0.2874547
250	0.2694914	0.6915646	0.0573889	0.7143156	0.2952295	0.4583118	0.2816674	0.0429305	0.1933261	0.2838307
300	0.1926666	0.7180452	0.0903882	0.7529349	0.4214560	0.3582595	0.3507405	0.0284324	0.2272326	0.2627152
350	0.2457521	0.5898860	0.1213955	0.7917096	0.4060197	0.3392783	0.2763024	0.0301979	0.2258682	0.2254228
400	0.1931300	0.7379644	0.0794646	0.8021479	0.4377433	0.3674011	0.2097243	0.0364710	0.2462961	0.1914907
450	0.3719307	0.7728761	0.0852918	0.6820395	0.2810456	0.4838629	0.2220883	0.0715819	0.2090255	0.2039340
500	0.2131622	0.6497345	0.1089616	0.7217587	0.2663245	0.4797959	0.3806300	0.0398152	0.1901681	0.2561184
550	0.2748424	0.7243949	0.0621946	0.7841992	0.4183167	0.5086654	0.3352050	0.0413451	0.3624258	0.4013771
600	0.2617799	0.3759234	0.1220799	0.7597401	0.3897791	0.3449785	0.3047928	0.0161629	0.2716650	0.2984522
650	0.3881539	0.2790114	0.0707404	0.5781046	0.2969518	0.4578704	0.2291604	0.0193622	0.3782243	0.1748050
700	0.5448818	0.3038695	0.1119941	0.6734576	0.3869786	0.4269911	0.3333569	0.0588875	0.3766216	0.2475023
750	0.5502695	0.2280119	0.0992549	0.8358490	0.3174045	0.4251784	0.2928926	0.0522782	0.4712471	0.2043225
800	0.5563071	0.3198834	0.1990553	0.8758638	0.2336900	0.4912527	0.2956557	0.0245049	0.4831972	0.2362795
850	0.5406233	0.1997145	0.0521107	0.8565793	0.3213764	0.4141611	0.3680830	0.0301012	0.3581322	0.2899767
900	0.5714898	0.1614079	0.0625465	0.7237564	0.3933968	0.4633527	0.4361770	0.0150857	0.3848224	0.2364020
950	0.6714338	0.1896934	0.0789274	0.7526292	0.2794017	0.4388056	0.3554590	0.0210862	0.4493223	0.2668098
1000	0.5289201	0.2053728	0.0722969	0.7989214	0.3714725	0.3899887	0.3576340	0.0313612	0.4239136	0.2640829

0	0.7592585	0.1352688	0.0815463	0.8893688	0.4090076	0.4780564	0.2369705	0.0387488	0.4887950	0.2728571
50	0.6740007	0.0852063	0.0882214	0.7708358	0.3157690	0.3759911	0.3928640	0.0284753	0.4165311	0.2483948
100	0.6845623	0.1308744	0.1285799	0.7238266	0.3349365	0.2377309	0.4060279	0.0200622	0.4303701	0.2254715
150	0.5947663	0.1912800	0.0855180	0.7500453	0.4753169	0.1738467	0.4173023	0.0166718	0.3991717	0.1340793
200	0.5892263	0.1930571	0.1242678	0.8766158	0.5298279	0.1421715	0.2571815	0.0037704	0.6102496	0.0868897
250	0.5127162	0.2817388	0.1360109	0.8543511	0.3685068	0.1966095	0.2498957	0.0192946	0.7576113	0.0964882
300	0.7411178	0.1523588	0.0665551	0.6933091	0.3282896	0.2732691	0.2488102	0.0298497	0.7304821	0.1504544
350	0.5877764	0.1618633	0.1890759	0.8768851	0.2554270	0.1827220	0.2504731	0.0275999	0.8571934	0.1318054
400	0.7489022	0.1658598	0.0835437	0.7609489	0.3088957	0.2140147	0.3233819	0.0146326	0.5720760	0.0842511
450	0.6092393	0.2486186	0.1354906	0.9119630	0.2976781	0.1503244	0.3407575	0.0100968	0.6994778	0.0715051
500	0.5905280	0.4448962	0.1937735	0.6756350	0.4080246	0.1702571	0.5320304	0.0110070	0.7401432	0.0794986
550	0.4886039	0.4679104	0.2458393	0.7780706	0.3937708	0.2096274	0.5134662	0.0121829	0.8484653	0.0599264
600	0.3143235	0.4497081	0.1752146	0.7769697	0.3909762	0.2873734	0.3297845	0.0257928	0.7303526	0.0812831
650	0.4926341	0.3614835	0.1706100	0.8438243	0.3658729	0.3555797	0.3540697	0.0208029	0.5191731	0.1897934
700	0.3855030	0.3746418	0.1012674	0.8593818	0.3276579	0.4784127	0.2900278	0.0067991	0.5286733	0.2569692
750	0.3648783	0.3144355	0.0731446	0.7868283	0.3706610	0.5264013	0.2942290	0.0171709	0.5761751	0.1784597
800	0.4607294	0.2213178	0.0784645	0.7975350	0.2904188	0.4447753	0.4015976	0.0438982	0.4668715	0.2963767
850	0.5466113	0.1870986	0.0790032	0.8125185	0.3356315	0.4338465	0.3844575	0.0148867	0.4905312	0.3325185
900	0.5870189	0.1691872	0.0668155	0.7025907	0.3695854	0.3786442	0.2622148	0.0152336	0.4182411	0.3649484
950	0.6997382	0.2163002	0.0765152	0.7505428	0.2749607	0.6078226	0.2824497	0.0244753	0.4032555	0.3235591
1000	0.6858428	0.1600855	0.0867734	0.7301322	0.3823445	0.4645217	0.2630372	0.0168147	0.4038451	0.2515083

0	0.7088457	0.1477837	0.0906597	0.9738467	0.2922679	0.4594173	0.2341171	0.0173326	0.5839153	0.3041869
50	0.5012668	0.0895314	0.0307359	0.7824999	0.3745148	0.2813469	0.3277231	0.0026567	0.4385469	0.2680291
100	0.2543485	0.0571878	0.0115286	0.8392121	0.4172792	0.1947283	0.3537397	0.0019452	0.4389501	0.2672920
150	0.2717906	0.0585079	0.0048376	0.7522971	0.3298074	0.0978040	0.2361382	0.0001167	0.6296409	0.0975671
200	0.1874333	0.0256735	0.0005386	0.6857947	0.4378268	0.0215246	0.3455314	0.0008103	0.7378206	0.1131962
250	0.2491771	0.0396808	0.0004717	0.9468511	0.3274159	0.0516909	0.4756886	0.0013528	0.6619749	0.0759595
300	0.1997736	0.0025308	0.0007304	0.6427173	0.3016959	0.0171112	0.3321243	0.0079175	0.6700234	0.1020416
350	0.2382343	0.0118999	0.0076414	0.7312500	0.3679975	0.0293639	0.3583259	0.0037684	0.7374246	0.1070213
400	0.3431533	0.0045125	0.0017271	0.6981960	0.4482022	0.0076192	0.4045122	0.0002510	0.8162971	0.0570943
450	0.2080645	0.0065026	0.0068505	0.9428519	0.3642953	0.0055055	0.2333297	0.0029342	0.7538274	0.0573838
500	0.2124167	0.0020277	0.0126793	0.8613222	0.4071668	0.0127854	0.1809247	0.0006824	0.8573072	0.0600740
550	0.4751574	0.0250508	0.1535705	0.7268588	0.3141507	0.2224733	0.1976147	0.0030560	0.6644793	0.0528355
600	0.6068309	0.2086520	0.1704011	0.7787800	0.3368320	0.2951866	0.2942583	0.0082182	0.7791786	0.0778613
650	0.5264468	0.3285328	0.1423291	0.7544241	0.2754927	0.2970928	0.2796461	0.0226741	0.6631678	0.1172441
700	0.5211427	0.4102019	0.1014619	0.7800417	0.3569131	0.3851317	0.3666573	0.0115282	0.6875536	0.2012082
750	0.5045334	0.3562865	0.0922406	0.6605086	0.3137019	0.3989748	0.3273167	0.0440860	0.7364598	0.2049904
800	0.4359705	0.3467743	0.1465403	0.6404586	0.4451904	0.4422980	0.4173192	0.0431756	0.5754411	0.2968891
850	0.5173575	0.3104338	0.1298910	0.7950323	0.3880909	0.3926971	0.2117677	0.0139086	0.4421865	0.2566262
900	0.4926002	0.3072653	0.1176129	0.7478606	0.3567096	0.4597386	0.3269514	0.0358875	0.5108478	0.2765053
950	0.4484069	0.3110504	0.1047685	0.7396361	0.3684415	0.5131999	0.3057423	0.0558162	0.3747691	0.2207828
1000	0.4217553	0.2728651	0.1013089	0.7031226	0.2972647	0.3705353	0.3133918	0.0538128	0.4131664	0.2870314

0	0.7219507	0.1458990	0.0776625	0.7870416	0.3268793	0.4821235	0.2627750	0.0250995	0.4561304	0.2571633
50	0.7160313	0.1010092	0.0733488	0.6738685	0.4066597	0.3719095	0.3290189	0.0206123	0.3366255	0.5173869
100	0.6040348	0.1661516	0.0816947	0.8007372	0.5196904	0.3352878	0.2788568	0.0211712	0.1914590	0.6181288
150	0.6813704	0.1273270	0.0888049	0.7858693	0.6931830	0.5404254	0.1169780	0.0106122	0.1424273	0.7021079
200	0.6500773	0.1842373	0.0717226	0.7024202	0.7646897	0.5576230	0.0611247	0.0170771	0.1956542	0.6948827
250	0.6883554	0.1405835	0.0548300	0.6391520	0.6716143	0.6455661	0.0578208	0.0214099	0.1566308	0.8199510
300	0.6862373	0.1282136	0.0769472	0.8361870	0.6079434	0.7374725	0.0538804	0.0466897	0.1136018	0.7483561
350	0.6167654	0.1266646	0.0924988	0.7114702	0.7969020	0.7532376	0.0682887	0.0258344	0.1049862	0.7579977
400	0.8808370	0.1088740	0.0707816	0.7337291	0.7739564	0.6387151	0.0418263	0.0317209	0.1000944	0.6851580
450	0.7455245	0.0980091	0.0972587	0.6130175	0.6966986	0.6262752	0.0496807	0.0283557	0.0943772	0.6896934
500	0.7761704	0.0897405	0.0889230	0.8317311	0.7134799	0.7860292	0.0639425	0.0080253	0.1682729	0.8534182
550	0.5940747	0.0752405	0.0974515	0.9540260	0.4436640	0.6705523	0.0793756	0.0117307	0.0844707	0.6391339
600	0.7921883	0.1224093	0.1566659	0.7660732	0.3801150	0.5797045	0.1576337	0.0157422	0.1033116	0.4299437
650	0.7143830	0.0770591	0.1009861	0.6769219	0.2198050	0.5873558	0.3680365	0.0167112	0.1390444	0.3951529
700	0.5263546	0.1776675	0.1549869	0.7538350	0.2781045	0.4494223	0.4672425	0.0152110	0.2415374	0.3454096
750	0.6131204	0.2042052	0.0828500	0.7564468	0.3284890	0.5294766	0.3600732	0.0196772	0.3334021	0.2933170
800	0.6205866	0.2400554	0.0503160	0.7511101	0.3869904	0.5053646	0.4283034	0.0111314	0.3549352	0.3137760
850	0.6215405	0.1499490	0.1155809	0.6963907	0.3901088	0.4636588	0.4077431	0.0279906	0.3784069	0.2866756
900	0.5292833	0.2230618	0.1291145	0.6751989	0.3400675	0.3164475	0.2805814	0.0123100	0.5455400	0.1727363
950	0.6116704	0.1862351	0.0680294	0.6559483	0.4647389	0.3793183	0.3466484	0.0085493	0.5176197	0.2581518
1000	0.5778421	0.1904234	0.0918799	0.7976957	0.3934221	0.3481519	0.2271810	0.0373463	0.5913237	0.2056102

0	0.6600737	0.1506193	0.0936294	0.9139101	0.4037021	0.4702939	0.3562175	0.0114754	0.4708826	0.2094583
50	0.6339398	0.1166045	0.0616031	0.8933886	0.5327913	0.4570313	0.2858875	0.0144715	0.4066126	0.3391161
100	0.5093551	0.1187640	0.0150590	0.7207070	0.6384963	0.3294526	0.2325657	0.0260638	0.3617362	0.1953486
150	0.4555706	0.0377812	0.0326960	0.6548567	0.6679375	0.4514187	0.1683033	0.0301949	0.5157654	0.2793436
200	0.5487910	0.0434571	0.0186976	0.6429271	0.6974822	0.4368998	0.0931793	0.0236104	0.4471995	0.2768701
250	0.6240940	0.0316590	0.0180269	0.7538710	0.8899549	0.6541013	0.1193754	0.0246741	0.3170853	0.3158179
300	0.6093656	0.0368894	0.0395945	0.8036241	0.7091677	0.5901216	0.0768248	0.0301145	0.3346725	0.3340651
350	0.5805105	0.0090368	0.0257643	0.6803109	0.6482869	0.8086504	0.0669133	0.0197150	0.3277394	0.2864354
400	0.4648557	0.0140693	0.0261359	0.7129132	0.5782023	0.8443409	0.0910654	0.0598055	0.2960212	0.4384822
450	0.5262079	0.0162749	0.0194252	0.6736291	0.6962871	0.6175808	0.0982321	0.0260975	0.2649624	0.4012494
500	0.6908182	0.0298922	0.0236821	0.6197246	0.6772912	0.6862891	0.0795604	0.0586771	0.2345149	0.3548447
550	0.7951870	0.0131337	0.0524181	0.8118846	0.5293146	0.7566068	0.0460074	0.0248437	0.2425300	0.4130807
600	0.6937869	0.0468608	0.0689026	0.7303797	0.2442769	0.7486134	0.1580951	0.0168062	0.2582028	0.5113909
650	0.7946378	0.0886483	0.1742560	0.6616499	0.2025428	0.5949804	0.4415600	0.0143733	0.2393025	0.3537827
700	0.6469766	0.1643646	0.1379912	0.6606355	0.2428763	0.4185939	0.5776375	0.0297005	0.2789097	0.3164364
750	0.7730217	0.2387429	0.1301402	0.7545923	0.3519236	0.3434702	0.5271346	0.0086786	0.2207638	0.4041975
800	0.4736476	0.2564129	0.1383030	0.6441205	0.3143844	0.4340025	0.3918804	0.0328265	0.3493822	0.3239717
850	0.6374225	0.2552173	0.1239122	0.6755663	0.4424618	0.4077757	0.3133529	0.0204937	0.5581604	0.1935817
900	0.4955652	0.4036405	0.1045763	0.9058175	0.3107261	0.3433116	0.3091866	0.0163718	0.4241129	0.2794475
950	0.4078654	0.3465619	0.1129809	0.7574548	0.3135403	0.4667866	0.2991072	0.0143523	0.4781085	0.2074252
1000	0.5224137	0.2140820	0.0927012	0.7220519	0.3803073	0.4994387	0.3816715	0.0046653	0.4256431	0.2507527

0	0.6553210	0.1922496	0.0836796	0.9176114	0.2936504	0.4657278	0.3256104	0.0109863	0.5836669	0.2836682
50	0.6234327	0.1749590	0.0441221	0.7102515	0.4223620	0.3997628	0.3690719	0.0155629	0.2529374	0.3587998
100	0.5506803	0.1299953	0.0132754	0.4062279	0.5590941	0.1889260	0.2767462	0.0199100	0.1987901	0.3117121
150	0.5621047	0.1681567	0.0062268	0.2632081	0.6536044	0.1648990	0.1859067	0.0142830	0.3280666	0.1699501
200	0.7042894	0.2257875	0.0018560	0.2216501	0.5451298	0.1516360	0.0887470	0.0180196	0.2533284	0.1007751
250	0.6361138	0.1401801	0.0094159	0.2394393	0.5606235	0.1433579	0.0830209	0.0319716	0.2343115	0.0723266
300	0.5864040	0.1364723	0.0062770	0.2403438	0.5709736	0.1611580	0.1352156	0.0103852	0.2127507	0.0634869
350	0.7306304	0.2032974	0.0001268	0.2671154	0.5902444	0.1491998	0.0703488	0.0106853	0.2832508	0.0941102
400	0.6450647	0.1376571	0.0021335	0.2158010	0.5586194	0.1312518	0.0582534	0.0264366	0.3393723	0.0838399
450	0.7527276	0.1280160	0.0070876	0.1923003	0.6330399	0.1724246	0.0579159	0.0554237	0.2431956	0.1198606
500	0.6346577	0.1471599	0.0016591	0.1996334	0.7103247	0.1742481	0.0736324	0.0252541	0.2474909	0.1193909
550	0.5583470	0.1570561	0.1740627	0.3678943	0.4346859	0.4842804	0.0607233	0.0136612	0.3973676	0.1154917
600	0.6295865	0.2336043	0.1865111	0.5600290	0.3116714	0.5706728	0.1178768	0.0377078	0.5406724	0.1904252
650	0.5688233	0.3816945	0.1803122	0.6804268	0.2186270	0.5796356	0.3535651	0.0081433	0.6664396	0.3662404
700	0.3641644	0.5282893	0.1323115	0.6898699	0.3561194	0.5168221	0.4930328	0.0163527	0.4943687	0.4254308
750	0.3360856	0.4211489	0.0959003	0.7997155	0.3703175	0.4256447	0.4892618	0.0153350	0.2636150	0.3067642
800	0.4047366	0.3380830	0.0570982	0.8570777	0.3842347	0.3490223	0.3878386	0.0103425	0.3944922	0.2222011
850	0.4707336	0.1275322	0.0509535	0.6873362	0.4812500	0.3164208	0.2532394	0.0299374	0.4150999	0.2431402
900	0.6593574	0.1600795	0.0798190	0.8018229	0.3779268	0.3365933	0.3384571	0.0197718	0.5716393	0.2001661
950	0.6567516	0.1677526	0.0754347	0.6851451	0.3825162	0.4579571	0.2306780	0.0091218	0.5109226	0.2016926
1000	0.6313173	0.2431977	0.0983893	0.7575543	0.3880167	0.3932674	0.2730510	0.0415562	0.4772680	0.1914733
