"Time"	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
350	0.1075024	0.4417083	0.5945999	0.0034874	0.5929224	0.6014433	0.7801248	0.2755759	0.5787841	0.2276756
400	0.0702552	0.3913326	0.4623005	0.0024128	0.5568623	0.5226587	0.6356237	0.3088169	0.4606486	0.2306476
450	0.0366912	0.5148154	0.5788784	0.0055119	0.5671832	0.5722653	0.7647325	0.3612141	0.4226028	0.2054226
500	0.0737984	0.4849496	0.4770649	0.0089546	0.6113422	0.6248179	0.6960212	0.2234530	0.4296606	0.3151789
550	0.4723045	0.2987473	0.7414773	0.0282468	0.5917373	0.5906097	0.6492917	0.3319540	0.2606917	0.2539487
600	0.5158707	0.3194483	0.7539891	0.0433805	0.7374262	0.6114068	0.6219314	0.3458943	0.1925687	0.2758670
650	0.5054928	0.3931863	0.6557914	0.0599736	0.7373411	0.5154109	0.5775170	0.2618011	0.1177347	0.3254828
700	0.6909792	0.3081793	0.6770467	0.0713299	0.8493717	0.6777351	0.6772124	0.3905337	0.1567249	0.2950078
750	0.7046865	0.3484707	0.5457739	0.0738114	0.6866917	0.5548677	0.6775779	0.4270494	0.2344320	0.4013490
800	0.6470142	0.2758882	0.6974301	0.0959902	0.5264816	0.5813350	0.6644496	0.3865822	0.2335520	0.3285573
850	0.5332256	0.3000189	0.5523501	0.0661965	0.7196481	0.5994121	0.8644222	0.4131089	0.1465074	0.4033617
900	0.6925387	0.3355051	0.5808426	0.0685894	0.6701836	0.6629027	0.7249603	0.3302220	0.1858158	0.1872422
950	0.8985663	0.2967932	0.5870402	0.0475001	0.7231576	0.5601129	0.7490063	0.2361181	0.1786498	0.2306140
1000	0.8197553	0.5731072	0.6738504	0.0453084	0.5849450	0.5533144	0.6101451	0.2103156	0.1776089	0.1649589

0	0.7434057	0.4877356	0.5465836	0.0815390	0.6819589	0.7938343	0.6115478	0.3057128	0.2113335	0.3385928
50	0.6556784	0.3794754	0.6955600	0.1397536	0.5950566	0.6279475	0.5969862	0.2759877	0.2830682	0.5667051
100	0.6982927	0.4225635	0.5288178	0.0781051	0.6044693	0.6256522	0.5936936	0.3762166	0.3399565	0.5745382
150	0.6257939	0.2827547	0.6383830	0.0720038	0.5720754	0.6167541	0.6695955	0.3355681	0.3573619	0.7233807
200	0.7446984	0.4173860	0.6031083	0.0739147	0.6887534	0.6812802	0.6260270	0.4105087	0.4726299	0.7856532
250	0.7494352	0.2984358	0.5047716	0.0472773	0.6527206	0.6916421	0.5734854	0.5069264	0.4745582	0.6300542
300	0.7090436	0.4032969	0.5400890	0.0374133	0.7474015	0.5850331	0.7279503	0.3748149	0.5361878	0.7281065
350	0.6451501	0.3167675	0.5845436	0.0523735	0.7364367	0.5821909	0.5956526	0.5189774	0.4494961	0.6862494
400	0.6509236	0.3726832	0.5861831	0.0777297	0.7260281	0.7202309	0.6975753	0.3852362	0.4950718	0.7245616
450	0.7667245	0.3760596	0.6587189	0.0673532	0.5564681	0.7338113	0.7916918	0.4409223	0.4868490	0.6846514
500	0.7521438	0.3157387	0.6771821	0.0438204	0.5967363	0.7555824	1.0000000	0.4998646	0.4410398	0.6821755
550	0.6517101	0.4517571	0.6853468	0.0908458	0.4791208	0.5085915	0.7905485	0.3334864	0.5357021	0.3159917
600	0.6799295	0.4340117	0.6776280	0.0824831	0.5256641	0.5236365	0.7678143	0.2414116	0.4019851	0.2686099
650	0.6743735	0.3544040	0.5870332	0.0700975	0.5750592	0.5755427	0.7293546	0.3012122	0.2445965	0.2761485
700	0.8045001	0.3570158	0.6460700	0.0816016	0.7142516	0.6679931	0.7038891	0.3111285	0.2657357	0.2403473
750	0.8208034	0.3313338	0.5098710	0.0688326	0.7714914	0.5697955	0.6486407	0.2907383	0.1791622	0.2591858
800	0.7695489	0.3736409	0.5108746	0.0566929	0.9107437	0.5884018	0.7177117	0.3038638	0.1769077	0.3566466
850	0.8317874	0.3993853	0.6843138	0.0443993	0.8117087	0.5736712	0.6992252	0.2091883	0.2603668	0.2220451
900	0.6194065	0.4828496	0.7582112	0.0497830	0.7120203	0.6615280	0.6616239	0.2793314	0.1378071	0.2561055
950	0.7698845	0.2831184	0.5338250	0.1001163	0.6150919	0.6537232	0.6387147	0.2817781	0.1256911	0.2527366
1000	0.6949839	0.3305801	0.8491468	0.0680784	0.5595417	0.5429863	0.6632541	0.2949899	0.2661775	0.2871964

0	0.6125593	0.3684867	0.6984896	0.1026309	0.6645155	0.6436421	0.6654566	0.2505648	0.1662619	0.3103999
50	0.7106913	0.3869332	0.6336128	0.0734291	0.7082867	0.5468620	0.6797227	0.1862120	0.5137376	0.2228374
100	0.7332668	0.4165251	0.6715610	0.0831413	0.6860275	0.7043136	0.7806482	0.2553159	0.3507682	0.2838737
150	0.6328822	0.3487250	0.7018430	0.1109235	0.7261329	0.4880712	0.7589419	0.3193182	0.4323993	0.2685389
200	0.5885523	0.4483439	0.7971874	0.1148080	0.7065997	0.6581393	0.7972082	0.2295547	0.3703224	0.3686994
250	0.6824347	0.3775860	0.6754137	0.1025571	0.7600173	0.6229467	0.7613938	0.2849412	0.4574171	0.2586684
300	0.6305484	0.4342158	0.7257583	0.0598913	0.6619581	0.5074795	0.8229144	0.2732705	0.4794425	0.2771789
350	0.6266113	0.3977183	0.6648733	0.0577448	0.7028574	0.6011868	0.8245635	0.3096203	0.6481000	0.3568399
400	0.8014577	0.4398894	0.6631219	0.0576770	0.5677973	0.6151698	0.6441533	0.2569419	0.4925731	0.2328547
450	0.5461210	0.5191267	0.7254797	0.0626123	0.6759633	0.6262166	0.6182400	0.2044042	0.3811036	0.3318108
500	0.7281907	0.4824205	0.7257556	0.0724729	0.6132284	0.4779144	0.7727342	0.2849818	0.4741340	0.2425622
550	0.6697171	0.3787479	0.6477641	0.0901633	0.6222195	0.4763319	0.6283278	0.2223409	0.2408439	0.2396832
600	0.6669110	0.3597596	0.6800987	0.1115395	0.6280869	0.6700867	0.5858221	0.3074327	0.2893549	0.3059000
650	0.6644655	0.3452479	0.7460312	0.0735959	0.5871840	0.6484154	0.7175226	0.2790460	0.1994353	0.2808033
700	0.7362498	0.3951735	0.5209785	0.1091227	0.8006849	0.6410188	0.8302838	0.2951894	0.1534596	0.3169412
750	0.7927368	0.4340587	0.6486539	0.0794589	0.6978212	0.5933535	0.6364265	0.2836984	0.2121648	0.1839663
800	0.6590167	0.5477246	0.6528546	0.0921379	0.6489358	0.6179125	0.5985940	0.3119309	0.1523212	0.2754854
850	0.7227029	0.5664075	0.7168859	0.1112525	0.8379797	0.6114084	0.5730668	0.3198898	0.1797052	0.2413546
900	0.6606634	0.4167729	0.5919497	0.0720498	0.8292138	0.5896277	0.7591721	0.2860209	0.1529732	0.2902261
950	0.7247017	0.4258001	0.6245251	0.0845500	0.5787585	0.6324877	0.6255616	0.2960879	0.2315130	0.3296793
1000	0.7240968	0.6117979	0.7048711	0.1087830	0.6254086	0.5605984	0.6679977	0.2575346	0.1875436	0.3156941

0	0.7695084	0.3699846	0.5808809	0.1082223	0.6175913	0.6040933	0.6774411	0.3331735	0.1984402	0.3231055
50	0.2522496	0.6146670	0.6182263	0.0495971	0.6839909	0.8526456	0.6293362	0.3395704	0.4166052	0.2755680
100	0.1372741	0.6140227	0.7086900	0.0230268	0.7083961	0.6893675	0.7743615	0.2910643	0.5008040	0.2709811
150	0.0786495	0.7186803	0.7034374	0.0262121	0.6863419	0.8808600	0.5845293	0.3453716	0.5505156	0.4090430
200	0.0462700	0.6417918	0.7100589	0.0223181	0.6937454	0.7852310	0.5283567	0.3982849	0.4935146	0.3963676
250	0.0270663	0.6395835	0.7783797	0.0122265	0.7248657	0.8888455	0.7538747	0.3160967	0.4044738	0.5095784
300	0.0168052	0.6046189	0.7283847	0.0261318	0.8694009	0.7661864	0.6990746	0.3370457	0.4349427	0.3377328
350	0.0130447	0.7055787	0.8610185	0.0105610	0.7465605	0.8128782	0.6474013	0.3544995	0.4995662	0.3771522
400	0.0293499	0.6338374	0.7182566	0.0104601	0.7169664	0.8629250	0.8097150	0.3412025	0.4634102	0.3557134
450	0.0337068	0.7497745	0.7292141	0.0124702	0.7589473	0.6865271	0.6898527	0.4121105	0.4376656	0.4454153
500	0.0230908	0.6734567	0.7403507	0.0220356	0.7538736	0.9360609	0.7710038	0.3889587	0.4674832	0.3329951
550	0.2166529	0.5869722	0.5911725	0.0506319	0.7336037	0.7723831	0.7370487	0.3542606	0.3054972	0.3331678
600	0.3897399	0.4931305	0.6344937	0.1326134	0.7173348	0.6169419	0.7002061	0.3782041	0.3836815	0.3928962
650	0.5042076	0.5203713	0.6498817	0.0855491	0.7356237	0.6375162	0.6279747	0.4624582	0.2141342	0.4056761
700	0.6670629	0.3819844	0.6353671	0.0596525	0.6919999	0.6073905	0.6530008	0.4565167	0.2640931	0.2983370
750	0.5663459	0.4221074	0.6991231	0.0951990	0.7145050	0.5565144	0.7413442	0.4583329	0.3408200	0.2952048
800	0.5703421	0.4406814	0.6852672	0.0597937	0.6292431	0.5912682	0.6515546	0.4225253	0.2323921	0.2484922
850	0.7025549	0.3383860	0.5989593	0.0463167	0.5870825	0.6729390	0.6825088	0.4310801	0.1919180	0.3459191
900	0.5898393	0.4818451	0.6581557	0.0469598	0.5774680	0.6478002	0.7253573	0.3949712	0.2398062	0.2685434
950	0.7607632	0.4531867	0.6241912	0.0568499	0.6727415	0.7912237	0.6600224	0.3234577	0.2618828	0.3543636
1000	0.6792296	0.3938819	0.7520114	0.0560270	0.6596204	0.6364336	0.6760980	0.2803536	0.2331459	0.4073157

0	0.7115478	0.4864200	0.7002778	0.0724079	0.6436546	0.7177140	0.6836341	0.2298996	0.1980616	0.3344774
50	0.6847934	0.5502223	0.8054305	0.0727037	0.7457505	0.7112029	0.6794750	0.2706788	0.3648281	0.3537582
100	0.6206821	0.4474062	0.7102870	0.0599975	0.5979443	0.6231560	0.6372300	0.3089607	0.5193963	0.5019691
150	0.5971962	0.4248353	0.6563385	0.0913936	0.6611439	0.6107469	0.7935571	0.3782782	0.4938380	0.4099661
200	0.5364369	0.4714944	0.6911216	0.1034944	0.7205313	0.6018071	0.6257888	0.3901183	0.3491401	0.4522117
250	0.5417341	0.5730118	0.5868167	0.0466472	0.7759530	0.5512953	0.6388257	0.3367444	0.5374691	0.4112788
300	0.5558728	0.5139665	0.5765152	0.0615015	0.6896611	0.6592685	0.6393766	0.4369065	0.5300273	0.4076817
350	0.5760173	0.5427087	0.5733560	0.0526818	0.5966933	0.5904489	0.7013173	0.2506386	0.5469597	0.4566726
400	0.7115365	0.5171833	0.6607829	0.0955385	0.5687680	0.5709232	0.5669332	0.4411499	0.5382931	0.4831413
450	0.4936559	0.4746059	0.5470318	0.0571009	0.6691240	0.7158943	0.7211085	0.3357824	0.6180093	0.5290366
500	0.5452169	0.5028872	0.6365048	0.1085319	0.5606025	0.7069770	0.5683697	0.3762933	0.5744011	0.4811856
550	0.6878522	0.4036628	0.6435816	0.0830173	0.5948366	0.6191017	0.6460961	0.4136633	0.5284665	0.4180568
600	0.6590689	0.4281036	0.7006173	0.0862312	0.5774784	0.6494444	0.6461550	0.3236932	0.3091599	0.3287443
650	0.8218138	0.4478458	0.5795212	0.0476181	0.5970459	0.4925032	0.7933194	0.3537141	0.4237935	0.3183172
700	0.8970191	0.4167244	0.6634979	0.0579430	0.5971141	0.5126100	0.7333031	0.3192530	0.2980146	0.2038999
750	0.7761661	0.5016735	0.6841656	0.1292524	0.5898330	0.6278662	0.6217793	0.2104827	0.1701964	0.2628101
800	0.6400408	0.4636050	0.7177856	0.0645891	0.5659659	0.6715815	0.6069522	0.2643651	0.1390582	0.1904486
850	0.7717093	0.4002805	0.5371760	0.0964707	0.7091564	0.5670157	0.6630697	0.3294516	0.1896792	0.2485576
900	0.6640755	0.5196499	0.4974131	0.1049741	0.5557991	0.6252905	0.6056345	0.2862806	0.2191853	0.2158171
950	0.6075996	0.2849399	0.6734766	0.0637927	0.6627802	0.7129143	0.6444529	0.2575925	0.1864170	0.3048840
1000	0.6948060	0.3174866	0.6031220	0.0623526	0.6164937	0.6059658	0.5588345	0.3094473	0.1791991	0.3687473

0	0.6843642	0.4955551	0.6232275	0.0922811	0.6054621	0.5674879	0.5751154	0.3734823	0.2141517	0.2739500
50	0.3198570	0.4315439	0.7375935	0.0207708	0.7369951	0.5203522	0.6970159	0.3134756	0.1637845	0.2706433
100	0.2374173	0.4905195	0.6283835	0.0163843	0.7441648	0.6019928	0.8283794	0.2303010	0.1317117	0.3396175
150	0.1620553	0.3727082	0.7130633	0.0115799	0.7841982	0.5326494	0.6498769	0.3224327	0.2287232	0.1969693
200	0.2099405	0.4692854	0.6267633	0.0071025	0.7752376	0.6845277	0.6456409	0.4792288	0.1938980	0.2612650
250	0.1237867	0.4588530	0.6210045	0.0300669	0.6450224	0.5541806	0.5967343	0.4771454	0.1919857	0.2864069
300	0.1277680	0.4767576	0.6286441	0.0156342	0.7452043	0.5912213	0.6752448	0.4299020	0.2020955	0.3193194
350	0.1248942	0.3848999	0.6299572	0.0009435	0.6435707	0.5626413	0.9023284	0.5511962	0.2527150	0.3729289
400	0.0965346	0.6013817	0.5889543	0.0314873	0.6697607	0.6168593	0.6671977	0.4324938	0.2114826	0.3177261
450	0.1042294	0.5637948	0.7221668	0.0336052	0.6063582	0.6622407	0.6956676	0.4615699	0.2267974	0.3024812
500	0.1684001	0.4327979	0.6557871	0.0150178	0.6658186	0.6343296	0.7184943	0.5177784	0.2990509	0.3137373
550	0.4000261	0.4617849	0.6158380	0.0548320	0.5683885	0.5876496	0.6677798	0.3909823	0.2277270	0.2710317
600	0.6075976	0.4746437	0.5925410	0.0914728	0.6429346	0.5601940	0.5763822	0.5476896	0.1944708	0.3156388
650	0.6831011	0.3871945	0.6815281	0.0775725	0.6769291	0.7661885	0.7122591	0.5069717	0.2199838	0.2676204
700	0.6791125	0.3733549	0.7109372	0.0492158	0.6373987	0.6773404	0.7136487	0.3454026	0.2078679	0.2493304
750	0.7691435	0.3391891	0.5715355	0.0850158	0.4896409	0.6236574	0.7731196	0.3175072	0.1530705	0.2291530
800	0.7120105	0.3242198	0.5690087	0.0556207	0.6148425	0.6601071	0.5780313	0.3130062	0.2126296	0.2640124
850	0.7001067	0.4458657	0.6529887	0.0767219	0.6560317	0.6697042	0.6365451	0.2798917	0.0934521	0.3664686
900	0.7001849	0.4238218	0.7290689	0.0992109	0.7680182	0.5856058	0.5319464	0.3461678	0.1729077	0.2405612
950	0.7347128	0.3996447	0.7073570	0.1159715	0.6445617	0.6585277	0.5664286	0.2937878	0.1992621	0.2931537
1000	0.7891485	0.3095728	0.7096327	0.0775014	0.4957872	0.5573003	0.6656833	0.2683611	0.1711451	0.2754717

0	0.7222365	0.4084435	0.6371993	0.1166157	0.7079791	0.5044865	0.9123242	0.3761133	0.2400202	0.3321581
50	0.4290785	0.4906208	0.6294056	0.0352807	0.6415152	0.5879476	0.6603924	0.3733095	0.2760864	0.4295881
100	0.2653225	0.5124202	0.6384369	0.0306935	0.5544039	0.5846393	0.6526343	0.5957189	0.3609278	0.5003836
150	0.2264064	0.4654751	0.6325336	0.0196217	0.5158986	0.5512940	0.5954647	0.5149810	0.3481993	0.5198341
200	0.2098696	0.4933628	0.5763762	0.0180136	0.5563531	0.5138749	0.6361471	0.5346104	0.2870865	0.4460402
250	0.2126088	0.5020036	0.5869415	0.0131396	0.5990785	0.5870825	0.7299462	0.6488678	0.3519170	0.4629886
300	0.1264134	0.4746898	0.5188848	0.0157088	0.7487131	0.6575998	0.6924556	0.6993005	0.4846214	0.5385942
350	0.1658981	0.4920465	0.6659625	0.0088035	0.7206846	0.6207177	0.6572489	0.5422109	0.4536189	0.3843334
400	0.1297436	0.4886329	0.7384914	0.0068015	0.7090890	0.6553959	0.8386612	0.6696075	0.3968898	0.5007599
450	0.2512772	0.4311710	0.6044305	0.0159040	0.6208009	0.6728571	0.8043784	0.6191490	0.3355207	0.5276585
500	0.1732944	0.5294581	0.7344529	0.0196308	0.7240002	0.5229665	0.7430684	0.6285023	0.3794374	0.5383231
550	0.5177721	0.5443090	0.5117662	0.0515453	0.7119844	0.5818265	0.6717290	0.5894394	0.4819986	0.3226185
600	0.5195524	0.4139807	0.6501055	0.0839792	0.6087178	0.5929370	0.7378105	0.4493796	0.2525140	0.2420955
650	0.6168912	0.3449819	0.5399413	0.1240053	0.6308105	0.5647792	0.7212905	0.3549554	0.3075425	0.2911601
700	0.5951071	0.3107978	0.5695875	0.1014223	0.6286880	0.5446161	0.6181362	0.3244615	0.2637916	0.3456959
750	0.8576229	0.4165830	0.6739722	0.0957945	0.5615524	0.7235934	0.6289930	0.2861264	0.1587937	0.2748357
800	0.8124251	0.3347438	0.7205357	0.1017877	0.6539239	0.6408758	0.6838030	0.3256428	0.1490038	0.2976268
850	0.7408706	0.4036033	0.7869927	0.1146459	0.6643209	0.7687769	0.6785968	0.2239865	0.2174554	0.3156637
900	0.7604267	0.4067851	0.6740819	0.0764124	0.7912845	0.6404326	0.5916423	0.2920013	0.1629521	0.2404790
950	0.6413632	0.3639476	0.7927297	0.0520578	0.7199941	0.6387094	0.6144975	0.2190957	0.2023952	0.2613133
1000	0.5643007	0.4688634	0.6617950	0.0677490	0.6043190	0.6619911	0.6427307	0.2630228	0.1918195	0.2922797

0	0.6055119	0.3982475	0.6201185	0.0978358	0.6470614	0.5964628	0.6624535	0.2454179	0.2111148	0.2802464
50	0.4628907	0.5701306	0.6165083	0.0799772	0.7497224	0.4526422	0.8398907	0.2086952	0.2644976	0.3939322
100	0.3607540	0.5812489	0.5478677	0.0959561	0.6872194	0.4957191	0.8502804	0.1754866	0.2910357	0.5608486
150	0.1753361	0.5147947	0.6450209	0.0772369	0.7225492	0.6712911	0.8117902	0.1886093	0.3972649	0.4852684
200	0.1645649	0.6378767	0.5643675	0.0550991	0.6801626	0.5429532	0.8874997	0.2337878	0.6021687	0.5162504
250	0.2913307	0.6318076	0.6842034	0.0547343	0.6651890	0.7158266	0.8037512	0.2500300	0.5970498	0.4830659
300	0.1655709	0.5980205	0.5820985	0.1038303	0.7521526	0.6812050	0.8190438	0.1862938	0.3958118	0.5862784
350	0.1301671	0.7596189	0.6740652	0.0719147	0.7597361	0.5454993	0.8291312	0.1778795	0.4719513	0.6433814
400	0.1712945	0.7106654	0.6818644	0.0836211	0.7907117	0.8334473	0.6941009	0.2025502	0.4929013	0.5475397
450	0.1876890	0.6864944	0.7259733	0.0711936	0.6670917	0.6220887	0.6651913	0.1935208	0.4939144	0.6684993
500	0.1711738	0.8680790	0.7555350	0.0615062	0.6071360	0.5842513	0.6956333	0.1728934	0.5432832	0.6660872
550	0.2441408	0.5124708	0.7084000	0.0592733	0.6349588	0.6066480	0.7119175	0.4318166	0.4322055	0.4310389
600	0.4004749	0.4332441	0.6434647	0.0538868	0.8155063	0.7266402	0.7192135	0.4367875	0.3999810	0.3961143
650	0.5267237	0.4085108	0.6074692	0.1124011	0.7018323	0.5852155	0.6418719	0.5826187	0.3163050	0.3701137
700	0.6496047	0.3055769	0.6798230	0.1073966	0.5883231	0.5948721	0.6687175	0.4918704	0.3467572	0.2950588
750	0.7184985	0.3750340	0.5169733	0.1086065	0.6480513	0.5408862	0.6934447	0.3095524	0.1892903	0.3132813
800	0.7163800	0.4231296	0.6762900	0.0720750	0.5590666	0.6286889	0.7312356	0.3768990	0.2016527	0.2478227
850	0.6366651	0.3998740	0.6056957	0.0592337	0.6554609	0.6613677	0.6924554	0.3296862	0.1981311	0.2932675
900	0.8378869	0.3554077	0.6939442	0.1037545	0.6138304	0.5942278	0.7888446	0.3485619	0.2165424	0.2544644
950	0.7330079	0.4203420	0.6627757	0.0688562	0.6036165	0.6217456	0.7185818	0.2755747	0.1357340	0.2833416
1000	0.6636824	0.3652605	0.6192700	0.0893412	0.5303547	0.5850274	0.7087602	0.4255875	0.1556431	0.2752345

0	0.7723196	0.3707568	0.6393903	0.0874617	0.6478175	0.4456215	0.6660775	0.2842906	0.1684143	0.3572853
50	0.8265392	0.5005494	0.7160873	0.0765089	0.6152429	0.6145238	0.7863609	0.3004151	0.1991461	0.4254951
100	0.3712431	0.5244260	0.6622431	0.0546517	0.6731121	0.6109744	0.7007715	0.3274269	0.2391599	0.4303253
150	0.3379530	0.6652322	0.5924897	0.0747871	0.6992570	0.8350285	0.6681669	0.4718735	0.1999303	0.4133168
200	0.2975342	0.6934974	0.6555703	0.0957442	0.7138156	0.6213854	0.7176752	0.3544418	0.3536820	0.3574133
250	0.2575227	0.5289114	0.6102432	0.0515058	0.5697608	0.6741906	0.7279710	0.4401729	0.2610345	0.3714090
300	0.2663277	0.6404502	0.6936213	0.1110559	0.6481881	0.6436066	0.7261244	0.4192732	0.3066983	0.4279692
350	0.2578562	0.5526033	0.6087269	0.0609578	0.5502709	0.5362696	0.7348786	0.4786908	0.3873208	0.4944891
400	0.2543800	0.6775631	0.7882646	0.0825735	0.6883653	0.5849699	0.6135975	0.4659471	0.3253912	0.5038469
450	0.2295634	0.7113546	0.6508878	0.0742087	0.5363719	0.6388360	0.7703437	0.4947143	0.3048248	0.4794637
500	0.2065180	0.5709630	0.6693209	0.0920119	0.6232092	0.5429450	0.6815140	0.5274131	0.3828506	0.4612436
550	0.4676751	0.4415937	0.7015184	0.0711808	0.5983405	0.6159770	0.6617773	0.4566241	0.2968795	0.3933046
600	0.4174345	0.5361716	0.6238282	0.0491271	0.6282751	0.7099048	0.6944214	0.4947460	0.3758238	0.4623630
650	0.5128152	0.3949674	0.6916254	0.0740375	0.5507964	0.5617474	0.6230161	0.4963827	0.3111829	0.3201728
700	0.6387410	0.5367319	0.7058799	0.0698509	0.5441650	0.6276174	0.6321430	0.4351743	0.2154068	0.2134471
750	0.7061425	0.3586553	0.6277203	0.0938618	0.5439735	0.7528893	0.7191934	0.3593517	0.2007407	0.3102524
800	0.7187074	0.4783010	0.6665958	0.0791196	0.6341248	0.7822078	0.8069624	0.3038303	0.1901353	0.2180339
850	0.6845445	0.3714999	0.6372293	0.0520822	0.5160613	0.6166454	0.7958925	0.3965915	0.1777020	0.3982859
900	0.6116118	0.3389481	0.6919930	0.1227266	0.6309528	0.6725708	0.6378500	0.3664237	0.2095979	0.3093358
950	0.5918816	0.4172801	0.5972032	0.1115408	0.6451661	0.7213626	0.6115726	0.3126371	0.2372256	0.3498908
1000	0.6215733	0.3583474	0.7251215	0.0515332	0.6305007	0.6117755	0.5417268	0.3698952	0.3155448	0.2323606
