YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.0000000	0.2225916	0.6472766	0.5618037	0.7696573	0.1581357	0.7874345	0.6444237	0.7478007	0.0879742
0.4933306	0.0000000	0.5074123	0.5146751	0.7085067	0.1072250	0.7339980	0.6795235	0.7666932	0.0841703
0.1871124	0.8063086	0.0000000	0.4900249	0.7963745	0.1585785	0.7590559	0.6571363	0.6900096	0.0697719
0.2043135	0.7084349	0.0044893	0.0000000	0.7807454	0.1008743	0.7748578	0.7573778	0.6392088	0.0627512
0.1839543	0.8829479	0.0205390	0.0000872	0.0036745	0.4853898	0.7984034	0.7640023	0.7498629	0.6896666
0.3768366	0.3110021	0.7095961	0.6805053	0.8400244	0.0005230	0.7175105	0.7785567	0.7849909	0.0417166
0.1500195	0.2784363	0.5689837	0.4889831	0.5853388	0.3323371	0.0000000	0.8239261	0.6635980	0.1326108
0.2320130	0.3013629	0.5461644	0.6624052	0.7631247	0.3790626	0.0409060	0.0000000	0.8383150	0.1113541
0.1386310	0.3825246	0.5569111	0.4421142	0.6581033	0.3177162	0.0544976	0.0211996	0.0000000	0.0480909
0.3607918	0.2269717	0.5829442	0.5199358	0.7080763	0.1227529	0.6629302	0.7888096	0.7347021	0.0000000
