"Time"	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
1000	0.0488790	0.0309834	0.5644390	0.6003585	0.7247953	0.0958754	0.0741163	0.1662384	0.4545065	0.0003650

0	0.0738717	0.0501118	0.4603217	0.6489395	0.8674050	0.0344351	0.0622785	0.2656602	0.4298562	0.0030354
50	0.1068756	0.0748716	0.4251825	0.6254172	0.6955208	0.0323002	0.0299786	0.3608480	0.0510116	0.1806593
100	0.2265842	0.1627806	0.5146983	0.5748154	0.7628922	0.0296870	0.0055550	0.5827946	0.0119444	0.2763429
150	0.2526327	0.2133042	0.5948902	0.8917167	0.6802049	0.0428009	0.0027476	0.4750642	0.0222883	0.4305213
200	0.2954069	0.2954807	0.4518268	0.6063622	0.9698923	0.0367806	0.0024266	0.4777241	0.0123689	0.3515026
250	0.3115825	0.2808598	0.6020552	0.6865711	0.7359861	0.0175690	0.0076720	0.5328012	0.0094025	0.5198476
300	0.4172841	0.2507700	0.3262363	0.5667492	0.6554009	0.0331582	0.0017580	0.4843396	0.0078229	0.5367122
350	0.4134139	0.2709071	0.4547116	0.6345368	0.7918482	0.0117232	0.0017323	0.3830662	0.0045075	0.5854764
400	0.3095441	0.2570135	0.4517280	0.7314854	0.7750518	0.0122641	0.0013219	0.4822629	0.0165226	0.4545977
450	0.3465991	0.2852329	0.4805537	0.8160969	0.8354895	0.1011366	0.0067867	0.5285950	0.0294438	0.5202042
500	0.4241778	0.2857040	0.3282101	0.8730397	0.6484688	0.0614581	0.0029173	0.4860267	0.0189480	0.5310800
550	0.3286188	0.2753089	0.4377278	0.6052316	0.8714998	0.0445027	0.0120203	0.2961890	0.2569426	0.2780792
600	0.2641468	0.1733278	0.4715277	0.7105893	0.7216703	0.0386386	0.1278722	0.1976669	0.3935537	0.0854532
650	0.1489316	0.1067482	0.4824034	0.7076625	0.6580658	0.0619916	0.1539048	0.1300960	0.4401181	0.0408846
700	0.1324117	0.1159698	0.3915617	0.7767420	0.8932325	0.1770303	0.0925100	0.2761232	0.4153141	0.0445145
750	0.1548653	0.0880908	0.5283446	0.7018044	0.8971296	0.1084445	0.1011863	0.1934531	0.5022573	0.0327241
800	0.1165984	0.0512453	0.4767245	0.6787138	0.8503635	0.1907920	0.0834330	0.2381199	0.3272109	0.0313699
850	0.1138411	0.0934388	0.5544558	0.6399733	0.7263163	0.1255665	0.0509300	0.2299865	0.4303478	0.0138079
900	0.0808606	0.0501181	0.5043515	0.6786904	0.7137534	0.0489697	0.1038795	0.2558525	0.4630952	0.0065877
950	0.0713841	0.0171668	0.5070809	0.6792398	0.9204868	0.0796804	0.0486845	0.2273787	0.5342466	0.0098874
1000	0.0699700	0.0414126	0.4207866	0.7127368	0.7432627	0.0345311	0.0638127	0.2306959	0.5057110	0.0033749

0	0.1254882	0.0300207	0.5260851	0.7476650	0.9225985	0.0525390	0.0646743	0.2540175	0.5315572	0.0061929
50	0.0864208	0.0217704	0.2849023	0.5975624	0.8161158	0.0600030	0.0258313	0.3034948	0.5944725	0.0100519
100	0.0644182	0.0527133	0.3750662	0.6374516	0.6403125	0.0510236	0.0012838	0.3228281	0.6875524	0.0042946
150	0.0501232	0.0172996	0.2510519	0.6264760	0.5065085	0.0308386	0.0021882	0.4136998	0.5701755	0.0098695
200	0.0947671	0.0199840	0.1366069	0.4916741	0.6469506	0.0246103	0.0004698	0.3766549	0.6812251	0.0191609
250	0.1152097	0.0486087	0.1490359	0.4281625	0.6754797	0.0335247	0.0004281	0.4707692	0.4497683	0.0181882
300	0.0940810	0.0278676	0.1584634	0.4466131	0.5870487	0.0979250	0.0000615	0.4252980	0.6379520	0.0116627
350	0.1140640	0.0444923	0.1836271	0.5468481	0.7232230	0.0338227	0.0022803	0.3399745	0.7167585	0.0111980
400	0.0957418	0.0997152	0.1313596	0.6508913	0.5588125	0.0669974	0.0045601	0.4490130	0.4758639	0.0092588
450	0.0622899	0.0325183	0.0928466	0.5768362	0.5480383	0.0276454	0.0005615	0.4227966	0.6078365	0.0278809
500	0.0950177	0.0353564	0.1972892	0.5262441	0.5070745	0.0241364	0.0251544	0.3929510	0.6206219	0.0176664
550	0.1248326	0.0213065	0.3118087	0.5634231	0.7215803	0.0394719	0.0054180	0.3716119	0.2990427	0.0041545
600	0.0418436	0.0137176	0.4487808	0.6646884	0.7457016	0.0381025	0.0090446	0.2264637	0.4597298	0.0241022
650	0.0637800	0.0211873	0.6279541	0.5527605	0.9281055	0.0495264	0.0382152	0.2400841	0.5217481	0.0107597
700	0.0805019	0.0349206	0.4014104	0.5325117	0.7845363	0.0677045	0.0626442	0.2565590	0.3358948	0.0332293
750	0.1344941	0.0441133	0.5300281	0.6675496	0.7429403	0.0433080	0.0449347	0.1974301	0.3010918	0.0021418
800	0.0970355	0.0409421	0.5421983	0.5440042	0.6779160	0.0604755	0.0591387	0.2863594	0.3615379	0.0063683
850	0.0895531	0.0259894	0.4608347	0.7474841	0.7725927	0.0203984	0.0894085	0.2148409	0.4786328	0.0006831
900	0.0644024	0.0493504	0.4124417	0.6564974	0.7728354	0.0409154	0.0338082	0.1946924	0.4375580	0.0086269
950	0.0716927	0.0177137	0.4664569	0.6471199	0.7141448	0.0641630	0.1004442	0.2149580	0.2421817	0.0127239
1000	0.0842723	0.0421039	0.4982930	0.5353900	0.7495160	0.0350070	0.0619807	0.2061668	0.4610411	0.0181046

0	0.0877329	0.0167547	0.4227471	0.6926319	0.8167546	0.0992858	0.0645695	0.2222025	0.4755713	0.0023717
50	0.0944938	0.0462942	0.4996114	0.7501362	0.8818778	0.0325305	0.0259992	0.2123903	0.4826246	0.0016867
100	0.0723525	0.0365296	0.6293772	0.6352164	0.8467949	0.0419294	0.0361773	0.2576843	0.3944297	0.0314142
150	0.0641763	0.0326931	0.3875411	0.5711241	0.8209192	0.0391211	0.0914384	0.3335838	0.2981025	0.0096935
200	0.0613571	0.0327428	0.3785786	0.8243710	0.7325877	0.0372830	0.0185845	0.2241901	0.3403650	0.0126840
250	0.0919437	0.0575868	0.4214781	0.6938091	0.7880154	0.0239792	0.0271398	0.2722489	0.3745715	0.0099584
300	0.1066911	0.0385464	0.4396691	0.5988733	0.8098734	0.1003193	0.0235091	0.1968771	0.3797175	0.0122749
350	0.0730213	0.0640864	0.6418722	0.6584259	0.8341550	0.0535876	0.0381738	0.1902748	0.5611708	0.0035799
400	0.0919466	0.0309459	0.5177934	0.6924533	0.6904717	0.0249493	0.0778460	0.2672327	0.4547782	0.0160825
450	0.0722496	0.0203915	0.5739187	0.5197534	0.9280415	0.0598321	0.1581987	0.2290347	0.4587589	0.0041545
500	0.0683367	0.0635660	0.5851617	0.6148233	0.6938527	0.0948105	0.1029447	0.2514572	0.4250026	0.0113616
550	0.0976878	0.0705472	0.4711716	0.6794009	0.6667348	0.1300493	0.0521859	0.2825297	0.4099853	0.0214137
600	0.0532053	0.0765601	0.6596230	0.6644014	0.7840993	0.1207601	0.0297696	0.2445708	0.4131021	0.0057324
650	0.0830540	0.0399873	0.6136380	0.5463545	0.7120771	0.0874263	0.0446173	0.2890748	0.4295061	0.0021650
700	0.0776865	0.0267907	0.4795115	0.4573946	0.7724727	0.0342512	0.0203456	0.2391303	0.3303858	0.0297062
750	0.0560294	0.0468075	0.6321865	0.7322117	0.7151836	0.0785033	0.0478754	0.2273792	0.3894706	0.0207073
800	0.0967373	0.0564752	0.5402366	0.8044521	0.7030238	0.0632579	0.0624100	0.1919640	0.3794961	0.0056068
850	0.1420005	0.0264867	0.5013544	0.5793106	0.8656129	0.0605502	0.0714075	0.1379379	0.4414747	0.0227904
900	0.1038486	0.0547802	0.4372053	0.5573510	0.8713687	0.0470503	0.1075546	0.1965015	0.4126022	0.0020437
950	0.0458251	0.0250668	0.5363708	0.5946189	0.8419386	0.0785162	0.0750681	0.1766346	0.3546717	0.0070935
1000	0.0541196	0.0189605	0.4625499	0.6139890	0.8758311	0.0676739	0.0805537	0.1632792	0.3991002	0.0031489

0	0.0755243	0.0286462	0.3968280	0.5373854	0.9108958	0.0268637	0.0591508	0.2588219	0.3978244	0.0111872
50	0.0374294	0.0393697	0.4369524	0.6856215	0.8190425	0.0564477	0.0330529	0.2072777	0.4423433	0.1418575
100	0.0783234	0.1252726	0.4254940	0.5841480	0.6775673	0.0335597	0.0862402	0.1816225	0.4180298	0.2619723
150	0.1265380	0.1557135	0.5563246	0.7502868	0.6679965	0.0509633	0.0468230	0.2437443	0.5196893	0.3110673
200	0.2065263	0.1775498	0.4573758	0.6035166	0.6072960	0.0479454	0.0301209	0.2992770	0.2571812	0.4578195
250	0.2726045	0.2925461	0.4942391	0.8177582	0.7565701	0.0393935	0.0663976	0.2844221	0.3267060	0.3261324
300	0.2607491	0.3160473	0.5651586	0.6960803	0.8373213	0.0472624	0.1184685	0.2044427	0.3198676	0.4708268
350	0.2225557	0.2738850	0.4153982	0.5644175	0.8062965	0.0722059	0.1241552	0.1636160	0.3471509	0.3622176
400	0.2536522	0.2751812	0.4329708	0.6660446	0.7928842	0.1243827	0.1846556	0.0802768	0.3798790	0.4032009
450	0.2604354	0.2553858	0.5503945	0.5638692	0.6129606	0.1836781	0.1562948	0.1747946	0.3151214	0.2365423
500	0.2353410	0.2824626	0.6066434	0.6070440	0.6097775	0.2176654	0.1361520	0.1450285	0.2816559	0.3684227
550	0.2405856	0.3370124	0.7112381	0.6248973	0.4717848	0.2751774	0.2347794	0.2097402	0.2307125	0.2552319
600	0.1955942	0.2580313	0.5976839	0.6925048	0.4698304	0.2953670	0.1527971	0.2366904	0.4512695	0.1406912
650	0.2860662	0.1682235	0.6945916	0.5470398	0.3968265	0.2076178	0.0878645	0.1755641	0.3963551	0.1412582
700	0.0916896	0.1504054	0.5871970	0.5159666	0.4386245	0.1437286	0.0940365	0.3372145	0.3764717	0.0459319
750	0.0786136	0.0467620	0.7242069	0.4503491	0.5300762	0.0986824	0.0625879	0.2017379	0.3963093	0.0238805
800	0.0798681	0.0422923	0.6285451	0.4813503	0.6856335	0.0805912	0.0742614	0.2295362	0.3149851	0.0081658
850	0.1161287	0.0364702	0.6567943	0.4917361	0.7680452	0.0444143	0.0172288	0.2024923	0.5796730	0.0051973
900	0.0662144	0.0384101	0.5191731	0.5340232	0.9370306	0.0238239	0.0164104	0.2426681	0.3794571	0.0056028
950	0.0393445	0.0202513	0.6362339	0.5957568	0.7857134	0.0394827	0.0256908	0.2742518	0.4155347	0.0065945
1000	0.0379841	0.0242154	0.6375330	0.4840463	0.7041641	0.0244804	0.0719832	0.2349282	0.4267318	0.0345195

0	0.0827934	0.0403325	0.4613087	0.5740223	0.7602438	0.0521402	0.0449725	0.2986617	0.4309179	0.0059243
50	0.0986311	0.0557237	0.4270717	0.8278915	0.5572284	0.0735006	0.0424449	0.2608966	0.3480558	0.1711512
100	0.1062871	0.1691634	0.3650369	0.6217129	0.5262392	0.0398683	0.0251626	0.2437407	0.4251929	0.3457908
150	0.1064632	0.2444749	0.4551725	0.5759827	0.5066173	0.0728234	0.0328062	0.2362175	0.2506060	0.5839553
200	0.2491631	0.2720473	0.4814018	0.6337219	0.4815047	0.0547513	0.1234755	0.1365856	0.1650039	0.6159495
250	0.2596186	0.4385787	0.5291511	0.3818285	0.4688223	0.1288632	0.4248503	0.0786465	0.1949657	0.4270904
300	0.2454991	0.3574725	0.5489589	0.4940172	0.4158468	0.3242655	0.4742264	0.0896211	0.2440774	0.5371919
350	0.3283878	0.3217377	0.6042213	0.3628313	0.2980269	0.4576991	0.5356783	0.1156705	0.3038463	0.4324731
400	0.2329547	0.3918517	0.6527813	0.2956192	0.0955075	0.4738855	0.4385701	0.1234563	0.2399712	0.6335275
450	0.2939873	0.4029617	0.6512151	0.2500461	0.1070133	0.4562186	0.2472825	0.1274635	0.2919622	0.6617253
500	0.2744509	0.3302685	0.7580151	0.1604810	0.0694878	0.4422928	0.2669336	0.1212954	0.3151440	0.6001559
550	0.2761540	0.4232350	0.6994637	0.1330525	0.1156778	0.4122668	0.2602136	0.1469772	0.3354060	0.3685105
600	0.3152665	0.3668824	0.8222983	0.0627273	0.2045974	0.3188005	0.1424291	0.1325571	0.3431856	0.2603399
650	0.2952433	0.3927928	0.7669241	0.0636265	0.2685707	0.3178664	0.1242799	0.2578218	0.3455647	0.1172711
700	0.3162579	0.2722650	0.7106411	0.0789935	0.3428063	0.2315264	0.1056550	0.2989820	0.5182768	0.0518007
750	0.3587454	0.1594198	0.6603655	0.1662017	0.6845646	0.1206420	0.0376147	0.3235560	0.2409283	0.0423703
800	0.1588793	0.0920080	0.6984053	0.3660045	0.5997142	0.0970907	0.0943997	0.1625441	0.4390426	0.0238691
850	0.1365033	0.0448652	0.6142704	0.3807599	0.6753857	0.0807751	0.0410175	0.2355502	0.3225702	0.0084080
900	0.0894673	0.0432018	0.6815099	0.4675193	0.6725650	0.0268876	0.0391251	0.2393490	0.3915830	0.0109229
950	0.0640375	0.0572808	0.6670273	0.5270856	0.8383624	0.0629288	0.0733183	0.1423720	0.3782400	0.0171922
1000	0.0492076	0.0346288	0.5575000	0.5869433	0.6200801	0.0831509	0.0837680	0.1893163	0.3677424	0.0072835

0	0.0589205	0.0297585	0.4759895	0.6237655	0.7887995	0.0474407	0.0632501	0.2264841	0.5430886	0.0042741
50	0.0783733	0.0478931	0.4536680	0.5556606	0.6203482	0.0780970	0.0503310	0.2111105	0.0885293	0.0072720
100	0.1180436	0.0461037	0.5530830	0.6946718	0.6993094	0.2474588	0.1067495	0.0901561	0.0710387	0.0100075
150	0.0652964	0.0397555	0.5697560	0.7739701	0.6361585	0.2263099	0.4955301	0.0516317	0.0205370	0.0190588
200	0.0960345	0.0415423	0.4149313	0.5937885	0.4552597	0.4704229	0.7347268	0.0450511	0.0199331	0.1358603
250	0.1362715	0.1637811	0.4428187	0.7114929	0.2696009	0.5481858	0.8291098	0.0178469	0.0416282	0.2452818
300	0.2025359	0.1963631	0.4598561	0.8163931	0.1818618	0.6159358	1.0210767	0.0044797	0.0290653	0.4065559
350	0.2155263	0.2193229	0.4485741	0.8557707	0.0778026	0.6419260	0.8224255	0.0055125	0.0462408	0.4933620
400	0.2448296	0.3420077	0.3787834	0.6633856	0.0745761	0.7204260	0.7902101	0.0373832	0.0515823	0.5837571
450	0.2310937	0.3796094	0.3928414	0.7101500	0.0620360	0.8151923	0.6773100	0.0389016	0.0289093	0.5915774
500	0.3441203	0.4549313	0.3588267	0.7035134	0.0801089	0.7752944	0.7210634	0.0187155	0.0463848	0.4743812
550	0.2770008	0.4900588	0.5894333	0.5275945	0.1135142	0.8217346	0.6783288	0.0491958	0.3311645	0.6155476
600	0.2752711	0.3928936	0.5477226	0.3213979	0.1195255	0.7115003	0.7337823	0.0996261	0.2764163	0.4419356
650	0.3156652	0.4345836	0.6945363	0.2177100	0.0507512	0.5765866	0.6564516	0.1047239	0.2797553	0.4877029
700	0.3045365	0.4459149	0.8947681	0.0946853	0.0471296	0.7011472	0.2996039	0.1610465	0.2299954	0.4588608
750	0.2324163	0.2551009	0.6977213	0.0329548	0.0475309	0.3692665	0.2052361	0.1502244	0.3515684	0.1997391
800	0.2984822	0.3790404	0.7282902	0.0221471	0.1690182	0.4371830	0.2424565	0.1817622	0.2793765	0.1682139
850	0.2978355	0.3231813	0.7967821	0.0056422	0.1053552	0.4535609	0.2058482	0.1626974	0.4306113	0.1225444
900	0.2209716	0.4052401	0.7472645	0.0140396	0.1345141	0.2539149	0.0952670	0.2223252	0.4983292	0.0575260
950	0.3069422	0.3879437	0.8622052	0.0310169	0.2937550	0.1971129	0.0586457	0.3744066	0.4860394	0.0429443
1000	0.2457840	0.3607486	0.7872092	0.1660904	0.5040765	0.1162506	0.0457127	0.3139990	0.4792696	0.0099629

0	0.0855413	0.0283544	0.4827798	0.5173050	0.8421326	0.0541521	0.0612134	0.3060923	0.4952381	0.0024414
50	0.0815817	0.0390094	0.5056939	0.5922239	0.7146948	0.0613082	0.0655896	0.2513802	0.3845592	0.0930117
100	0.1079420	0.0802950	0.5461743	0.5644427	0.8112772	0.0769636	0.0302821	0.2123792	0.4215617	0.0803768
150	0.0792041	0.0652605	0.6071093	0.5797133	0.6739767	0.0672616	0.0725426	0.1708443	0.3683236	0.1398747
200	0.0947120	0.1241378	0.5226785	0.7631414	0.6767978	0.0352903	0.1616671	0.1564392	0.4722344	0.2990833
250	0.1215941	0.2140204	0.4686478	0.7000977	0.8006576	0.1013974	0.0624927	0.2116689	0.4889165	0.1651610
300	0.1599599	0.1822335	0.4109085	0.5997839	0.8175506	0.0973815	0.0504327	0.3004563	0.4165374	0.1887784
350	0.1686184	0.1091935	0.4422286	0.5999607	0.6539849	0.0474192	0.0137381	0.3054299	0.3559025	0.1297974
400	0.2007015	0.2101357	0.4421056	0.5995008	0.7456805	0.0335344	0.0826550	0.1637698	0.3798391	0.1532356
450	0.1530432	0.1709731	0.5837025	0.6253189	0.7712314	0.0884737	0.0710445	0.1854797	0.3049985	0.1756729
500	0.1550006	0.2088176	0.5107858	0.6073972	0.7968356	0.0929442	0.1589260	0.1705837	0.3423131	0.1742040
550	0.1484473	0.1398549	0.4493444	0.7618419	0.6441650	0.1531752	0.1669667	0.1992000	0.4389500	0.0998574
600	0.1503145	0.1012686	0.5159349	0.6856482	0.6110137	0.1564492	0.0740714	0.1852338	0.3760431	0.0854211
650	0.1941469	0.0664469	0.4779718	0.5983702	0.5321787	0.1745643	0.0734791	0.1961927	0.3716453	0.0194209
700	0.1021117	0.0473051	0.5472878	0.5840996	0.5558913	0.1393800	0.1971310	0.2150291	0.4869303	0.0075241
750	0.0856084	0.0612979	0.4958997	0.5050549	0.6397042	0.1660173	0.1147762	0.1827147	0.4748644	0.0286688
800	0.0775081	0.0185568	0.5422490	0.5486522	0.7656370	0.1444772	0.0769135	0.2219094	0.4267072	0.0048201
850	0.0827316	0.0222627	0.5892618	0.5406433	0.6879361	0.0563004	0.0322789	0.2373178	0.4176214	0.0005194
900	0.1261697	0.0379702	0.6815516	0.5034300	0.8642338	0.0616587	0.0212395	0.3109790	0.4323458	0.0083686
950	0.0863444	0.0325084	0.7418616	0.6316174	0.7078178	0.0610357	0.0537367	0.1706277	0.3287604	0.0031062
1000	0.0537760	0.0646604	0.5752850	0.5848067	0.7627143	0.0331707	0.0604841	0.2376117	0.3225667	0.0018737

0	0.0680650	0.0301085	0.4506719	0.6459121	0.8345028	0.0479387	0.0654835	0.3103013	0.4391525	0.0048433
50	0.1551337	0.3087340	0.4954613	0.6114031	0.6621579	0.2247257	0.0569696	0.1701594	0.1198244	0.0492974
100	0.4033504	0.5426142	0.5398877	0.6815003	0.6123168	0.4770388	0.2239233	0.0764968	0.0846495	0.1138336
150	0.5285842	0.5635887	0.6898912	0.5731312	0.2039598	0.6864031	0.6232639	0.0532628	0.2069585	0.1325168
200	0.4224646	0.6616136	0.5778811	0.3937964	0.1607824	0.6700182	0.7177024	0.0331261	0.1402414	0.3384162
250	0.3921357	0.6998629	0.6419866	0.2407634	0.0885407	0.7231452	0.6006966	0.0647921	0.1566463	0.5319932
300	0.5249932	0.7379848	0.7173050	0.1322821	0.0413239	0.6385671	0.6537779	0.0869920	0.1644741	0.5047614
350	0.5785361	0.6360038	0.7331003	0.0668833	0.0896908	0.9453258	0.6763756	0.0668663	0.1053506	0.6020315
400	0.5544588	0.8061362	0.5982870	0.0523357	0.0653427	1.0183913	0.7360619	0.0328192	0.1627483	0.6380495
450	0.5589648	0.7263905	0.6561019	0.0285973	0.0538081	0.9963205	0.8992014	0.0244496	0.1227101	0.6076718
500	0.5698773	0.6683079	0.6719670	0.0182904	0.0480804	0.6963289	0.7395965	0.0454036	0.1763525	0.6541440
550	0.5309721	0.6725186	0.9333009	0.0044604	0.1017630	0.8046511	0.8287981	0.0743599	0.4271764	0.5684830
600	0.5076818	0.4613501	0.7706058	0.0532985	0.0385975	0.6272377	0.6139438	0.1573139	0.4130451	0.6266451
650	0.4671352	0.5599520	0.8862079	0.0083456	0.0297138	0.6218078	0.2209159	0.2432281	0.3141579	0.6492933
700	0.4140495	0.5339102	0.6824806	0.0127280	0.0592017	0.4069883	0.0971527	0.3431304	0.4187823	0.2786934
750	0.3200240	0.3014725	0.9120796	0.0040605	0.1931660	0.1988809	0.0796515	0.1803074	0.4064216	0.1241552
800	0.3070829	0.4095484	0.8803868	0.0179586	0.2278078	0.1986624	0.0293192	0.2735062	0.5233987	0.0624147
850	0.3051941	0.3195097	0.9192769	0.1483500	0.5336791	0.0616829	0.0090642	0.2791592	0.5185609	0.0894508
900	0.3708111	0.2285205	0.7450375	0.2301733	0.7533325	0.0714381	0.0380911	0.3203481	0.4342590	0.0143195
950	0.1474126	0.0735642	0.8648266	0.3470140	0.7064039	0.0362088	0.0177882	0.2826595	0.4849040	0.0059671
1000	0.1249353	0.0562454	0.7538874	0.4539052	1.0297760	0.0537194	0.0154692	0.3448364	0.4141011	0.0366866

0	0.0919677	0.0270339	0.5054528	0.5727902	0.8105401	0.0267763	0.0429148	0.2520174	0.3592883	0.0106775
50	0.0847377	0.0450156	0.4583826	0.8236069	0.8142266	0.0945709	0.0143435	0.2462370	0.4715289	0.0094121
100	0.1267176	0.0516083	0.4134383	0.5710951	0.7146970	0.0313702	0.0161157	0.2205679	0.3390879	0.0140453
150	0.0601431	0.0448626	0.3275415	0.5885562	0.6285816	0.0443985	0.0275403	0.1708528	0.4757773	0.0109912
200	0.0708658	0.0391759	0.2978173	0.7163634	0.6464522	0.0783253	0.0282000	0.1821634	0.3054592	0.0096072
250	0.1024984	0.0370022	0.3537771	0.6557646	0.6815141	0.0480195	0.0081692	0.2717347	0.3562356	0.0021751
300	0.1052166	0.0459850	0.2937693	0.6750383	0.6424543	0.0475196	0.0143526	0.1665875	0.3681711	0.0058122
350	0.0515180	0.0275635	0.2406242	0.6404187	0.5978208	0.0271883	0.0060341	0.1977931	0.5567599	0.0021561
400	0.1042080	0.0277432	0.2394973	0.6410939	0.5723969	0.0274457	0.0203106	0.1746455	0.3407201	0.0038992
450	0.1272137	0.0400930	0.4294750	0.4648364	0.6124866	0.0465590	0.0398806	0.1861684	0.4381056	0.0033551
500	0.1091892	0.0525855	0.2937262	0.4865949	0.5190566	0.0266331	0.0094387	0.2154085	0.3923034	0.0046031
550	0.1329821	0.0491842	0.4968222	0.5954749	0.7100085	0.0663906	0.0327805	0.1889521	0.4566580	0.0144920
600	0.0757050	0.0477556	0.5468022	0.5553754	0.6315957	0.0322094	0.0722348	0.2284057	0.5109988	0.0057295
650	0.0930790	0.0157359	0.6418566	0.6123018	0.7151190	0.0807681	0.0557568	0.2496497	0.4231416	0.0222527
700	0.0758146	0.0325071	0.6332194	0.5794542	0.6501989	0.0598564	0.0449515	0.1965840	0.4233185	0.0132799
750	0.0685974	0.0486166	0.5202625	0.5728839	0.6972602	0.0274159	0.0333514	0.2032616	0.5101482	0.0092540
800	0.1085568	0.0647798	0.5502380	0.7844720	0.7015647	0.0891157	0.0465676	0.2054988	0.3784084	0.0080458
850	0.1240939	0.0275559	0.5037295	0.6102035	0.7462450	0.0755368	0.0418137	0.2560673	0.3477924	0.0234665
900	0.0953816	0.0264537	0.4883789	0.6116498	0.7196098	0.0721648	0.0547558	0.1974600	0.4542465	0.0148684
950	0.0697754	0.0151788	0.4624740	0.5617858	0.8440291	0.0459261	0.0909306	0.2498449	0.3977631	0.0154373
1000	0.1550820	0.0423754	0.6056130	0.5673233	0.8331778	0.0294567	0.0806183	0.2486164	0.3816684	0.0056182
