"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
400	0.0507607	0.4754199	0.0356017	0.1905947	0.6921956	0.8729526	0.9889418	0.0034101	0.9475372	1.0000000
450	0.0513233	0.4751908	0.0334626	0.1929890	0.6920315	0.8728199	0.9931885	0.0034065	0.9475372	1.0000000
500	0.0515175	0.4751129	0.0323077	0.1939327	0.6919469	0.8727671	0.9951025	0.0034054	0.9475372	1.0000000
550	0.2421704	0.1315984	0.4065084	0.1730233	0.4163795	0.2075822	0.9452468	0.0465791	0.9475372	1.0000000
600	0.7913723	0.2532148	0.6051073	0.1080872	0.2271886	0.2711082	0.7795040	0.0599405	0.9475372	1.0000000
650	0.7343219	0.5298893	0.7603082	0.0593255	0.1671395	0.3468347	0.6723611	0.0640755	0.9475372	1.0000000
700	0.3338886	0.7222027	0.8721873	0.0366442	0.1704537	0.3851911	0.6220826	0.0653553	0.9475372	1.0000000
750	0.1342998	0.8215784	0.9362588	0.0276512	0.1870085	0.4022293	0.5998388	0.0657513	0.9475372	1.0000000
800	0.0714744	0.8680450	0.9685070	0.0243266	0.2002980	0.4094858	0.5900863	0.0658739	0.9475372	1.0000000
850	0.0521729	0.8892484	0.9838448	0.0231854	0.2082414	0.4125042	0.5857773	0.0659118	0.9475372	1.0000000
900	0.0456738	0.8989495	0.9909441	0.0228565	0.2123996	0.4137372	0.5838488	0.0659235	0.9475372	1.0000000
950	0.0432317	0.9034175	0.9941720	0.0228097	0.2144166	0.4142334	0.5829759	0.0659272	0.9475372	1.0000000
1000	0.0422334	0.9054793	0.9956154	0.0228441	0.2153475	0.4144308	0.5825782	0.0659283	0.9475372	1.0000000

0	0.0414713	0.9071659	0.9966640	0.0229901	0.2160830	0.4145595	0.5822528	0.0659288	0.9475372	1.0000000
50	0.0107911	0.9071795	0.9965857	0.0310295	0.8623185	0.4145587	0.5822507	0.0659288	0.9475372	1.0000000
100	0.0056683	0.9070790	0.9912247	0.1084825	0.9603466	0.4145583	0.5822606	0.0659288	0.9475372	1.0000000
150	0.0048193	0.9045844	0.9263793	0.2457837	0.9752165	0.4145582	0.5825205	0.0659288	0.9475372	1.0000000
200	0.0047573	0.8858512	0.7425606	0.3627296	0.9774722	0.4145582	0.5845001	0.0659288	0.9475372	1.0000000
250	0.0051902	0.8204180	0.5436580	0.4367706	0.9778143	0.4145581	0.5915189	0.0659288	0.9475372	1.0000000
300	0.0069867	0.6780874	0.4020853	0.4776290	0.9778662	0.4145581	0.6082597	0.0659288	0.9475372	1.0000000
350	0.0137051	0.4817967	0.3164886	0.4977550	0.9778741	0.4145581	0.6385875	0.0659288	0.9475372	1.0000000
400	0.0379341	0.3089382	0.2687914	0.5028942	0.9778753	0.4145581	0.6799190	0.0659288	0.9475372	1.0000000
450	0.0931173	0.1991951	0.2454253	0.4851683	0.9778755	0.4145581	0.7221665	0.0659288	0.9475372	1.0000000
500	0.1443798	0.1429441	0.2424078	0.4340592	0.9778755	0.4145581	0.7547513	0.0659288	0.9475372	1.0000000
550	0.8168600	0.1240382	0.2693475	0.2859243	0.3316313	0.4145581	0.7700083	0.0659288	0.9475372	1.0000000
600	0.9429406	0.1519675	0.3837841	0.1448208	0.2336018	0.4145581	0.7558638	0.0659288	0.9475372	1.0000000
650	0.9133892	0.2968686	0.5909429	0.0740458	0.2187317	0.4145581	0.7030949	0.0659288	0.9475372	1.0000000
700	0.5834480	0.5447004	0.7779295	0.0433399	0.2164760	0.4145581	0.6471654	0.0659288	0.9475372	1.0000000
750	0.2307158	0.7332826	0.8901933	0.0309815	0.2161338	0.4145581	0.6130851	0.0659288	0.9475372	1.0000000
800	0.0989658	0.8296836	0.9469704	0.0261348	0.2160819	0.4145581	0.5962980	0.0659288	0.9475372	1.0000000
850	0.0599586	0.8729480	0.9738946	0.0242375	0.2160740	0.4145581	0.5885898	0.0659288	0.9475372	1.0000000
900	0.0480731	0.8919089	0.9863365	0.0234881	0.2160728	0.4145581	0.5851146	0.0659288	0.9475372	1.0000000
950	0.0440622	0.9003004	0.9920162	0.0231878	0.2160727	0.4145581	0.5835482	0.0659288	0.9475372	1.0000000
1000	0.0425561	0.9040678	0.9945910	0.0230653	0.2160726	0.4145581	0.5828391	0.0659288	0.9475372	1.0000000

0	0.0414713	0.9071659	0.9966640	0.0229901	0.2160830	0.4145595	0.5822528	0.0659288	0.9475372	1.0000000
50	0.0414743	0.9062551	0.9348451	0.3251073	0.3083970	0.4145449	0.5823438	0.0658876	0.9552070	1.0000000
100	0.0418384	0.8842610	0.6845194	0.4310685	0.3223855	0.4144000	0.5846236	0.0657760	0.9581888	1.0000000
150	0.0450771	0.7937114	0.4749064	0.4686468	0.3244443	0.4140956	0.5943386	0.0656730	0.9593480	1.0000000
200	0.0600986	0.6105735	0.3539702	0.4821532	0.3246373	0.4137560	0.6173623	0.0656063	0.9597987	1.0000000
250	0.1221834	0.4029274	0.2913719	0.4870722	0.3245253	0.4134795	0.6550559	0.0655698	0.9599739	1.0000000
300	0.3299731	0.2544774	0.2605249	0.4888731	0.3243812	0.4132923	0.6985182	0.0655516	0.9600420	1.0000000
350	0.6577020	0.1731075	0.2457648	0.4894858	0.3242637	0.4131798	0.7358035	0.0655432	0.9600685	1.0000000
400	0.8675161	0.1334946	0.2388612	0.4896035	0.3241822	0.4131176	0.7617039	0.0655394	0.9600788	1.0000000
450	0.9480706	0.1150359	0.2357143	0.4895400	0.3241311	0.4130852	0.7773557	0.0655377	0.9600828	1.0000000
500	0.9745317	0.1065666	0.2343304	0.4894475	0.3241013	0.4130690	0.7859753	0.0655370	0.9600844	1.0000000
550	0.9832546	0.1060391	0.2763200	0.1883588	0.2316524	0.4130744	0.7878573	0.0655762	0.9524151	1.0000000
600	0.9805695	0.1668256	0.4694174	0.0818393	0.2176364	0.4132109	0.7538527	0.0656853	0.9494336	1.0000000
650	0.8654837	0.3948034	0.7047028	0.0439673	0.2155776	0.4135083	0.6829215	0.0657884	0.9482745	1.0000000
700	0.4188192	0.6498387	0.8554272	0.0304774	0.2153996	0.4138460	0.6302283	0.0658564	0.9478238	1.0000000
750	0.1552188	0.7942031	0.9315367	0.0256645	0.2155349	0.4141241	0.6035861	0.0658941	0.9476486	1.0000000
800	0.0750553	0.8588058	0.9671928	0.0239423	0.2157031	0.4143142	0.5915891	0.0659130	0.9475805	1.0000000
850	0.0523660	0.8862458	0.9834599	0.0233233	0.2158407	0.4144291	0.5863458	0.0659219	0.9475541	1.0000000
900	0.0454213	0.8979810	0.9907929	0.0231000	0.2159367	0.4144931	0.5840574	0.0659258	0.9475438	1.0000000
950	0.0430351	0.9030987	0.9940757	0.0230195	0.2159972	0.4145265	0.5830516	0.0659276	0.9475398	1.0000000
1000	0.0421259	0.9053656	0.9955381	0.0229908	0.2160326	0.4145432	0.5826061	0.0659283	0.9475382	1.0000000

0	0.0414713	0.9071659	0.9966640	0.0229901	0.2160830	0.4145595	0.5822528	0.0659288	0.9475372	1.0000000
50	0.0185672	0.9069061	0.9789148	0.1630850	0.2926510	0.7361345	0.5822783	0.0659288	0.9475372	1.0000000
100	0.0087027	0.9008518	0.8835154	0.2129754	0.3797279	0.7672280	0.5829128	0.0659288	0.9475372	1.0000000
150	0.0058347	0.8777263	0.7665887	0.2331779	0.4252164	0.7702344	0.5854123	0.0659288	0.9475372	1.0000000
200	0.0054091	0.8342077	0.6787428	0.2441908	0.4434090	0.7705251	0.5902544	0.0659288	0.9475372	1.0000000
250	0.0060916	0.7780629	0.6218921	0.2516364	0.4500173	0.7705532	0.5967869	0.0659288	0.9475372	1.0000000
300	0.0075897	0.7218455	0.5861890	0.2567075	0.4523274	0.7705559	0.6037672	0.0659288	0.9475372	1.0000000
350	0.0097734	0.6744818	0.5637050	0.2599158	0.4531221	0.7705562	0.6101073	0.0659288	0.9475372	1.0000000
400	0.0123933	0.6387841	0.5495808	0.2617952	0.4533936	0.7705562	0.6152486	0.0659288	0.9475372	1.0000000
450	0.0150843	0.6137480	0.5408509	0.2628286	0.4534861	0.7705562	0.6190925	0.0659288	0.9475372	1.0000000
500	0.0175043	0.5970635	0.5355925	0.2633681	0.4535176	0.7705562	0.6217932	0.0659288	0.9475372	1.0000000
550	0.0426843	0.5912080	0.5776921	0.1270650	0.3886993	0.4489801	0.6229988	0.0659288	0.9475372	1.0000000
600	0.0696780	0.6379688	0.7114732	0.0728558	0.3012090	0.4178864	0.6174920	0.0659288	0.9475372	1.0000000
650	0.0777051	0.7322510	0.8370744	0.0467643	0.2502320	0.4148799	0.6060323	0.0659288	0.9475372	1.0000000
700	0.0666870	0.8121532	0.9155664	0.0339025	0.2285814	0.4145892	0.5959323	0.0659288	0.9475372	1.0000000
750	0.0551288	0.8595743	0.9572812	0.0278854	0.2204702	0.4145611	0.5895092	0.0659288	0.9475372	1.0000000
800	0.0482193	0.8840614	0.9779572	0.0251714	0.2175904	0.4145584	0.5859445	0.0659288	0.9475372	1.0000000
850	0.0447094	0.8960884	0.9878850	0.0239625	0.2165921	0.4145582	0.5840858	0.0659288	0.9475372	1.0000000
900	0.0430131	0.9018953	0.9925789	0.0234231	0.2162498	0.4145581	0.5831476	0.0659288	0.9475372	1.0000000
950	0.0422032	0.9046793	0.9947801	0.0231805	0.2161329	0.4145581	0.5826833	0.0659288	0.9475372	1.0000000
1000	0.0418172	0.9060071	0.9958076	0.0230703	0.2160931	0.4145581	0.5824567	0.0659288	0.9475372	1.0000000

0	0.0414713	0.9071659	0.9966640	0.0229901	0.2160830	0.4145595	0.5822528	0.0659288	0.9475372	1.0000000
50	0.0417220	0.9083518	0.6664487	0.5300043	0.2137739	0.3721344	0.2288248	0.0204154	0.9661158	1.0000000
100	0.0516360	0.8213819	0.3614397	0.7066710	0.1898120	0.2596658	0.1284377	0.0063295	0.9733386	1.0000000
150	0.1254163	0.5918034	0.1919587	0.7681814	0.1401186	0.1547897	0.1360148	0.0019699	0.9761465	1.0000000
200	0.4969578	0.3669141	0.1099632	0.7895460	0.0892871	0.0890985	0.2214428	0.0006206	0.9772382	1.0000000
250	0.8689072	0.2637102	0.0717200	0.7969508	0.0553191	0.0562923	0.3314651	0.0002029	0.9776626	1.0000000
300	0.9737538	0.2304734	0.0541868	0.7995188	0.0380390	0.0419683	0.4070255	0.0000736	0.9778276	1.0000000
350	0.9947546	0.2210496	0.0462363	0.8004109	0.0305131	0.0361855	0.4449614	0.0000336	0.9778917	1.0000000
400	0.9987648	0.2184539	0.0426601	0.8007213	0.0274486	0.0339546	0.4616712	0.0000212	0.9779167	1.0000000
450	0.9995582	0.2177209	0.0410614	0.8008293	0.0262180	0.0331157	0.4686935	0.0000174	0.9779264	1.0000000
500	0.9997311	0.2175003	0.0403501	0.8008669	0.0257209	0.0328040	0.4716144	0.0000162	0.9779301	1.0000000
550	0.9998598	0.0577530	0.1030336	0.2931127	0.0266953	0.1070083	0.8249658	0.0449882	0.9593530	1.0000000
600	0.9999242	0.0298464	0.2627447	0.1161761	0.0438764	0.2513027	0.9049035	0.0591290	0.9521308	1.0000000
650	0.9997928	0.1246703	0.5460221	0.0545197	0.0885270	0.3399776	0.8141034	0.0636684	0.9493231	1.0000000
700	0.9405227	0.4383837	0.7716892	0.0330419	0.1380102	0.3820198	0.6936508	0.0651595	0.9482315	1.0000000
750	0.4528343	0.6969738	0.8925842	0.0256015	0.1739261	0.4006425	0.6293794	0.0656610	0.9478071	1.0000000
800	0.1584508	0.8200586	0.9498506	0.0231290	0.1950128	0.4086892	0.6016769	0.0658337	0.9476422	1.0000000
850	0.0744149	0.8709989	0.9759504	0.0224524	0.2060625	0.4121117	0.5902920	0.0658944	0.9475780	1.0000000
900	0.0517672	0.8918410	0.9876480	0.0224080	0.2114766	0.4135483	0.5856212	0.0659162	0.9475531	1.0000000
950	0.0450959	0.9005709	0.9928248	0.0225444	0.2140157	0.4141446	0.5836801	0.0659241	0.9475434	1.0000000
1000	0.0428695	0.9043189	0.9950824	0.0226937	0.2151701	0.4143899	0.5828609	0.0659270	0.9475396	1.0000000

0	0.0414713	0.9071659	0.9966640	0.0229901	0.2160830	0.4145595	0.5822528	0.0659288	0.9475372	1.0000000
50	0.0420071	0.9071880	0.9970362	0.0150226	0.2139074	0.3746715	0.5824416	0.0228908	0.9768396	1.0000000
100	0.0490984	0.9072748	0.9978882	0.0121905	0.1914374	0.2698672	0.5827019	0.0094284	0.9882314	1.0000000
150	0.0770727	0.9074369	0.9985837	0.0109586	0.1449041	0.1726604	0.5827956	0.0051676	0.9926602	1.0000000
200	0.1578529	0.9076068	0.9990192	0.0101933	0.0966853	0.1112667	0.5828121	0.0038022	0.9943819	1.0000000
250	0.3266378	0.9077407	0.9992741	0.0097216	0.0632569	0.0797890	0.5828067	0.0033587	0.9950513	1.0000000
300	0.5385159	0.9078315	0.9994199	0.0094866	0.0451436	0.0653969	0.5827981	0.0032125	0.9953115	1.0000000
350	0.6998603	0.9078884	0.9995009	0.0093872	0.0365603	0.0591967	0.5827914	0.0031635	0.9954127	1.0000000
400	0.7892209	0.9079221	0.9995442	0.0093486	0.0327221	0.0566068	0.5827868	0.0031468	0.9954520	1.0000000
450	0.8317912	0.9079412	0.9995664	0.0093342	0.0310363	0.0555439	0.5827841	0.0031410	0.9954673	1.0000000
500	0.8508795	0.9079517	0.9995774	0.0093289	0.0302995	0.0551128	0.5827825	0.0031390	0.9954732	1.0000000
550	0.8209508	0.9079544	0.9994378	0.0172863	0.0315524	0.1256638	0.5827815	0.0456690	0.9661732	1.0000000
600	0.4884803	0.9079196	0.9989068	0.0200592	0.0503544	0.2596459	0.5827604	0.0591652	0.9547823	1.0000000
650	0.1970838	0.9078197	0.9982745	0.0210265	0.0943942	0.3428311	0.5826642	0.0635918	0.9503539	1.0000000
700	0.0920276	0.9076834	0.9977880	0.0213735	0.1415989	0.3828253	0.5825204	0.0650960	0.9486322	1.0000000
750	0.0592620	0.9075551	0.9974835	0.0215446	0.1756555	0.4007868	0.5823958	0.0656244	0.9479629	1.0000000
800	0.0483786	0.9074581	0.9973059	0.0217306	0.1957201	0.4086586	0.5823154	0.0658153	0.9477027	1.0000000
850	0.0443418	0.9073929	0.9971914	0.0219811	0.2063089	0.4120580	0.5822718	0.0658859	0.9476016	1.0000000
900	0.0427020	0.9073497	0.9970985	0.0222558	0.2115432	0.4135083	0.5822510	0.0659124	0.9475622	1.0000000
950	0.0420006	0.9073184	0.9970113	0.0224987	0.2140228	0.4141207	0.5822424	0.0659225	0.9475469	1.0000000
1000	0.0416948	0.9072925	0.9969305	0.0226816	0.2151624	0.4143770	0.5822400	0.0659264	0.9475410	1.0000000
