"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C

0	1.0244561	0.9342253	1.0948274	0.9921301	0.0650248	0.0313980	0.0783584	0.2608696	0.9200584	0.9695457
50	1.0462210	0.9012768	1.0733320	0.9530124	0.0411388	0.2172726	0.0635024	0.3250359	0.4405833	0.9923290
100	1.0821263	0.9602628	1.0395444	0.9211683	0.0445738	0.2960205	0.0672517	0.4759946	0.3867398	0.9088422
150	0.9947071	0.9597259	0.9678106	0.8681163	0.0861264	0.2787987	0.2627617	0.5980164	0.3567116	0.9662001
200	1.0019299	0.9552633	1.0453441	0.8029380	0.2302656	0.4273729	0.4597414	0.7827574	0.3445054	0.9809298
250	0.9801124	0.8720020	0.8910916	0.7138487	0.2880451	0.5559383	0.6133401	0.8950942	0.3194396	0.8297657
300	0.9106748	0.9530446	0.8208540	0.6402966	0.4444626	0.8485190	0.7142051	0.8725963	0.3215919	0.6440103
350	0.9536285	0.9025774	0.9190323	0.5903570	0.4272222	0.8038282	0.7479318	0.8622226	0.3225717	0.5044579
400	1.0143593	0.7754403	0.8584242	0.5508084	0.4453558	0.8971496	0.7144198	0.8611853	0.3801821	0.4155032
450	0.9805834	0.7686804	0.9149933	0.5653739	0.4223296	0.9727600	0.7549185	0.8759867	0.2832982	0.3444273
500	1.0059043	0.7505207	0.9732563	0.4799734	0.4824984	0.8467635	0.7883524	0.8393438	0.2831250	0.3917027
550	1.0221814	0.8126226	0.9732041	0.5460124	0.5623880	0.8022297	0.8461198	0.9170109	0.6316160	0.3783629
600	1.0624474	0.7351191	0.9727446	0.4681431	0.4812824	0.7702269	0.8186125	0.6820995	0.7011737	0.3384153
650	0.9829090	0.7088351	0.9380105	0.6401392	0.2702381	0.7638360	0.5822576	0.4887865	0.7121602	0.4364786
700	0.9450727	0.7715227	1.0208373	0.7107210	0.2183868	0.6896764	0.4684964	0.4105666	0.7650675	0.6289609
750	1.0635463	0.8857569	1.0197054	0.8101170	0.1746909	0.5745040	0.2315718	0.3752993	0.7515756	0.7823211
800	0.9995382	0.8932342	0.9991010	0.9213167	0.0917403	0.3808662	0.1864849	0.3123937	0.7854062	0.9343066
850	0.9714048	0.8745519	1.0338184	0.8861640	0.0559340	0.2464614	0.0594758	0.2797506	0.8124442	0.9938156
900	0.9781358	0.9294300	0.9578699	0.9742166	0.0357237	0.0904191	0.0229474	0.2582280	0.8300399	1.0097425
950	0.9274237	0.9400358	1.0057783	0.9613170	0.0663741	0.0735374	0.0730146	0.3070562	0.8266018	1.0601430
1000	0.9614139	0.8764823	1.0586212	0.9855262	0.0390878	0.0438031	0.0551053	0.3293225	0.8391973	0.9761542

0	1.0244561	0.9342253	1.0948274	0.9921301	0.0650248	0.0313980	0.0783584	0.2608696	0.9200584	0.9695457
50	0.8504717	0.9261813	1.0198779	0.9373684	0.6735446	0.0547482	0.0411426	0.2395528	0.7934406	1.0841715
100	0.7972901	1.0012213	1.0029207	0.9938314	0.7118939	0.0543370	0.0530274	0.2684828	0.8082502	1.0819998
150	0.7096598	0.9805734	0.9924691	0.9640982	0.7504733	0.0464329	0.0805899	0.2574560	0.8361067	1.0455005
200	0.6426722	0.9440815	1.0339563	0.9191207	0.7473917	0.0549172	0.0626729	0.2224980	0.8819091	0.9713278
250	0.7567638	0.8290984	0.9168330	0.8948592	0.7013999	0.0753259	0.0272405	0.1743233	0.9307266	0.9557064
300	0.7551372	0.9733442	0.9530423	0.9368207	0.6725637	0.0674858	0.0258608	0.1878667	0.8998985	0.9404467
350	0.7318530	0.9490756	1.0144138	0.9968929	0.6628967	0.0687376	0.0379222	0.1787599	0.8161566	1.0209922
400	0.7141935	0.8918972	1.0038435	0.9866050	0.7708350	0.0406399	0.0326229	0.1825605	0.7764014	1.0190660
450	0.7444145	0.8154647	0.9987787	0.9345987	0.7095214	0.0396198	0.0152878	0.1726198	0.7807808	0.9762443
500	0.7336540	0.8792650	0.9860882	0.9660511	0.7245909	0.0484068	0.0315898	0.2182859	0.7991505	1.0096513
550	0.9423034	0.9791082	0.9144375	1.0181444	0.1487363	0.0494938	0.0496311	0.2851952	0.8479823	1.1075202
600	0.9845653	1.0278031	0.9919529	1.0972202	0.0666074	0.0655395	0.0797625	0.2634334	0.9299056	1.1226156
650	0.9893226	0.9994025	1.0198302	1.0548887	0.0598613	0.0770414	0.0661236	0.2582594	0.8975439	1.0973867
700	1.0248238	0.8638455	1.0044210	1.0456255	0.0583784	0.0593570	0.0696638	0.2297362	0.8714890	0.9848405
750	0.9449280	0.9161799	1.0500850	1.0794162	0.0610265	0.0671902	0.0511233	0.2587340	0.8414975	1.0777693
800	0.9228272	0.9873347	0.9971496	0.9840206	0.0236242	0.0868352	0.0444515	0.3043204	0.7513369	1.0629887
850	1.0082545	1.0123542	0.9227105	0.9675844	0.0345090	0.0625629	0.0694193	0.2992495	0.8062307	1.0496076
900	0.9830661	0.9824689	0.9392216	0.9614097	0.0526219	0.0615027	0.1002767	0.2890788	0.8116578	1.0264944
950	0.9933751	0.9130015	1.0188055	0.9049917	0.0755709	0.0400431	0.0414735	0.3184656	0.8443528	1.0115899
1000	1.0698086	0.9567626	0.9891006	0.8705623	0.0659640	0.0647379	0.0829817	0.2852776	0.8498968	1.0289050

0	1.0244561	0.9342253	1.0948274	0.9921301	0.0650248	0.0313980	0.0783584	0.2608696	0.9200584	0.9695457
50	1.0048370	0.9995909	0.9786492	0.9613067	0.2877801	0.3772800	0.7740794	0.3442346	0.6993292	0.8918233
100	0.9938679	0.9233550	1.0306095	1.0218060	0.2760207	0.7075817	0.8536764	0.3735835	0.6737825	0.5113644
150	0.9876087	0.8830619	1.0540780	0.9688957	0.3159115	0.8250109	0.7959010	0.3417142	0.6402357	0.3902487
