"Time"	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C
50	0.5687275	0.2691965	0.1710388	0.1777909	0.1450112	0.2002833	0.2701790	0.1338525	0.6363961	0.7891518
100	0.7943198	0.1805316	0.1859150	0.2229077	0.1273970	0.2330010	0.4098476	0.0682272	0.8119410	0.9028622
150	0.8152826	0.1954967	0.1790093	0.1660016	0.1389361	0.2399206	0.4126081	0.0611024	0.7407220	0.8481994
200	0.7940134	0.2082589	0.2887520	0.0875810	0.1030356	0.2120281	0.5429152	0.0673642	0.6080801	0.7343779
250	0.6812961	0.1231451	0.1695957	0.0748380	0.1536706	0.2440604	0.6319787	0.0359808	0.5832749	0.8314983
300	0.8775418	0.2078808	0.1895616	0.1412501	0.1277930	0.2926146	0.7174002	0.0292478	0.5762037	0.7302880
350	0.7794582	0.2488053	0.2690635	0.2063495	0.0827810	0.2278057	0.6309952	0.0072839	0.6108663	0.7453009
400	0.7609169	0.1987937	0.2517774	0.1901297	0.0615849	0.2240110	0.6622983	0.0353655	0.7886655	0.7330391
450	0.7904886	0.1454943	0.3270613	0.1674313	0.1115625	0.2736040	0.7645352	0.0436566	0.6861033	0.6302883
500	0.8840506	0.1772190	0.1945044	0.0830161	0.0496376	0.1817201	0.6959012	0.0329561	0.6764939	0.7734720
550	0.8220859	0.3990294	0.2171327	0.1071451	0.0697007	0.2091507	0.6552548	0.2224463	0.6167522	0.7991042
600	0.7509940	0.5989761	0.1899154	0.1142537	0.1192369	0.2142085	0.5140151	0.2616302	0.5940470	0.9329832
650	0.6997085	0.5894683	0.1862684	0.0690229	0.0993813	0.2271462	0.4737228	0.2264286	0.5738632	0.8607169
700	0.5960300	0.5775028	0.2733201	0.0784499	0.1075346	0.2037511	0.4676552	0.2450497	0.6729869	0.8938038
750	0.3994243	0.6827047	0.2289300	0.1273642	0.0926779	0.2502423	0.2860211	0.4065400	0.7140115	0.8856935
800	0.4808657	0.6373404	0.1901732	0.1427489	0.0511397	0.2215755	0.3810464	0.4510434	0.5754307	0.8392009
850	0.5319804	0.6348360	0.1644193	0.0644952	0.1256300	0.2564469	0.2772759	0.4032478	0.6606644	0.8107131
900	0.4416017	0.6643871	0.1311560	0.0809838	0.0643856	0.1933141	0.2989438	0.3989607	0.7406308	0.7405498
950	0.4670487	0.6008094	0.1589000	0.0721781	0.0615122	0.1722169	0.2418678	0.4105000	0.6216234	0.6234324
1000	0.4248216	0.6354807	0.1524086	0.0739077	0.0694611	0.2327248	0.2445698	0.4669274	0.5568560	0.8265927

0	0.4355935	0.5629380	0.2626156	0.0939469	0.0807440	0.3123470	0.3690426	0.3736822	0.6109851	0.9140335
50	0.6724163	0.5260605	0.2634516	0.1120816	0.0698631	0.2814387	0.2761083	0.3336170	0.6843642	0.6767117
100	0.6019315	0.5123510	0.2054107	0.0866002	0.0714112	0.3140309	0.3182153	0.2881936	0.7828018	0.8437813
150	0.6958928	0.6632418	0.2037139	0.1517498	0.1443975	0.2672076	0.3195073	0.2577178	0.5929435	0.7557453
200	0.5670697	0.6566951	0.1440628	0.1060921	0.0979678	0.2191870	0.2193207	0.3368720	0.6994562	0.7627779
250	0.4861714	0.8092802	0.1621333	0.1167750	0.0734296	0.2706509	0.2711740	0.3210162	0.8277106	0.7101975
300	0.3656021	0.6911919	0.1523508	0.0710573	0.0884462	0.2105383	0.3371003	0.4189150	0.6860595	0.6634103
350	0.3882644	0.6154989	0.2245517	0.1582121	0.1030248	0.3191878	0.2413781	0.3351582	0.6516600	0.6466578
400	0.4677666	0.6336433	0.2491454	0.1491853	0.1623288	0.2535768	0.2629915	0.3714224	0.5107153	0.6204874
450	0.4354022	0.5371323	0.2633274	0.2007790	0.1672442	0.2906050	0.2716333	0.4510131	0.6704171	0.7399387
500	0.5934595	0.6203270	0.3809208	0.1670216	0.1568213	0.2508839	0.1825174	0.3352950	0.6144806	0.8559921
550	0.6607468	0.5923924	0.3730034	0.1733059	0.1121545	0.2236329	0.2135441	0.2601234	0.6117136	0.8408758
600	0.7964902	0.3235999	0.2974045	0.1797404	0.1629313	0.2352116	0.2640744	0.3718418	0.6034094	0.7774232
650	0.7493428	0.4934548	0.2683582	0.1586851	0.1282968	0.2236222	0.2844738	0.3347862	0.6877517	0.7563258
700	0.5778367	0.4141784	0.2835331	0.0868271	0.1813931	0.1782974	0.3662203	0.3291287	0.5959665	0.7764977
750	0.6069658	0.3756263	0.3459182	0.1717359	0.0891996	0.1886073	0.3630254	0.3101014	0.5957112	0.8247426
800	0.5864417	0.5252516	0.2881642	0.1017952	0.1199422	0.2374707	0.3474994	0.3040920	0.6266712	0.8981659
850	0.7375103	0.4424526	0.2197512	0.1297420	0.0590409	0.2159981	0.3384204	0.2831800	0.7066712	0.7801288
900	0.7134173	0.5170642	0.2603847	0.0999257	0.0700781	0.1929596	0.2991141	0.2706254	0.6901117	0.7335514
950	0.6262296	0.4711595	0.1845847	0.0964905	0.0986677	0.2383379	0.2801831	0.2631139	0.6653114	0.8281767
1000	0.6595990	0.6046076	0.1695772	0.0776064	0.1666029	0.2916174	0.3638297	0.3442907	0.6279862	0.7017587

0	0.5183798	0.5526003	0.2951138	0.1047548	0.0829192	0.3078022	0.3493660	0.4537823	0.6850302	0.8877342
50	0.5058930	0.5458127	0.2133383	0.2921401	0.0960538	0.2312801	0.2656062	0.4956223	0.6276167	0.7477869
100	0.6511445	0.5584279	0.4001317	0.2942173	0.0865092	0.2441371	0.3256369	0.3614084	0.6680356	0.7581864
150	0.6008791	0.4290542	0.5520493	0.3305624	0.1294700	0.2478533	0.4012475	0.3265311	0.6681363	0.6603179
200	0.6631381	0.1786894	0.6398821	0.2733816	0.1208911	0.2248433	0.2640339	0.2491613	0.7397761	0.8196918
250	0.7701652	0.1210126	0.5589874	0.3118492	0.1225628	0.2199292	0.2932238	0.3094704	0.6663434	0.7060244
300	0.7006273	0.1217323	0.6455746	0.3648802	0.0620447	0.1494292	0.2737868	0.2786736	0.6693149	0.6940264
350	0.7556809	0.0572436	0.5725823	0.2327676	0.1008035	0.1627289	0.3299300	0.3476060	0.8189047	0.8284293
400	0.8397487	0.0478746	0.5494364	0.2847868	0.0471069	0.2284730	0.3157168	0.3151613	0.6739770	0.6861220
450	0.8157355	0.0730248	0.5623932	0.2603676	0.0439984	0.1777730	0.3683056	0.2585582	0.5635954	0.6875832
500	0.7890708	0.1253973	0.5261703	0.2044101	0.0348547	0.2172916	0.4950930	0.2932603	0.5922047	0.6773509
550	0.7197382	0.1288062	0.4510956	0.1056005	0.0352987	0.2552675	0.3717437	0.2705986	0.6721178	0.7820957
600	0.9955497	0.1476084	0.3338799	0.0868375	0.0526077	0.1487248	0.2809863	0.3265727	0.6320090	0.6379203
650	0.7477561	0.2240069	0.2758075	0.0579833	0.0511350	0.1838880	0.3746602	0.2665185	0.8422074	0.7750293
700	0.7733016	0.3226710	0.2001567	0.0778313	0.0588820	0.1487496	0.2415094	0.3145222	0.5853249	0.7235490
750	0.7028016	0.4485238	0.1874319	0.0468493	0.0828951	0.2255214	0.4335984	0.3636749	0.7161698	0.8427252
800	0.5579883	0.5979518	0.1432218	0.0939195	0.0964305	0.2443698	0.3518445	0.3395381	0.7210630	0.7012514
850	0.4798240	0.7155056	0.1652079	0.1146957	0.1410798	0.3059762	0.2537192	0.3104080	0.6632394	0.8290343
900	0.3729398	0.7504135	0.2663550	0.0909354	0.1627721	0.2713035	0.3261514	0.3557040	0.6710036	0.7599261
950	0.4764194	0.6264213	0.2029126	0.1542070	0.1728655	0.1978300	0.2458456	0.4212407	0.5638059	0.8112296
1000	0.3525198	0.5990953	0.2888801	0.1652007	0.1319808	0.1995044	0.2991432	0.4647120	0.7103273	0.7345739

0	0.5083201	0.5094273	0.2714576	0.0953420	0.0674064	0.2841854	0.3475864	0.3418916	0.7376901	0.8519082
50	0.6627961	0.3439352	0.1788018	0.1746461	0.3367395	0.2067992	0.0592112	0.3911771	0.7697541	0.7200956
100	0.7580472	0.2449549	0.3070121	0.3937578	0.3166743	0.2609622	0.0220503	0.2858737	0.7078171	0.7997842
150	0.7667250	0.2363215	0.3835898	0.4213056	0.2968676	0.2019654	0.0330937	0.3374976	0.8166427	0.7313890
200	0.8678343	0.1011423	0.4851008	0.4472485	0.3246884	0.1613600	0.0110094	0.2302661	0.7006322	0.7728863
250	0.7838757	0.0659561	0.5887329	0.4657652	0.3126887	0.2478652	0.0082450	0.2719426	0.6438194	0.7030655
300	0.6329718	0.0184122	0.7257230	0.5208332	0.3733390	0.1980601	0.0085137	0.3047583	0.8206929	0.7465944
350	0.8397429	0.0202706	0.6853544	0.5088204	0.3203872	0.2500341	0.0244984	0.3539944	0.5977980	0.7766205
400	0.6490632	0.0126834	0.6704731	0.4827671	0.3654040	0.0963436	0.0090044	0.3129615	0.5953426	0.7714948
450	0.6958855	0.0127963	0.8163797	0.5364229	0.3767710	0.1396093	0.0190006	0.3592443	0.5691406	0.7440860
500	0.7084403	0.0254949	0.6761050	0.6289316	0.3167049	0.1216906	0.0102518	0.2092106	0.6569943	0.5865713
550	0.6571242	0.0331141	0.6065389	0.4787505	0.1664934	0.1746422	0.2425868	0.2638774	0.7460930	0.6899762
600	0.7014382	0.0448960	0.5922043	0.2450983	0.0511862	0.1554032	0.3973993	0.3152857	0.5842002	0.8598514
650	0.8098821	0.0855232	0.6730714	0.1516652	0.0514014	0.1439666	0.4580906	0.2565292	0.6746313	0.8152744
700	0.7430713	0.0746098	0.3573459	0.1214107	0.0575861	0.1969472	0.3236566	0.2912989	0.6021235	0.5781283
750	0.7019855	0.1406332	0.2915957	0.0906482	0.0945497	0.1548153	0.3882435	0.2191454	0.6805101	0.7331732
800	0.8969829	0.2320646	0.2330235	0.1193966	0.0483098	0.2192474	0.4301329	0.3973890	0.5268560	0.7170452
850	0.7751301	0.4663649	0.2138581	0.1048124	0.0417378	0.2132446	0.3561710	0.3049048	0.6343188	0.7517772
900	0.6751863	0.4161498	0.1653815	0.0654201	0.0324242	0.2111760	0.3487728	0.3824257	0.7397297	0.6769256
950	0.7164991	0.6617278	0.1730416	0.0702909	0.0879030	0.2374779	0.3625077	0.3102709	0.6693167	0.6695318
1000	0.5649015	0.6660218	0.1151051	0.0758420	0.0384878	0.2855821	0.3268369	0.2902794	0.6864942	0.7973490

0	0.4474644	0.6949193	0.2397930	0.0961063	0.0898858	0.2420651	0.2904406	0.4969915	0.6022286	0.7715328
50	0.5706516	0.5500215	0.4774608	0.1471354	0.0991552	0.1063659	0.0834492	0.3400381	0.6600608	0.8266937
100	0.6588008	0.3192201	0.4666022	0.1285314	0.0570024	0.0500728	0.0260078	0.2619529	0.5890670	0.8714721
150	0.8310946	0.2670337	0.5078128	0.0849556	0.0508553	0.0385134	0.0242143	0.3055374	0.6357533	0.8924667
200	0.7879630	0.2262212	0.3609916	0.0903987	0.0280764	0.0490868	0.0213660	0.3217632	0.6865017	0.6448312
250	0.6530872	0.2268368	0.3488064	0.0813529	0.0156488	0.0282937	0.0306554	0.2560537	0.6654838	0.6499594
300	0.8228790	0.1818058	0.3605038	0.0416625	0.0141670	0.0241261	0.0313102	0.2510060	0.6079995	0.7007469
350	0.6937725	0.2814303	0.5415359	0.0853935	0.0313526	0.0299225	0.0264730	0.2735850	0.5814180	0.8231144
400	0.6464764	0.2611262	0.4247573	0.0604827	0.0131451	0.0259029	0.0245277	0.2640396	0.6432047	0.6788174
450	0.7204240	0.2033234	0.3637583	0.0223397	0.0134706	0.0162181	0.0351188	0.3204977	0.7756400	0.7176792
500	0.8283068	0.2925518	0.3752700	0.0709657	0.0233198	0.0104516	0.0521833	0.2183152	0.6278325	0.6960492
550	0.6806350	0.4405801	0.2488426	0.0726953	0.0234646	0.1308069	0.3202365	0.2420815	0.6671437	0.7599966
600	0.8164643	0.4984899	0.1802681	0.0680206	0.0225739	0.1784091	0.2863978	0.2399882	0.6968246	0.7343444
650	0.7764119	0.4792317	0.1159486	0.1217308	0.0394428	0.2256120	0.3953467	0.2264052	0.7787264	0.6478951
700	0.7532433	0.6302679	0.1433874	0.0429273	0.0464482	0.2538965	0.3242910	0.3120736	0.6328417	0.8468133
750	0.5838324	0.8190136	0.1390125	0.1012692	0.0739386	0.1981325	0.3079555	0.3314456	0.6100859	0.7264622
800	0.6933735	0.6066306	0.1512607	0.1153748	0.1161471	0.2043650	0.2724899	0.3992671	0.7567123	0.7621342
850	0.5291703	0.7436602	0.1774021	0.0723533	0.1866136	0.3242409	0.2683404	0.3562115	0.7625388	0.7982706
900	0.4863789	0.6776249	0.2029299	0.1503328	0.1983255	0.2337772	0.2769519	0.4024101	0.7088901	0.6282524
950	0.4499293	0.5840607	0.1917184	0.2508199	0.2431968	0.3311854	0.3136270	0.4270140	0.6614211	0.7087428
1000	0.4315253	0.6507522	0.3369465	0.2157228	0.2751833	0.2014254	0.3512313	0.3350345	0.6639474	0.5924443

0	0.4817484	0.6298572	0.2635361	0.0878923	0.0841192	0.2948066	0.3981766	0.4174407	0.6162135	0.8159783
50	0.2943053	0.5860939	0.2556262	0.1233587	0.1238688	0.1835693	0.1011806	0.3863286	0.7722075	0.7023249
100	0.2567678	0.6911852	0.2136661	0.0980581	0.1280553	0.1268788	0.1056797	0.5084114	0.6286120	0.7210552
150	0.2215077	0.6583048	0.1698797	0.1464005	0.0693297	0.1623791	0.0819290	0.4051272	0.7148268	0.8970015
200	0.1249099	0.6974898	0.1572981	0.1084543	0.0683406	0.2122616	0.0690517	0.4390748	0.6636793	0.8411598
250	0.1416148	0.7399435	0.2125555	0.1306695	0.0311930	0.1351015	0.1045254	0.4328964	0.5982918	0.7940155
300	0.1405223	0.6610882	0.1684628	0.0950654	0.0470793	0.2005512	0.0556538	0.5045849	0.5963801	0.7829697
350	0.1275110	0.6890458	0.1831721	0.0642120	0.0556634	0.1788322	0.1104838	0.4810245	0.6423646	0.6895145
400	0.1735018	0.6870538	0.1380227	0.1004665	0.0181411	0.1636627	0.1049690	0.5159005	0.6919422	0.8035458
450	0.1364316	0.6728962	0.1616020	0.0603649	0.0422434	0.1721590	0.0733227	0.3599651	0.7596424	0.8703022
500	0.1268518	0.7691826	0.1347473	0.0488397	0.0603312	0.1402988	0.1060710	0.3551566	0.6351596	0.6653095
550	0.4864308	0.7029252	0.1594722	0.0605651	0.0753019	0.2159431	0.3298466	0.5025796	0.5801020	0.6711731
600	0.4112438	0.7816388	0.1091446	0.0818920	0.0706207	0.2473186	0.3052825	0.4552780	0.6394261	0.7626438
650	0.4888092	0.9685978	0.1087891	0.0752124	0.0751267	0.2413557	0.2324217	0.3733981	0.6995314	0.7872057
700	0.3249896	0.7684455	0.1954503	0.0970009	0.1211156	0.2557914	0.2614800	0.4260445	0.7804150	0.7595462
750	0.3384056	0.6907690	0.1867521	0.1225320	0.0907195	0.2504695	0.2888649	0.4800405	0.5665347	0.7617175
800	0.2894263	0.6822609	0.2454583	0.1442279	0.0916813	0.2242693	0.2704429	0.4435897	0.6642509	0.7161767
850	0.4390421	0.6628930	0.2628624	0.1723103	0.0959736	0.2279009	0.2349279	0.4063090	0.6141530	1.0000000
900	0.5253203	0.4858399	0.2221394	0.1399860	0.1256206	0.2737037	0.2953046	0.4504414	0.5840004	0.7246692
950	0.5404690	0.5019078	0.2325962	0.2108393	0.0924663	0.2481082	0.1987291	0.3975368	0.6388316	0.7840024
1000	0.6824690	0.5435534	0.2760298	0.1039680	0.1201231	0.2841367	0.2726082	0.3690006	0.5596606	0.6690838
