"Time"	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
650	0.0842764	0.9998494	0.9862336	0.1110626	0.3747788	0.8517945	0.5176577	1.0000000	0.9962969	1.0000000
700	0.0842747	0.9998652	0.9957687	0.0740238	0.3235905	0.8803789	0.5176577	1.0000000	0.9987583	1.0000000
750	0.0842730	0.9998756	0.9987405	0.0528852	0.3011279	0.8923645	0.5176577	1.0000000	0.9995837	1.0000000
800	0.0842717	0.9998814	0.9996287	0.0414281	0.2916678	0.8969665	0.5176577	1.0000000	0.9998604	1.0000000
850	0.0842709	0.9998844	0.9998900	0.0353854	0.2877701	0.8987014	0.5176577	1.0000000	0.9999532	1.0000000
900	0.0842704	0.9998859	0.9999665	0.0322472	0.2861899	0.8993657	0.5176577	1.0000000	0.9999843	1.0000000
950	0.0842702	0.9998865	0.9999891	0.0306338	0.2855566	0.8996264	0.5176577	1.0000000	0.9999947	1.0000000
1000	0.0842701	0.9998868	0.9999958	0.0298106	0.2853044	0.8997309	0.5176577	1.0000000	0.9999982	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0842700	0.9998870	0.9999173	0.1686477	0.2848696	0.9156543	0.2141019	0.9063403	1.0000000	1.0000000
100	0.0842700	0.9998870	0.9981337	0.2375762	0.2821476	0.9528414	0.1186379	0.8737118	1.0000000	1.0000000
150	0.0842700	0.9998865	0.9928518	0.2715601	0.2772629	0.9784118	0.0893439	0.8623450	1.0000000	1.0000000
200	0.0842701	0.9998853	0.9863737	0.2882697	0.2729462	0.9900262	0.0805535	0.8583851	1.0000000	1.0000000
250	0.0842702	0.9998835	0.9811368	0.2964550	0.2702201	0.9945743	0.0779746	0.8570055	1.0000000	1.0000000
300	0.0842705	0.9998814	0.9777194	0.3004508	0.2687805	0.9962977	0.0772374	0.8565250	1.0000000	1.0000000
350	0.0842707	0.9998796	0.9757388	0.3023965	0.2680954	0.9969630	0.0770336	0.8563575	1.0000000	1.0000000
400	0.0842709	0.9998783	0.9746677	0.3033425	0.2677890	0.9972289	0.0769799	0.8562992	1.0000000	1.0000000
450	0.0842711	0.9998773	0.9741122	0.3038024	0.2676568	0.9973387	0.0769668	0.8562789	1.0000000	1.0000000
500	0.0842712	0.9998767	0.9738313	0.3040260	0.2676009	0.9973849	0.0769640	0.8562718	1.0000000	1.0000000
550	0.0842713	0.9998766	0.9818870	0.1644540	0.2676029	0.9942907	0.4077508	0.9499291	1.0000000	1.0000000
600	0.0842713	0.9998781	0.9932009	0.0955621	0.2681460	0.9749944	0.4977261	0.9825567	1.0000000	1.0000000
650	0.0842711	0.9998810	0.9978803	0.0615656	0.2702563	0.9464944	0.5174320	0.9939232	1.0000000	1.0000000
700	0.0842708	0.9998835	0.9993697	0.0448119	0.2738452	0.9241767	0.5199045	0.9978830	1.0000000	1.0000000
750	0.0842705	0.9998852	0.9998142	0.0365891	0.2777024	0.9112285	0.5192227	0.9992625	1.0000000	1.0000000
800	0.0842703	0.9998861	0.9999446	0.0325861	0.2807976	0.9048099	0.5184618	0.9997431	1.0000000	1.0000000
850	0.0842702	0.9998866	0.9999827	0.0306614	0.2828344	0.9019040	0.5180227	0.9999105	1.0000000	1.0000000
900	0.0842701	0.9998868	0.9999939	0.0297501	0.2840014	0.9006594	0.5178125	0.9999688	1.0000000	1.0000000
950	0.0842700	0.9998869	0.9999973	0.0293255	0.2846074	0.9001449	0.5177206	0.9999891	1.0000000	1.0000000
1000	0.0842700	0.9998870	0.9999983	0.0291307	0.2849005	0.8999372	0.5176825	0.9999962	1.0000000	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0219701	0.9998870	0.9999989	0.0357330	0.3274952	0.2976110	0.2579887	0.5123903	0.4753177	0.4603693
100	0.0193265	0.9998870	0.9999979	0.0779997	0.4708931	0.1510503	0.2019880	0.3425206	0.2993861	0.3807097
150	0.0192144	0.9998870	0.9999786	0.1654494	0.5425985	0.1158795	0.2025075	0.2833428	0.2403944	0.3689505
200	0.0192096	0.9998870	0.9998423	0.2591279	0.5646903	0.1060125	0.2106561	0.2627268	0.2206138	0.3672146
250	0.0192094	0.9998870	0.9994332	0.3291081	0.5710800	0.1023335	0.2162590	0.2555448	0.2139812	0.3669584
300	0.0192094	0.9998869	0.9987613	0.3729261	0.5729096	0.1007236	0.2191356	0.2530428	0.2117572	0.3669205
350	0.0192094	0.9998867	0.9980317	0.3979352	0.5734340	0.1000005	0.2204434	0.2521712	0.2110115	0.3669149
400	0.0192094	0.9998865	0.9974286	0.4114701	0.5735852	0.0996804	0.2209993	0.2518675	0.2107614	0.3669141
450	0.0192094	0.9998863	0.9970101	0.4185619	0.5736294	0.0995407	0.2212256	0.2517617	0.2106776	0.3669140
500	0.0192094	0.9998861	0.9967507	0.4222024	0.5736426	0.0994802	0.2213151	0.2517249	0.2106494	0.3669140
550	0.0815094	0.9998857	0.9855746	0.3529640	0.5623697	0.6993094	0.6304042	0.7393217	0.7353223	0.9065447
600	0.0841531	0.9998835	0.9781397	0.2286716	0.4481060	0.8208349	0.6461672	0.9091869	0.9112507	0.9862043
650	0.0842655	0.9998814	0.9886172	0.1419918	0.3573970	0.8483087	0.5932781	0.9683632	0.9702414	0.9979635
700	0.0842704	0.9998817	0.9959116	0.0898483	0.3178204	0.8633391	0.5543891	0.9889786	0.9900216	0.9996994
750	0.0842706	0.9998833	0.9987077	0.0609036	0.3016728	0.8754236	0.5339152	0.9961605	0.9966541	0.9999556
800	0.0842705	0.9998849	0.9996081	0.0455025	0.2943960	0.8847667	0.5244643	0.9986624	0.9988781	0.9999934
850	0.0842703	0.9998859	0.9998818	0.0374795	0.2905573	0.8911643	0.5204035	0.9995340	0.9996238	0.9999990
900	0.0842702	0.9998865	0.9999636	0.0333433	0.2883031	0.8951084	0.5187364	0.9998377	0.9998739	0.9999999
950	0.0842701	0.9998868	0.9999880	0.0312200	0.2869412	0.8973577	0.5180731	0.9999434	0.9999577	1.0000000
1000	0.0842701	0.9998869	0.9999954	0.0301303	0.2861331	0.8985699	0.5178153	0.9999803	0.9999858	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0842700	0.9998870	0.9999987	0.0324334	0.3049380	0.5794959	0.5176577	1.0000000	0.6829093	1.0000000
100	0.0842700	0.9998870	0.9999976	0.0473530	0.3740088	0.4972579	0.5176577	1.0000000	0.5765854	1.0000000
150	0.0842700	0.9998870	0.9999895	0.0700509	0.4401321	0.4743883	0.5176577	1.0000000	0.5409338	1.0000000
200	0.0842700	0.9998870	0.9999534	0.0926324	0.4777502	0.4650507	0.5176577	1.0000000	0.5289795	1.0000000
250	0.0842700	0.9998870	0.9998581	0.1106687	0.4958455	0.4588705	0.5176577	1.0000000	0.5249711	1.0000000
300	0.0842700	0.9998870	0.9996978	0.1233068	0.5046852	0.4544377	0.5176577	1.0000000	0.5236270	1.0000000
350	0.0842700	0.9998870	0.9995061	0.1314580	0.5094260	0.4515336	0.5176577	1.0000000	0.5231763	1.0000000
400	0.0842700	0.9998869	0.9993259	0.1364617	0.5121696	0.4497621	0.5176577	1.0000000	0.5230252	1.0000000
450	0.0842700	0.9998868	0.9991827	0.1394529	0.5138050	0.4487130	0.5176577	1.0000000	0.5229745	1.0000000
500	0.0842700	0.9998868	0.9990809	0.1412188	0.5147825	0.4480948	0.5176577	1.0000000	0.5229575	1.0000000
550	0.0842700	0.9998867	0.9990462	0.1274543	0.4731419	0.7597077	0.5176577	1.0000000	0.8400425	1.0000000
600	0.0842700	0.9998867	0.9993150	0.0962138	0.3836636	0.8475190	0.5176577	1.0000000	0.9463645	1.0000000
650	0.0842700	0.9998867	0.9996649	0.0694185	0.3284156	0.8794013	0.5176577	1.0000000	0.9820155	1.0000000
700	0.0842700	0.9998868	0.9998668	0.0516462	0.3030793	0.8919577	0.5176577	1.0000000	0.9939696	1.0000000
750	0.0842700	0.9998869	0.9999511	0.0411913	0.2923970	0.8967813	0.5176577	1.0000000	0.9979779	1.0000000
800	0.0842700	0.9998870	0.9999819	0.0354024	0.2880381	0.8986193	0.5176577	1.0000000	0.9993220	1.0000000
850	0.0842700	0.9998870	0.9999927	0.0323031	0.2862893	0.8993302	0.5176577	1.0000000	0.9997727	1.0000000
900	0.0842700	0.9998870	0.9999965	0.0306782	0.2855941	0.8996114	0.5176577	1.0000000	0.9999238	1.0000000
950	0.0842700	0.9998870	0.9999979	0.0298386	0.2853188	0.8997246	0.5176577	1.0000000	0.9999744	1.0000000
1000	0.0842700	0.9998870	0.9999984	0.0294092	0.2852098	0.8997707	0.5176577	1.0000000	0.9999914	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0105891	0.9998870	0.9999988	0.0288195	0.2380869	0.9000678	0.5176577	1.0000000	1.0000000	1.0000000
100	0.0074626	0.9998870	0.9999988	0.0283587	0.2147866	0.9006774	0.5176577	1.0000000	1.0000000	1.0000000
150	0.0073299	0.9998870	0.9999989	0.0279030	0.2048069	0.9011301	0.5176577	1.0000000	1.0000000	1.0000000
200	0.0073243	0.9998870	0.9999989	0.0275777	0.2009866	0.9013692	0.5176577	1.0000000	1.0000000	1.0000000
250	0.0073241	0.9998870	0.9999990	0.0273756	0.1995948	0.9014800	0.5176577	1.0000000	1.0000000	1.0000000
300	0.0073240	0.9998870	0.9999990	0.0272589	0.1990986	0.9015282	0.5176577	1.0000000	1.0000000	1.0000000
350	0.0073240	0.9998870	0.9999990	0.0271944	0.1989234	0.9015485	0.5176577	1.0000000	1.0000000	1.0000000
400	0.0073240	0.9998870	0.9999991	0.0271600	0.1988617	0.9015568	0.5176577	1.0000000	1.0000000	1.0000000
450	0.0073240	0.9998870	0.9999991	0.0271419	0.1988399	0.9015601	0.5176577	1.0000000	1.0000000	1.0000000
500	0.0073240	0.9998870	0.9999991	0.0271326	0.1988323	0.9015614	0.5176577	1.0000000	1.0000000	1.0000000
550	0.0810050	0.9998870	0.9999991	0.0271856	0.2445805	0.9014801	0.5176577	1.0000000	1.0000000	1.0000000
600	0.0841315	0.9998870	0.9999991	0.0274282	0.2675046	0.9011667	0.5176577	1.0000000	1.0000000	1.0000000
650	0.0842641	0.9998870	0.9999990	0.0278043	0.2780797	0.9007303	0.5176577	1.0000000	1.0000000	1.0000000
700	0.0842698	0.9998870	0.9999990	0.0281847	0.2824190	0.9003424	0.5176577	1.0000000	1.0000000	1.0000000
750	0.0842700	0.9998870	0.9999989	0.0284851	0.2840996	0.9000816	0.5176577	1.0000000	1.0000000	1.0000000
800	0.0842700	0.9998870	0.9999989	0.0286887	0.2847380	0.8999352	0.5176577	1.0000000	1.0000000	1.0000000
850	0.0842700	0.9998870	0.9999988	0.0288140	0.2849814	0.8998621	0.5176577	1.0000000	1.0000000	1.0000000
900	0.0842700	0.9998870	0.9999988	0.0288863	0.2850755	0.8998283	0.5176577	1.0000000	1.0000000	1.0000000
950	0.0842700	0.9998870	0.9999988	0.0289263	0.2851126	0.8998134	0.5176577	1.0000000	1.0000000	1.0000000
1000	0.0842700	0.9998870	0.9999988	0.0289478	0.2851274	0.8998071	0.5176577	1.0000000	1.0000000	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0842701	0.9998827	0.9232675	0.0284830	0.1268268	0.4372651	0.5176577	1.0000000	1.0000000	0.7716852
100	0.0842708	0.9998693	0.9014294	0.0276714	0.1260031	0.3194815	0.5176577	1.0000000	1.0000000	0.7379816
150	0.0842723	0.9998550	0.8952143	0.0272018	0.1481420	0.2894472	0.5176577	1.0000000	1.0000000	0.7330064
200	0.0842738	0.9998445	0.8934454	0.0269804	0.1593932	0.2817779	0.5176577	1.0000000	1.0000000	0.7322719
250	0.0842751	0.9998382	0.8929421	0.0268905	0.1637637	0.2798130	0.5176577	1.0000000	1.0000000	0.7321635
300	0.0842759	0.9998349	0.8927988	0.0268601	0.1653283	0.2793060	0.5176577	1.0000000	1.0000000	0.7321475
350	0.0842764	0.9998333	0.8927580	0.0268527	0.1658661	0.2791736	0.5176577	1.0000000	1.0000000	0.7321451
400	0.0842767	0.9998325	0.8927464	0.0268524	0.1660460	0.2791385	0.5176577	1.0000000	1.0000000	0.7321448
450	0.0842768	0.9998321	0.8927431	0.0268537	0.1661050	0.2791289	0.5176577	1.0000000	1.0000000	0.7321447
500	0.0842769	0.9998320	0.8927422	0.0268549	0.1661241	0.2791263	0.5176577	1.0000000	1.0000000	0.7321447
550	0.0842768	0.9998384	0.9694733	0.0273237	0.4235635	0.7421526	0.5176577	1.0000000	1.0000000	0.9604596
600	0.0842758	0.9998548	0.9913112	0.0299924	0.3847653	0.8563280	0.5176577	1.0000000	1.0000000	0.9941631
650	0.0842741	0.9998690	0.9975261	0.0318497	0.3296865	0.8848269	0.5176577	1.0000000	1.0000000	0.9991384
700	0.0842725	0.9998779	0.9992947	0.0317176	0.3029680	0.8939297	0.5176577	1.0000000	1.0000000	0.9998728
750	0.0842714	0.9998827	0.9997980	0.0309216	0.2920440	0.8974146	0.5176577	1.0000000	1.0000000	0.9999812
800	0.0842707	0.9998850	0.9999414	0.0301876	0.2877955	0.8988206	0.5176577	1.0000000	1.0000000	0.9999972
850	0.0842703	0.9998861	0.9999823	0.0296781	0.2861652	0.8993970	0.5176577	1.0000000	1.0000000	0.9999996
900	0.0842702	0.9998866	0.9999940	0.0293643	0.2855386	0.8996351	0.5176577	1.0000000	1.0000000	0.9999999
950	0.0842701	0.9998869	0.9999974	0.0291833	0.2852957	0.8997336	0.5176577	1.0000000	1.0000000	1.0000000
1000	0.0842700	0.9998870	0.9999983	0.0290833	0.2852005	0.8997743	0.5176577	1.0000000	1.0000000	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0216117	0.9998874	0.9999988	0.0299697	0.4662032	0.7046206	0.5176577	1.0000000	1.0000000	1.0000000
100	0.0189529	0.9998876	0.9999985	0.0352214	0.5419974	0.6467541	0.5176577	1.0000000	1.0000000	1.0000000
150	0.0188400	0.9998876	0.9999971	0.0449170	0.5866696	0.6187352	0.5176577	1.0000000	1.0000000	1.0000000
200	0.0188352	0.9998876	0.9999926	0.0565249	0.6148355	0.5978505	0.5176577	1.0000000	1.0000000	1.0000000
250	0.0188350	0.9998877	0.9999814	0.0676423	0.6339643	0.5810916	0.5176577	1.0000000	1.0000000	1.0000000
300	0.0188350	0.9998877	0.9999606	0.0771415	0.6480588	0.5679869	0.5176577	1.0000000	1.0000000	1.0000000
350	0.0188350	0.9998876	0.9999303	0.0848527	0.6588748	0.5578163	0.5176577	1.0000000	1.0000000	1.0000000
400	0.0188350	0.9998876	0.9998932	0.0909939	0.6672864	0.5498492	0.5176577	1.0000000	1.0000000	1.0000000
450	0.0188350	0.9998876	0.9998530	0.0958580	0.6738721	0.5435433	0.5176577	1.0000000	1.0000000	1.0000000
500	0.0188350	0.9998876	0.9998130	0.0997095	0.6790610	0.5385197	0.5176577	1.0000000	1.0000000	1.0000000
550	0.0814933	0.9998872	0.9997828	0.0948955	0.4820975	0.7399924	0.5176577	1.0000000	1.0000000	1.0000000
600	0.0841522	0.9998870	0.9998202	0.0755175	0.3810173	0.8325187	0.5176577	1.0000000	1.0000000	1.0000000
650	0.0842650	0.9998870	0.9999001	0.0570069	0.3283501	0.8741443	0.5176577	1.0000000	1.0000000	1.0000000
700	0.0842698	0.9998870	0.9999555	0.0446567	0.3036705	0.8903784	0.5176577	1.0000000	1.0000000	1.0000000
750	0.0842700	0.9998870	0.9999815	0.0374364	0.2928352	0.8963144	0.5176577	1.0000000	1.0000000	1.0000000
800	0.0842700	0.9998870	0.9999920	0.0334467	0.2882654	0.8984755	0.5176577	1.0000000	1.0000000	1.0000000
850	0.0842700	0.9998870	0.9999961	0.0313047	0.2863908	0.8992826	0.5176577	1.0000000	1.0000000	1.0000000
900	0.0842700	0.9998870	0.9999976	0.0301751	0.2856360	0.8995943	0.5176577	1.0000000	1.0000000	1.0000000
950	0.0842700	0.9998870	0.9999983	0.0295871	0.2853355	0.8997180	0.5176577	1.0000000	1.0000000	1.0000000
1000	0.0842700	0.9998870	0.9999985	0.0292841	0.2852163	0.8997681	0.5176577	1.0000000	1.0000000	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0291315	0.9998870	0.9999990	0.0243475	0.3114986	0.4537588	0.3421537	0.8317587	0.5616629	1.0000000
100	0.0267918	0.9998870	0.9999991	0.0349769	0.4150852	0.3576130	0.3023816	0.7731480	0.4146838	1.0000000
150	0.0266925	0.9998870	0.9999966	0.0595777	0.4953205	0.3410854	0.3001952	0.7527297	0.3654001	1.0000000
200	0.0266883	0.9998870	0.9999769	0.0878013	0.5301079	0.3363589	0.3042474	0.7456166	0.3488747	1.0000000
250	0.0266881	0.9998870	0.9999024	0.1111001	0.5432188	0.3321400	0.3074202	0.7431385	0.3433336	1.0000000
300	0.0266881	0.9998870	0.9997481	0.1270496	0.5483548	0.3286918	0.3091336	0.7422752	0.3414756	1.0000000
350	0.0266881	0.9998870	0.9995443	0.1368275	0.5506625	0.3264568	0.3099344	0.7419745	0.3408526	1.0000000
400	0.0266881	0.9998869	0.9993477	0.1424485	0.5518421	0.3251800	0.3102805	0.7418697	0.3406437	1.0000000
450	0.0266881	0.9998868	0.9991939	0.1455633	0.5524830	0.3244899	0.3104231	0.7418332	0.3405737	1.0000000
500	0.0266882	0.9998868	0.9990892	0.1472544	0.5528352	0.3241238	0.3104799	0.7418205	0.3405502	1.0000000
550	0.0818267	0.9998867	0.9984974	0.1707318	0.5121589	0.7574360	0.5116684	0.9100574	0.7788794	1.0000000
600	0.0841664	0.9998866	0.9983176	0.1274836	0.3991803	0.8588587	0.5443326	0.9686665	0.9258559	1.0000000
650	0.0842657	0.9998865	0.9990755	0.0875552	0.3311199	0.8847246	0.5375257	0.9890843	0.9751387	1.0000000
700	0.0842699	0.9998866	0.9996339	0.0613194	0.3027882	0.8919794	0.5282502	0.9961973	0.9916637	1.0000000
750	0.0842701	0.9998867	0.9998722	0.0461634	0.2920989	0.8947800	0.5225862	0.9986752	0.9972048	1.0000000
800	0.0842700	0.9998868	0.9999567	0.0379145	0.2881433	0.8965517	0.5197854	0.9995385	0.9990627	1.0000000
850	0.0842700	0.9998869	0.9999848	0.0335637	0.2865992	0.8978268	0.5185337	0.9998392	0.9996857	1.0000000
900	0.0842700	0.9998870	0.9999940	0.0313112	0.2859162	0.8986784	0.5180068	0.9999440	0.9998946	1.0000000
950	0.0842700	0.9998870	0.9999970	0.0301583	0.2855689	0.8991964	0.5177936	0.9999805	0.9999647	1.0000000
1000	0.0842700	0.9998870	0.9999981	0.0295722	0.2853765	0.8994889	0.5177097	0.9999932	0.9999882	1.0000000

0	0.0842700	0.9998870	0.9999988	0.0289853	0.2851409	0.8998005	0.5176577	1.0000000	1.0000000	1.0000000
50	0.0842700	0.9998870	0.9999990	0.0236800	0.3252072	0.3648526	0.5176577	1.0000000	1.0000000	0.6281651
100	0.0842700	0.9998870	0.9999995	0.0216852	0.4628101	0.2278316	0.5176577	1.0000000	1.0000000	0.5732754
150	0.0842700	0.9998870	0.9999997	0.0233310	0.5467841	0.1905661	0.5176577	1.0000000	1.0000000	0.5651726
200	0.0842700	0.9998870	0.9999998	0.0281171	0.5766326	0.1772872	0.5176577	1.0000000	1.0000000	0.5639765
250	0.0842700	0.9998870	0.9999996	0.0334976	0.5862453	0.1708775	0.5176577	1.0000000	1.0000000	0.5637999
300	0.0842700	0.9998870	0.9999993	0.0377233	0.5893157	0.1676254	0.5176577	1.0000000	1.0000000	0.5637739
350	0.0842700	0.9998870	0.9999989	0.0404890	0.5903180	0.1660872	0.5176577	1.0000000	1.0000000	0.5637700
400	0.0842700	0.9998870	0.9999984	0.0421240	0.5906575	0.1654122	0.5176577	1.0000000	1.0000000	0.5637694
450	0.0842700	0.9998870	0.9999981	0.0430339	0.5907775	0.1651322	0.5176577	1.0000000	1.0000000	0.5637694
500	0.0842700	0.9998870	0.9999978	0.0435215	0.5908215	0.1650204	0.5176577	1.0000000	1.0000000	0.5637693
550	0.0842700	0.9998870	0.9999953	0.0593119	0.5732166	0.6626642	0.5176577	1.0000000	1.0000000	0.9356042
600	0.0842700	0.9998870	0.9999844	0.0633169	0.4623476	0.7997638	0.5176577	1.0000000	1.0000000	0.9904940
650	0.0842700	0.9998870	0.9999762	0.0559969	0.3671943	0.8559227	0.5176577	1.0000000	1.0000000	0.9985967
700	0.0842700	0.9998870	0.9999804	0.0461828	0.3202266	0.8822562	0.5176577	1.0000000	1.0000000	0.9997929
750	0.0842700	0.9998870	0.9999882	0.0389124	0.2996983	0.8931025	0.5176577	1.0000000	1.0000000	0.9999694
800	0.0842700	0.9998870	0.9999935	0.0344483	0.2910725	0.8972442	0.5176577	1.0000000	1.0000000	0.9999955
850	0.0842700	0.9998870	0.9999963	0.0319088	0.2875262	0.8988066	0.5176577	1.0000000	1.0000000	0.9999993
900	0.0842700	0.9998870	0.9999976	0.0305187	0.2860913	0.8994065	0.5176577	1.0000000	1.0000000	0.9999999
950	0.0842700	0.9998870	0.9999982	0.0297757	0.2855171	0.8996426	0.5176577	1.0000000	1.0000000	1.0000000
1000	0.0842700	0.9998870	0.9999985	0.0293851	0.2852886	0.8997374	0.5176577	1.0000000	1.0000000	1.0000000
