"Time"	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C

0	0.6102569	0.6281106	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.5725203	0.7918087	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
100	0.4744883	0.8602696	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
150	0.3908838	0.8884427	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
200	0.3407143	0.8989101	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
250	0.3152695	0.9010479	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
300	0.3042274	0.8995936	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
350	0.3006537	0.8973900	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
400	0.3003945	0.8957470	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
450	0.3011772	0.8948871	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
500	0.3019742	0.8945791	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
550	0.3327990	0.7046539	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
600	0.4279127	0.6400987	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
650	0.5196851	0.6270367	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
700	0.5736807	0.6259799	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
750	0.5979746	0.6266894	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
800	0.6070658	0.6273391	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
850	0.6098851	0.6277307	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
900	0.6105112	0.6279347	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
950	0.6105107	0.6280319	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
1000	0.6103980	0.6280750	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000

0	0.6102569	0.6281106	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.5481826	0.6279404	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.7144178	1.0000000
100	0.5307137	0.6274043	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.6023860	1.0000000
150	0.5261215	0.6268400	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5584368	1.0000000
200	0.5252376	0.6264555	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5411958	1.0000000
250	0.5253169	0.6262486	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5344324	1.0000000
300	0.5255466	0.6261536	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5317791	1.0000000
350	0.5257228	0.6261157	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5307382	1.0000000
400	0.5258253	0.6261029	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5303299	1.0000000
450	0.5258764	0.6260998	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5301697	1.0000000
500	0.5258989	0.6260998	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.5301069	1.0000000
550	0.5881979	0.6264279	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.8156645	1.0000000
600	0.6055804	0.6271071	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9276866	1.0000000
650	0.6099888	0.6276026	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9716320	1.0000000
700	0.6107747	0.6278756	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9888714	1.0000000
750	0.6106909	0.6280076	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9956344	1.0000000
800	0.6104951	0.6280660	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9982874	1.0000000
850	0.6103528	0.6280899	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9993282	1.0000000
900	0.6102722	0.6280990	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9997364	1.0000000
950	0.6102320	0.6281021	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9998966	1.0000000
1000	0.6102136	0.6281030	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	0.9999594	1.0000000

0	0.6102569	0.6281106	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	1.0000000	1.0000000	1.0000000
50	0.6102127	0.6281071	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.8609493	1.0000000	1.0000000
100	0.6102006	0.6281050	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.8117363	1.0000000	1.0000000
150	0.6101986	0.6281039	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7943188	1.0000000	1.0000000
200	0.6101991	0.6281034	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7881544	1.0000000	1.0000000
250	0.6101999	0.6281032	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7859726	1.0000000	1.0000000
300	0.6102004	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7852005	1.0000000	1.0000000
350	0.6102007	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7849272	1.0000000	1.0000000
400	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7848305	1.0000000	1.0000000
450	0.6102009	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7847963	1.0000000	1.0000000
500	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.7847841	1.0000000	1.0000000
550	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9238306	1.0000000	1.0000000
600	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9730420	1.0000000	1.0000000
650	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9904590	1.0000000	1.0000000
700	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9966232	1.0000000	1.0000000
750	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9988049	1.0000000	1.0000000
800	0.6102010	0.6281031	0.5930656	1.0000000	1.0000000	0.9999932	1.0000000	0.9995770	1.0000000	1.0000000
