YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W
0.0421878	0.7056669	0.5918651	0.0424905	0.2449364	0.6501358	0.3744506	0.6687175	0.8684565	0.7615065
0.2840061	0.2714094	0.6490530	0.0232785	0.3360250	0.6092605	0.4800379	0.6798163	0.7509953	0.8509995
0.0555408	0.7762620	0.2500935	0.0499202	0.2411040	0.8456015	0.4322625	0.6976775	0.6993683	0.8467520
0.0842165	0.6744535	0.8094095	0.0033479	0.1811846	0.6520220	0.3463530	0.7209108	0.7271285	0.9241564
0.0713940	0.8065028	0.7261120	0.0314774	0.1637928	0.6928516	0.4123865	0.7013999	0.7524467	0.7123858
0.0994218	0.6961818	0.8148889	0.0759112	0.4721737	0.3222713	0.3123223	0.6630453	0.7570001	0.6017259
0.0557979	0.7720637	0.8350293	0.0317330	0.1190537	0.6836531	0.1631288	0.6496609	0.6648759	0.6915665
0.0908769	0.7390019	0.6759935	0.0160899	0.2523329	0.5455442	0.6540408	0.3933086	0.7383768	0.6184351
0.0954087	0.8395120	0.7216939	0.0823659	0.1583721	0.7374671	0.3886162	0.7667546	0.3828859	0.6818717
0.1143255	0.6658170	0.8259116	0.0208980	0.2636620	0.6234533	0.4047570	0.8360360	0.6648174	0.3963756
