YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.3221947	0.9348357	0.9929147	0.6380828	0.0000000	0.7580491	1.0599352	0.4581104	1.0277427
0.0000000	0.0000000	0.9334698	0.9307303	0.7162499	0.0361260	0.6672835	1.0709786	0.5139149	0.9411344
0.0000000	0.5872334	0.0000000	0.9443707	0.5741681	0.0252939	0.6873152	1.0162830	0.6190545	1.0546028
0.0000000	0.2873310	1.0423945	0.9016171	0.5261917	0.0372744	0.0833345	0.0000000	0.6265807	1.1006650
0.0000000	0.3030844	1.0379347	1.0550214	0.9994964	0.0531074	0.5813211	1.0269906	0.0000000	1.0129719
0.0000000	0.3383592	0.8465291	0.7757920	0.6380215	0.0392491	0.7267721	1.0069596	0.5475125	0.0000000
0.9435462	0.0000000	0.0821031	0.0984476	0.1185517	0.0000000	0.6510992	1.1589640	0.9081715	0.9874379
1.0130160	0.0000000	0.1275772	0.2388105	0.1941380	0.7401348	0.5579493	0.7650309	0.8080081	0.0000000
0.5818577	0.5864174	1.0190050	1.0797146	0.9593403	0.0000000	0.6882702	1.0682423	0.0000000	1.0563951
0.4198796	0.7980673	0.0620672	0.1179975	0.1411884	0.0000000	0.5885620	1.0188834	0.9307951	0.0000000
