YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0763818	0.5419601	0.3748874	0.1163589	0.2341607	0.2418535	1.0099532	0.7256705	0.0028954	0.8636252
0.0954349	0.5247472	0.4772586	0.0488978	0.1781009	0.2917060	1.0441536	1.0213187	0.0026022	0.9633806
0.4181101	0.8228825	0.3553184	0.0038529	0.0295228	0.4488754	0.7336110	0.9193561	0.0026160	0.8251269
0.4897279	0.6880520	0.8068675	0.0012148	0.1215081	0.3822564	0.9772986	1.0850056	0.0015605	0.9650117
0.5388873	0.9469753	0.8346973	0.2578909	0.0449495	0.1637376	1.0417399	1.0826996	0.0000000	0.7574668
0.4280502	0.5939385	0.9344631	0.4864652	0.0607713	0.2602977	0.9834355	1.0646857	0.0014951	0.6027854
0.2385768	0.5862523	0.5033021	0.0005804	0.0012553	0.2497895	1.0897416	1.0753993	0.0007468	0.8934627
0.1186855	0.5956986	0.5556127	0.0898589	0.0010255	0.4571022	0.8741663	0.8379149	0.0022940	0.9159555
0.3704129	0.6451775	0.8724556	0.2401526	0.0105156	0.1737653	0.9903630	1.0209247	0.0024996	0.9080504
0.1665913	0.5561530	0.7408650	0.1155521	0.0038845	0.2966458	0.9798755	0.9023150	0.0044371	0.7863848
