YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C
0.4136482	0.3192045	0.9576204	0.8512568	0.9399649	0.3883055	0.3705849	0.7580390	0.1209601	1.0934518
0.3554052	0.3246192	0.9494211	0.2102407	0.3313138	0.8767776	0.1759563	0.8567991	0.1598914	0.7541562
0.3101192	0.3220676	1.0448935	0.7568201	0.9216438	0.5210435	0.3073308	0.8170192	0.0992447	1.0564967
0.2728628	0.3703914	0.9319347	0.7889150	0.6219047	0.7002726	0.3562471	0.5637485	0.2033785	0.8749899
0.5239133	0.5955212	0.5247885	0.4897498	0.5165287	0.7683697	0.2971859	0.9984786	0.0609681	0.9616618
0.0205542	0.2380649	0.9907830	0.2294384	0.7512592	0.7676920	0.4050811	0.7578013	0.1099310	0.9211751
0.0504658	0.3633972	1.0383995	0.8107232	0.6157729	0.8703139	0.1426881	1.0120570	0.0882089	1.0188136
0.3984121	0.3179481	0.9504617	0.4712877	0.5730663	0.7684361	0.3523202	0.8498809	0.1390316	0.6733134
0.1821724	0.2344484	1.0271689	0.5361022	0.5545692	0.7854397	0.2557752	0.8589672	0.0995528	0.9642963
0.0424079	0.3834951	0.8206070	0.2049154	0.3896900	0.7389845	0.2622748	1.0685097	0.1316892	0.4758917
