YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.3821976	0.5380621	0.1246125	0.4578344	0.9778015	0.0081885	0.0036567	0.5153521	1.0000000	0.9017859
0.4005977	0.2710230	0.1387905	0.4784213	0.9321885	0.1703229	0.0035352	0.5287245	0.9378962	0.9544063
0.4138817	0.1984653	0.1104054	0.4364838	0.9318158	0.1709829	0.0506824	0.4925219	0.8023091	0.8270092
0.4069539	0.6463700	0.1068598	0.4307528	0.9995117	0.0056439	0.0025216	0.6399765	0.9986989	0.6600524
0.7062397	0.8463032	0.5582340	0.9953623	0.3414521	0.4836462	0.0490160	0.6636481	1.0000000	0.1432334
0.4811418	0.5543828	0.2752479	0.5554195	0.7615168	0.4634175	0.0022943	0.6097561	1.0000000	0.2785019
0.2577654	0.0635875	0.0533841	0.3310140	0.9910267	0.0413283	0.0490891	0.6525049	0.8356727	0.7031874
0.4137775	0.2761724	0.1097722	0.4353320	0.9957808	0.0246504	0.0521563	0.4132859	0.6536537	0.9964177
0.4908537	0.7950234	0.4881647	0.5893564	0.8805540	0.2611567	0.0013931	0.7801862	1.0000000	0.2406429
0.5651651	0.9249230	0.6594519	0.6987914	0.8024352	0.2845785	0.0022586	0.6177170	1.0000000	0.2276658
