YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W
0.0000000	0.4603504	0.6655145	0.0650469	0.7376205	0.7037417	0.7014208	0.4351437	0.1548050	0.2782810
0.7638669	0.0000000	0.6268718	0.0464813	0.5874275	0.5861651	0.5458931	0.1542640	0.0247929	0.0230367
0.9048687	0.0159673	0.0000000	0.0674387	0.7065582	0.5101921	0.6311104	0.2102894	0.0327932	0.0019468
0.7892960	0.4625541	0.7533524	0.0000000	0.6255584	0.5917843	0.6408699	0.2957780	0.1942281	0.3150873
0.6897474	0.3300363	0.5516728	0.8039585	0.0000000	0.4565139	0.5456597	0.1937946	0.0158098	0.0118409
0.8881481	0.0116744	0.0049259	0.5854842	0.0620723	0.0000000	0.5234080	0.2444128	0.0256910	0.0013859
0.7520596	0.0183013	0.0208676	0.6214672	0.0311797	0.0513699	0.0000000	0.2064409	0.0536520	0.0186807
0.8090037	0.1563334	0.1521206	0.2996695	0.1287877	0.1428049	0.0336175	0.0000000	0.0125811	0.0381935
0.8136786	0.3349795	0.6308144	0.0331928	0.7591856	0.5414303	0.6201069	0.2967758	0.0000000	0.1975133
0.6859880	0.4197178	0.6724397	0.0643297	0.6140428	0.5098962	0.5130384	0.2013769	0.0220202	0.0000000
