"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.8382368	0.2032783	0.9170809	0.3470865	0.4637583	0.6857935	0.6095964	0.9858947	0.0699845	0.9989504
100	0.9337311	0.2234792	0.8731564	0.3155956	0.4129433	0.6803306	0.5697811	0.9625281	0.0683067	0.9655834
150	0.9253397	0.1937175	0.8772655	0.3065413	0.4418228	0.6450313	0.5293389	1.0611845	0.0789968	1.0646168
200	0.9229287	0.1433772	0.8051967	0.3093732	0.3990000	0.5820520	0.5553443	0.9560896	0.0790690	0.9388118
250	1.0343973	0.1717482	0.9341667	0.3851507	0.4403212	0.5391843	0.5745174	0.9756407	0.0783603	0.9764588
300	1.0839302	0.1211800	1.0057743	0.4682868	0.3534087	0.5947371	0.6112590	0.9806889	0.0890646	1.0041730
350	0.9913843	0.0942143	0.9123601	0.5051861	0.3892830	0.7026501	0.6289092	0.9830058	0.0788071	0.9971829
400	1.0077189	0.0994062	0.8449486	0.4391032	0.4381863	0.7161419	0.7201124	0.9499920	0.0703598	1.0598036
450	0.9625795	0.1181293	0.8475579	0.4385090	0.4233283	0.7790265	0.8238853	0.9554288	0.0661597	1.0550102
500	1.0005806	0.1418473	0.9398506	0.4149968	0.5134281	0.8697226	0.7045274	0.9951366	0.0619981	0.9489705
550	0.5284226	0.1550012	0.9036621	0.4035604	0.5119496	0.7784251	0.7171419	0.9913505	0.0843501	1.0446548
600	0.4787964	0.2051243	0.8095442	0.3515654	0.5214880	0.8463612	0.6639233	1.0333182	0.0812525	1.0276147
650	0.5395213	0.3256414	0.9907609	0.2450644	0.4985326	0.7995214	0.6931948	0.9711979	0.0970887	0.9994199
700	0.5305449	0.3267720	0.9335991	0.2062962	0.5390595	0.7386848	0.5761835	0.9417066	0.0862391	1.0288610
750	0.4689285	0.2873149	0.9880884	0.2027175	0.5795676	0.6253522	0.4588349	1.0343412	0.0873711	1.1159822
800	0.5379392	0.2513195	0.9100130	0.2032801	0.4568524	0.4139042	0.4695633	1.0367584	0.0841605	0.9707183
850	0.5292496	0.2194046	0.9929604	0.2393608	0.4717255	0.3442993	0.4568227	1.0773583	0.0989711	0.9403173
900	0.5305076	0.2744367	0.9149210	0.2831229	0.3619540	0.3183677	0.4749431	0.9955148	0.1016377	0.9725252
950	0.4919648	0.2139436	0.9298289	0.2763167	0.3239996	0.3738520	0.4839820	1.0137676	0.0966630	1.0053740
1000	0.4249732	0.1759287	0.9211950	0.3755468	0.2675502	0.3482978	0.5148225	0.9955212	0.0727545	0.9469359

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.3962032	0.1483973	0.9094562	0.2910819	0.4513347	0.7597318	0.8598946	1.0329898	0.0677432	0.9941112
100	0.4270878	0.1323575	0.8956340	0.2679948	0.4724596	0.9066379	0.9067801	1.0578980	0.0763422	1.0722896
150	0.4265755	0.1786546	0.8365313	0.2971635	0.4674886	0.9243060	0.9405354	0.9862332	0.1073058	1.1202042
200	0.4386384	0.2055614	0.8499017	0.2512163	0.4751647	0.9207879	1.0409086	1.0260939	0.0427308	0.9884467
250	0.5231954	0.2134486	0.9242834	0.2333884	0.5018219	0.8892912	1.0783226	0.9580503	0.0594120	0.9369612
300	0.4811516	0.2412251	0.9474398	0.2357015	0.5407098	0.9967314	0.9865871	0.9988649	0.0841918	0.9859236
350	0.5128197	0.2075386	1.0348900	0.2799993	0.5216485	0.9739302	1.0178897	1.0052782	0.0972720	1.0391469
400	0.4887818	0.2281769	0.9494545	0.2637388	0.5491219	0.9195755	0.9278474	0.9408650	0.0765956	1.0356706
450	0.5673907	0.2605876	0.9527182	0.2329378	0.5231751	1.0059036	0.9414806	0.9664214	0.0642661	1.0188529
500	0.5336800	0.3087881	0.9905262	0.1840033	0.5590871	0.9618745	0.9477856	0.9717171	0.0667385	0.9632775
550	0.6317962	0.3513616	0.9576427	0.1784816	0.5965794	1.0804140	0.6589088	0.8754835	0.0719964	1.0018973
600	0.6810951	0.4638816	0.9631337	0.1416155	0.6472704	0.8778838	0.4783873	0.9786310	0.0848082	1.0083265
650	0.6727938	0.3470871	0.9104324	0.1344850	0.5627194	0.5672945	0.4362692	0.9726340	0.0921045	0.9486021
700	0.6580866	0.3926000	1.0153421	0.1772125	0.4442900	0.4070456	0.3606654	1.1053536	0.0693714	0.9575013
750	0.5373230	0.3378078	0.9333781	0.2367888	0.3474812	0.2502012	0.3798262	0.9296517	0.0849224	0.9583482
800	0.4075987	0.2295191	0.9281962	0.3335926	0.2788249	0.2359452	0.3943905	1.0080065	0.0694445	0.9297185
850	0.3237139	0.1803591	0.8418459	0.4826013	0.2081696	0.2051552	0.4566600	1.0601717	0.0722247	0.9465661
900	0.2201431	0.0883723	0.8550836	0.6454162	0.2078177	0.4230440	0.6200827	1.0356214	0.0800098	0.9981705
950	0.1776714	0.0636029	0.8267240	0.6973344	0.2264635	0.6856767	0.6900259	1.1019241	0.0657147	1.0175015
1000	0.1744676	0.0662855	0.7210296	0.7471534	0.2773607	0.7094313	0.7610136	1.0088127	0.0716807	1.0668029

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.5727288	0.2729849	0.6430303	0.2232855	0.5158067	0.7239790	0.5741019	0.9783410	0.0784060	0.6456737
100	0.5159736	0.2609037	0.5276728	0.2232548	0.5273527	0.7121166	0.5345688	0.9188913	0.0978976	0.5687336
150	0.5399575	0.2187288	0.4761445	0.2380706	0.5187329	0.7569778	0.4391931	0.9814870	0.1326730	0.5194060
200	0.5308146	0.2200887	0.4024371	0.2028864	0.4756672	0.7261614	0.4020385	1.0749319	0.1449454	0.4359800
250	0.5284996	0.2350908	0.4778445	0.2444662	0.4802305	0.6281938	0.4433322	0.9433445	0.1256446	0.5777938
300	0.5024975	0.2739148	0.5316286	0.2997293	0.4484553	0.6609708	0.4258515	0.9822242	0.1525240	0.5109997
350	0.5645200	0.2766637	0.4417185	0.2247361	0.4282051	0.6974062	0.4914547	0.9418509	0.1765160	0.5198105
400	0.5389024	0.2361525	0.4622066	0.2428776	0.4279354	0.7030970	0.4672888	0.9484627	0.1670602	0.5140811
450	0.4615028	0.2003727	0.4961562	0.2721781	0.4775685	0.6994033	0.4335800	0.9277761	0.1734886	0.5251554
500	0.4606746	0.1947947	0.4844038	0.2788014	0.4398766	0.7279667	0.4901458	1.0009397	0.1407690	0.5316532
550	0.5031343	0.1634462	0.7862645	0.2711806	0.4670856	0.5427829	0.5158606	1.0567770	0.1151576	0.9461900
600	0.4406638	0.1828673	0.8580822	0.2626292	0.3894927	0.4053430	0.4746267	0.8821704	0.0695456	0.9682246
650	0.4023519	0.1865822	0.9849266	0.3111477	0.2889723	0.3271610	0.4702243	0.9244512	0.0792683	0.9511711
700	0.4202396	0.1708658	0.9834369	0.3456111	0.2660539	0.3645725	0.4678874	1.0066339	0.0866068	1.0297717
750	0.3860845	0.1142486	0.9777683	0.4113744	0.2255343	0.4136507	0.5910372	0.9530095	0.0673572	1.0681979
800	0.2807470	0.1014881	0.8366631	0.5631501	0.2212671	0.5785605	0.5734457	1.0110010	0.1136803	1.0823384
850	0.2621123	0.0752908	0.9485959	0.6445828	0.3046541	0.6877364	0.7178869	0.9396761	0.0905211	0.9735233
900	0.2349993	0.0682988	0.8159659	0.6216691	0.3263953	0.8204157	0.7627523	1.0388199	0.1015144	0.9307008
950	0.2769001	0.0886377	0.6793564	0.5527056	0.3794210	0.9474750	0.7706757	0.9729062	0.0853665	1.0545547
1000	0.3453972	0.1342855	0.7690011	0.4805723	0.4636569	0.9379756	0.7072117	0.9678449	0.0684290	1.0065235

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.5157351	0.1955051	0.9120022	0.2914982	0.4905955	0.6281119	0.6545948	0.7469963	0.0716590	1.0490139
100	0.4466205	0.2072370	0.9632820	0.3197721	0.4654153	0.7328157	0.6101305	0.8231502	0.0793634	1.0281980
150	0.3923956	0.2161089	0.9713984	0.3473397	0.5059000	0.7926035	0.6119020	0.8173340	0.0511777	0.9964065
200	0.4248219	0.2260008	0.9176238	0.2978853	0.5409499	0.6948208	0.6519383	0.8511067	0.0851335	1.0952951
250	0.4481134	0.2416630	0.9116844	0.2505613	0.4166984	0.7663126	0.7122023	0.8222540	0.0662042	0.9737778
300	0.4294576	0.2442914	0.9480550	0.2952341	0.4670464	0.7967729	0.7078400	0.8595583	0.0753929	0.9795761
350	0.5075374	0.2324059	0.9987333	0.2827814	0.5581608	0.8242869	0.7270789	0.8639412	0.0590015	0.9426342
400	0.5151515	0.2440235	0.8871984	0.2367979	0.5420606	0.7752048	0.6284761	0.8772937	0.0838033	0.9786809
450	0.5811103	0.2859164	0.9559250	0.2571976	0.4736714	0.7670516	0.5938981	0.8200074	0.0824673	0.9861037
500	0.5040230	0.2359027	0.9266920	0.2738043	0.4693708	0.6927686	0.5164007	0.8140041	0.0911743	1.0716485
550	0.4736725	0.1963854	0.9637441	0.3141729	0.4430260	0.4664484	0.4242274	1.0480597	0.0827423	1.0164604
600	0.4273378	0.1938431	0.9228205	0.3447894	0.3413595	0.3643682	0.4943221	1.0218106	0.0872498	1.0175953
650	0.3981102	0.1524815	0.9597397	0.3417043	0.3702137	0.5039674	0.6431877	1.0526209	0.0688298	1.0437719
700	0.3220444	0.1333525	0.8958736	0.4625177	0.2805894	0.6154212	0.6509357	1.0489110	0.1062042	1.0247794
750	0.2548296	0.1239972	0.8838832	0.5035967	0.2591074	0.6106460	0.7315399	1.0320929	0.0823428	1.0379153
800	0.2202839	0.1041506	0.8131622	0.5068375	0.3052826	0.7134516	0.8015898	0.9191708	0.0909518	0.9563106
850	0.2181139	0.0732737	0.8048787	0.5595944	0.3549221	0.7528556	0.7546481	0.9304553	0.0736176	0.9420012
900	0.2413712	0.0758070	0.7020086	0.6143278	0.3849662	0.7891605	0.7664706	1.1416147	0.0766805	0.9767193
950	0.2752994	0.0565640	0.7987710	0.4883263	0.3957025	0.8167221	0.7051826	1.0003708	0.0714577	1.0403236
1000	0.2872909	0.0992438	0.8482878	0.4442970	0.4673006	0.7697561	0.7146576	0.9575515	0.0983692	0.9869913

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.4889634	0.2182129	0.3870475	0.2546411	0.7742493	0.7717447	0.4747458	1.0096789	0.0880485	1.0395894
100	0.5942175	0.3705372	0.2311514	0.1871599	0.9044686	0.8006264	0.4765004	0.9179846	0.0982221	0.9874993
150	0.6720160	0.4121865	0.1894937	0.1477970	0.9493384	0.5934659	0.3875150	0.9267385	0.0848884	0.9690639
200	0.7727782	0.5531136	0.2119562	0.1245345	0.9054974	0.4062467	0.3468518	0.9356901	0.0983691	0.9992087
250	0.8576634	0.6452062	0.2237814	0.0880116	0.9671537	0.3975133	0.3076695	0.9096464	0.0948600	0.9867510
300	0.8140568	0.5877935	0.2087797	0.1005904	0.9190083	0.3621198	0.3317435	0.9209625	0.0868329	1.0140897
350	0.7655716	0.6481460	0.2162295	0.0764424	0.9278186	0.3541878	0.3468499	1.0243622	0.0999790	1.0817262
400	0.7691885	0.6647631	0.2054314	0.0613528	0.8331111	0.3450484	0.3435644	0.9791673	0.1094695	1.0203382
450	0.7297482	0.6329443	0.2016072	0.0630781	0.8816883	0.3462723	0.3700695	0.9828844	0.0984257	1.0424576
500	0.7017967	0.6190322	0.2225351	0.0967961	0.8425153	0.3288286	0.3378217	1.0331647	0.0694751	0.9787003
550	0.7354274	0.5502422	0.7943834	0.1108078	0.4263538	0.1841132	0.3253755	0.9582039	0.0907299	1.0627397
600	0.6803113	0.4768491	0.9379586	0.1491759	0.2617902	0.1149541	0.3293928	0.9627274	0.0850126	0.9607398
650	0.4467216	0.2871175	0.9328303	0.3089333	0.1447560	0.1231025	0.3640824	1.0380342	0.1091891	1.0882240
700	0.2195383	0.1373717	0.9527406	0.5030677	0.0759585	0.1166063	0.4396124	1.0956881	0.0688270	1.0468323
750	0.1076463	0.0869603	0.8588458	0.7336265	0.0987605	0.2226571	0.6023042	0.9278733	0.0758092	1.0614439
800	0.0701954	0.0604114	0.7572599	0.9074818	0.1115257	0.4088071	0.7351917	1.0242259	0.0788048	1.0243704
850	0.0726433	0.0414687	0.6485677	0.9070594	0.1817939	0.6364453	0.8120745	0.9989507	0.0923205	0.9941579
900	0.0680522	0.0308029	0.6657687	0.8744518	0.2947089	0.7927251	0.8107987	0.9056258	0.0951692	1.0852866
950	0.1482219	0.0585281	0.7167515	0.7761442	0.3661355	0.8484729	0.9284760	1.0295046	0.0943509	1.0551879
1000	0.2297516	0.1158338	0.6772885	0.6512612	0.4477353	0.9395438	0.9042014	1.0458466	0.0594999	1.0407721

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.5578012	0.4597390	0.9108545	0.2737461	0.4854676	0.6836315	0.6021390	0.9714007	0.0534396	0.3333786
100	0.5501072	0.5865609	0.8860589	0.2294606	0.4533668	0.6729907	0.6043059	0.9927278	0.1029907	0.1908793
150	0.5323360	0.5961347	0.8443690	0.2922929	0.4386029	0.6312084	0.5419991	0.9820839	0.2207722	0.1351995
200	0.4880228	0.5844009	0.8747526	0.2899010	0.4251665	0.5935424	0.5314743	0.8622517	0.3887622	0.1017025
250	0.4250050	0.5711801	0.9063544	0.3642307	0.4196949	0.4872245	0.5873792	0.8017616	0.3825869	0.0963308
300	0.4140117	0.5141545	0.8597499	0.3607716	0.4043538	0.5817530	0.6123762	0.7670508	0.5017848	0.1329569
350	0.4450007	0.5207707	0.8851277	0.3567108	0.4345803	0.7066428	0.5706546	0.7379985	0.4775856	0.1477541
400	0.4273029	0.5511449	0.8388773	0.3844260	0.4668908	0.7204330	0.6260687	0.7013992	0.5269767	0.1025481
450	0.4329953	0.5366432	0.9505943	0.3914719	0.4764817	0.5772687	0.5895570	0.7272507	0.4852679	0.0985335
500	0.4007208	0.5875922	0.9249895	0.3155425	0.4159042	0.4595441	0.5235898	0.7987527	0.4051919	0.1090005
550	0.4130213	0.3120927	0.9888566	0.3548265	0.3483429	0.5704353	0.5917512	0.7748376	0.3082016	0.7142963
600	0.4157997	0.1733243	0.9159994	0.4285779	0.3302271	0.5908826	0.5284899	0.7762640	0.1426146	1.0041671
650	0.3249801	0.1341204	0.8364332	0.4588921	0.3260632	0.5499219	0.6249924	0.8767323	0.0833746	0.9905413
700	0.2930758	0.1369869	0.8693822	0.4647893	0.3305017	0.6505548	0.6795272	0.9404022	0.0659434	1.0546429
750	0.2780619	0.1345184	0.8093764	0.4085218	0.4234248	0.7763182	0.7441711	1.0015636	0.0784583	1.0301029
800	0.3299489	0.1455656	0.8323345	0.3905272	0.4056017	0.8024873	0.7553252	1.0088011	0.0839252	1.0359681
850	0.3739225	0.1631675	0.8657377	0.3934305	0.4331986	0.8516991	0.6716074	0.9891847	0.0776333	1.0519344
900	0.4192854	0.1897300	0.8725865	0.3297161	0.4917835	0.7980925	0.6670180	0.9822252	0.0801631	0.9279865
950	0.4628990	0.1486546	0.8804577	0.3152780	0.4713136	0.7871488	0.5723268	0.9478879	0.0765782	1.0010043
1000	0.4424046	0.1735795	0.9213680	0.3068647	0.4920855	0.5882826	0.5475104	1.0244174	0.0869347	1.0161581

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.4806604	0.3916418	0.8880664	0.2748215	0.4541844	0.8059363	0.6309184	0.9325739	0.0848795	0.9830082
100	0.4665054	0.4059423	0.9337153	0.2461662	0.4922606	0.8489449	0.6580161	0.9847094	0.0780919	0.9013979
150	0.4546845	0.3177606	0.9774188	0.3301324	0.4832058	0.9219129	0.7062780	0.9905644	0.0992146	0.9442379
200	0.4583052	0.3068154	0.9156907	0.3204807	0.5190561	0.9952934	0.7131277	1.0603876	0.0662658	0.9681322
250	0.4974449	0.3915362	0.9591903	0.3031450	0.5560625	1.0427843	0.6972703	0.9774428	0.0728873	0.9002626
300	0.5374976	0.4706298	0.8864529	0.2517650	0.5874697	0.9716314	0.6948472	1.0055311	0.0866562	0.9376082
350	0.5891048	0.4551882	0.8349116	0.2188471	0.5746835	0.9717923	0.7086681	0.9752450	0.1039174	0.9770896
400	0.5812697	0.4685046	0.9041434	0.2199292	0.5165928	0.9371688	0.6990965	0.9273048	0.0680144	0.9318180
450	0.5935439	0.4306540	0.9092341	0.1973354	0.5671682	0.9458435	0.7080495	1.0162698	0.0733140	0.9820096
500	0.5973223	0.4237037	1.0112907	0.1673585	0.5882874	0.9465746	0.7210928	0.9607063	0.0686752	0.9621272
550	0.5509765	0.3613320	0.9722016	0.1802232	0.5623651	0.7292142	0.4654350	1.0249348	0.0980249	0.9773545
600	0.5390247	0.3451544	0.9705966	0.2092207	0.4673299	0.4701478	0.3685326	0.9900832	0.0626171	0.9995823
650	0.4956044	0.2633247	0.8856094	0.1864007	0.4133689	0.2891142	0.4003062	1.0714771	0.0746276	0.9447404
700	0.4898131	0.2185139	0.8751258	0.2762735	0.3520427	0.2036953	0.3801373	1.0030174	0.1209025	1.0024442
750	0.3547790	0.1619880	0.9801668	0.3554822	0.2408693	0.1910502	0.4247803	0.9100015	0.0861778	0.8786222
800	0.2514548	0.1019869	0.9524216	0.5507892	0.1830560	0.2647771	0.5478348	0.9703738	0.1195979	0.8238558
850	0.2156075	0.0788317	0.8916516	0.6453967	0.1665055	0.4122747	0.7138680	0.9451902	0.0797038	1.0016868
900	0.1642588	0.0627946	0.7679622	0.7164165	0.1930231	0.7201679	0.7675642	1.0429069	0.0824199	1.0621116
950	0.1109111	0.0447605	0.7355256	0.7664916	0.3403837	0.8186607	0.8050512	1.0611052	0.0712751	0.9650751
1000	0.1859325	0.0564114	0.7871164	0.6569955	0.4369547	0.9015539	0.8683561	1.0046033	0.0947436	0.9563032

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.5257915	0.3448285	0.9812094	0.2346429	0.4831063	0.6449927	0.7897836	1.0551708	0.0855330	0.9814176
100	0.5248799	0.3802703	0.9450671	0.2434263	0.4551752	0.7571809	0.8962519	1.0409618	0.0941548	0.9973852
150	0.4906032	0.4262505	0.9590134	0.2355745	0.5255882	0.8659665	0.9261342	1.0121806	0.0957996	0.9314365
200	0.6056532	0.3431779	0.9075869	0.2399838	0.5537813	0.9238058	0.9306635	1.0887820	0.0638562	0.9699171
250	0.5409631	0.3224907	0.8860824	0.2295878	0.5874503	0.9605407	0.8798583	0.9710120	0.0751306	0.9888444
300	0.5286932	0.3165336	0.8902791	0.2519457	0.5997051	0.9405335	0.8889700	0.9938034	0.0744425	0.9609928
350	0.6479818	0.3659545	0.8900405	0.2080606	0.5778690	0.9656607	0.9384813	1.0192551	0.1057091	1.0172703
400	0.5559735	0.3774020	0.9616493	0.2569476	0.6106680	0.9237515	0.9659888	1.0141591	0.0908049	1.0634659
450	0.5466219	0.3978344	1.0466854	0.2472655	0.6158343	0.9967216	0.9474330	1.0583115	0.0896390	1.0103813
500	0.5659557	0.4715062	0.9648724	0.1938422	0.6206484	0.9977236	0.8982102	1.0151230	0.1022377	1.0181896
550	0.6131745	0.3802762	0.9621834	0.2038602	0.5586613	0.9484218	0.6267239	0.9591547	0.0756236	1.0151858
600	0.6110317	0.3541686	1.0304850	0.1568069	0.6361001	0.8205261	0.5255073	1.0074775	0.0529678	1.0343216
650	0.6996119	0.4253947	1.0445250	0.1587875	0.5382933	0.6109029	0.4286947	0.9888181	0.0605742	1.0193474
700	0.6231660	0.3359906	1.0260475	0.1845521	0.4844461	0.3581392	0.3638809	0.9462435	0.0883780	0.9704238
750	0.5882174	0.3022248	0.9531996	0.1507818	0.4081634	0.2405415	0.3673544	1.0459639	0.0955501	0.9791955
800	0.3873360	0.2058146	0.9606686	0.2545433	0.2531968	0.1431602	0.3791055	1.0161704	0.0834912	0.9817151
850	0.2934866	0.1524513	1.0031954	0.3565484	0.2119218	0.1909147	0.4263627	1.0028257	0.1440128	1.0501906
900	0.2281191	0.0930762	0.9578307	0.5111603	0.2045582	0.2944498	0.4973206	0.9806881	0.0938857	0.9630896
950	0.1839489	0.0591281	0.8586833	0.7206237	0.1775297	0.3833463	0.7552497	0.9953748	0.0691049	1.0113953
1000	0.1356244	0.0610785	0.8148390	0.7736220	0.2127348	0.4980125	0.7012589	0.9192333	0.0913085	1.0022158

0	0.4193569	0.1890914	0.9097947	0.3181643	0.4908334	0.8791553	0.7048025	0.8633995	0.0953526	1.0152945
50	0.4890365	0.2542185	0.4020954	0.1899501	0.5148979	0.8511853	0.4578659	0.9468938	0.0953645	1.0031280
100	0.5337615	0.2400531	0.2440675	0.1868941	0.4626001	0.8705363	0.4238589	0.9677007	0.0816372	0.9704194
150	0.5220658	0.2951782	0.1944943	0.1494967	0.5057522	0.8792976	0.3866066	1.0134141	0.0969792	0.9700238
200	0.5146919	0.2907082	0.2287580	0.1607097	0.5643953	0.8825151	0.3706848	0.9340130	0.0988891	0.9715445
250	0.4760837	0.2671377	0.1932633	0.1333419	0.5132519	0.8485934	0.3676612	0.9753280	0.0829491	0.9597068
300	0.5319164	0.2451022	0.1973379	0.1977891	0.5279673	0.7055006	0.3530211	0.9564019	0.0772467	0.9849255
350	0.5157051	0.2482099	0.1615908	0.1936896	0.5566729	0.7564071	0.3978851	0.9009288	0.0800351	0.9798950
400	0.4876655	0.2051982	0.1708620	0.2166287	0.4859463	0.8711281	0.3861019	0.9647508	0.0728233	0.9711277
450	0.4263090	0.1836265	0.1898905	0.2114833	0.4664768	0.8123574	0.4319339	0.9366339	0.1231833	0.8949858
500	0.4411029	0.2020792	0.1740932	0.2489809	0.5216649	0.8755285	0.4600189	0.9788482	0.0800465	0.8591703
550	0.4100187	0.2291704	0.6518535	0.2062058	0.4777006	0.4726848	0.4192257	0.9728610	0.1022766	0.9157302
600	0.4810845	0.2282439	0.8641197	0.2586806	0.4329439	0.2793534	0.4992669	0.9617202	0.0892742	0.8961574
650	0.4706469	0.2069186	0.9207609	0.3419397	0.3175192	0.3647967	0.4751247	1.0175960	0.1073105	0.9725598
700	0.3617695	0.1563418	0.8843289	0.4639633	0.2100067	0.3335996	0.5953513	0.9737392	0.1063469	1.0695306
750	0.2895747	0.1186075	0.8345025	0.5309582	0.1691637	0.5400854	0.6732380	1.0218724	0.0726585	0.9846659
800	0.1932761	0.0634670	0.7787451	0.7184828	0.2788794	0.7765636	0.7997256	1.0048570	0.0946715	1.0017682
850	0.1831504	0.0619746	0.8065947	0.7835335	0.3292620	0.8496072	0.8272279	1.0536125	0.0665452	0.9556062
900	0.2090573	0.1079283	0.6794217	0.6606264	0.4309940	0.8834012	0.8610728	1.0247073	0.0809068	1.0330559
950	0.2590148	0.1227706	0.7735360	0.5602387	0.4888737	0.8896074	0.8451019	0.9339991	0.0960468	1.0541756
1000	0.2903426	0.1396212	0.7773064	0.5235543	0.4885767	0.9611161	0.8152159	0.9492383	0.0798785	1.0189158
