"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
350	0.2761464	0.6268488	0.5265233	0.0995030	0.4585349	0.3641169	1.0022771	0.9993050	0.0002307	0.9360552
400	0.2862854	0.6662787	0.4717653	0.1126331	0.3903972	0.3085774	0.9647507	1.0012679	0.0010052	0.9189220
450	0.2923495	0.5983794	0.4718111	0.0860863	0.3672053	0.3590627	0.9259458	0.9590404	0.0020175	0.9495119
500	0.2652398	0.6043610	0.5950075	0.0669762	0.4191078	0.4027301	0.9610806	1.0173638	0.0005880	0.9506263
550	0.2242299	0.6518002	0.5758376	0.0924937	0.1401559	0.4050866	0.9511815	1.0352740	0.0000000	0.9851496
600	0.2598196	0.6140638	0.5084644	0.0489974	0.1048568	0.3898573	0.9470043	0.9483935	0.0015186	1.0044597
650	0.2457110	0.5967766	0.4622700	0.0619563	0.0980399	0.3819855	0.9863198	0.9600476	0.0002389	1.0252684
700	0.2149934	0.6022554	0.4402202	0.0696329	0.0795952	0.3414347	1.0369320	1.0149716	0.0000871	0.9001194
750	0.1975109	0.6095417	0.4539582	0.0518949	0.0670107	0.3703112	1.0709971	0.9967688	0.0005101	1.0309587
800	0.2483193	0.6104002	0.4157338	0.0443229	0.0869413	0.3019896	1.0702575	1.0597300	0.0000709	1.0220269
850	0.2831675	0.5749987	0.4968943	0.0346188	0.0981063	0.2957047	1.0576205	1.0289096	0.0011516	1.0369548
900	0.2864625	0.6064971	0.4502759	0.0379193	0.0841940	0.3273605	1.0508791	1.1040745	0.0008828	1.0359975
950	0.3242604	0.6557341	0.4392804	0.0408756	0.0930587	0.3224346	1.0721599	0.9542328	0.0010664	1.0030097
1000	0.3374730	0.6439291	0.3954397	0.0401110	0.0669139	0.2686375	1.0467748	0.9621228	0.0000000	1.0900068

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.3051356	0.6378846	0.5334166	0.4892702	0.1169766	0.3367724	1.0496710	0.9879977	0.0012028	0.9259986
100	0.2918875	0.6104584	0.6397627	0.6707929	0.1504952	0.3445416	1.0216504	1.0345407	0.0013460	0.8888923
150	0.2124341	0.5213647	0.7635076	0.7820140	0.2317219	0.3418239	1.0100943	0.9998203	0.0000946	0.8059804
200	0.1527382	0.5124306	0.8216592	0.8623080	0.2231956	0.2820594	1.0252499	0.9610303	0.0017382	0.8237514
250	0.1652928	0.6045928	0.8438682	0.8481800	0.2292585	0.3345468	1.0964064	1.0459414	0.0002749	0.7799805
300	0.2072966	0.6341203	0.9476389	0.8373243	0.2237714	0.3196867	1.0040226	1.0351033	0.0000000	0.7923736
350	0.1935541	0.5848192	0.9813811	0.8405146	0.2978633	0.3162853	1.0235306	1.0056438	0.0004342	0.8093205
400	0.2488728	0.5307037	0.9349621	0.8931976	0.2405587	0.2683895	0.9804585	0.9831416	0.0000000	0.7381311
450	0.2423669	0.5952924	0.9021432	0.8449839	0.2418644	0.3116702	0.9901899	1.0277122	0.0013782	0.8235505
500	0.2276760	0.6336014	0.9281916	0.7816705	0.2012214	0.3476797	0.9377672	1.0476780	0.0014767	0.8688066
550	0.2220157	0.5591116	0.8223491	0.2887512	0.2117828	0.3230619	1.0339088	1.0026041	0.0001131	1.0405878
600	0.1916013	0.5931608	0.8870209	0.1333420	0.1791637	0.3700042	0.9742617	1.0584041	0.0003633	1.0232890
650	0.1900610	0.5796876	0.7946488	0.0685376	0.0974226	0.3031803	1.0229116	0.9250470	0.0000123	0.9493146
700	0.2123087	0.6310259	0.6638671	0.0719289	0.1037203	0.3496972	1.0274268	1.0585293	0.0001423	0.9726944
750	0.2216596	0.6711098	0.4864408	0.0298340	0.0713864	0.3319375	1.0196931	0.9889768	0.0006843	0.9785970
800	0.2440859	0.5848189	0.5087911	0.0311380	0.0895845	0.4152007	1.0593677	0.9246257	0.0008208	0.9587939
850	0.3227973	0.6319065	0.4757323	0.0571286	0.0687551	0.3411684	0.9884888	1.0138750	0.0002611	0.9683365
900	0.2531000	0.5683393	0.5197390	0.0709882	0.1002814	0.2785621	0.9711663	0.9987809	0.0001304	1.0419684
950	0.2027380	0.6137999	0.5019277	0.0520914	0.1014540	0.3705685	1.0162041	1.1077234	0.0008865	1.0031430
1000	0.2506437	0.5804781	0.5156989	0.0524014	0.0848196	0.3110115	0.9433821	1.0842837	0.0016048	0.9182354

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.2379810	0.6499980	0.6458653	0.3776904	0.0832466	0.3182420	1.0301805	1.0523447	0.0010827	1.0172641
100	0.2532736	0.5735757	0.7583731	0.5116203	0.1265432	0.2071100	1.0696235	0.9941981	0.0008215	0.9135383
150	0.2506506	0.5423709	0.8541348	0.6334288	0.1417263	0.3883597	0.9366632	0.9589092	0.0002067	1.0404490
200	0.1797553	0.5608257	0.8440133	0.6406882	0.2287478	0.3543171	0.9886843	0.9821359	0.0011551	1.0356850
250	0.1712455	0.5997403	0.9079220	0.6623502	0.2411188	0.4082567	0.9153746	1.0436834	0.0003051	1.0105675
300	0.1981388	0.5839829	0.9670934	0.5840889	0.2752604	0.3623925	0.9650276	0.9278086	0.0001932	0.9749653
350	0.2099017	0.6012264	0.9227848	0.5699562	0.2785170	0.3548666	1.0227338	1.0284736	0.0001785	1.0507524
400	0.2285339	0.6282542	0.8801247	0.5562026	0.2139543	0.3359800	0.9776104	1.0187746	0.0007618	1.0025656
450	0.2925347	0.6057276	0.8865322	0.6081097	0.2117224	0.3888555	1.0220204	1.0137036	0.0009007	0.9911928
500	0.2703322	0.6619322	0.8346381	0.5859473	0.1984884	0.3248376	1.0714408	1.0315138	0.0006200	0.9317825
550	0.2707510	0.6034730	0.8569862	0.2165363	0.1844828	0.3601803	0.9945410	0.9667711	0.0009235	0.9669691
600	0.2545303	0.5890662	0.7963107	0.1195685	0.1489805	0.4093016	1.0373894	0.9952927	0.0004663	0.9966835
650	0.2462358	0.6014839	0.6712702	0.0622414	0.1277450	0.3746219	1.0254024	1.0452105	0.0002954	0.9727900
700	0.2492488	0.6243660	0.6334217	0.0707640	0.1116122	0.3204853	1.0422040	1.1076962	0.0045450	0.9025679
750	0.2587902	0.6419545	0.5395851	0.0483283	0.0805562	0.3024536	1.0184763	1.1185798	0.0017197	1.0527464
800	0.3060752	0.6383095	0.5472925	0.0466612	0.1134370	0.3837999	0.9986451	1.0128397	0.0008437	1.0368248
850	0.2266654	0.5896824	0.5044609	0.0352926	0.0924273	0.3512808	0.9719124	0.9761208	0.0064086	1.0301671
900	0.2384950	0.6027205	0.4452900	0.0365904	0.0892208	0.3036394	1.0158966	1.0256059	0.0037207	0.9883011
950	0.2540703	0.6042495	0.4969385	0.0509983	0.0623304	0.3117209	1.0323232	1.0068181	0.0027319	1.0875936
1000	0.3173098	0.6277130	0.4860521	0.0536027	0.0773443	0.2960343	1.0729419	0.9662562	0.0007917	1.0857220

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.1834860	0.5854395	0.6955762	0.0672934	0.3831545	0.1676840	0.9881649	1.0561504	0.0006940	0.9961530
100	0.2134913	0.5713460	0.7014476	0.0691242	0.4283281	0.1320933	1.0814502	1.0276730	0.0025536	0.9441602
150	0.2035928	0.6101751	0.6992726	0.0737468	0.3718857	0.1669283	1.0782277	1.0195597	0.0027632	0.9271758
200	0.2291956	0.6055696	0.7121926	0.0677330	0.4064301	0.1639926	1.0262032	0.9160953	0.0005501	0.9975155
250	0.2915624	0.6265171	0.6776129	0.0979062	0.4552684	0.1575388	0.9051648	0.9689342	0.0015783	1.0971167
300	0.3020568	0.6640925	0.7692319	0.1717106	0.3814270	0.2011776	0.9403054	0.9789905	0.0010599	1.0603645
350	0.2501195	0.6411438	0.8076783	0.1240146	0.3267923	0.2206975	0.9005186	1.0298332	0.0025521	1.0013487
400	0.2249398	0.6232756	0.8234638	0.0731316	0.3874105	0.1853181	0.9343107	1.0171285	0.0018861	0.9732469
450	0.2247591	0.5985862	0.8452004	0.0715732	0.4155108	0.1545892	1.0041913	1.0533218	0.0051400	1.0250618
500	0.2370814	0.6423986	0.7863537	0.0902794	0.4087794	0.1584651	1.0184670	1.0661569	0.0023685	0.9969276
550	0.2642319	0.6533799	0.5934094	0.0626903	0.1384776	0.3141368	0.9837720	1.0536868	0.0012894	0.9902025
600	0.3011779	0.6687109	0.5467127	0.0384739	0.1190873	0.3573632	0.9921372	0.9577931	0.0047830	1.0173488
650	0.3404155	0.6581880	0.5209382	0.0581815	0.0715328	0.3554756	0.9191344	1.0775953	0.0001629	0.9982505
700	0.3012202	0.5433346	0.5485871	0.0565800	0.0811264	0.3796783	0.9713609	0.9931299	0.0002721	0.9637795
750	0.2621960	0.5405618	0.5385120	0.0425390	0.0651657	0.3370335	1.0319071	0.9482330	0.0011600	0.9885925
800	0.2893518	0.5754750	0.4757929	0.0184473	0.1138423	0.3164059	1.0541033	0.9616518	0.0000000	0.9888975
850	0.2628982	0.6101595	0.4639725	0.0279393	0.0828036	0.3227972	0.9461559	1.0226910	0.0007437	1.0027755
900	0.2919985	0.6253366	0.4622210	0.0552104	0.1033720	0.4845938	0.9311565	1.0668389	0.0003647	0.9902593
950	0.2527340	0.6037540	0.4581180	0.0462274	0.0758559	0.4055980	0.9736908	1.0075704	0.0022061	1.0481558
1000	0.2105697	0.6267226	0.4812680	0.0362623	0.0902434	0.3234059	0.9802126	0.9803608	0.0025123	0.9604031

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.2001579	0.6578054	0.7143477	0.5537937	0.1103525	0.1309625	1.0669745	0.9286107	0.0000000	0.9933157
100	0.2387757	0.6829126	0.9351251	0.5865385	0.1208803	0.1052736	0.9813698	0.9847074	0.0020066	0.9392538
150	0.1924776	0.6432703	1.0309118	0.6356530	0.1343815	0.0992400	0.9867218	0.9478455	0.0003961	0.9695114
200	0.2302007	0.6856602	1.0315477	0.6089768	0.1304077	0.1020669	0.8986945	0.9642419	0.0028286	0.9667319
250	0.2583613	0.7233481	0.9546937	0.7124314	0.1162842	0.1283869	0.9694019	0.9960528	0.0022273	1.0931937
300	0.2994672	0.6234680	0.9730054	0.6803819	0.1018365	0.1327009	1.0030279	1.1183272	0.0003156	1.0517618
350	0.3263697	0.6264928	1.0082352	0.6944152	0.1033009	0.1067320	0.9915086	1.0698422	0.0011445	1.0319375
400	0.2813195	0.7085459	1.0373065	0.6814132	0.1202381	0.1216150	1.0317367	1.0416441	0.0000609	0.9806535
450	0.2719348	0.6292893	1.0281840	0.7537830	0.1304307	0.1472363	0.9481818	1.0103305	0.0004340	0.9290416
500	0.3179942	0.5971798	1.0300322	0.6695847	0.0707828	0.1317964	0.8875546	1.1091356	0.0003058	0.9819226
550	0.2823238	0.6394833	0.9599720	0.2475281	0.1458574	0.3984000	0.8747783	1.0221753	0.0007136	0.8980593
600	0.2499976	0.6244196	0.8652787	0.1091580	0.1507320	0.3771488	1.0035753	0.9557242	0.0003667	0.9731946
650	0.2376044	0.6475524	0.6686107	0.0607279	0.1082322	0.4514040	1.0047791	0.9872691	0.0003509	0.9762152
700	0.2859444	0.6892492	0.5236499	0.0420361	0.0815332	0.4057960	1.0415824	1.1072863	0.0010765	1.0897457
750	0.3050762	0.6483377	0.4848328	0.0560063	0.0781905	0.3002466	1.0394145	0.9982398	0.0009539	1.1281377
800	0.3361212	0.7097073	0.4089518	0.0309569	0.0953148	0.3156070	0.9284935	1.0402443	0.0001379	1.0570310
850	0.2927367	0.6191440	0.4485276	0.0610934	0.0849684	0.3748776	0.9975980	0.9528930	0.0003967	0.9569805
900	0.2697848	0.5273512	0.4616162	0.0532784	0.1045187	0.3735310	0.9618729	0.9146518	0.0010947	0.9563535
950	0.2831605	0.5752953	0.4871356	0.0548691	0.1061477	0.3779822	1.0047423	0.9983793	0.0006938	0.9915383
1000	0.2781531	0.6110785	0.5085341	0.0462139	0.1158154	0.3368950	1.0227331	1.0445076	0.0023419	0.9153665
