"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.2057438	0.5494032	0.5108450	0.0365353	0.1535085	0.0491514	0.9192461	0.7886601	0.0007925	0.9996624
100	0.2468590	0.6220029	0.4418565	0.0409723	0.1643260	0.0074731	1.0913331	0.6556351	0.0007986	0.9511346
150	0.2386540	0.5993555	0.3494344	0.0341952	0.1918270	0.0117782	0.9842409	0.6453583	0.0037107	0.9657189
200	0.1765272	0.5789655	0.3057983	0.0403486	0.2209542	0.0114248	0.9683239	0.5795975	0.0009976	0.9262168
250	0.1831797	0.5663399	0.2850888	0.0519930	0.1656412	0.0076053	1.0105481	0.6216244	0.0049521	0.9883646
300	0.1985774	0.5478524	0.2609078	0.0371571	0.1888576	0.0046253	0.9481255	0.5519370	0.0014449	1.0156363
350	0.2016860	0.5403903	0.2317080	0.0631769	0.1859053	0.0050777	0.9930902	0.6146838	0.0001476	0.9425502
400	0.1635233	0.4758274	0.2591448	0.0484379	0.1640716	0.0012847	0.9561665	0.5818005	0.0004306	1.0155551
450	0.2031893	0.5199030	0.2607319	0.0268817	0.1850803	0.0110813	0.9901740	0.6001990	0.0000606	1.0120376
500	0.2025993	0.5429517	0.2798372	0.0289047	0.1743462	0.0113031	1.0302849	0.6996124	0.0001857	0.9135632
550	0.1923633	0.5266176	0.3200533	0.0348645	0.1285533	0.2717686	1.0983629	0.8827658	0.0032594	1.0317730
600	0.1827089	0.5689308	0.3474307	0.0258347	0.0996519	0.2396761	1.0438325	0.9876516	0.0034690	1.1009870
650	0.1723371	0.6047491	0.4450302	0.0597769	0.1120595	0.3132136	0.9718861	1.0666201	0.0029155	1.0135206
700	0.1793722	0.6299529	0.4498527	0.0406004	0.0868596	0.3273154	1.0841569	1.0478269	0.0004252	1.0979641
750	0.2537459	0.6246473	0.4566805	0.0373768	0.0842563	0.2995342	0.9708691	1.1011756	0.0005140	1.1046034
800	0.2267700	0.6460972	0.4795603	0.0324598	0.1095425	0.3384674	0.9509703	1.0711429	0.0009427	1.0703096
850	0.2131967	0.5767835	0.4049848	0.0347873	0.1135976	0.2626828	1.0325756	1.0072583	0.0000037	1.0647199
900	0.2037167	0.6081105	0.4331073	0.0389865	0.0935565	0.3282706	0.9925172	1.0356890	0.0010928	0.9884939
950	0.2048513	0.5850021	0.5015005	0.0414783	0.1143971	0.3083941	1.0809755	1.0723516	0.0008945	1.0289559
1000	0.2023010	0.5564220	0.4521057	0.0420696	0.0825526	0.2402393	0.9862153	0.9751089	0.0003403	0.9990155

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.2140588	0.6532428	0.6378300	0.5282113	0.0426327	0.3505975	0.9481853	1.0436786	0.0004837	1.0012271
100	0.1777331	0.6398432	0.8384579	0.6076956	0.0807133	0.3808731	0.9127619	1.0395245	0.0026368	0.9713411
150	0.1913693	0.5909111	0.8193117	0.7544175	0.2335964	0.3742680	1.0188641	1.0767080	0.0020129	0.9390296
200	0.1678510	0.5316316	0.8011140	0.7491595	0.2781742	0.3702899	0.9139626	0.9491385	0.0003509	0.9762401
250	0.1534183	0.5465441	0.9368174	0.7780553	0.2414551	0.3812782	0.9751254	1.0287564	0.0000000	0.9686867
300	0.1486674	0.5492906	0.8910574	0.7441434	0.2811012	0.3224383	1.0202566	0.9690707	0.0000949	0.9970711
350	0.1213586	0.5227751	0.8845911	0.7297334	0.1578753	0.3689814	0.9706174	0.9762495	0.0001549	1.0390301
400	0.1104205	0.5568151	0.8361531	0.6938349	0.1214144	0.3495289	1.0108521	1.0258504	0.0000000	0.9271133
450	0.1279053	0.5869395	0.8028087	0.7725089	0.2251883	0.3667095	1.0276945	1.0282593	0.0000961	1.0102882
500	0.1439902	0.5727611	0.9509603	0.6568285	0.2830467	0.3692977	1.0169757	1.0630017	0.0010943	1.0158980
550	0.1937559	0.5629710	0.9428055	0.2366862	0.2261218	0.4006612	0.9789204	1.0993153	0.0014909	1.0429932
600	0.2064838	0.5833250	0.8234617	0.1111874	0.1517413	0.3399479	1.0547067	1.0060175	0.0012066	1.0308118
650	0.2307871	0.5846934	0.8472265	0.0843918	0.0977226	0.3362443	1.0324667	1.0050695	0.0005536	1.0444345
700	0.2246590	0.5876266	0.7099530	0.0509500	0.0778616	0.3194107	1.0418642	0.9587631	0.0001775	1.0625675
750	0.2499227	0.6030492	0.5557702	0.0482795	0.1004566	0.3014149	1.0315739	0.9341313	0.0007841	1.0172029
800	0.2206852	0.5733667	0.5028760	0.0484677	0.0807157	0.2967689	1.0062163	0.9176372	0.0019857	1.0197946
850	0.2135656	0.5986916	0.5283383	0.0524947	0.1026939	0.3507453	1.0030308	0.9696186	0.0040650	1.0902680
900	0.1846819	0.5807466	0.5076510	0.0514851	0.0775993	0.3630662	1.0151131	0.9599688	0.0002993	0.9560997
950	0.2083334	0.5524322	0.4350575	0.0572559	0.0846190	0.3501027	0.9260564	0.9484839	0.0014007	1.0287744
1000	0.1886338	0.6457957	0.5145014	0.0506269	0.0799757	0.3783503	1.0079502	1.0370056	0.0018757	1.0147030

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.2256208	0.5334643	0.6545989	0.1068415	0.1117980	0.3952463	0.9653688	0.5330168	0.0007143	1.0074599
100	0.2497022	0.5352856	0.6252276	0.1332077	0.0973723	0.2373406	1.1245646	0.4208276	0.0003919	1.0520074
150	0.2431990	0.4933015	0.6584498	0.1240902	0.0785578	0.2833329	1.0404752	0.4394789	0.0000863	1.0487867
200	0.2652826	0.4895318	0.6043352	0.1140075	0.0859950	0.2975420	1.0405403	0.4569063	0.0001332	0.9966075
250	0.2091879	0.4435380	0.5129819	0.1246732	0.1067552	0.2987835	1.0837860	0.4198704	0.0005750	1.0872606
300	0.2126829	0.4525831	0.5431283	0.0936259	0.0874681	0.2256863	1.0258881	0.4028958	0.0000603	1.0594893
350	0.1889175	0.4091405	0.5234623	0.1068268	0.0912500	0.3135883	1.0391908	0.4259685	0.0000177	0.9416445
400	0.1661527	0.4325814	0.4825747	0.1290221	0.0918784	0.3831305	1.0211603	0.3966532	0.0009182	0.9941081
450	0.1426871	0.4796887	0.4374097	0.1224274	0.0821703	0.3416813	1.0110296	0.3690871	0.0000000	0.9865655
500	0.1903281	0.4803742	0.3666698	0.1219078	0.0980133	0.4140005	1.0364751	0.4485144	0.0000067	0.9571621
550	0.1627857	0.4923824	0.3076989	0.0705872	0.0770514	0.3760748	1.0569776	0.9123304	0.0004331	0.9515475
600	0.1381179	0.5803792	0.4121580	0.0637550	0.0899513	0.2657310	1.0008085	1.0222184	0.0001856	0.9669029
650	0.1314674	0.5708387	0.4780631	0.0533095	0.1082208	0.4414676	0.8933274	0.9452685	0.0000000	0.9916940
700	0.2115362	0.5796109	0.4530701	0.0638223	0.0817497	0.3818014	1.0236988	1.0046562	0.0001122	1.0284148
750	0.1898686	0.5974474	0.5003393	0.0630080	0.0708111	0.3290253	0.9632071	1.0168170	0.0001635	1.0587587
800	0.2141860	0.5589110	0.5448897	0.0545710	0.1008612	0.3644767	0.9766066	1.1191983	0.0023094	1.0840587
850	0.2159538	0.6269610	0.4731753	0.0559688	0.1012982	0.3441972	0.9559078	0.9950904	0.0000000	1.0086922
900	0.2331872	0.6152660	0.4686128	0.0459435	0.0709895	0.3732631	0.9683900	0.9782040	0.0001619	1.0441129
950	0.2588410	0.6625563	0.5076902	0.0576530	0.0977049	0.4044894	0.9242350	1.0562361	0.0003292	1.0058849
1000	0.2691646	0.5875652	0.4922867	0.0457795	0.0919927	0.3507003	0.9734774	1.0241979	0.0009905	1.0227668

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.3701844	0.6589172	0.5850926	0.0575464	0.0917139	0.4431729	0.9866359	0.9756310	0.0002132	0.5226144
100	0.4164861	0.6336003	0.7217626	0.0452825	0.0964878	0.4065885	0.9398606	1.0653101	0.0025759	0.3257512
150	0.4397429	0.6382506	0.8105344	0.0449869	0.0756066	0.3347625	1.0255405	0.9828761	0.0092744	0.2431019
200	0.4548530	0.6528341	0.8447682	0.0301637	0.0941121	0.3098472	1.0198114	0.9128717	0.0440775	0.2284136
250	0.3873717	0.6497809	0.8059926	0.0230084	0.1088152	0.3565768	0.9571577	1.0126111	0.0335434	0.2757598
300	0.3772410	0.7133240	0.8352568	0.0226296	0.1070320	0.3480841	0.9204042	1.0339692	0.0290508	0.2739156
350	0.4171260	0.6697189	0.7751038	0.0568246	0.0872361	0.3061018	1.0486724	0.9780870	0.0278884	0.2391783
400	0.4098096	0.6753278	0.7900984	0.0670183	0.0993155	0.4000094	0.9710839	0.9845069	0.0134594	0.2648630
450	0.4838108	0.6524611	0.8989986	0.0315041	0.1085921	0.3841005	0.9627286	0.9634543	0.0123105	0.2117756
500	0.5412256	0.5699948	0.8677724	0.0348313	0.1038192	0.3679901	0.9280800	1.0391018	0.0248142	0.2502894
550	0.3646051	0.5970029	0.6322103	0.0431129	0.1094509	0.3607428	0.9310307	0.9384984	0.0055241	0.7979251
600	0.3031485	0.6853414	0.5511245	0.0327678	0.0941809	0.3227649	1.0537177	1.0627533	0.0003991	0.9744000
650	0.2382813	0.6352075	0.5159015	0.0506831	0.1279844	0.3454260	1.0703811	1.0033670	0.0058370	1.0165158
700	0.2990794	0.6681264	0.4141385	0.0418901	0.1039667	0.3371764	0.9426004	0.9115606	0.0059690	1.0450188
750	0.2542366	0.6530102	0.4193797	0.0699682	0.1045586	0.3387491	0.9624865	0.9265520	0.0003467	1.0145227
800	0.1979550	0.6193875	0.4339178	0.0545278	0.0989875	0.3579841	1.0434727	0.9724503	0.0020101	0.9853084
850	0.2362100	0.6279802	0.4842487	0.0534311	0.1295010	0.3154751	0.9503349	1.0008910	0.0019979	0.9929747
900	0.2029409	0.6637242	0.4580513	0.0358887	0.0919056	0.3577106	0.9784284	0.9911279	0.0000675	0.9780009
950	0.2489286	0.5689195	0.4329711	0.0619427	0.0979652	0.3976148	0.9509031	0.9995323	0.0000687	0.9627696
1000	0.2736239	0.5833181	0.5012094	0.0478138	0.0871922	0.4264642	0.9780282	1.0302803	0.0007429	0.9356500

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.3714257	0.8928518	0.6782807	0.5618546	0.1171744	0.2901879	1.0063535	0.7565963	0.0003464	0.9762966
100	0.4750441	0.9887444	0.8767741	0.9068551	0.1857807	0.2645151	1.0339242	0.6702104	0.0009976	1.0269810
150	0.6123988	1.0295200	0.8225527	0.8389920	0.1899132	0.2825125	0.9987378	0.5777830	0.0000574	0.9896844
200	0.7112954	0.9804737	0.7788488	0.8545148	0.2089775	0.2729500	1.0319523	0.5288421	0.0000000	0.9809720
250	0.7378244	0.9417005	0.6807366	0.8299817	0.2509981	0.3543128	1.0327045	0.5775449	0.0030472	0.9624364
300	0.6674816	0.8821194	0.7162877	0.8007124	0.2613347	0.3428881	1.0689013	0.6582427	0.0010546	1.0077851
350	0.6598441	0.9770631	0.7386994	0.7691941	0.3157812	0.3451611	0.9965291	0.6417770	0.0003410	0.9936330
400	0.7169315	0.9465973	0.7192486	0.8141321	0.2729894	0.2957079	1.0296982	0.5806843	0.0000000	0.9427744
450	0.6306115	1.0018342	0.7912572	0.8184481	0.2740694	0.3295920	0.9272609	0.6379743	0.0001062	0.9991206
500	0.6171983	0.9459230	0.7940887	0.7860112	0.2261968	0.3761246	0.9461322	0.6796411	0.0000306	0.9985627
550	0.5257271	0.6336642	0.7586872	0.3000040	0.2753199	0.3557549	1.0053678	0.9000338	0.0000000	1.0000337
600	0.4230571	0.5869483	0.8521613	0.1313408	0.1712109	0.3491253	0.9308351	1.0014428	0.0009920	1.0454803
650	0.3093842	0.6004366	0.8234855	0.0469118	0.1092826	0.4043753	0.9310497	1.0252787	0.0047793	1.1036843
700	0.2783102	0.6459701	0.6685110	0.0531084	0.0847738	0.4285472	0.9843107	0.9183920	0.0028048	0.9674933
750	0.2702073	0.5401998	0.5890870	0.0453834	0.0938587	0.3021177	0.9692784	0.9830982	0.0000000	1.0441922
800	0.2174342	0.6048626	0.5212504	0.0378402	0.1137590	0.3087177	1.0392440	0.9920583	0.0001977	1.0038262
850	0.1765977	0.5628615	0.4684316	0.0499521	0.0906058	0.3791994	0.9489453	0.9138884	0.0002836	0.8760516
900	0.1680739	0.5410215	0.4359085	0.0639396	0.0933816	0.3142552	0.9932593	1.0028087	0.0007035	0.9555011
950	0.1550381	0.5982475	0.4436986	0.0528668	0.0840713	0.3058762	0.9905492	1.0202713	0.0008096	1.0258449
1000	0.1807812	0.6185174	0.4477240	0.0504904	0.0885200	0.3287963	1.0185830	0.9645866	0.0008085	1.0114166

0	0.2016259	0.6001198	0.4712662	0.0591585	0.0896418	0.3943345	0.9776635	0.9940702	0.0022784	1.0284469
50	0.1967466	0.5320744	0.4344729	0.0537789	0.3547996	0.3929834	0.9848972	0.9284462	0.0015070	1.0430587
100	0.1748100	0.5609732	0.4927637	0.0598766	0.3660051	0.4176384	0.8351851	0.8638620	0.0001002	1.0288774
150	0.1712886	0.5471771	0.4979974	0.0887039	0.3574151	0.4361050	0.9147290	0.9814218	0.0005041	0.9813174
200	0.1936329	0.6006735	0.4648477	0.0975845	0.3360462	0.4020837	0.9566597	0.9558075	0.0000000	0.9558181
250	0.2227711	0.5986076	0.4918641	0.0771540	0.4381866	0.4172255	0.9632392	0.9946698	0.0000000	0.8846011
300	0.2375781	0.6420976	0.5071549	0.0745000	0.4197439	0.4013729	0.9608052	0.9220025	0.0000979	0.9427604
