YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000000	0.0701697	0.2280411	0.2259160	0.2297390	0.6569009	0.0914654	0.0063084	1.0454650	0.9176915
0.1865946	0.0000000	0.1047548	0.1900720	0.2097865	0.6346708	0.0697606	0.0123624	0.9723702	1.0396119
0.1583823	0.0869012	0.0000000	0.1684160	0.2932202	0.5942889	0.0420726	0.0201790	0.9719100	1.0970530
0.0460030	0.1027193	0.0292615	0.0000000	0.2502021	0.6752796	0.0719911	0.0044170	0.9848888	0.9981864
0.6440354	0.6066306	0.9764284	1.0094521	0.0000000	0.8720992	0.4102428	0.6751574	0.2188134	1.0225617
0.6452456	0.6982867	0.9912629	0.7794212	0.0103020	0.0000000	0.4953294	0.6615775	0.3061407	0.9695288
0.3383098	0.2146695	0.7634710	0.4822239	0.0307938	0.0678710	0.0000000	0.0334718	0.8129646	1.0900376
0.1769162	0.0695143	0.2424685	0.2010086	0.2613924	0.6207226	0.0923517	0.0000000	1.0824233	0.9331521
0.1613398	0.0816976	0.0740824	0.2103640	0.2074840	0.6407705	0.0884269	0.4362003	0.0000000	0.9800687
0.1688666	0.0813859	0.1363829	0.2263944	0.2265658	0.6406304	0.0734367	0.0027484	1.0247820	0.0000000
