YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
0.0627956	0.3614292	0.2251425	0.0890678	0.1726979	0.1689156	0.7538849	0.5439853	0.0064287	0.5394372
0.0485565	0.3806037	0.3840870	0.0400616	0.1197758	0.2228690	0.6697710	0.7859604	0.0005019	0.6814329
0.2625018	0.6131958	0.2497872	0.0013286	0.0102324	0.2340976	0.5135354	0.7149498	0.0027819	0.5395390
0.3624766	0.5160134	0.5976140	0.0006694	0.1257312	0.2634922	0.9144030	0.7199888	0.0009396	0.7247668
0.3344692	0.7903184	0.5834818	0.2044078	0.0532147	0.1588394	0.8058975	0.8488297	0.0000000	0.5071612
0.2748323	0.5032892	0.6357820	0.2947036	0.0242574	0.1597060	0.7083831	0.7568774	0.0020474	0.4393491
0.1576232	0.4409018	0.2875563	0.0013358	0.0005262	0.1685145	0.7891980	0.8733987	0.0001946	0.6594345
0.1086853	0.4495262	0.3756056	0.0381322	0.0003041	0.3702399	0.5651543	0.6684714	0.0041043	0.5848463
0.2449486	0.4597388	0.6136018	0.2401534	0.0101108	0.1391952	0.7994810	0.6166998	0.0047534	0.6049214
0.1162607	0.3433711	0.4426597	0.0645713	0.0013606	0.1820241	0.6580524	0.6773606	0.0038958	0.5345804
