YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W
0.0233846	1.0149884	0.3655960	0.4930479	0.7887019	0.3271581	1.0030720	0.3472080	0.0674759	1.0423400
0.0105993	0.9837448	0.1317477	0.3620416	0.4715774	0.2607977	0.9274085	0.3291955	1.0057736	1.0213051
0.0280494	0.9938177	0.2649844	0.3929751	0.1367608	0.1248472	0.9543520	0.4447252	0.1844775	1.0790872
0.0186834	0.9665538	0.3608180	0.5949613	0.2922851	0.1541159	1.0567822	0.3846383	0.7733745	1.1028110
0.0237210	1.0143495	0.5858859	0.4193627	0.7567310	0.5104534	0.7849884	0.1710460	0.1852719	1.0209899
0.0210800	1.0096015	0.5358014	0.7959943	0.1020848	0.1011036	0.9049275	0.3625242	0.2340341	0.8374219
0.0141559	0.9833334	0.3415606	0.4124644	0.8643366	0.5305293	0.6967787	0.2500393	0.1961690	0.7534729
0.0099528	1.0255643	0.4242018	0.1547942	0.0588901	0.0935989	0.8792431	0.2504376	0.3620658	0.9911368
0.0167661	1.0454322	0.0460112	0.0221884	0.2778642	0.1662029	0.9687666	0.3656359	0.1266083	0.9842424
0.0059883	1.0085460	0.3579567	0.4072168	0.8579820	0.3921258	1.0205032	0.0640027	0.6384278	1.0396634
