YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W
0.3579453	0.2423248	0.4392225	0.4998661	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6754051	0.1211727	0.4392068	0.4998612	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6940956	0.1763935	0.2891603	0.4243791	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7236015	0.2682333	0.7438169	0.3411015	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.7218293	0.2623622	0.6002548	0.4129950	0.2391912	1.0000000	1.0000000	0.5060620	1.0000000	1.0000000
0.6928068	0.1727023	0.2843929	0.6094815	0.7481262	0.5000001	1.0000000	0.5060620	1.0000000	1.0000000
0.7483911	0.4544107	0.4392252	0.4998733	0.4783824	1.0000000	0.5000020	0.5060620	1.0000000	1.0000000
0.8663405	0.2423248	0.4392225	0.4998661	0.4783824	1.0000000	1.0000000	0.2530320	1.0000000	1.0000000
0.6315787	0.2423277	0.4392252	0.4998733	0.4783824	1.0000000	1.0000000	0.7971339	0.5000101	1.0000000
0.7156064	0.2423240	0.4391827	0.4998670	0.4783824	1.0000000	1.0000000	0.5060620	1.0000000	0.5002181
