YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
0.0000000	0.7318136	0.7333586	0.0457646	0.7709298	0.7757759	0.8812770	0.0053221	0.1022068	0.8389852
0.0383712	0.0000000	0.8100620	0.0815722	0.7590870	0.7293651	0.7402940	0.0057613	0.0665544	0.7952143
0.7622526	0.9147581	0.0000000	0.0777089	0.5924089	0.7301293	0.8780833	0.0260975	0.1296700	0.8802142
0.6420186	0.4569095	0.6451891	0.0000000	0.6355191	0.8526786	0.7435816	0.0092717	0.0805609	0.8997467
0.5515754	0.4865733	0.4236000	0.7645743	0.0000000	0.6981629	0.6685005	0.0277539	0.1621124	0.7088429
0.6313771	0.4299064	0.7624829	0.0445816	0.7590437	0.0000000	0.6851750	0.0060866	0.0556179	0.7769092
0.7247559	0.4731057	0.8004486	0.0596552	0.7620811	0.7314350	0.0000000	0.0228227	0.2075697	0.8211247
0.6348945	0.4390060	0.8143463	0.0320773	0.7219900	0.8769247	0.7153913	0.0000000	0.1566979	0.6606554
0.6463506	0.4810329	0.7407446	0.0395998	0.8203811	0.6506197	0.6954824	0.0136513	0.0000000	0.7886738
0.5941100	0.4925986	0.7905880	0.0432178	0.7179129	0.7705507	0.9529478	0.0045970	0.0667402	0.0000000
