"Time"	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
650	0.6049053	0.5565641	0.6458629	0.5537703	0.8154364	0.2636931	0.0631100	0.1213815	1.0000000	0.9475247
700	0.6852827	0.5348199	0.6797144	0.5417389	0.8171927	0.2735009	0.0631100	0.1213815	1.0000000	0.9656918
750	0.7241659	0.5332669	0.7011064	0.5399746	0.8228397	0.2833814	0.0631100	0.1213815	1.0000000	0.9742537
800	0.7373776	0.5380961	0.7118046	0.5433484	0.8295058	0.2911959	0.0631100	0.1213815	1.0000000	0.9790074
850	0.7366202	0.5431331	0.7152002	0.5485874	0.8353441	0.2963314	0.0631100	0.1213815	1.0000000	0.9818850
900	0.7295019	0.5464260	0.7144219	0.5536926	0.8395988	0.2991099	0.0631100	0.1213815	1.0000000	0.9836232
950	0.7207405	0.5478833	0.7118036	0.5577125	0.8422509	0.3001934	0.0631100	0.1213815	1.0000000	0.9846103
1000	0.7129211	0.5480347	0.7088294	0.5604191	0.8436228	0.3002462	0.0631100	0.1213815	1.0000000	0.9851054

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.6300154	0.5444395	0.6882511	0.7611503	0.8508289	0.4177693	0.0631100	0.1213815	1.0000000	0.9868260
100	0.4048121	0.5395971	0.6232902	0.8905646	0.8824089	0.5432695	0.0631100	0.1213815	1.0000000	0.9922952
150	0.2484189	0.5239460	0.5530619	0.9350726	0.9120892	0.5998870	0.0631100	0.1213815	1.0000000	0.9961542
200	0.1775846	0.5004829	0.5050171	0.9499671	0.9292252	0.6124624	0.0631100	0.1213815	1.0000000	0.9980097
250	0.1497568	0.4767025	0.4782101	0.9552385	0.9366304	0.6072911	0.0631100	0.1213815	1.0000000	0.9987630
300	0.1393585	0.4576733	0.4648065	0.9571625	0.9387951	0.5985299	0.0631100	0.1213815	1.0000000	0.9990234
350	0.1355410	0.4446525	0.4585414	0.9578290	0.9387397	0.5913830	0.0631100	0.1213815	1.0000000	0.9990866
400	0.1341628	0.4366718	0.4557517	0.9580115	0.9380320	0.5867519	0.0631100	0.1213815	1.0000000	0.9990817
450	0.1336875	0.4321625	0.4545633	0.9580203	0.9373273	0.5841024	0.0631100	0.1213815	1.0000000	0.9990608
500	0.1335433	0.4297708	0.4540833	0.9579808	0.9368158	0.5827069	0.0631100	0.1213815	1.0000000	0.9990418
550	0.1549412	0.4287462	0.4621529	0.7942561	0.9338521	0.4620387	0.0631100	0.1213815	1.0000000	0.9988895
600	0.2666983	0.4320563	0.5042550	0.6855019	0.9151408	0.3353871	0.0631100	0.1213815	1.0000000	0.9973274
650	0.4040794	0.4447272	0.5594518	0.6369987	0.8805876	0.2763937	0.0631100	0.1213815	1.0000000	0.9920946
700	0.5117217	0.4644402	0.6063975	0.6022827	0.8469225	0.2609357	0.0631100	0.1213815	1.0000000	0.9842209
750	0.5942359	0.4853829	0.6428149	0.5733652	0.8272679	0.2641083	0.0631100	0.1213815	1.0000000	0.9785650
800	0.6577996	0.5039463	0.6710878	0.5543569	0.8215943	0.2727801	0.0631100	0.1213815	1.0000000	0.9770181
850	0.7004902	0.5189991	0.6917059	0.5461974	0.8238932	0.2816843	0.0631100	0.1213815	1.0000000	0.9781130
900	0.7227026	0.5304334	0.7045903	0.5456754	0.8290170	0.2890094	0.0631100	0.1213815	1.0000000	0.9800779
950	0.7294434	0.5384459	0.7107758	0.5488605	0.8341912	0.2942561	0.0631100	0.1213815	1.0000000	0.9819423
1000	0.7271305	0.5434563	0.7122575	0.5530063	0.8383104	0.2975078	0.0631100	0.1213815	1.0000000	0.9833655

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.7035424	0.5446865	0.7035454	0.5624669	0.8552961	0.5065332	0.0630699	0.0809125	1.0000000	0.6903434
100	0.6976516	0.5447519	0.7021817	0.5768621	0.8975809	0.7312751	0.0629602	0.0429799	1.0000000	0.4293360
150	0.6707275	0.5443518	0.6951755	0.6047725	0.9330095	0.8504965	0.0628944	0.0257386	1.0000000	0.3134784
200	0.6237809	0.5426083	0.6812791	0.6305147	0.9525010	0.9024898	0.0628696	0.0192584	1.0000000	0.2692881
250	0.5754037	0.5389293	0.6648208	0.6473178	0.9615237	0.9226817	0.0628617	0.0170301	1.0000000	0.2533432
300	0.5387461	0.5337505	0.6504195	0.6564317	0.9653383	0.9295338	0.0628594	0.0163021	1.0000000	0.2477231
350	0.5157948	0.5281675	0.6400313	0.6608484	0.9668493	0.9312595	0.0628587	0.0160720	1.0000000	0.2457629
400	0.5031296	0.5231831	0.6334664	0.6628262	0.9674058	0.9312505	0.0628586	0.0160009	1.0000000	0.2450824
450	0.4967440	0.5193136	0.6296994	0.6636541	0.9675869	0.9308130	0.0628585	0.0159793	1.0000000	0.2448466
500	0.4937461	0.5166157	0.6276936	0.6639759	0.9676305	0.9303897	0.0628585	0.0159728	1.0000000	0.2447650
550	0.4924343	0.5148882	0.6266915	0.6639970	0.9660354	0.7161930	0.0628592	0.0564400	1.0000000	0.5443759
600	0.4925256	0.5138596	0.6263471	0.6618751	0.9539539	0.4856421	0.0628784	0.0943719	1.0000000	0.8105432
650	0.4975484	0.5133390	0.6273351	0.6529593	0.9276268	0.3632185	0.0629395	0.1116131	1.0000000	0.9276156
700	0.5143879	0.5134072	0.6315297	0.6349197	0.8945194	0.3096954	0.0630114	0.1180932	1.0000000	0.9693431
750	0.5469478	0.5144891	0.6405584	0.6111229	0.8658761	0.2890390	0.0630624	0.1203215	1.0000000	0.9808795
800	0.5907780	0.5170787	0.6540426	0.5882097	0.8471876	0.2828369	0.0630897	0.1210495	1.0000000	0.9824874
850	0.6352973	0.5212756	0.6694470	0.5710552	0.8377111	0.2829856	0.0631020	0.1212796	1.0000000	0.9820175
900	0.6712645	0.5265732	0.6836520	0.5608044	0.8344503	0.2858242	0.0631071	0.1213507	1.0000000	0.9817995
950	0.6951086	0.5320910	0.6945678	0.5561528	0.8346363	0.2894516	0.0631090	0.1213723	1.0000000	0.9821336
1000	0.7079536	0.5369966	0.7016179	0.5551114	0.8363493	0.2928136	0.0631096	0.1213788	1.0000000	0.9827829

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.6564592	0.5698125	0.5746748	0.6892476	0.8886713	0.2943304	0.0631109	0.1228287	0.9344085	0.9848366
100	0.4897885	0.5788136	0.4106147	0.7823640	0.9289502	0.2707258	0.0631284	0.1301003	0.8800024	0.9838181
150	0.3502216	0.5532350	0.3034446	0.8208172	0.9427007	0.2291008	0.0631855	0.1392923	0.8568233	0.9781757
200	0.2759636	0.5131026	0.2456587	0.8346837	0.9404151	0.1864185	0.0632727	0.1462127	0.8480930	0.9602820
250	0.2434634	0.4760646	0.2175471	0.8377206	0.9296848	0.1537316	0.0633597	0.1502435	0.8449210	0.9178431
300	0.2318192	0.4491427	0.2050101	0.8357743	0.9157959	0.1327835	0.0634258	0.1522672	0.8437819	0.8441971
350	0.2299156	0.4322777	0.2001351	0.8317425	0.9027385	0.1208816	0.0634672	0.1531922	0.8433745	0.7528468
400	0.2323257	0.4228536	0.1988661	0.8273654	0.8927077	0.1147472	0.0634899	0.1535890	0.8432289	0.6682954
450	0.2362344	0.4181577	0.1991658	0.8236422	0.8861052	0.1119082	0.0635012	0.1537519	0.8431769	0.6057850
500	0.2401154	0.4161692	0.2000070	0.8209499	0.8822963	0.1108076	0.0635064	0.1538166	0.8431583	0.5668949
550	0.2735945	0.3755578	0.3077267	0.6833766	0.7524902	0.1143781	0.0635062	0.1518649	0.9087432	0.5479598
600	0.4531349	0.3622891	0.4680592	0.5175596	0.6515702	0.1399181	0.0634665	0.1432801	0.9631470	0.5801241
650	0.6981196	0.3987723	0.6146317	0.4121778	0.6504045	0.1849522	0.0633706	0.1339004	0.9863252	0.6956934
700	0.8541373	0.4545371	0.7253943	0.3893700	0.7013075	0.2332959	0.0632686	0.1275835	0.9950552	0.8228392
750	0.9121353	0.5061088	0.7866751	0.4212993	0.7583203	0.2729717	0.0631949	0.1241861	0.9982271	0.9074218
800	0.9075912	0.5429905	0.8027103	0.4695606	0.8017541	0.2993895	0.0631517	0.1225747	0.9993661	0.9520001
850	0.8661348	0.5636098	0.7898097	0.5114007	0.8292604	0.3131851	0.0631292	0.1218679	0.9997736	0.9730318
900	0.8108883	0.5710144	0.7654021	0.5402456	0.8443809	0.3174554	0.0631184	0.1215738	0.9999192	0.9823371
950	0.7606842	0.5698452	0.7411915	0.5573690	0.8511981	0.3158719	0.0631136	0.1214558	0.9999711	0.9861305
1000	0.7243768	0.5644658	0.7223791	0.5660538	0.8529304	0.3116096	0.0631115	0.1214098	0.9999897	0.9873491

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.6314106	0.5444443	0.6885449	0.7570384	0.8426426	0.2976576	0.0631100	0.1213815	1.0000000	0.8875741
100	0.4091719	0.5396966	0.6247546	0.8827022	0.8424512	0.2939036	0.0631100	0.1213815	1.0000000	0.8010098
150	0.2542730	0.5243567	0.5559365	0.9237730	0.8401535	0.2820921	0.0631100	0.1213815	1.0000000	0.7619801
200	0.1846076	0.5014275	0.5093036	0.9355738	0.8336077	0.2649123	0.0631100	0.1213815	1.0000000	0.7455886
250	0.1580429	0.4783338	0.4838511	0.9382855	0.8226959	0.2481399	0.0631100	0.1213815	1.0000000	0.7370545
300	0.1489246	0.4600564	0.4716883	0.9380285	0.8095697	0.2353061	0.0631100	0.1213815	1.0000000	0.7306607
350	0.1463383	0.4477790	0.4665357	0.9367658	0.7970480	0.2269838	0.0631100	0.1213815	1.0000000	0.7250215
400	0.1461116	0.4404903	0.4647394	0.9352925	0.7870574	0.2222227	0.0631100	0.1213815	1.0000000	0.7203030
450	0.1466625	0.4366044	0.4644224	0.9339917	0.7801564	0.2197877	0.0631100	0.1213815	1.0000000	0.7168128
500	0.1473666	0.4347619	0.4646730	0.9330149	0.7759402	0.2186948	0.0631100	0.1213815	1.0000000	0.7145441
550	0.1851422	0.4342855	0.4772392	0.7077055	0.7736529	0.2185046	0.0631100	0.1213815	1.0000000	0.8069491
600	0.3890784	0.4397581	0.5413938	0.5623683	0.7731891	0.2228412	0.0631100	0.1213815	1.0000000	0.8900761
650	0.6102368	0.4584879	0.6237290	0.5152691	0.7773994	0.2371866	0.0631100	0.1213815	1.0000000	0.9301532
700	0.7341810	0.4861553	0.6855393	0.5056671	0.7888844	0.2578472	0.0631100	0.1213815	1.0000000	0.9515983
750	0.7819676	0.5130384	0.7197642	0.5117237	0.8048779	0.2773189	0.0631100	0.1213815	1.0000000	0.9654974
800	0.7883214	0.5332420	0.7329602	0.5243534	0.8203566	0.2914450	0.0631100	0.1213815	1.0000000	0.9746543
850	0.7747034	0.5456160	0.7333369	0.5378513	0.8322552	0.2997288	0.0631100	0.1213815	1.0000000	0.9802757
900	0.7539260	0.5515322	0.7274855	0.5490061	0.8399590	0.3034107	0.0631100	0.1213815	1.0000000	0.9834457
950	0.7336793	0.5530853	0.7198505	0.5567735	0.8441561	0.3041075	0.0631100	0.1213815	1.0000000	0.9850536
1000	0.7177448	0.5522003	0.7129153	0.5614086	0.8458923	0.3032162	0.0631100	0.1213815	1.0000000	0.9857253

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.7035439	0.5381578	0.5204015	0.5624517	0.8551203	0.5015205	0.0631102	0.1216984	0.9851403	0.9875347
100	0.6977286	0.4937577	0.3136121	0.5766547	0.8967891	0.7109919	0.0631137	0.1232028	0.9728147	0.9935529
150	0.6711780	0.4147069	0.1966649	0.6041527	0.9314386	0.8091696	0.0631239	0.1249962	0.9675634	0.9972019
200	0.6249712	0.3328111	0.1403807	0.6293736	0.9500988	0.8430724	0.0631373	0.1262872	0.9655856	0.9988046
250	0.5775628	0.2691485	0.1144672	0.6456221	0.9583558	0.8517674	0.0631491	0.1270154	0.9648670	0.9994323
300	0.5419470	0.2273845	0.1025425	0.6542163	0.9615747	0.8527420	0.0631571	0.1273730	0.9646089	0.9996652
350	0.5199852	0.2027221	0.0969989	0.6582079	0.9626920	0.8520253	0.0631618	0.1275337	0.9645166	0.9997487
400	0.5081595	0.1891112	0.0944116	0.6598828	0.9630248	0.8512733	0.0631643	0.1276019	0.9644836	0.9997777
450	0.5024095	0.1819338	0.0932134	0.6605216	0.9630972	0.8507787	0.0631654	0.1276296	0.9644719	0.9997873
500	0.4998415	0.1782707	0.0926687	0.6607394	0.9630968	0.8505000	0.0631660	0.1276406	0.9644677	0.9997903
550	0.4987942	0.1874594	0.2570777	0.6606634	0.9606441	0.6020817	0.0631660	0.1273059	0.9793259	0.9997412
600	0.4993976	0.2490000	0.4427807	0.6571889	0.9405947	0.3627422	0.0631618	0.1257478	0.9916510	0.9988341
650	0.5080671	0.3359994	0.5486053	0.6417880	0.8963362	0.2702047	0.0631504	0.1239470	0.9969020	0.9936008
700	0.5374873	0.4098837	0.6041461	0.6112994	0.8502016	0.2527896	0.0631366	0.1226815	0.9988798	0.9835745
750	0.5913291	0.4604863	0.6398039	0.5772097	0.8243446	0.2592420	0.0631253	0.1219797	0.9995983	0.9765059
800	0.6527504	0.4928211	0.6683291	0.5535396	0.8178652	0.2701110	0.0631179	0.1216394	0.9998564	0.9751140
850	0.7002608	0.5138965	0.6906157	0.5436741	0.8211419	0.2801593	0.0631138	0.1214878	0.9999487	0.9768446
900	0.7258167	0.5281204	0.7050561	0.5432730	0.8273086	0.2882141	0.0631117	0.1214239	0.9999817	0.9793410
950	0.7333757	0.5375711	0.7120083	0.5471396	0.8332424	0.2939904	0.0631107	0.1213980	0.9999935	0.9815521
1000	0.7304718	0.5433420	0.7135852	0.5519534	0.8378712	0.2975836	0.0631103	0.1213878	0.9999977	0.9831865

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.6654375	0.5446842	0.7032866	0.5696026	0.8934486	0.3003642	0.3137296	0.1135552	1.0000000	0.9225001
100	0.6194815	0.5445933	0.6980704	0.6018676	0.9397543	0.3585110	0.5008004	0.1062194	1.0000000	0.8680837
150	0.5627643	0.5432681	0.6836479	0.6336312	0.9636291	0.4723282	0.5682307	0.1028850	1.0000000	0.8471410
200	0.5069270	0.5396835	0.6647894	0.6544492	0.9763992	0.5628419	0.5888344	0.1016318	1.0000000	0.8413103
250	0.4647779	0.5340808	0.6476357	0.6664513	0.9831029	0.6125559	0.5947369	0.1012009	1.0000000	0.8399895
300	0.4376528	0.5276993	0.6348337	0.6729619	0.9863944	0.6343112	0.5963785	0.1010601	1.0000000	0.8397761
350	0.4217786	0.5217773	0.6263679	0.6763134	0.9878986	0.6418496	0.5968285	0.1010156	1.0000000	0.8397832
400	0.4130780	0.5170115	0.6212165	0.6779480	0.9885335	0.6434522	0.5969509	0.1010018	1.0000000	0.8398112
450	0.4085593	0.5135579	0.6182757	0.6786995	0.9887734	0.6430755	0.5969841	0.1009977	1.0000000	0.8398272
500	0.4063292	0.5112499	0.6166848	0.6790212	0.9888474	0.6423076	0.5969931	0.1009964	1.0000000	0.8398329
550	0.4336802	0.5098057	0.6159345	0.6768647	0.9707654	0.6163054	0.3463428	0.1088224	1.0000000	0.9031260
600	0.4587138	0.5090027	0.6168644	0.6669541	0.9503161	0.4909216	0.1592607	0.1161581	1.0000000	0.9592302
650	0.4815790	0.5089268	0.6209467	0.6530927	0.9268629	0.3772473	0.0918432	0.1194924	1.0000000	0.9831913
700	0.5089944	0.5098750	0.6282879	0.6351308	0.8974925	0.3171732	0.0712544	0.1207456	1.0000000	0.9898061
750	0.5443310	0.5120487	0.6389202	0.6130371	0.8695808	0.2919128	0.0653615	0.1211766	1.0000000	0.9887331
800	0.5870211	0.5155319	0.6526090	0.5908762	0.8497970	0.2836677	0.0637246	0.1213173	1.0000000	0.9856323
850	0.6305267	0.5202366	0.6677853	0.5733062	0.8390524	0.2830115	0.0632766	0.1213618	1.0000000	0.9832667
900	0.6669084	0.5257484	0.6819819	0.5622122	0.8349397	0.2855268	0.0631550	0.1213756	1.0000000	0.9822512
950	0.6920243	0.5313679	0.6932012	0.5568227	0.8346676	0.2890435	0.0631221	0.1213798	1.0000000	0.9822493
1000	0.7062047	0.5363792	0.7006941	0.5553015	0.8361749	0.2924159	0.0631133	0.1213810	1.0000000	0.9827646

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.5138812	0.5446866	0.7035660	0.5613932	0.8426821	0.2997286	0.2903999	0.1252957	0.8347502	0.9848864
100	0.3808750	0.5447816	0.7034372	0.5619412	0.8463414	0.3454292	0.4600957	0.1476479	0.6976806	0.9858979
150	0.3333736	0.5447901	0.7029064	0.5669388	0.8651037	0.4439033	0.5213876	0.1800877	0.6392837	0.9899163
200	0.3139967	0.5446255	0.7001043	0.5815753	0.8924390	0.5290129	0.5403605	0.2072669	0.6172888	0.9942142
250	0.2978829	0.5438761	0.6928236	0.6013429	0.9147214	0.5797933	0.5461006	0.2243244	0.6092974	0.9968833
300	0.2803363	0.5419829	0.6816854	0.6187640	0.9284699	0.6043420	0.5479571	0.2333413	0.6064276	0.9982126
350	0.2641428	0.5387874	0.6695845	0.6307575	0.9357203	0.6139176	0.5486347	0.2376137	0.6054010	0.9988111
400	0.2518241	0.5347312	0.6591166	0.6378133	0.9391096	0.6161790	0.5489101	0.2394946	0.6050342	0.9990643
450	0.2437611	0.5305470	0.6513997	0.6415015	0.9404734	0.6154120	0.5490281	0.2402813	0.6049033	0.9991638
500	0.2390694	0.5268563	0.6463548	0.6432162	0.9408702	0.6137680	0.5490790	0.2405984	0.6048565	0.9991974
550	0.3817699	0.5239766	0.6433678	0.6438825	0.9406541	0.5863172	0.3226563	0.2314219	0.7700896	0.9991962
600	0.4819910	0.5219442	0.6417808	0.6434619	0.9357317	0.4710300	0.1530368	0.1958506	0.9071532	0.9989661
650	0.5189472	0.5206435	0.6414357	0.6389911	0.9190319	0.3709087	0.0909640	0.1614108	0.9655480	0.9977726
700	0.5391400	0.5200086	0.6433590	0.6269934	0.8934394	0.3180351	0.0714193	0.1402296	0.9875422	0.9948266
750	0.5644373	0.5202252	0.6491144	0.6086660	0.8685588	0.2951450	0.0655694	0.1295711	0.9955333	0.9906187
800	0.5988038	0.5216650	0.6589987	0.5892616	0.8508013	0.2869722	0.0638444	0.1247590	0.9984030	0.9867151
850	0.6359634	0.5245185	0.6713188	0.5735901	0.8408903	0.2855892	0.0633337	0.1227254	0.9994296	0.9841452
900	0.6679545	0.5285057	0.6834497	0.5634733	0.8367651	0.2872496	0.0631799	0.1219028	0.9997963	0.9829686
950	0.6905767	0.5329556	0.6933243	0.5583146	0.8360889	0.2900316	0.0631325	0.1215800	0.9999273	0.9827729
1000	0.7037925	0.5371345	0.7001021	0.5565909	0.8371109	0.2928621	0.0631175	0.1214560	0.9999740	0.9831003

0	0.7039816	0.5444701	0.7035921	0.5611512	0.8424397	0.2977111	0.0631100	0.1213816	1.0000000	0.9848115
50	0.6559045	0.5395949	0.5586695	0.5632993	0.8541477	0.2937974	0.0911607	0.1335359	0.5828279	0.9848303
100	0.6179661	0.5059319	0.3947650	0.5707760	0.8616133	0.2678250	0.1124515	0.2434025	0.2367964	0.9836563
150	0.5965589	0.4476319	0.3019469	0.5751078	0.8533668	0.2253375	0.1283705	0.4927514	0.0893737	0.9773233
200	0.5876301	0.3883205	0.2583802	0.5686237	0.8286845	0.1858247	0.1938933	0.7405790	0.0338477	0.9589873
250	0.5964715	0.3429567	0.2411563	0.5489282	0.7943091	0.1671423	0.3304241	0.8895517	0.0136735	0.9349006
300	0.6248982	0.3144146	0.2378066	0.5216229	0.7737002	0.2030989	0.4612796	0.9579210	0.0064286	0.9424923
350	0.6613691	0.2996697	0.2413300	0.5071495	0.7960283	0.2921444	0.5437494	0.9849798	0.0038370	0.9670386
400	0.6806751	0.2941482	0.2452895	0.5226247	0.8431571	0.3823353	0.5853687	0.9948004	0.0029111	0.9842526
450	0.6653746	0.2930771	0.2445445	0.5565194	0.8842213	0.4455734	0.6038213	0.9981801	0.0025805	0.9927895
500	0.6215390	0.2924042	0.2384999	0.5893947	0.9103462	0.4816575	0.6113478	0.9993050	0.0024625	0.9965184
550	0.6130438	0.2984514	0.3696382	0.6118873	0.9186593	0.5032528	0.5973995	0.9233988	0.4195924	0.9977028
600	0.5996468	0.3410667	0.5163906	0.6226371	0.9216410	0.5272917	0.4883198	0.6056103	0.7656089	0.9980960
650	0.5826298	0.4015095	0.5950868	0.6276659	0.9241575	0.4963815	0.2818580	0.3477613	0.9130261	0.9983232
700	0.5706787	0.4523766	0.6293541	0.6295338	0.9188198	0.4045870	0.1456312	0.2151748	0.9685503	0.9979411
750	0.5661237	0.4857907	0.6431215	0.6251973	0.9009265	0.3363177	0.0899046	0.1578450	0.9887238	0.9960441
800	0.5735727	0.5049229	0.6504788	0.6127020	0.8773141	0.3033363	0.0712309	0.1350532	0.9959684	0.9924143
850	0.5952971	0.5154199	0.6583993	0.5954626	0.8573535	0.2904427	0.0654987	0.1263989	0.9985600	0.9883453
900	0.6263317	0.5218674	0.6686748	0.5791580	0.8447962	0.2868130	0.0638060	0.1231992	0.9994858	0.9852576
950	0.6576734	0.5269240	0.6799415	0.5673390	0.8386931	0.2872825	0.0633132	0.1220349	0.9998164	0.9835707
1000	0.6824929	0.5315777	0.6900507	0.5605254	0.8367672	0.2894590	0.0631699	0.1216153	0.9999345	0.9830023
