YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0027078	0.5276892	0.3311876	0.9701413	0.5085709	0.9935820	0.9605620	0.7588958	0.2181688	0.8604188
0.0701595	0.2985725	0.5921721	0.7343314	0.5052501	0.9851876	0.9833194	0.4369525	0.2000908	0.9932161
0.2144389	0.5006914	0.3668309	0.9697104	0.5099075	0.9969274	0.9992160	0.9059423	0.3621878	0.5758292
0.0619345	0.2811756	0.5348696	0.8096794	0.5070173	0.9838075	0.9669618	0.3858618	0.1202070	1.0000000
0.0794429	0.4161035	0.5147985	0.9061560	0.6355129	0.9891797	0.9524380	0.5139773	0.2089561	0.8617377
0.0026532	0.4845678	0.3899064	0.8796163	0.5268708	0.9312552	0.7560491	0.2257102	0.1170552	1.0000000
0.0944190	0.4492374	0.4487424	0.9555343	0.5486240	0.9893974	0.9981808	0.7531729	0.2469375	0.7977691
0.2144299	0.4416753	0.4626656	0.9709883	0.5059047	0.9869308	0.9586564	0.6468751	0.2362479	0.6976924
0.2153435	0.4298448	0.4220552	0.8587893	0.6921434	0.9958184	0.9990471	0.8658635	0.3688211	0.5867925
0.2150636	0.2462270	0.5297967	0.8887029	0.6580017	0.9758998	0.9433575	0.3248677	0.1823163	0.9776988
