"Time"	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W
700	0.2826807	0.5953533	0.4575792	0.0662049	0.0844828	0.3979643	1.0939276	0.9001760	0.0028123	0.9131447
750	0.2792929	0.6021564	0.4527724	0.0682582	0.0816047	0.3476619	1.0822080	0.9400141	0.0007842	0.9249556
800	0.2724937	0.6459125	0.4571480	0.0749565	0.0790601	0.3313898	1.2044901	1.0298180	0.0017053	0.9780103
850	0.2662937	0.6013576	0.4612819	0.0490264	0.0828141	0.3068376	1.0663550	1.0509889	0.0012231	1.0888826
900	0.2584898	0.5758991	0.4622731	0.0336692	0.0831806	0.2808973	1.0744651	1.0601266	0.0012231	1.0645313
950	0.3016188	0.7117307	0.4387934	0.0299732	0.1192824	0.3078584	1.0098658	0.9977716	0.0019810	0.9282158
1000	0.3836594	0.6954991	0.4268523	0.0408792	0.1131920	0.3110324	1.0850727	0.9722920	0.0009062	1.0898868

0	0.2050974	0.6208967	0.4596997	0.0529387	0.0877907	0.3555288	0.9193028	0.9588965	0.0011092	1.0836665
50	0.2615253	0.6518680	0.4673009	0.2715245	0.1096849	0.4119466	1.0564920	0.9807483	0.0017929	0.9406113
100	0.2528485	0.5891267	0.6002237	0.5753758	0.0971586	0.3719957	0.9690527	1.0226815	0.0000000	0.8776185
150	0.3005895	0.5987272	0.6478648	0.6978406	0.1660265	0.3573421	0.9510456	1.0275266	0.0003217	0.7952233
200	0.1816216	0.5288911	0.7800051	0.8973941	0.2280228	0.3405874	1.0293920	1.0295898	0.0037984	0.8036878
250	0.2034716	0.5596203	0.8442732	0.9016926	0.2537376	0.2771698	1.0633570	1.0463184	0.0025231	0.8293468
300	0.1938078	0.6410928	0.8817688	0.8439528	0.2641969	0.3255497	0.9959139	1.0891110	0.0000568	0.7778927
350	0.2231426	0.6297336	0.9351799	0.8998237	0.2857217	0.3733076	1.0991542	1.0233056	0.0023056	0.7800045
400	0.2084112	0.5825177	0.8566556	0.8424540	0.2457216	0.3111622	1.0857733	0.9886160	0.0018731	0.7882842
450	0.2384602	0.6414011	0.8510415	0.8904686	0.2899270	0.3330265	1.0739800	0.9932882	0.0014109	0.7713190
500	0.2926363	0.6625754	0.8957172	0.7519204	0.2705886	0.3200905	0.9668552	1.1042037	0.0033714	0.8023721
550	0.2467243	0.5995185	0.8932833	0.5060670	0.2568673	0.3258439	1.0043775	0.9629730	0.0022928	0.9796053
600	0.2288214	0.5715973	0.8922168	0.2729032	0.2064789	0.3265631	0.9779276	1.0348966	0.0005404	0.8801784
650	0.2042855	0.5647756	0.8692103	0.1658418	0.1424306	0.3663704	0.9475001	0.9205527	0.0005777	1.0180845
700	0.1468144	0.5825430	0.7723518	0.0780969	0.1187460	0.3760307	1.1136618	0.9272164	0.0012510	0.9943646
750	0.1620042	0.6598165	0.6318559	0.0504796	0.1058805	0.4085932	1.0597950	0.9453337	0.0005192	1.0361057
800	0.2084909	0.6447681	0.4515851	0.0281152	0.0885153	0.3553150	0.9388930	0.9654316	0.0004989	0.9376791
850	0.2823617	0.6179692	0.4669017	0.0571641	0.0593589	0.3385259	0.9205248	1.0135354	0.0000000	0.8499122
900	0.3041279	0.5529030	0.4744221	0.0755706	0.0613748	0.3173853	1.0786504	0.9444390	0.0001895	0.9583822
950	0.2564639	0.5480679	0.4811302	0.0670047	0.0791110	0.3274137	1.0929984	1.0597289	0.0009885	1.0064984
1000	0.2990743	0.6089882	0.4879766	0.0504831	0.0951074	0.3228027	1.0456118	1.0739507	0.0082734	1.0087338

0	0.2050974	0.6208967	0.4596997	0.0529387	0.0877907	0.3555288	0.9193028	0.9588965	0.0011092	1.0836665
50	0.2425790	0.6572251	0.5515755	0.2616900	0.0800095	0.3278898	1.0462048	1.0682682	0.0002997	0.9948968
100	0.2648074	0.6337702	0.6662245	0.3531816	0.1244094	0.2484666	1.0589039	1.0532147	0.0006252	1.0371116
150	0.2694717	0.5722605	0.7062707	0.5547302	0.1303336	0.3122288	0.9781392	0.9388770	0.0048546	0.9860347
200	0.2399324	0.5010104	0.8076677	0.5857052	0.1657264	0.3842158	1.0202947	0.9940581	0.0011005	1.0849603
250	0.2315003	0.5328513	0.8659770	0.5969088	0.2130486	0.3913419	0.9255064	0.9520156	0.0001371	1.0347869
300	0.1957521	0.5735067	0.8850486	0.5959932	0.2279574	0.4022139	0.9819840	1.0265935	0.0018588	0.9568566
350	0.2543740	0.5913726	1.0046231	0.5408069	0.2748065	0.4069448	1.0783657	0.9477524	0.0017546	1.0379194
400	0.2710111	0.6454350	0.9709316	0.6071723	0.2888186	0.3251874	1.0611537	1.0196071	0.0010163	1.0465359
450	0.2919690	0.6304754	0.9063287	0.6718361	0.2279039	0.3541964	0.9658510	0.9948636	0.0008695	0.9623078
500	0.2602636	0.5979901	0.8688012	0.6346243	0.1731808	0.3391018	1.0299358	1.0044876	0.0013804	0.9171080
550	0.3130488	0.6545048	0.8495730	0.4263193	0.1793871	0.4056126	0.9838347	0.9877971	0.0012959	0.8721077
600	0.2748037	0.6042021	0.7820148	0.1744854	0.1847806	0.3481362	1.1173694	1.0967818	0.0003905	0.9723585
650	0.2426855	0.5423739	0.7575084	0.1102425	0.1365859	0.3901265	1.0826263	1.0507440	0.0000000	0.9451063
700	0.2307350	0.5619696	0.7087675	0.0782211	0.1087582	0.4344360	1.0834212	1.0772328	0.0050377	0.9590308
750	0.2321130	0.6569630	0.6411470	0.0812199	0.0932012	0.2937513	1.0406489	1.1064065	0.0028341	0.9621972
800	0.2420319	0.6484928	0.5624628	0.0685209	0.0827083	0.3891233	0.9398482	1.0738227	0.0015192	1.0663542
850	0.2564001	0.5686340	0.5414408	0.0610031	0.1047037	0.3890745	0.9721801	0.9865794	0.0011122	1.0408587
900	0.2498045	0.5686658	0.4687103	0.0431257	0.0919046	0.3020081	1.0916668	0.9913541	0.0032768	0.8905305
950	0.2362887	0.5861042	0.4574020	0.0414787	0.0797381	0.3174233	1.0164280	0.9938059	0.0093030	0.9777230
1000	0.2825171	0.7007214	0.4903989	0.0390623	0.0549437	0.3383682	1.1305044	0.9863702	0.0000000	1.0484814

0	0.2050974	0.6208967	0.4596997	0.0529387	0.0877907	0.3555288	0.9193028	0.9588965	0.0011092	1.0836665
50	0.1980543	0.5559935	0.5732076	0.0608871	0.3247607	0.1969007	1.0384163	0.9331349	0.0025954	1.0473151
100	0.1918397	0.5099057	0.7370373	0.0525143	0.3509014	0.1574823	1.1093503	0.9523824	0.0045353	1.0915203
150	0.1972544	0.5979013	0.6539730	0.0591561	0.3750689	0.1464261	1.0412786	1.0267918	0.0032029	0.9583938
200	0.2308485	0.6419428	0.6526691	0.0545818	0.4029305	0.1249821	1.0021849	1.0037446	0.0076258	0.9615105
250	0.2536261	0.6275687	0.6745036	0.0770739	0.4796102	0.1699441	0.9287775	0.8827782	0.0028898	1.0551834
300	0.3327975	0.6144172	0.7184594	0.1575752	0.4636455	0.2037528	0.9480716	0.9996656	0.0005850	1.0773879
350	0.3022485	0.6011556	0.8279246	0.1450967	0.3512887	0.1650916	0.9229419	1.0168060	0.0055158	1.0203857
400	0.2454357	0.5978951	0.8652229	0.0842579	0.3460450	0.1963247	0.9607748	1.0013112	0.0047128	0.9861466
450	0.2493175	0.5638935	0.7760794	0.0499747	0.3825772	0.1920233	0.9512237	1.0081389	0.0067310	1.0392469
500	0.2548636	0.6230112	0.7581809	0.0740797	0.4380311	0.1802271	1.0011685	1.0790933	0.0078159	1.0446666
550	0.2667305	0.6633055	0.7728969	0.0863691	0.2700689	0.2540371	0.9982564	1.0970561	0.0012654	1.0135912
600	0.3244831	0.7697846	0.5287508	0.0750118	0.1855467	0.3435078	0.9989588	1.0685127	0.0076837	1.0443340
650	0.3687596	0.7420051	0.5384122	0.0419766	0.1280099	0.3901252	1.0147615	1.0616908	0.0056761	0.9498498
700	0.3515748	0.6950860	0.5731409	0.0787138	0.1317123	0.3739842	1.0007023	0.9589181	0.0033002	1.1152649
750	0.3052879	0.5969201	0.6267237	0.0580002	0.0956554	0.3227319	1.0992598	0.8991670	0.0029724	1.0391921
800	0.3013807	0.6509726	0.4790016	0.0557926	0.1144784	0.3115226	1.1274167	0.9718913	0.0021951	0.9818540
850	0.3286700	0.6077266	0.4310763	0.0253435	0.1107421	0.3496795	0.9629630	0.9733073	0.0013050	0.9622811
900	0.3261897	0.6106025	0.4768807	0.0443348	0.1045401	0.4727932	0.8938308	1.0161992	0.0002471	1.0188162
950	0.2673512	0.5800025	0.4507289	0.0464435	0.1208778	0.4799944	0.9730599	1.0463733	0.0013264	1.0032239
1000	0.2417379	0.5834753	0.4650108	0.0418578	0.1424573	0.3758573	0.9824204	1.0214704	0.0026508	1.0466062

0	0.2050974	0.6208967	0.4596997	0.0529387	0.0877907	0.3555288	0.9193028	0.9588965	0.0011092	1.0836665
50	0.1802360	0.6570049	0.5987534	0.3639160	0.0984351	0.2018860	1.0024295	1.0288418	0.0001134	0.9923724
100	0.2258184	0.6256759	0.7770509	0.5325777	0.1296327	0.1168522	0.9684087	1.0135592	0.0029449	0.9978932
150	0.2317254	0.5881015	0.9796111	0.6695935	0.1371445	0.1197093	0.9632670	1.1063983	0.0010964	0.8636467
200	0.2062038	0.6275666	1.0254367	0.6476301	0.1083428	0.1265450	1.0527941	0.9954181	0.0060245	0.8875559
250	0.2297096	0.7058193	0.9307402	0.7212779	0.1371110	0.1261685	0.9353184	0.9970197	0.0026296	1.0170593
300	0.2623984	0.7298249	0.9506366	0.6979450	0.0893756	0.1664745	1.0105920	1.0496475	0.0026071	1.0181649
350	0.2649083	0.6676364	1.0153483	0.6929370	0.1064182	0.1475842	0.9757150	1.1393863	0.0001328	1.0073974
400	0.2500492	0.6545874	1.0393103	0.7359134	0.1058827	0.1410441	1.0016833	1.0717668	0.0016358	1.0709110
450	0.3128916	0.6884092	1.0374592	0.6973229	0.1374228	0.1322638	0.9304791	0.9390011	0.0015205	0.9703501
500	0.2754930	0.6141692	1.0710083	0.7441998	0.1263157	0.1453998	0.9670430	1.0156339	0.0004423	0.9341766
550	0.3044736	0.6316664	1.0515040	0.4765271	0.1134742	0.2501394	0.9249373	1.0699786	0.0001710	0.9600267
600	0.2648665	0.6135049	1.0142069	0.2590184	0.1500875	0.3653110	0.9567186	1.0303163	0.0018113	0.9702349
650	0.2383428	0.6572955	0.8144297	0.0863365	0.1449121	0.3958718	0.9795246	0.9786081	0.0006854	1.0777823
700	0.2872711	0.7251285	0.6832107	0.0435574	0.1247213	0.4407125	1.0356040	1.0564488	0.0027245	1.0632150
750	0.3315314	0.6931790	0.4971096	0.0326762	0.1081543	0.3788231	1.1457862	1.0394228	0.0005126	1.1139374
800	0.3220797	0.6888733	0.4486719	0.0444050	0.1049692	0.2955723	0.9832959	1.0458037	0.0007210	1.1378180
850	0.3069710	0.6873621	0.4359178	0.0513004	0.1038896	0.2977390	1.0346821	1.0353974	0.0023389	1.0755727
900	0.2698312	0.6258017	0.4571613	0.0483420	0.1055798	0.3959834	0.9789210	1.0076706	0.0036433	0.9924833
950	0.2562796	0.6716602	0.4896804	0.0791097	0.1071557	0.3975500	1.0973326	0.9959925	0.0009560	1.0393626
1000	0.2359269	0.6390071	0.5285063	0.0599748	0.0885282	0.3401029	1.0367439	1.0404208	0.0027255	0.9005001
