"Time"	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C
550	0.5067539	0.1820017	0.6554587	0.3978317	0.4900362	0.7575612	0.0377183	0.6373589	0.5507348	0.2380032
600	0.5477499	0.1624063	0.8849885	0.4030498	0.5925494	0.7896049	0.0107493	0.7682216	0.5693485	0.0998070
650	0.6032407	0.1284150	0.7888532	0.2526248	0.5875297	0.6096393	0.0609296	0.6641959	0.3127054	0.0559122
700	0.4901369	0.1176105	0.8589875	0.2459101	0.4927245	0.8385364	0.0105443	0.6215272	0.2799071	0.0624192
750	0.5739594	0.1354865	0.6898169	0.3229546	0.4530198	0.7273589	0.0072162	0.5342587	0.1896832	0.0875656
800	0.7467208	0.1521365	0.7201026	0.2804174	0.5162437	0.7002103	0.0105269	0.6788995	0.1315878	0.0574567
850	0.4937132	0.1446345	0.7932175	0.2645218	0.5397161	0.7793995	0.0438916	0.5209275	0.1029815	0.0474210
900	0.4834704	0.1189427	0.7715366	0.2934612	0.4259246	0.8403387	0.0573512	0.6965321	0.2062507	0.0995038
950	0.4254806	0.1493755	0.9002279	0.1932966	0.3933889	0.7765072	0.0280064	0.4631117	0.1762108	0.1273785
1000	0.5775429	0.1073604	0.8600003	0.1630172	0.4958870	0.7659141	0.0159208	0.4497762	0.1534451	0.0526531

0	0.5652298	0.1710588	0.8076145	0.3274904	0.3954049	0.7258173	0.0274766	0.5178714	0.0842144	0.0524886
50	0.5394233	0.1326749	0.7093292	0.2665220	0.3712370	0.7532591	0.0167104	0.5841152	0.1638249	0.0608790
100	0.6428863	0.1170087	0.7404365	0.3111403	0.4407533	0.8092625	0.0193203	0.4112804	0.0711047	0.0423338
150	0.4549868	0.1325062	0.6060825	0.2304868	0.5502939	0.7754113	0.0277615	0.5013018	0.0994392	0.0411726
200	0.5119569	0.1652727	0.7683059	0.2606579	0.3425606	0.6121075	0.0354296	0.4281201	0.0962028	0.0244593
250	0.6125016	0.0850141	0.8567674	0.2215969	0.4072062	0.7679808	0.0204677	0.5402150	0.1189493	0.0255979
300	0.4827890	0.1790794	0.8095975	0.2561973	0.4424356	0.6518295	0.0227629	0.5335331	0.1475983	0.0347410
350	0.5896868	0.1170929	0.9045933	0.3295418	0.3198561	0.8929493	0.0206871	0.5388579	0.1216316	0.0519238
400	0.5543489	0.0873997	0.6904949	0.3216522	0.4434897	0.8939051	0.0178352	0.5676862	0.0962760	0.0703349
450	0.4866365	0.1671995	0.7169252	0.3479895	0.4345258	0.7324450	0.0198061	0.4666992	0.1216222	0.0454159
500	0.5315943	0.1015044	0.7247210	0.4025360	0.4496185	0.6399506	0.0132973	0.5264444	0.1237007	0.0519677
550	0.6053229	0.0968899	0.8387627	0.2811828	0.4782380	0.8060059	0.0143370	0.4770056	0.1186435	0.0700923
600	0.5512414	0.0850249	0.7614041	0.2569887	0.5376370	0.7026027	0.0293326	0.4204003	0.1505886	0.0165049
650	0.5257336	0.1425614	0.6223696	0.3493470	0.4106268	0.6396710	0.0399312	0.5736224	0.1280367	0.0385410
700	0.4762059	0.1551760	0.6714103	0.2776990	0.5621930	0.7504346	0.0194610	0.4721445	0.0736761	0.0382690
750	0.5818323	0.1355810	0.7702061	0.3163123	0.4715397	0.6556437	0.0332710	0.4647489	0.0660378	0.0224082
800	0.4536891	0.1385005	0.7456747	0.3221293	0.4692445	0.7869193	0.0298772	0.5541828	0.0918370	0.0320416
850	0.6655001	0.0987567	0.8542639	0.2096410	0.4523766	0.8977916	0.0228560	0.5828043	0.1290394	0.0256683
900	0.5162557	0.1138285	0.6857564	0.2760571	0.3918025	0.8472831	0.0204233	0.6089939	0.0978754	0.0385292
950	0.5216526	0.2128798	0.7881298	0.2225233	0.4868410	0.8297516	0.0103438	0.4581530	0.0925268	0.0238279
1000	0.5258143	0.1671560	0.8401385	0.2810964	0.3373757	0.8828929	0.0055691	0.5599348	0.0510555	0.0246865

0	0.5751348	0.1388174	0.7670980	0.2381907	0.5160046	0.8163021	0.0278893	0.5649384	0.1283187	0.0655891
50	0.5337010	0.2003200	0.7394199	0.3366606	0.4316334	0.3042301	0.0076363	0.5583085	0.2201319	0.1018303
100	0.4197315	0.1353318	0.7992107	0.1881790	0.2697756	0.2043726	0.0053435	0.5840914	0.2739141	0.0833103
150	0.3485295	0.1721123	0.7163145	0.1702430	0.1723633	0.1478454	0.0142065	0.4048955	0.2740591	0.1983767
200	0.5748236	0.2086883	0.5234964	0.1664106	0.1194354	0.1697251	0.0133654	0.3559720	0.3301566	0.1171397
250	0.3827074	0.1251113	0.7505300	0.1578819	0.1076819	0.1604453	0.0106815	0.2833180	0.3115733	0.0596486
300	0.4120803	0.1588441	0.7563130	0.1333531	0.1208715	0.1579872	0.0243598	0.3418478	0.2788988	0.1029577
350	0.5429791	0.1562992	0.6837438	0.1122244	0.0701943	0.1438486	0.0110251	0.3790816	0.3248020	0.1095859
400	0.4288851	0.2397060	0.7187291	0.1192840	0.0891305	0.1406991	0.0197584	0.4797958	0.2809454	0.1541989
450	0.4779639	0.1434484	0.7753920	0.1944261	0.0826454	0.2320130	0.0164846	0.4318634	0.3607978	0.0854706
500	0.3970074	0.1629646	0.8132541	0.1779041	0.0517207	0.2039965	0.0156711	0.4525804	0.3016247	0.0995612
550	0.5442013	0.1425760	0.7585116	0.0964718	0.1623006	0.6350058	0.0190061	0.5562781	0.2141713	0.0265573
600	0.5760878	0.1363967	0.6727510	0.1619657	0.2912975	0.7496413	0.0257159	0.6139521	0.1586036	0.0307262
650	0.6691150	0.1095097	0.7265428	0.1189446	0.2981276	0.8321303	0.0104609	0.4728096	0.1062146	0.0516698
700	0.5411091	0.1621221	0.7472104	0.2024237	0.3538830	0.7232578	0.0017722	0.5966169	0.0875392	0.0397218
750	0.4991526	0.0993263	0.9012247	0.1396374	0.4596305	0.7898666	0.0179894	0.5407178	0.0488520	0.0323152
800	0.5140139	0.1730415	0.8796767	0.2417265	0.3273492	0.7438678	0.0207729	0.5988988	0.1132263	0.0351685
850	0.4770382	0.1323856	0.7711267	0.2144927	0.3815680	0.8795956	0.0091185	0.3882214	0.1555838	0.0738670
900	0.5262013	0.1403051	0.8767200	0.2103370	0.4574628	0.8360749	0.0217760	0.4346393	0.1744984	0.0221956
950	0.7029023	0.1404556	0.8412268	0.1786321	0.3172937	0.7594031	0.0228569	0.4745352	0.0690700	0.0365304
1000	0.4559627	0.0949885	0.7605320	0.2608520	0.3558796	0.7234718	0.0312896	0.5612220	0.0867282	0.0530892

0	0.5560690	0.1516800	0.8148601	0.2611396	0.6024903	0.7540549	0.0156102	0.5284237	0.1184040	0.0505069
50	0.2215325	0.2034301	0.2411790	0.3367858	0.4265444	0.3901793	0.0131234	0.5159798	0.0957249	0.0292834
100	0.1376477	0.4302273	0.1272779	0.1918179	0.3016079	0.2475143	0.0116691	0.6041591	0.1311335	0.0452177
150	0.1263024	0.7770365	0.1493755	0.0740230	0.2688085	0.2572667	0.0185518	0.5346513	0.1156795	0.0207818
200	0.0748325	0.8646960	0.1674540	0.0726803	0.1435449	0.2140659	0.0105130	0.4484881	0.1103324	0.0403012
250	0.0879365	0.8628915	0.1307703	0.0172281	0.1321876	0.2387713	0.0123927	0.4081376	0.1337551	0.0479696
300	0.0154105	0.9400992	0.1678209	0.0273958	0.2361495	0.2436314	0.0139716	0.4582253	0.1378004	0.0331624
350	0.0145859	0.7656511	0.1636821	0.0198468	0.1869107	0.2762838	0.0380759	0.4697184	0.1244349	0.1009903
400	0.0167363	0.8183142	0.2018042	0.0112611	0.1244557	0.2303160	0.0403791	0.4314387	0.0827202	0.0307940
450	0.0385326	0.6196091	0.2648015	0.0353887	0.1012344	0.2037832	0.0071852	0.4921071	0.1117630	0.0310552
500	0.0176322	0.7969684	0.1856283	0.0412674	0.1076594	0.4014000	0.0142129	0.4094777	0.0725758	0.0472281
550	0.1341798	0.7048405	0.6763574	0.0296765	0.1409123	0.7992089	0.0116593	0.5441541	0.1390500	0.0287032
600	0.1591096	0.4687594	0.7178904	0.0257500	0.2177156	0.6217292	0.0147325	0.5593218	0.1050657	0.0455881
650	0.2834386	0.1959489	0.7589315	0.0497644	0.3751435	0.6959355	0.0180902	0.5314124	0.0915934	0.0309957
700	0.3933768	0.1451571	0.6744082	0.0694843	0.3741213	0.8213449	0.0095823	0.5098037	0.0704762	0.0450437
750	0.5016183	0.1109717	0.7036903	0.1686195	0.3940095	0.7373395	0.0147411	0.4658360	0.0374014	0.0286692
800	0.5931554	0.1278895	0.7414627	0.2135288	0.3091110	0.8703221	0.0287034	0.5463544	0.0825714	0.0155014
850	0.4644500	0.1275782	0.7087762	0.1779962	0.3718957	0.8203275	0.0155059	0.4151435	0.1387424	0.0174104
900	0.4707254	0.1052887	0.7296360	0.2420001	0.3901859	0.8536602	0.0113929	0.5389760	0.0918567	0.0773966
950	0.4892106	0.1002612	0.7339816	0.1842577	0.4902279	0.6253689	0.0104388	0.4890225	0.1017473	0.0293034
1000	0.5081219	0.1086908	0.7731512	0.2535791	0.3860968	0.7565222	0.0207151	0.5641204	0.1142011	0.0572661

0	0.6836135	0.1502950	0.8043726	0.3150407	0.5213909	0.8561409	0.0209011	0.4582245	0.1277078	0.0554105
50	0.4731163	0.1529996	0.4925278	0.1744854	0.4525874	0.8289774	0.0382385	0.5710934	0.3409426	0.0336983
100	0.4292603	0.2606687	0.3605827	0.2088262	0.4123213	0.8742062	0.0236206	0.7047205	0.3722077	0.0622353
150	0.3135290	0.4119132	0.3999951	0.2076432	0.4139727	0.8562034	0.0368994	0.6278276	0.3631920	0.0239545
200	0.2865553	0.4229342	0.3262975	0.2166281	0.3941788	0.8013351	0.0216241	0.7537264	0.4494614	0.0396090
250	0.2611875	0.5158712	0.4130267	0.1783361	0.3512325	0.7748127	0.0059435	0.5963616	0.3830907	0.0358218
300	0.3264111	0.4978235	0.4321732	0.1316715	0.2690311	0.8752864	0.0130876	0.6300308	0.4281196	0.0367338
350	0.2633971	0.4794759	0.3906001	0.1191161	0.3808424	0.8699436	0.0044029	0.7227347	0.3637428	0.0237482
400	0.1787697	0.4295090	0.4613408	0.0739190	0.3657466	0.9324544	0.0216063	0.4990498	0.4776443	0.0258850
450	0.2276111	0.6667510	0.4640104	0.0772726	0.4007191	0.6620525	0.0248914	0.7060741	0.5534535	0.0247748
500	0.2347806	0.4608966	0.4029652	0.0912018	0.3871987	0.8461934	0.0035388	0.5543689	0.5235267	0.0324813
550	0.2417209	0.4187191	0.7623768	0.0803060	0.3689744	0.7883673	0.0097111	0.6374541	0.1923933	0.0425709
600	0.2081552	0.2933271	0.9687890	0.0740194	0.3282436	0.8729910	0.0074210	0.6109549	0.0891920	0.0737367
650	0.3299825	0.1705990	0.7687999	0.1073560	0.3594702	0.7019492	0.0275819	0.4979142	0.1233352	0.0431610
700	0.4582580	0.1301911	0.6855668	0.0841986	0.3191331	0.6845404	0.0167764	0.4720995	0.1009899	0.0373838
750	0.5439752	0.2072601	0.7808437	0.1155914	0.3630973	0.7860333	0.0099898	0.5261595	0.1338331	0.0457550
800	0.4239738	0.1811680	0.7744964	0.1714576	0.3343271	0.7076888	0.0196591	0.4874354	0.1077758	0.0466663
850	0.4522593	0.1445950	0.8115228	0.1601232	0.3553784	0.6158527	0.0090878	0.5681292	0.1347255	0.0297688
900	0.4354052	0.1012075	0.7187607	0.1784749	0.3850258	0.7512544	0.0109166	0.5358041	0.1443585	0.0451157
950	0.5508872	0.1287244	0.6922939	0.2203875	0.3912226	0.8220883	0.0375823	0.4840946	0.2297608	0.0726337
1000	0.5897897	0.1620309	0.7949458	0.2149178	0.3059521	0.7915800	0.0145031	0.4642325	0.0825424	0.0438562

0	0.5758962	0.1469350	0.7189540	0.3096973	0.4954955	0.9797689	0.0281115	0.5121477	0.1006101	0.0655747
50	0.4288216	0.1862266	0.3594670	0.2355596	0.6206969	0.6733748	0.0219883	0.4767005	0.3691593	0.2941951
100	0.2818282	0.3667113	0.4261585	0.2776721	0.8012070	0.7849812	0.0249466	0.5724787	0.5584493	0.3612507
150	0.2463605	0.4385226	0.3912829	0.2464822	0.7647087	0.8251042	0.0218789	0.6682485	0.6217664	0.4399307
200	0.2073682	0.4794808	0.3172335	0.1808008	0.8009926	0.8608176	0.0081720	0.8026467	0.6723927	0.4712980
250	0.1815996	0.5953991	0.3942946	0.1508640	0.7995309	0.6268769	0.0213104	0.7139209	0.6360629	0.4045678
300	0.1311643	0.4069975	0.4780814	0.1340968	0.7621391	0.8179940	0.0126434	0.6459020	0.6264647	0.4535412
350	0.1638392	0.5420207	0.3739868	0.1470417	0.7808423	0.7718095	0.0201976	0.5477721	0.5984410	0.3411347
400	0.1787184	0.5753486	0.3431815	0.0915304	0.7943098	0.7695118	0.0344576	0.7338645	0.5676544	0.5373080
450	0.1349039	0.5591773	0.4030595	0.1314460	0.7657910	0.7395490	0.0099543	0.8389051	0.6278934	0.4881982
500	0.1467381	0.5266133	0.4191339	0.0820309	0.7377332	0.8910097	0.0112100	0.7441344	0.6444793	0.4273902
550	0.1757298	0.4772582	0.7162837	0.2050223	0.5702975	0.6625344	0.0231230	0.6542953	0.5581121	0.1934505
600	0.2697991	0.2500958	0.6503999	0.2046559	0.4277303	0.8047899	0.0114192	0.7584389	0.4563231	0.0846240
650	0.2928715	0.1518711	0.6711615	0.1723951	0.3685312	0.7929273	0.0186439	0.5495483	0.3372523	0.0600805
700	0.4097537	0.1208424	0.9087670	0.0895614	0.3828983	0.7740770	0.0082899	0.6018240	0.3305140	0.0678781
750	0.5332779	0.1623219	0.7804046	0.2308472	0.3582588	0.7585551	0.0112098	0.6007222	0.1505646	0.0486096
800	0.5019523	0.0822849	0.7203878	0.1588577	0.3708990	0.7421363	0.0174946	0.4803626	0.0786778	0.0949546
850	0.4666299	0.1006100	0.8412756	0.2173616	0.3590160	0.6688413	0.0337824	0.5253467	0.0871813	0.0214917
900	0.5652505	0.0862035	0.7559489	0.1712203	0.3457623	0.8865295	0.0194645	0.5515029	0.1130546	0.0465882
950	0.5800525	0.1143685	0.7570315	0.2480801	0.3891451	0.7349606	0.0227705	0.4880357	0.0873590	0.0269718
1000	0.5469219	0.0794334	0.9218345	0.2637296	0.3880367	0.8355755	0.0558442	0.5812170	0.0951164	0.0340472

0	0.5713830	0.1763791	0.7739243	0.3020822	0.3902162	0.8912495	0.0319596	0.5006648	0.1182209	0.0422359
50	0.5250431	0.0932657	0.7240884	0.2525582	0.4211690	0.3066975	0.2394780	0.4495402	0.5222979	0.0350365
100	0.4508235	0.1553253	0.7497965	0.2758061	0.2983967	0.2004208	0.2487157	0.6406626	0.6146825	0.0457097
150	0.6481943	0.1060956	0.8520788	0.2771516	0.3241766	0.1938819	0.1433741	0.6791009	0.5348763	0.0504127
200	0.6175395	0.1419475	0.7080176	0.2595224	0.2447458	0.1906473	0.2102768	0.6093999	0.5014826	0.0529055
250	0.6323468	0.1273038	0.8827001	0.2494672	0.1983420	0.1599274	0.1680383	0.4006521	0.6208128	0.0292500
300	0.4981455	0.1287135	0.6972424	0.2187547	0.1247703	0.2349880	0.1897195	0.5178304	0.6065391	0.0381916
350	0.6060909	0.0897102	0.7169062	0.2976995	0.1055752	0.2539459	0.2359600	0.6335192	0.5536758	0.0568444
400	0.7429160	0.0947015	0.7562284	0.2366327	0.1527852	0.2011415	0.2185319	0.6199242	0.4840605	0.0892309
450	0.6049608	0.1493191	0.6776180	0.3205762	0.1168904	0.2807011	0.2357056	0.4752415	0.5775904	0.0801158
500	0.4127924	0.1339851	0.8515779	0.3048526	0.1946048	0.2510942	0.3743279	0.4985629	0.4241844	0.0508655
550	0.5974761	0.1132644	0.8456891	0.2260343	0.2363739	0.6046778	0.0748112	0.6061464	0.2141016	0.0403042
600	0.6773566	0.1234654	0.6774882	0.2550486	0.2618735	0.6720674	0.0277757	0.7428556	0.1482184	0.0279640
650	0.4408147	0.1228551	0.7231237	0.3016666	0.4228774	0.7843319	0.0157215	0.5548903	0.1333078	0.0755190
700	0.5392217	0.1436248	0.7842589	0.1931033	0.3558676	0.7485897	0.0221622	0.5868492	0.0739937	0.0360585
750	0.5742073	0.1147923	0.5973018	0.1668478	0.3350866	0.6952135	0.0095167	0.4855931	0.0856778	0.0706781
800	0.5229613	0.1201551	0.7042437	0.1737034	0.3586407	0.7906871	0.0294652	0.5115102	0.0913781	0.0143898
850	0.5116493	0.1054444	0.8556910	0.2557082	0.4640051	0.6088239	0.0093644	0.4742730	0.1106516	0.0430486
900	0.6504750	0.1485946	0.8204099	0.2454208	0.2667573	0.9073577	0.0111197	0.5002739	0.0687526	0.0399142
950	0.5868202	0.1557357	0.7310625	0.2516591	0.3511774	0.7740816	0.0329617	0.5970050	0.0997337	0.0185820
1000	0.5928308	0.1240195	0.8276992	0.2503891	0.3367951	0.8934423	0.0152930	0.5262513	0.0485197	0.0656212

0	0.5777504	0.1675706	0.7191011	0.3347570	0.4619133	0.8102280	0.0186197	0.4554319	0.1367274	0.0603757
50	0.5048083	0.0670855	0.6380525	0.3170669	0.4485171	0.8499305	0.0346954	0.4987286	0.0872145	0.0357852
100	0.5540242	0.1210634	0.8023256	0.2287416	0.4191798	0.8882829	0.0559160	0.4676184	0.1003570	0.0417743
150	0.6378005	0.0947235	0.8207197	0.2265155	0.3945514	0.8370873	0.0382274	0.5789053	0.0893631	0.0469343
200	0.7067985	0.0961905	0.7979310	0.2580802	0.3152184	0.7384024	0.0667065	0.4670636	0.1404184	0.0304673
250	0.5233931	0.1292713	0.7576884	0.2915030	0.3345361	0.7636941	0.0191817	0.4992777	0.0690144	0.0439778
300	0.6656532	0.1280254	0.7575944	0.3015269	0.3857509	0.6711089	0.0197885	0.5861689	0.0831300	0.0534708
350	0.7224607	0.0856553	0.6374035	0.2809565	0.3954265	0.7347982	0.0128883	0.4726442	0.1311764	0.0220793
400	0.5799626	0.1409537	0.7259706	0.3313985	0.3656663	0.7619782	0.0462937	0.5041819	0.1402728	0.0667337
450	0.6790013	0.1084908	0.7455157	0.2461084	0.4405724	0.7680601	0.0249029	0.6062710	0.1273226	0.0319924
500	0.6227839	0.0868253	0.7523165	0.4413850	0.4139411	0.7219020	0.0313116	0.4762318	0.1746474	0.0643479
550	0.4655752	0.1619452	0.7005112	0.3365574	0.4031515	0.8849238	0.0249522	0.5634485	0.1219628	0.0442579
600	0.5427735	0.1687578	0.8343297	0.2400298	0.3514480	0.9188979	0.0478275	0.4637345	0.1195557	0.0523564
650	0.4536220	0.0964167	0.8628439	0.2550321	0.4872394	0.8479515	0.0244829	0.5811726	0.1403399	0.0430004
700	0.4936043	0.1875574	0.7469047	0.2810834	0.5065996	0.6947697	0.0160044	0.5491113	0.1240774	0.0456130
750	0.4856564	0.1626720	0.7715747	0.3578265	0.4076484	0.8612844	0.0121904	0.6453202	0.1534389	0.0373327
800	0.5973963	0.1495964	0.6815044	0.2279854	0.4422787	0.7505713	0.0280322	0.5134652	0.1442834	0.0250465
850	0.5282225	0.1428449	0.7511175	0.2552500	0.3480558	0.8896196	0.0189232	0.6295851	0.0874181	0.0361265
900	0.6275299	0.2511891	0.6291237	0.2443115	0.3480270	0.7560479	0.0098475	0.4925157	0.0806867	0.0657785
950	0.5466262	0.1603572	0.6344466	0.2384324	0.4275918	0.6403031	0.0251630	0.5624452	0.0776763	0.0344409
1000	0.5685261	0.1014566	0.8506231	0.2147736	0.3616375	0.6638283	0.0185767	0.5095391	0.1206736	0.0402509

0	0.5967283	0.1155904	0.7322590	0.2295182	0.4861296	0.7116100	0.0187148	0.4831738	0.1941271	0.0297769
50	0.4668817	0.1336585	0.3948508	0.4019251	0.7571559	0.5740944	0.0144192	0.3529141	0.0935592	0.0271661
100	0.3713292	0.0908113	0.3478091	0.3432886	0.7624750	0.4655865	0.0272365	0.5339778	0.1065774	0.0446971
150	0.4541068	0.1370035	0.4070532	0.3364980	0.7612266	0.4738228	0.0134463	0.4664693	0.0712423	0.0823592
200	0.5749511	0.1495822	0.2796041	0.4142174	0.7947572	0.5884409	0.0126053	0.4455869	0.1099943	0.0173541
250	0.4697470	0.1368483	0.2668064	0.4162513	0.7758327	0.5897481	0.0072803	0.4940760	0.0682259	0.0428425
300	0.3963651	0.0850825	0.3681545	0.4676554	0.8481979	0.6155257	0.0290191	0.3821144	0.0815071	0.0179280
350	0.4221959	0.1578286	0.3181710	0.3803388	0.7733934	0.4614003	0.0081779	0.5181769	0.0911280	0.0489948
400	0.5262147	0.1647781	0.3110637	0.3801571	0.7687684	0.5254031	0.0106512	0.3927851	0.0868292	0.0634504
450	0.3548368	0.1781901	0.2046336	0.3952140	0.7222231	0.4681031	0.0142478	0.4313008	0.1639034	0.0305047
500	0.5017855	0.2312287	0.2717000	0.3901614	0.7174112	0.5991788	0.0066144	0.5031951	0.1145874	0.0257688
550	0.4217220	0.3990372	0.9494099	0.2677476	0.4729695	0.5796690	0.0104252	0.5117408	0.1034569	0.0563516
600	0.3526750	0.3219394	0.8238150	0.2495734	0.4372716	0.7480778	0.0239413	0.4339962	0.0831681	0.0505520
650	0.3601189	0.1483569	0.7404366	0.1896090	0.4089327	0.8588646	0.0268184	0.5986696	0.1315869	0.0254231
700	0.4706210	0.1710511	0.8218842	0.1579799	0.5359418	0.7562082	0.0222581	0.4158740	0.0932048	0.0491489
750	0.4000185	0.1397101	0.8005794	0.1618007	0.4796918	0.7530492	0.0148636	0.5860929	0.0821207	0.0389286
800	0.4229128	0.1292110	0.7030985	0.2188490	0.5014880	0.7864489	0.0294130	0.5240681	0.1369774	0.0437611
850	0.5563972	0.0799977	0.8431824	0.2024284	0.4038855	0.6030836	0.0352720	0.5607578	0.0999642	0.0527811
900	0.6003603	0.0997133	0.8121241	0.3238930	0.3799682	0.7397589	0.0314280	0.5173552	0.0841010	0.0369693
950	0.5696412	0.1836138	0.7283789	0.2801205	0.5660711	0.6547850	0.0480286	0.5032967	0.0796825	0.0347376
1000	0.6567737	0.1385753	0.7490015	0.1913604	0.4067824	0.7458244	0.0338493	0.4906788	0.0621720	0.0656612
