"Time"	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W
0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.5810340	0.8968573	0.4804188	0.8308447	0.3931718	0.7312061	0.5630297	0.0517454	0.1156016	0.9452335
100	0.5499946	0.9815505	0.4529858	0.7356241	0.2159019	0.7176928	0.4789338	0.0448711	0.1181587	0.9121906
150	0.5734922	0.9464351	0.4230013	0.6286429	0.1195354	0.7359745	0.4188594	0.0448969	0.1321680	0.8956925
200	0.5499267	0.8869454	0.4366697	0.4277324	0.0546567	0.7138110	0.4312199	0.0479650	0.1533690	0.8511163
250	0.4348534	0.8391861	0.4840107	0.1728789	0.0787951	0.5978819	0.4132479	0.0386838	0.1838690	0.9084468
300	0.4195611	0.8550919	0.6306818	0.0897890	0.0708343	0.6240445	0.4411344	0.0360612	0.1428181	0.9453059
350	0.4835378	0.8888902	0.7437252	0.1113537	0.0809323	0.6837794	0.4104363	0.0424235	0.1642736	0.9458697
400	0.5027747	0.9163370	0.7827568	0.0903137	0.0955897	0.6632832	0.4241312	0.0533510	0.1816158	0.8863019
450	0.5389175	0.8856995	0.7534718	0.0943991	0.0938166	0.6789027	0.4270704	0.0506967	0.1757463	0.8694487
500	0.5415599	0.9124181	0.7657374	0.0903998	0.0881343	0.6561834	0.4386577	0.0621549	0.2100017	0.8588228
550	0.5290418	0.9042308	0.8788043	0.1054264	0.1225819	0.6374656	0.8504945	0.0654232	0.2260950	0.9762466
600	0.5585727	0.9938667	0.9413618	0.2540465	0.3248659	0.7029079	0.8235927	0.0572332	0.1509923	1.0487242
650	0.5145097	1.0096883	0.9983792	0.4407404	0.3842499	0.6956935	0.9319060	0.0697472	0.1562108	1.0581893
700	0.4727918	1.0071562	0.8488681	0.5863145	0.5018053	0.7414741	0.9408853	0.0486307	0.1730154	1.0687851
750	0.4836535	0.9988530	0.7634258	0.7556341	0.4624124	0.7284714	0.9766629	0.0448657	0.1757813	0.9877369
800	0.4386848	0.9624553	0.7574352	0.7625493	0.5353144	0.7757885	0.9558132	0.0574506	0.2172805	1.0054838
850	0.4914232	0.9433622	0.6595669	0.7720012	0.4724474	0.7494812	0.9341316	0.0600324	0.1612246	0.9584502
900	0.5799062	0.8606106	0.5672936	0.6985846	0.5185077	0.7445129	0.9974850	0.0642790	0.2549081	1.0014292
950	0.5898021	0.9183945	0.6283576	0.7824494	0.5695605	0.7750511	1.0503340	0.0650754	0.2052607	1.0433346
1000	0.6474677	0.8985474	0.6322492	0.7415589	0.5971574	0.8432953	0.9703884	0.0606411	0.2274294	0.9935199

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.4747918	0.8487491	0.5532606	0.8351330	0.7423142	0.8890217	0.9327213	0.2486374	0.1640382	0.9580156
100	0.4796863	0.9197121	0.5163632	0.8150780	0.8061813	0.8109213	0.7404716	0.3290131	0.1824925	0.9590384
150	0.4118251	0.9456961	0.5252805	0.9743593	0.7408095	0.7576028	0.5573763	0.3466234	0.2008661	0.9544218
200	0.3814829	0.9894518	0.4335632	0.9210060	0.6952625	0.7630620	0.5938553	0.3806453	0.2088054	0.9722251
250	0.3472832	1.0267080	0.5301751	0.8181059	0.7601992	0.7198944	0.4736641	0.3480033	0.1822972	1.0541248
300	0.2932637	1.0499901	0.6029984	0.8807539	0.7053160	0.6868162	0.4810706	0.3740356	0.1900901	1.0246789
350	0.2888653	0.9898361	0.5201380	0.9070427	0.7594386	0.6825366	0.5488539	0.3552427	0.2085519	0.9781003
400	0.3309344	0.9305112	0.5520115	0.9187407	0.7025069	0.6760094	0.5229308	0.3765629	0.1954457	0.9327710
450	0.3192328	1.0163335	0.5565150	0.8946503	0.6523668	0.7385288	0.4864595	0.3591727	0.2280548	0.8888896
500	0.3263752	1.0426033	0.5720989	0.8321479	0.6866573	0.6914258	0.4478040	0.3410918	0.2227543	0.8652218
550	0.4203015	0.9469533	0.5141519	0.8033514	0.2833662	0.6811201	0.5083412	0.1830845	0.2791239	0.9513260
600	0.4730671	0.8800765	0.5738504	0.6895420	0.2004193	0.6385950	0.6557576	0.1035073	0.2439826	0.9247523
650	0.5306135	0.9855867	0.6458423	0.5722207	0.2889734	0.6298527	0.8510944	0.0714040	0.2174957	0.9859415
700	0.6173861	0.8946416	0.7362024	0.6206111	0.4163394	0.7251943	0.9529117	0.0610622	0.2165857	1.0365127
750	0.5917938	0.8498323	0.7610450	0.6238612	0.4427498	0.7653261	0.9614299	0.0534501	0.2289329	1.0040571
800	0.5602052	0.8988735	0.6550466	0.6289333	0.5441474	0.7383522	0.9635296	0.0592644	0.2059692	0.9567384
850	0.5594217	0.9921011	0.5869832	0.7750919	0.4809945	0.7924678	0.9527361	0.0565088	0.2369668	0.9590259
900	0.6262683	0.9573105	0.5832685	0.8067072	0.5763192	0.8202301	0.9617016	0.0611225	0.2552580	1.0070950
950	0.6009177	0.9748439	0.5427133	0.8154234	0.5621880	0.7940465	0.8974158	0.0594150	0.1986388	0.9599446
1000	0.6126806	0.9105600	0.6209738	0.8305004	0.5303517	0.8195173	0.9663155	0.0640357	0.1617016	0.9686067

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.5956919	0.8265003	0.5349705	0.8497164	0.5628862	0.8653474	1.0787541	0.0448490	0.2283842	0.5180266
100	0.5977570	0.8509055	0.5130739	0.8507749	0.5317749	0.8911851	0.9788914	0.0433212	0.4957464	0.3599361
150	0.5727452	0.8499514	0.5137240	0.8784331	0.5702544	0.8986164	0.9116297	0.0981352	0.6489634	0.3199250
200	0.5825288	0.8544360	0.4608811	0.8442127	0.4797063	0.8479965	0.8591851	0.2337790	0.7092044	0.3411668
250	0.6423214	0.8745282	0.5644670	0.8054916	0.5067092	0.8183070	0.7700385	0.3772412	0.7639503	0.2925270
300	0.6458258	0.8887797	0.5912097	0.7398449	0.2560733	0.8008490	0.5940225	0.4103170	0.8097731	0.3636884
350	0.6215031	0.7396936	0.6247407	0.6078826	0.1906637	0.7396508	0.4908293	0.4198094	0.7011513	0.3155507
400	0.6602238	0.9200286	0.6962717	0.4505087	0.1141342	0.7183158	0.5172420	0.4313877	0.7391205	0.3045132
450	0.5790081	0.9316861	0.6978944	0.3163486	0.1313850	0.6221427	0.4630735	0.3980502	0.7954966	0.3016451
500	0.5201413	0.8322457	0.8174904	0.2716306	0.1045026	0.6819200	0.4410711	0.3959707	0.8250030	0.3624119
550	0.5739742	0.9942546	0.8721415	0.1918651	0.0904588	0.6250849	0.4850877	0.3920998	0.6608437	0.7552754
600	0.5269346	1.1190579	0.9877057	0.1561627	0.1098963	0.5960927	0.3720245	0.3291170	0.3549386	0.9384378
650	0.4949814	1.0323786	0.8922707	0.1468134	0.1059205	0.6627273	0.4977490	0.1900312	0.2014558	1.0175319
700	0.5622715	0.9533181	1.0133304	0.1252951	0.1460229	0.6846339	0.5980332	0.1102655	0.1736616	1.0442510
750	0.5877341	1.0306081	1.0374454	0.1757009	0.2355249	0.6769131	0.7595790	0.0785094	0.1610672	0.9593550
800	0.5673355	1.0046465	0.9742209	0.3778093	0.3760218	0.6973262	0.8804760	0.0745687	0.1783817	0.9634918
850	0.5676435	1.0635700	0.9656217	0.5602081	0.3914856	0.7748233	0.8263512	0.0428833	0.1873421	0.9811356
900	0.5326250	0.9839549	0.8800300	0.6651995	0.4009349	0.7521218	0.8749338	0.0370344	0.1960372	0.9993210
950	0.5337914	1.0340766	0.7602312	0.7240607	0.4779693	0.7300107	0.8814784	0.0375804	0.1659163	1.0384400
1000	0.5515789	1.0459788	0.7090998	0.7488817	0.4870384	0.7445595	0.9382575	0.0505492	0.1284103	1.0457854

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.5386560	0.8315224	0.5497729	0.8290435	0.5962846	0.7366037	0.9277527	0.0529964	0.1277287	0.9341722
100	0.4791523	0.8336502	0.6052008	0.8416391	0.4668268	0.7639190	1.0096169	0.0522066	0.0929329	0.8590062
150	0.4683818	0.8679465	0.5570953	0.9671824	0.5499820	0.7520238	0.9695621	0.0613028	0.1306794	0.9141144
200	0.3532839	0.8653223	0.4714186	0.8254616	0.5258351	0.7761892	1.0709028	0.0514538	0.1616818	0.9107602
250	0.3455969	0.8708895	0.4522376	0.8265337	0.5628483	0.7833404	1.0673434	0.0656072	0.1562080	0.9982829
300	0.3391887	0.7921560	0.4721815	0.9556928	0.5761623	0.8862855	0.9587166	0.0319511	0.1417636	0.8847082
350	0.3977213	0.7886790	0.4060486	0.8918588	0.4751921	0.8892155	1.0513830	0.0342659	0.1148372	0.9240054
400	0.4455021	0.7560610	0.4659808	0.9463332	0.5972072	0.8299494	1.0265964	0.0423927	0.1412286	0.9412885
450	0.4337512	0.7503024	0.3904171	0.9599971	0.6212890	0.8453704	1.0236012	0.0361745	0.1380738	0.9007831
500	0.4851054	0.7440783	0.4318149	0.9441064	0.5975934	0.8203929	0.8993387	0.0501202	0.1326568	0.8704843
550	0.6081007	0.7956949	0.4538677	0.9020315	0.5546802	0.8341873	0.9298035	0.0533521	0.1701240	0.9537683
600	0.6704661	0.8242004	0.5126938	0.8292314	0.5529980	0.8251028	1.0665218	0.0654455	0.2416066	1.0799856
650	0.7082856	0.8711722	0.5275087	0.8808387	0.5782791	0.7533062	1.0199141	0.0549697	0.1681961	1.0662751
700	0.6785527	0.8432529	0.5649134	0.8391089	0.5737566	0.7935687	0.9355322	0.0595964	0.1484049	1.0857395
750	0.6773520	0.8697099	0.5584419	0.8447536	0.5578413	0.7351504	0.8711019	0.0567333	0.1644770	1.0521067
800	0.6889720	0.8829982	0.5536554	0.8731733	0.5130129	0.8016759	0.9636768	0.0483301	0.1991211	0.9658515
850	0.6453757	0.9055420	0.5162752	0.8517539	0.6083206	0.7204339	0.9457216	0.0534866	0.1917711	1.0503512
900	0.7177434	0.9331790	0.4826633	0.8562421	0.5940435	0.7907882	0.9659811	0.0533600	0.1653448	1.0529365
950	0.6300786	0.9010023	0.5348114	0.8901492	0.5468195	0.7797756	0.9548491	0.0509010	0.1606570	0.9204124
1000	0.6279500	0.8259109	0.5022932	0.7853582	0.4848522	0.8036312	0.9329723	0.0430759	0.2351787	0.9470823

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.6353454	0.8717429	0.5653675	0.8037654	0.5896721	0.4456320	0.9701841	0.0481476	0.0840061	0.9111204
100	0.5688363	0.9365749	0.5110936	0.8219607	0.5100686	0.2658027	0.9747368	0.0369074	0.0310785	0.9696184
150	0.6038784	0.9157224	0.5655906	0.7831027	0.5012860	0.1777104	0.9429476	0.0376148	0.0384879	1.0205648
200	0.6185652	0.9044482	0.5262173	0.7363323	0.4877354	0.1503212	0.9305802	0.0424875	0.0381003	1.0231992
250	0.6820169	0.9703629	0.5930158	0.7296598	0.5295969	0.1375267	0.9564768	0.0380804	0.0394897	0.9195717
300	0.6842109	0.9570215	0.5972144	0.7850001	0.5706119	0.1313921	0.9564514	0.0342850	0.0319211	0.9723095
350	0.6061491	0.9688541	0.6081910	0.8403328	0.5617107	0.1129749	0.8979034	0.0602722	0.0334071	0.9513057
400	0.5696493	0.9273181	0.5062586	0.8322376	0.5161944	0.1505649	1.0266860	0.0284081	0.0211967	1.0535005
450	0.6021007	0.9437314	0.5230273	0.7343103	0.5735031	0.1637420	0.9974815	0.0441870	0.0212954	0.9988721
500	0.5951532	0.8923634	0.5727613	0.8099035	0.5461867	0.1740330	0.9664040	0.0362363	0.0303662	0.9273340
550	0.5328842	1.0035645	0.5680254	0.7916857	0.5180213	0.4778843	1.0037390	0.0569901	0.1622007	0.9599772
600	0.5075212	0.9877130	0.5707340	0.7931564	0.4410785	0.6546844	0.9303028	0.0400343	0.1974280	0.9990179
650	0.5090969	0.9268972	0.5817735	0.7708745	0.4693461	0.7312972	1.0201662	0.0485557	0.1951282	0.9501145
700	0.5167032	0.8625294	0.5697843	0.8124508	0.5077751	0.7579848	0.9991712	0.0408940	0.2030100	0.9657256
750	0.5492234	0.9275553	0.5889478	0.7398155	0.5641677	0.7618910	1.0069949	0.0515906	0.1732953	0.9609226
800	0.5782049	0.8999928	0.6140976	0.7277346	0.5379579	0.7782697	0.9848649	0.0550689	0.1921862	0.9056948
850	0.5948458	0.9710557	0.6233922	0.7720514	0.5698725	0.8221741	0.9698141	0.0477020	0.2069580	0.9444663
900	0.5869207	0.9034108	0.5458938	0.8337328	0.5344168	0.7928096	0.9886646	0.0623562	0.1987382	1.0241300
950	0.6074461	0.9382299	0.4808354	0.8200164	0.5227380	0.7959681	0.9010936	0.0495357	0.1873672	1.0135118
1000	0.6196710	1.0197363	0.5421615	0.8660122	0.5737017	0.8314688	0.8891082	0.0604303	0.1588602	1.0123009

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.4489088	0.9337286	0.5174634	0.8111870	0.6034790	0.4040856	0.9646760	0.0712266	0.0730522	0.9679830
100	0.3977793	0.9584465	0.5391055	0.7913600	0.6369444	0.1726787	0.9965113	0.0619264	0.0583062	1.0107793
150	0.3911685	0.8555355	0.5230839	0.8600668	0.5372857	0.1272638	0.9216176	0.0470698	0.0356941	1.0509551
200	0.3171196	0.8112298	0.5564155	0.7744465	0.5372344	0.1228651	0.9169830	0.0510596	0.0468580	0.9870613
250	0.3065223	0.8895040	0.5164191	0.7756452	0.4592309	0.1168305	0.9288391	0.0497354	0.0570922	0.9672327
300	0.2855363	0.9503865	0.5666612	0.7766819	0.4187983	0.0951084	0.8892606	0.0634216	0.0473517	0.9616097
350	0.2901523	0.9556199	0.5017310	0.8076640	0.4675545	0.0773005	0.9747249	0.0544086	0.0594634	0.9754256
400	0.2502436	0.9295933	0.5901004	0.7946265	0.5568353	0.0864641	0.9821080	0.0559145	0.0662340	1.0989155
450	0.2962826	0.8453246	0.5460203	0.8332966	0.6241105	0.1128816	0.9616519	0.0468583	0.0367484	1.0091318
500	0.3139010	0.8549548	0.5685084	0.8539408	0.5806346	0.1163805	1.0084661	0.0541650	0.0456179	0.8981111
550	0.3865738	0.9505524	0.5192216	0.8716605	0.5712685	0.5172391	1.0550210	0.0563647	0.1533243	0.9690107
600	0.4773078	0.8469289	0.5587646	0.9004237	0.6604562	0.6492341	0.9978785	0.0868306	0.1851704	1.0137502
650	0.5570023	0.9381397	0.5349114	0.8313843	0.6706450	0.7755262	1.0094168	0.0543994	0.1770554	0.9930565
700	0.6899254	0.8609308	0.5735414	0.8542213	0.5511718	0.7290057	1.0208471	0.0552295	0.1916073	0.9816993
750	0.6578989	0.8628426	0.5502533	0.8584761	0.4817197	0.7644773	0.9415912	0.0712506	0.1996489	0.9845347
800	0.6610401	0.9238348	0.5499946	0.7251870	0.4514350	0.7859610	0.9897638	0.0623920	0.1508443	0.9849047
850	0.6374502	0.9267566	0.6100595	0.7130724	0.5099395	0.7833903	0.9986724	0.0542669	0.1956424	1.0320587
900	0.5697038	0.9296994	0.5919055	0.7802359	0.4887992	0.8979520	0.9921586	0.0736686	0.1858413	1.0435540
950	0.4963277	0.9313485	0.5708415	0.8178134	0.4498948	0.8615125	0.8530776	0.0596855	0.1957625	1.0184802
1000	0.4584519	0.8514449	0.5119591	0.7463992	0.4508418	0.8341097	0.8731939	0.0535046	0.1631555	1.0108432

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.5537728	0.8904250	0.4843261	0.8545882	0.4155836	0.7288395	0.5018796	0.4141283	0.2072139	0.9772530
100	0.5479955	0.8604188	0.4924170	0.8116309	0.2543190	0.7400932	0.3549053	0.5618566	0.2042452	0.9448444
150	0.5884329	0.8675526	0.4973754	0.6369069	0.1183130	0.6495090	0.3066248	0.5828935	0.1794388	0.9916705
200	0.5773697	0.8293765	0.5470737	0.3939037	0.0596192	0.6339340	0.1835212	0.6431401	0.2351321	0.9305172
250	0.6288552	0.8558209	0.6362342	0.2356065	0.0386336	0.5723422	0.1845372	0.6359641	0.2062469	0.9754515
300	0.6757458	0.9062033	0.8357270	0.1240559	0.0262032	0.5007337	0.1223582	0.6397977	0.1914184	0.9043523
350	0.6264705	0.9597305	0.8807941	0.0723618	0.0215167	0.4924963	0.1240797	0.5763035	0.2199514	0.8935377
400	0.5628260	0.9924800	0.9162255	0.0409691	0.0217771	0.4770901	0.1413519	0.5507764	0.1883072	0.9842550
450	0.5495359	0.9802429	0.8220888	0.0297886	0.0231427	0.4765832	0.1706803	0.5695758	0.1954943	0.9649031
500	0.5714796	1.0002460	0.9439962	0.0171794	0.0128857	0.4925167	0.1445187	0.5442265	0.2065025	0.9600503
550	0.4541222	0.9594934	0.8935252	0.0178505	0.0279547	0.4824540	0.3734369	0.2477207	0.1657035	0.9994018
600	0.5096140	0.9150876	0.9406666	0.0068112	0.0855448	0.6050733	0.5022845	0.1207944	0.1377636	0.9770477
650	0.5486421	0.9677048	0.9789353	0.1142190	0.1928781	0.6111224	0.6834410	0.0915259	0.1833602	1.0450922
700	0.6067016	0.9488725	0.9017588	0.2449836	0.3135551	0.6372109	0.8267365	0.1003141	0.2154423	1.0096794
750	0.5880806	1.0002001	0.9357130	0.4652700	0.4357985	0.7255392	0.9498786	0.0770259	0.2255022	0.9339199
800	0.4966443	1.0106813	0.9218951	0.6333376	0.4553244	0.7844494	0.8739067	0.0561307	0.2095059	0.9927587
850	0.5615170	0.9682710	0.7391176	0.6906747	0.4408211	0.8109281	1.0165224	0.0539777	0.1915334	1.0839217
900	0.5650659	0.9525585	0.7568761	0.7428037	0.4399229	0.8005579	0.8775077	0.0682225	0.1804228	1.0952324
950	0.6070662	0.9532536	0.6763858	0.6913666	0.4335276	0.8057357	1.0241534	0.0398874	0.1664855	1.0384042
1000	0.6448847	0.9193880	0.6435783	0.7443592	0.4880758	0.8436791	0.9086061	0.0593500	0.1470245	0.9455481

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.4116127	0.9213827	0.5840850	0.8264736	0.5207771	0.8359426	1.0004940	0.0501732	0.0569925	0.9569487
100	0.3643179	0.8797955	0.5114457	0.7704356	0.5431401	0.8129257	0.9692090	0.0357162	0.0455580	0.9969682
150	0.3338004	0.9284795	0.5315456	0.8044891	0.4934743	0.8041623	0.9186837	0.0487725	0.0231296	1.0485117
200	0.3101386	0.8473906	0.5050398	0.9578838	0.4229940	0.8038820	0.9031491	0.0555122	0.0149847	1.0193585
250	0.3739812	0.8750929	0.5190651	0.8129668	0.5042113	0.7836270	0.8977515	0.0528375	0.0157276	1.0584760
300	0.3891761	0.9136784	0.5833271	0.8192923	0.5609140	0.8334876	0.9716772	0.0667306	0.0178637	0.9534139
350	0.3389108	0.8637471	0.5541994	0.8488939	0.5314261	0.8133484	0.9494461	0.0745658	0.0283501	0.9655987
400	0.3315904	0.7689223	0.5202772	0.7846940	0.5756791	0.8096757	1.0070426	0.0623551	0.0113119	1.0300916
450	0.3667893	0.8256643	0.4797667	0.7962548	0.5401789	0.8717722	0.8944812	0.0602244	0.0247308	1.0532111
500	0.3042453	0.7919498	0.6021547	0.8015235	0.4925189	0.8018778	0.8786945	0.0411359	0.0128203	0.9778322
550	0.4544918	0.8708805	0.5549614	0.8429227	0.4771076	0.8327973	0.8857562	0.0444933	0.1268198	1.0103024
600	0.5399047	0.8477300	0.5772349	0.8088336	0.5564905	0.8696615	0.9532284	0.0605564	0.2303504	1.0464298
650	0.5496889	0.8493728	0.5234280	0.7288979	0.5509809	0.8560970	0.9304282	0.0586620	0.1699383	1.0549297
700	0.6129603	0.8843680	0.5088316	0.7422367	0.4931544	0.9131976	0.9534588	0.0660374	0.1794323	1.0092301
750	0.6113284	0.8626281	0.6191459	0.8156680	0.4861305	0.8822086	1.0008115	0.0747228	0.2294632	1.0268643
800	0.6252287	0.9009235	0.5476778	0.7784037	0.4409433	0.9061631	0.9570596	0.0612258	0.1576418	0.9704607
850	0.5951482	0.9311479	0.5707366	0.7522279	0.4486863	0.8593031	0.7976467	0.0662861	0.2026242	0.9619093
900	0.5812340	1.0149347	0.6089745	0.7328826	0.3738449	0.7949491	0.8800065	0.0591962	0.2310316	0.9740288
950	0.5337222	0.9432133	0.5095187	0.7024650	0.4590258	0.8210514	0.9216880	0.0578565	0.2075940	1.0068829
1000	0.6006708	0.9470215	0.5683912	0.7523316	0.5756712	0.8494392	1.0060448	0.0683601	0.1667385	1.0128738

0	0.6479943	0.8392950	0.5711686	0.7774328	0.6320712	0.8498704	0.8978061	0.0376397	0.1936101	0.9506960
50	0.5581523	1.0561861	0.6590324	0.8826778	0.5813818	0.5321569	0.8389091	0.0607216	0.2568318	0.5846777
100	0.4868002	1.0377889	0.5671103	0.9097533	0.5445200	0.4108198	0.7286709	0.0566005	0.4280987	0.5322096
150	0.4003371	1.0288599	0.5182953	0.8968544	0.4763723	0.3346041	0.7842157	0.0762255	0.5890905	0.4108263
200	0.4188679	0.9193772	0.5080022	0.8905455	0.5000676	0.3010400	0.7970981	0.1323606	0.5638016	0.3881069
250	0.4542706	1.0362883	0.5056108	0.8763522	0.5503063	0.3329173	0.8356271	0.1675940	0.6586073	0.3272652
300	0.4864450	0.8815107	0.5329341	0.8612580	0.4995716	0.2998609	0.7216331	0.2027646	0.6952548	0.3222713
350	0.5374633	0.8986383	0.4899476	0.8545390	0.4679034	0.2763631	0.6685828	0.2916110	0.7491850	0.3545727
400	0.5043464	0.9019959	0.5000761	0.8481866	0.4670355	0.2878128	0.6051774	0.3272516	0.7310416	0.3323793
450	0.5213968	0.8745326	0.4799506	0.8402269	0.4096592	0.3193233	0.5869722	0.3966355	0.7984991	0.3074857
500	0.5753407	0.9359931	0.4927387	0.8765049	0.3627225	0.3262552	0.4915005	0.4857586	0.8282073	0.3471484
550	0.6157337	0.8779481	0.4891152	0.7458314	0.1968033	0.5728675	0.4406570	0.4743508	0.6525704	0.7442005
600	0.6431990	0.8421151	0.5310502	0.6348443	0.1621785	0.6015009	0.4028318	0.3697255	0.3891049	0.9243910
650	0.6723490	0.8151698	0.5831393	0.3706845	0.1040417	0.5888559	0.4607131	0.2059061	0.2538077	0.9981565
700	0.7271070	0.8575350	0.6868865	0.2361752	0.0899659	0.5733011	0.5072749	0.1389126	0.1935146	1.0238002
750	0.7003289	0.9212917	0.8158625	0.1689338	0.1289295	0.6437325	0.6112452	0.0967497	0.1884925	0.9705627
800	0.6995853	0.9497085	0.9611545	0.1861960	0.2139118	0.7617664	0.7713814	0.0657759	0.2022103	1.0239548
850	0.5677760	0.9517482	1.0075364	0.3111188	0.3694772	0.7445605	0.8512796	0.0607221	0.1666727	0.9988225
900	0.5632334	1.0270743	0.9424492	0.4858572	0.4592878	0.7585444	0.8951477	0.0601687	0.1855842	1.0830804
950	0.5595112	0.9509055	0.8450524	0.6828698	0.4442417	0.7769946	1.0082082	0.0508054	0.1912883	1.0494098
1000	0.5360002	0.9922773	0.7318966	0.6731884	0.5682257	0.7915236	0.9851335	0.0553564	0.1725298	1.1000578
