YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.1411797	0.9616956	0.6934785	0.2083738	0.3999378	0.6549010	0.5656393	0.8805816	0.4783891	0.9835427
0.3275200	0.5316158	0.7036541	0.2090798	0.4564009	0.6457598	0.5338755	0.9948470	0.4645411	1.0740679
0.4837239	1.0668788	0.3098109	0.2511237	0.3767727	0.6741410	0.5252441	0.8040734	0.4290994	0.9490604
0.3965441	1.0276281	0.5271154	0.0994614	0.3618127	0.5591724	0.5398972	0.8199993	0.3722867	0.9947193
0.2232325	0.9871507	0.9202477	0.6265249	0.2025577	0.6768627	0.5955445	0.9653920	0.5061940	0.9567428
0.3958920	1.0427078	0.9373510	0.7034889	0.1934734	0.3844234	0.5781804	0.5840037	0.2567948	1.0647050
0.3497490	1.0745288	0.9447413	0.6771027	0.2022195	0.4001549	0.3664797	0.6519965	0.2517330	0.9711326
0.2811498	1.0151138	0.5595961	0.1609661	0.4356206	0.7391273	0.6912032	0.4862584	0.4840145	0.9762199
0.4317421	1.0453652	0.5905288	0.1753673	0.6110394	0.6560658	0.5725613	0.6902437	0.3076799	1.0066416
0.2813373	0.9593480	0.7920818	0.2936666	0.3540113	0.5677067	0.4701314	0.8380980	0.4302967	0.5503848
