"Time"	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C

0	0.9794951	0.9396738	0.9975747	0.9975815	0.0552743	0.0479071	0.0762842	0.3065443	0.9659625	1.0129917
50	0.9627013	0.9163210	1.0393435	0.9684131	0.0779446	0.1452993	0.0568286	0.3027203	0.6417950	0.9168726
100	0.9396024	0.8953652	0.9778099	0.9139158	0.0592196	0.2254560	0.1007625	0.3460647	0.4565511	1.0064494
150	0.9400589	0.9295708	1.0492936	0.9389264	0.0762670	0.3606616	0.1321215	0.5124925	0.3914482	1.0060402
200	0.9321961	1.0593105	0.9721653	0.8853078	0.1295321	0.2884593	0.3419363	0.7027799	0.3641071	0.9757877
250	0.9898790	0.9579798	0.9532357	0.7892929	0.2019973	0.4890741	0.6395378	0.7847143	0.3840878	0.8750154
300	0.8845884	0.9814724	0.8916684	0.7180016	0.2989619	0.7740134	0.6614283	0.9031265	0.3522540	0.7617414
350	0.9144950	0.9819544	0.8561454	0.6203270	0.3773215	0.8534082	0.7498948	0.8315174	0.3653849	0.5864520
400	0.9293361	0.8465012	0.8902626	0.5760648	0.3914994	0.8685513	0.8017735	0.8698489	0.3517179	0.4645438
450	0.9641918	0.8214890	0.9487383	0.5707911	0.3884714	0.9223613	0.7894746	0.8561052	0.3547550	0.3568562
500	1.0221605	0.8416761	0.9901708	0.5077762	0.4545964	0.9536993	0.7400405	0.9029358	0.3055101	0.3540631
550	0.9708498	0.7861074	0.9322745	0.5914524	0.5170785	0.9057315	0.7831194	0.9410227	0.4656546	0.3625410
600	1.0675304	0.7530923	0.9569663	0.5109350	0.5613170	0.7593424	0.8032438	0.8457551	0.6490069	0.3321273
650	1.0280699	0.6775311	1.0275246	0.5586150	0.4363676	0.7391598	0.6587641	0.6392946	0.6767817	0.3886297
700	0.9222890	0.6956025	1.0601256	0.5964152	0.3190239	0.7113082	0.4738263	0.6192408	0.8553404	0.4883241
750	0.9234944	0.7753340	0.9590706	0.6602811	0.2502581	0.6573405	0.3365799	0.5082238	0.8277615	0.6838008
800	1.0983679	0.8538846	1.0307519	0.9094193	0.1374519	0.4624617	0.2402963	0.3910147	0.8199077	0.9107085
850	1.0055716	0.9005217	0.9950460	0.8548082	0.1102615	0.3250611	0.1047091	0.2655477	0.8614750	1.0304457
900	1.1003844	0.9470333	0.9669164	0.9147868	0.0793911	0.1633463	0.0580341	0.2445975	0.8142076	1.0032443
950	0.9863984	1.0072204	0.9970920	0.9544308	0.0438525	0.0690057	0.0501980	0.3095525	0.8155641	1.0527365
1000	0.9221596	0.9333943	0.9919527	0.9057017	0.0622699	0.0590521	0.0525000	0.2974825	0.8630371	1.1118459

0	0.9794951	0.9396738	0.9975747	0.9975815	0.0552743	0.0479071	0.0762842	0.3065443	0.9659625	1.0129917
50	0.9462004	0.9607726	1.0297546	0.9053913	0.3628772	0.0526394	0.0353517	0.2658521	0.7703947	1.0458031
100	0.7940901	1.0058403	0.9445812	0.9576816	0.6274714	0.0556242	0.0475931	0.2686864	0.7545919	1.0611109
150	0.7812062	0.9773505	1.0334848	0.9338249	0.6818273	0.0375993	0.0676500	0.3128575	0.7429078	1.0201467
200	0.7219730	1.0137323	1.0298360	0.9775473	0.7942563	0.0430202	0.0501099	0.2594642	0.8569942	1.0002992
250	0.6999569	0.9201458	0.9321009	0.9136782	0.7276683	0.0473710	0.0458944	0.2201774	0.8598620	0.9763308
300	0.7071355	0.9704434	0.8704419	1.0057803	0.7587009	0.0868708	0.0504759	0.1762384	0.9059402	0.9208774
350	0.7269367	1.0341940	1.0386024	1.0292582	0.6926463	0.0693907	0.0367911	0.2119178	0.8808016	0.9873348
400	0.7215430	0.9932156	1.0153056	0.9813160	0.6576598	0.0557482	0.0252307	0.1915940	0.8519674	1.0434682
450	0.7322065	0.9035371	0.9363817	0.9619618	0.7222858	0.0533511	0.0277166	0.1476818	0.7682814	1.0266864
500	0.7141282	0.8187875	0.9454418	0.9689805	0.7354926	0.0557249	0.0205580	0.1641905	0.8350386	1.0317000
550	0.8046630	1.0424611	0.9338654	1.0162394	0.5095017	0.0441480	0.0290663	0.2471688	0.7893477	1.0671749
600	0.9232970	0.9868857	0.9003942	1.0318239	0.2858731	0.0704622	0.0687916	0.2893952	0.8781024	1.0524462
650	0.9269684	0.9504486	0.9734995	1.0138584	0.1292684	0.0639873	0.0816958	0.2717867	0.9818565	1.1699441
700	0.9232798	0.9711722	1.1610547	0.9646890	0.0762430	0.0581121	0.0561736	0.2832501	0.8437187	1.0500707
750	0.9844578	0.9717352	1.1033378	0.9785710	0.0922619	0.0658974	0.0593034	0.2619814	0.8160234	1.0695930
800	0.9410839	1.0237102	1.0454271	1.0964142	0.0761853	0.0693274	0.0460715	0.2649438	0.8712646	0.9596136
850	0.9919950	1.0372333	1.0614181	0.9527495	0.0457104	0.0796630	0.0448391	0.3296534	0.7787250	1.0529581
900	0.9427652	1.0061043	0.8829247	0.9908293	0.0485093	0.0587525	0.0822095	0.3350225	0.7345216	1.0687690
950	1.0954424	0.9916536	1.0076128	0.7981496	0.0365042	0.0476183	0.0763775	0.3051549	0.8107575	1.0452735
1000	1.0569457	0.9554179	0.9576128	0.9150455	0.0700132	0.0516657	0.0714110	0.3311681	0.7936693	1.0249533

0	0.9794951	0.9396738	0.9975747	0.9975815	0.0552743	0.0479071	0.0762842	0.3065443	0.9659625	1.0129917
50	1.0568289	0.9534523	1.0499033	0.8365028	0.1630238	0.2356170	0.6006065	0.3195880	0.7197534	1.0848547
100	1.0558119	0.9744040	1.0752886	0.9315784	0.2423709	0.6646199	0.7794883	0.3371753	0.7671295	0.8479943
150	0.9590681	0.9496539	1.0605563	1.0136331	0.2837935	0.7317611	0.8502723	0.3395472	0.6894733	0.5380136
200	1.0944913	0.9386508	1.0208669	0.8342728	0.2807265	0.7853977	0.9007510	0.3789002	0.6037399	0.4174562
250	1.0467025	0.8409463	1.0151186	0.8965216	0.3382207	0.9094796	0.9118168	0.4764977	0.5870439	0.3500545
300	1.0451535	0.7646985	0.8803443	0.9265728	0.3682994	0.9149378	0.9301802	0.4934965	0.6271259	0.3342930
350	0.9980068	0.7628271	0.9592970	0.8209795	0.3481697	0.9096981	0.9280230	0.4992530	0.5635654	0.2640398
400	1.0228255	0.7051019	0.9818491	0.8497971	0.3411301	0.7868999	0.8924888	0.6143660	0.5185826	0.2118268
450	0.9732135	0.6937512	1.1844258	0.7755701	0.4101088	0.8870242	0.8482569	0.5250315	0.5652163	0.2707770
500	0.8915710	0.6571225	1.1660943	0.8149740	0.4200513	0.8698719	0.8926940	0.6178193	0.4952570	0.3356662
550	0.9670248	0.6489977	1.0798063	0.7149244	0.3182005	0.9056704	0.6838143	0.6093446	0.5621407	0.2503376
600	0.9525424	0.7427561	1.0659775	0.7758821	0.2631442	0.8570471	0.4999299	0.5756644	0.6305215	0.4689843
650	1.0333145	0.7593407	0.9607411	0.8049508	0.1617667	0.6708728	0.3777057	0.5431054	0.7137346	0.6550958
700	1.0169897	0.8452049	0.9355768	0.8071459	0.1836596	0.5925946	0.3554854	0.4724865	0.8186162	0.8067874
750	0.9741753	0.8794267	0.9318454	0.8638894	0.1137480	0.3790164	0.1752211	0.3436607	0.8466325	0.8259258
800	1.0718085	0.8653380	0.9678248	0.9630428	0.1080489	0.2248722	0.1081900	0.3175600	0.9052939	0.8901609
850	1.0379361	0.9161328	1.0177728	0.9629465	0.0985174	0.1183285	0.0593194	0.3258975	0.8951003	1.0367708
900	1.1324603	1.0247517	1.0630889	0.9255169	0.0698714	0.1039825	0.0412557	0.2958647	0.8031374	1.1166313
950	1.0712786	1.0432857	1.0020732	0.9430691	0.0310476	0.0342686	0.0341880	0.3235203	0.8405267	1.0879639
1000	0.9441656	0.9982157	1.0497832	0.9084524	0.0417689	0.0440026	0.0554847	0.2981752	0.8328308	0.9902222

0	0.9794951	0.9396738	0.9975747	0.9975815	0.0552743	0.0479071	0.0762842	0.3065443	0.9659625	1.0129917
