YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W
0.0000000	0.8810948	1.1012943	0.0124478	0.1508136	0.3607680	0.5367830	0.0838793	1.0029939	0.9770584
1.0958811	0.0000000	0.9756057	0.0160214	0.1730848	0.3887380	0.6002488	0.0623842	0.9778323	1.0175566
1.0174575	0.0202960	0.0000000	0.0190966	0.1843171	0.4228482	0.9748474	0.0646882	0.9002974	1.0401731
0.0425457	0.9833234	1.0153399	0.0000000	0.2496376	0.4309484	0.5583308	0.0804379	0.9588360	1.0802386
0.0411834	0.8848612	1.0279377	0.0299581	0.0000000	0.4835416	0.6219687	0.0609990	0.9637255	1.0130392
0.9774671	0.9312360	1.0646194	0.0288312	0.0223993	0.0000000	0.5853408	0.0493810	0.9718436	0.9575908
0.0309657	0.9298134	0.9336992	0.0163321	0.2673696	0.5162928	0.0000000	0.0781820	0.9798404	1.0008166
0.7457339	0.8458814	0.9400041	0.0267250	0.0260361	0.0397904	0.5363981	0.0000000	0.9249108	1.0123590
0.0248658	0.8675918	0.8892618	0.1007151	0.5554812	0.8709851	0.0561816	1.0082017	0.0000000	0.9861340
0.0174385	0.9093458	1.0051641	0.0839496	0.5126813	1.0356860	0.0357194	0.9999295	0.0534246	0.0000000
