YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W
0.0000000	0.7167889	0.5513691	0.2555833	0.1970768	0.5431697	0.2934667	0.9044794	0.3059429	0.7987845
0.2298823	0.0000000	0.5656037	0.2084673	0.2050827	0.3944061	0.3011033	0.6125217	0.4340759	0.7919604
0.5329387	0.0003340	0.0000000	0.1735131	0.3213904	0.5233270	0.3957979	0.7786551	0.4452985	0.7935102
0.5267865	0.0694505	0.0427321	0.0000000	0.2505794	0.4549976	0.4279247	0.7198984	0.3198204	0.7846658
0.2101810	0.7281477	0.7121249	0.6922385	0.0000000	0.4455127	0.3519309	0.7114619	0.3328143	0.6942771
0.2653990	0.6623912	0.8361791	0.6854539	0.0227587	0.0000000	0.6467717	0.1920623	0.0267808	0.6114498
0.3614326	0.9104695	0.8281374	0.7708413	0.0297118	0.0049509	0.0000000	0.1453607	0.0447737	0.8133521
0.1172569	0.8138877	0.4355794	0.0423656	0.4045302	0.6415598	0.7004355	0.0000000	0.5734793	0.6784443
0.4646920	0.7813975	0.3860298	0.1112617	0.4280977	0.5900344	0.7530671	0.1004538	0.0000000	0.7077146
0.1606804	0.7353290	0.5724517	0.1889204	0.3002836	0.4724074	0.4345256	0.6803608	0.4130520	0.0000000
