"Time"	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C
950	0.1627331	0.4298184	0.0327114	0.8189356	0.0456685	0.5426487	0.3210208	0.0843574	0.0073684	0.0205113
1000	0.1141756	0.3761971	0.0275541	0.8016871	0.0918512	0.5524056	0.3711778	0.1674546	0.0238587	0.0292896

0	0.1277829	0.2975132	0.0362842	0.7886961	0.0777431	0.5750152	0.3674541	0.1524254	0.0636044	0.0064426
50	0.1843651	0.3142402	0.0250195	0.7730698	0.0589513	0.5525582	0.4302263	0.1614904	0.0116506	0.2414620
100	0.1676893	0.3375752	0.0381724	0.7164554	0.0347882	0.5416818	0.3677637	0.0803922	0.0104169	0.5292730
150	0.0744339	0.3142403	0.0175726	0.7122744	0.0206095	0.6157689	0.3070812	0.0796855	0.0134745	0.6296713
200	0.1038642	0.3266687	0.0450662	0.7181972	0.0303271	0.7335722	0.2374124	0.0744637	0.0010315	0.6272347
250	0.1423786	0.2969904	0.0372372	0.6828710	0.0317725	0.6928043	0.2333056	0.0369159	0.0103572	0.8730199
300	0.0796310	0.3324470	0.0143088	0.6286310	0.0332233	0.7506300	0.2535150	0.0993307	0.0055656	0.6820906
350	0.0929672	0.3219092	0.0536690	0.7808289	0.0227545	0.6054707	0.2261987	0.0607351	0.0031088	0.7662262
400	0.1282673	0.3058327	0.0571476	0.8940828	0.0091571	0.7226542	0.2499211	0.0760657	0.0013176	0.8132057
450	0.1463604	0.3282772	0.0302813	0.7729882	0.0820623	0.6932580	0.3777406	0.0516014	0.0173702	0.7980177
500	0.1430359	0.4431804	0.0361976	0.7106614	0.0520728	0.7048631	0.1820033	0.0792807	0.0165759	0.7528809
550	0.2816455	0.3695750	0.0240191	0.8188526	0.0098947	0.7275816	0.1808191	0.0740678	0.0248833	0.5715910
600	0.1926454	0.3859575	0.0491293	0.7715126	0.0522522	0.7154086	0.3417534	0.1432385	0.0075585	0.3207112
650	0.1585306	0.3157489	0.0790279	0.6725844	0.0390663	0.6119196	0.3459337	0.1814108	0.0259355	0.1297983
700	0.1700158	0.3640573	0.0304538	0.7210337	0.0421256	0.6178838	0.3557530	0.1128191	0.0104754	0.1203562
750	0.1259765	0.3156482	0.0245782	0.9934109	0.0993996	0.7202592	0.3952339	0.0921063	0.0137914	0.0348464
800	0.1476580	0.3173832	0.0452992	0.6292076	0.0352168	0.7901155	0.4185775	0.1760419	0.0101093	0.0443671
850	0.2330559	0.3461575	0.0707514	0.7737381	0.0471567	0.7103420	0.3470864	0.1634692	0.0178271	0.0140496
900	0.2032985	0.4000125	0.0765022	0.6347235	0.0996265	0.6467502	0.4135137	0.2040851	0.0172309	0.0739131
950	0.1790570	0.3249267	0.0561020	0.6935887	0.0715252	0.6112037	0.4535612	0.2146451	0.0277927	0.0653909
1000	0.2301714	0.4200554	0.0466928	0.7695138	0.0714101	0.5523768	0.4473777	0.2080544	0.0228979	0.0486429

0	0.1471419	0.2784279	0.0257475	1.0348346	0.0688363	0.5237421	0.2724150	0.1511208	0.0580334	0.0133499
50	0.1387783	0.4380642	0.0428153	0.8085582	0.0620725	0.5448487	0.4439506	0.2195967	0.0156087	0.0938550
100	0.1115255	0.4572480	0.0503112	0.7406435	0.0709125	0.6235929	0.4017858	0.2585853	0.0377751	0.2527516
150	0.1926619	0.3605648	0.0310534	0.7641334	0.0420605	0.5671192	0.5383187	0.3547362	0.0384478	0.3613002
200	0.1306685	0.2756010	0.0290415	0.8346863	0.0697867	0.5809783	0.4542154	0.3685421	0.0156015	0.3323178
250	0.1451955	0.3502549	0.0496926	0.8508507	0.0544514	0.6052038	0.5230178	0.2795143	0.0242354	0.3686637
300	0.2393412	0.3259347	0.0428342	0.7431187	0.0584155	0.4851563	0.5940099	0.1416956	0.0281328	0.2880940
350	0.1086420	0.3215693	0.0361584	0.7200504	0.0421218	0.6003799	0.4166370	0.1463910	0.0129737	0.3372473
400	0.1649883	0.3586592	0.0280407	0.8166907	0.0628066	0.5018807	0.3591998	0.1074992	0.0238389	0.3916492
450	0.1795847	0.3028153	0.0270794	0.7605712	0.0366376	0.4648847	0.4314370	0.2857871	0.0463800	0.3531623
500	0.1489215	0.4100112	0.0235180	0.6850252	0.0364437	0.6886591	0.3914512	0.4926871	0.0241311	0.3382223
550	0.0652041	0.2564946	0.0342234	0.7101146	0.0547144	0.6138133	0.5075133	0.3171111	0.0034692	0.3012047
600	0.0735004	0.3392497	0.0362257	0.7394017	0.0685554	0.4783016	0.5666950	0.3089893	0.0348884	0.1878366
650	0.1269332	0.2612472	0.0386602	0.7181137	0.0691776	0.5827441	0.5548424	0.2838387	0.0143887	0.0913587
700	0.1410007	0.2931662	0.0420198	0.7697941	0.0773731	0.4569125	0.4262715	0.1552286	0.0115972	0.0402087
750	0.2008727	0.3808477	0.0191440	0.9268739	0.0741934	0.5953939	0.6101406	0.1123663	0.0072161	0.0478965
800	0.1594732	0.2851024	0.0195143	0.8678107	0.0668689	0.4446569	0.3005720	0.0615914	0.0164700	0.0514745
850	0.1834704	0.3554313	0.0145676	0.8734834	0.0514183	0.5483934	0.4302103	0.0819762	0.0055517	0.0251055
900	0.1420692	0.3448238	0.0072929	0.7393591	0.0769098	0.6414835	0.4037729	0.1735486	0.0191292	0.0382839
950	0.1176893	0.3377746	0.0183901	0.8113257	0.0520929	0.8155597	0.3412536	0.1225277	0.0056109	0.0424768
1000	0.0738362	0.3167201	0.0252123	0.8222098	0.0408615	0.7887196	0.3766156	0.1141795	0.0100454	0.0347906

0	0.1355619	0.3777565	0.0213926	0.8180479	0.0736037	0.7319706	0.3061142	0.1301785	0.0549305	0.0108070
50	0.1660237	0.3724754	0.0508699	0.6149894	0.0332027	0.8135891	0.3655789	0.2744085	0.1569314	0.0245482
100	0.1108608	0.3446950	0.0560844	0.4778204	0.0778460	0.5251106	0.4177720	0.5016059	0.2483028	0.0773194
150	0.1495044	0.3341172	0.1201864	0.4584117	0.0648235	0.6248684	0.6726793	0.7221691	0.3781460	0.1266622
200	0.2733365	0.4632057	0.1054569	0.4297851	0.0870868	0.5345328	0.6282269	0.6907429	0.4279616	0.2295682
250	0.2641434	0.4222339	0.1158962	0.3280143	0.1159040	0.4241720	0.7335298	0.9355054	0.4489449	0.2384409
300	0.3011107	0.4953588	0.2257617	0.3862551	0.0898685	0.4161339	0.5384794	0.7950280	0.4510305	0.3911694
350	0.4214740	0.5793290	0.2073665	0.4541961	0.0448360	0.4013801	0.5815745	0.8693022	0.5696823	0.4308446
400	0.5310105	0.8948275	0.2089726	0.3126018	0.0860439	0.4985068	0.6116320	0.7655290	0.4545702	0.4883100
450	0.5231304	0.7448098	0.1157242	0.3840654	0.0597353	0.3356606	0.5964682	0.9833954	0.4623694	0.3943183
500	0.6442696	0.5357672	0.1967507	0.3856652	0.0736784	0.3278224	0.5881859	0.7943032	0.5867049	0.3965229
550	0.5030892	0.7091410	0.2648387	0.5161908	0.0580448	0.3229893	0.6490841	0.8786650	0.3871988	0.3788386
600	0.4993583	0.6046328	0.1292217	0.5567566	0.1230439	0.3725593	0.6490640	0.8369076	0.2772942	0.4109461
650	0.4116104	0.5691794	0.0938428	0.6398532	0.1052638	0.4418349	0.7362821	0.8442837	0.2050761	0.3728399
700	0.4221770	0.3693244	0.0330139	0.6990668	0.1126846	0.4270005	0.6251251	0.7957186	0.1523872	0.2596956
750	0.2849765	0.3364501	0.0552136	0.6548842	0.1029703	0.4523671	0.6880276	0.7196053	0.0862845	0.2235652
800	0.2504937	0.3124220	0.0517015	0.7234691	0.0764550	0.3297179	0.6725718	0.6986889	0.0716864	0.1212539
850	0.1847094	0.2971173	0.0403429	0.7743902	0.0445655	0.3125906	0.6400398	0.6354394	0.0736550	0.0819743
900	0.0862422	0.3309368	0.0400245	0.7601839	0.1319612	0.3767817	0.6528608	0.5630423	0.0130938	0.0821151
950	0.1211795	0.3136540	0.0577249	0.7316723	0.0975678	0.4486132	0.7063063	0.2778730	0.0098870	0.0515393
1000	0.1166786	0.2869654	0.0406642	0.9183232	0.0844403	0.4199459	0.6586124	0.1188998	0.0294600	0.0687719

0	0.1288018	0.3811572	0.0458188	0.8844553	0.1041441	0.6904539	0.3038401	0.1919643	0.0376522	0.0093801
50	0.2936061	0.3742344	0.0364330	0.8296539	0.1894083	0.7018833	0.4120167	0.1221555	0.0407976	0.0169835
100	0.4080343	0.2627390	0.0269707	0.8186169	0.3058389	0.5058256	0.3925361	0.2568419	0.0150323	0.0267622
150	0.5976377	0.3707681	0.0330552	0.8836566	0.2426727	0.5580714	0.4171384	0.2781415	0.0145261	0.0289499
200	0.4717033	0.2979230	0.0454853	0.8026798	0.3241186	0.7212393	0.4607257	0.3021747	0.0146418	0.0229973
250	0.4199165	0.3510407	0.0169695	0.7723284	0.3136382	0.5517211	0.4278445	0.1953771	0.0388949	0.0186080
300	0.4480330	0.3142294	0.0191735	0.8011829	0.2531076	0.5962520	0.4820541	0.2332855	0.0235731	0.0068947
350	0.6270390	0.2917373	0.0195636	0.8397877	0.3201843	0.5620469	0.3720035	0.3243948	0.0341276	0.0311391
400	0.4656682	0.2960984	0.0329625	0.8323306	0.3731163	0.5385565	0.5085017	0.3848990	0.0069014	0.0183437
450	0.5052014	0.3550256	0.0348031	0.8444893	0.2953591	0.4890534	0.4779580	0.3150820	0.0121974	0.0084384
500	0.4968181	0.2965735	0.0165956	0.6974298	0.2665649	0.6028038	0.5608462	0.1736907	0.0050375	0.0222626
550	0.3517326	0.3910702	0.0415672	0.6594501	0.1713207	0.6607268	0.4448063	0.3334501	0.0516637	0.0365759
600	0.2077616	0.3529420	0.0157286	0.7534444	0.1305034	0.4721290	0.5027764	0.4774156	0.0340787	0.0355270
650	0.2553238	0.2768503	0.0262987	0.7525000	0.0831024	0.5090027	0.5464075	0.2085457	0.0133903	0.0357538
700	0.1476388	0.2989111	0.0446157	0.7869874	0.0708913	0.6184077	0.3766943	0.1311940	0.0116637	0.0162343
750	0.0995016	0.3849179	0.0352969	0.7175920	0.0570628	0.5514058	0.4616473	0.3210659	0.0310131	0.0226751
800	0.0913918	0.3912526	0.0129201	0.7960679	0.1254363	0.5335853	0.4568787	0.4950841	0.0266799	0.0162238
850	0.1417001	0.3347932	0.0141284	0.6927586	0.0440189	0.5404236	0.5733392	0.5555282	0.0425705	0.0107980
900	0.1541065	0.2884143	0.0282606	0.7733243	0.0717874	0.5250057	0.4724680	0.4783163	0.0171727	0.0256599
950	0.1054406	0.2565590	0.0300645	0.8435100	0.1161506	0.4878891	0.4579802	0.1884058	0.0257801	0.0338217
1000	0.1198916	0.2405077	0.0206352	0.7948505	0.0662505	0.4362071	0.5548319	0.2101280	0.0061724	0.0154229

0	0.1404705	0.4501370	0.0751417	0.8271029	0.0664043	0.6321616	0.3238695	0.1309034	0.0222782	0.0226613
50	0.3264629	0.2625280	0.0487159	0.6620836	0.4086334	0.5469378	0.4575435	0.1347085	0.0047481	0.0264117
100	0.4688156	0.2784692	0.0212601	0.7240018	0.6653392	0.5110763	0.5449954	0.2030295	0.0359756	0.0150206
150	0.5453232	0.2180253	0.0264294	0.7807631	0.8503978	0.4166481	0.5912339	0.4250666	0.0231444	0.0192475
200	0.7815246	0.2817446	0.0513087	0.7940683	0.6851253	0.5263133	0.6720529	0.3913143	0.0290309	0.0283973
250	0.7147861	0.2192711	0.0323645	0.7875871	0.7312567	0.4544395	0.7001347	0.4213617	0.0112071	0.0218263
300	0.5720101	0.2402990	0.0278383	0.7493609	0.7650164	0.3202922	0.8896171	0.4275566	0.0080518	0.0224638
350	0.7798671	0.2366073	0.0361498	0.7920866	0.9358013	0.3520683	0.6201608	0.2771239	0.0255254	0.0281685
400	0.5947074	0.2671070	0.0627773	0.8281403	0.7088695	0.3387903	0.8772009	0.4368569	0.0127894	0.0208534
450	0.8545774	0.3927871	0.0327579	0.7495744	0.7098404	0.4885922	0.7254377	0.1952691	0.0125572	0.0085460
500	0.7956314	0.2659384	0.0255708	0.6017763	0.7436685	0.5042715	0.6833847	0.1268826	0.0375825	0.0363217
550	0.5267362	0.3458082	0.0491409	0.6790675	0.4645657	0.3714534	0.6053818	0.2982062	0.0274835	0.0292175
600	0.2041875	0.2619855	0.0798398	0.7252813	0.1537605	0.4450971	0.6059724	0.2715702	0.0129393	0.0144155
650	0.1733884	0.3500781	0.0360659	0.6278584	0.1374253	0.5228180	0.5370472	0.1535126	0.0109283	0.0566053
700	0.2016078	0.3664531	0.0787667	0.7737009	0.0387898	0.5807637	0.4972857	0.0835203	0.0027610	0.0315483
750	0.1845841	0.3187399	0.0302925	0.8139928	0.0557697	0.5523117	0.4101414	0.0894608	0.0237592	0.0257890
800	0.3133207	0.3918624	0.0247513	0.7150152	0.0694400	0.5586369	0.3703160	0.1369061	0.0041337	0.0235591
850	0.2228797	0.2636414	0.0566397	0.7552079	0.0584946	0.7176498	0.3208696	0.0607002	0.0137801	0.0650085
900	0.2417639	0.2981504	0.0242776	0.8741512	0.0246480	0.5798054	0.2805487	0.0825858	0.0184908	0.0293771
950	0.1283483	0.2753993	0.0335590	0.6514193	0.0500831	0.6215306	0.3659187	0.1503484	0.0127737	0.0366220
1000	0.1821277	0.4649832	0.0322272	0.6927426	0.0375448	0.7756678	0.2556253	0.1733805	0.0432933	0.0285262

0	0.1909710	0.2892326	0.0437281	0.8171840	0.0936098	0.5497048	0.4222483	0.1329406	0.0403318	0.0176805
50	0.3308848	0.3248506	0.0214451	0.6693072	0.0818746	0.4756328	0.3936056	0.3846295	0.1811592	0.1428223
100	0.5159826	0.2675315	0.0131498	0.6544141	0.0727859	0.2359852	0.4748629	0.5700104	0.2494822	0.2530590
150	0.6661940	0.3233468	0.0295564	0.6871501	0.1147385	0.1893227	0.5123263	0.7112394	0.2899703	0.4106730
200	0.6372855	0.3344004	0.0672326	0.6421221	0.1683006	0.1228966	0.6463004	0.7174956	0.2490396	0.5598716
250	0.6491527	0.3739038	0.0465648	0.7767158	0.1955530	0.1092330	0.6563479	0.8281571	0.2066958	0.5081093
300	0.6272350	0.4354492	0.0186599	0.7233036	0.3298452	0.1533485	0.6259737	0.7537988	0.2492323	0.5878368
350	0.6025494	0.3132510	0.0310753	0.6869539	0.3143298	0.0939428	0.5428119	0.7785119	0.2958110	0.4509799
400	0.8398190	0.4009287	0.0378388	0.6460053	0.2989670	0.1326633	0.7337318	0.7230671	0.2299989	0.5408520
450	0.5564500	0.3715951	0.0376694	0.5557555	0.2868291	0.1132266	0.7670991	0.7474116	0.2462856	0.4812526
500	0.6843073	0.3448604	0.0403139	0.5719872	0.3125462	0.1231477	0.6048375	0.7060025	0.1893668	0.4767395
550	0.4770304	0.5270693	0.0965174	0.6408256	0.2800435	0.2092709	0.7364474	0.7247094	0.1952961	0.4018761
600	0.3640335	0.4869371	0.0873986	0.5571115	0.1488972	0.2951346	0.6509147	0.6630642	0.0853287	0.1688598
650	0.2374977	0.4628570	0.0868347	0.7646591	0.1345113	0.4074777	0.6675558	0.6942698	0.0822989	0.1760405
700	0.2320538	0.4673276	0.0910248	0.5989219	0.0839342	0.4706869	0.6311055	0.8962103	0.0285744	0.0781154
750	0.2238691	0.3993968	0.0480594	0.7831880	0.1293816	0.4964046	0.6983628	0.8108454	0.0411896	0.0344936
800	0.2425321	0.3360860	0.0241036	0.8409431	0.0837683	0.3573972	0.6627711	0.6522038	0.0330901	0.0622023
850	0.2788639	0.3954109	0.0492661	0.7815698	0.0713674	0.4772570	0.6781133	0.5559305	0.0081693	0.0389373
900	0.1613633	0.3481324	0.0745586	0.6751086	0.1355247	0.3544073	0.7069221	0.3543297	0.0140105	0.0222920
950	0.2054177	0.2663927	0.0161699	0.9248835	0.0432175	0.2987405	0.5228999	0.2260197	0.0107903	0.0159313
1000	0.1179441	0.2335264	0.0116774	0.7810665	0.0818740	0.4554687	0.4720847	0.2535679	0.0242293	0.0483118
