"Time"	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.6897608	0.5084194	0.9571590	0.8648621	0.3950441	0.3132449	0.1534212	0.5687793	0.8560365	0.3688521
100	0.6906676	0.5013338	0.9690132	0.8332377	0.2667174	0.3487974	0.0593983	0.5445808	0.8386808	0.2297416
150	0.6937197	0.4917857	0.9733301	0.7770921	0.2203397	0.3891015	0.0355632	0.5382724	0.8072465	0.1990805
200	0.6982378	0.4856806	0.9715749	0.7466258	0.2139483	0.4073561	0.0297579	0.5429005	0.7895471	0.1923225
250	0.7021627	0.4844941	0.9676352	0.7391890	0.2183650	0.4143474	0.0280454	0.5489405	0.7821695	0.1908330
300	0.7041548	0.4864455	0.9645466	0.7406303	0.2233177	0.4169170	0.0271922	0.5524996	0.7795039	0.1905047
350	0.7042670	0.4891116	0.9630696	0.7435587	0.2266089	0.4178547	0.0266603	0.5537708	0.7786090	0.1904323
400	0.7033531	0.4910979	0.9626971	0.7457758	0.2284322	0.4182004	0.0263749	0.5539481	0.7783203	0.1904164
450	0.7022550	0.4921337	0.9628075	0.7470884	0.2293501	0.4183300	0.0262629	0.5538435	0.7782292	0.1904128
500	0.7014234	0.4924825	0.9630349	0.7477778	0.2297857	0.4183791	0.0262405	0.5537711	0.7782009	0.1904121
550	0.7008982	0.4949939	0.9317608	0.3770252	0.2573524	0.7513231	0.4202354	0.5827208	0.4179516	0.8215598
600	0.6975665	0.5347776	0.8067674	0.4359430	0.3612063	0.6770986	0.4864357	0.6117295	0.5375159	0.9606702
650	0.6783281	0.6260392	0.7669648	0.5724129	0.4493216	0.5668163	0.4842296	0.5634907	0.6031508	0.9913314
700	0.6430755	0.6760023	0.8279831	0.6569552	0.4869844	0.5036847	0.5422484	0.5063155	0.6272421	0.9980894
750	0.6158938	0.6570462	0.8869526	0.6996163	0.5320903	0.4384200	0.6366894	0.4962112	0.6354405	0.9995789
800	0.6106667	0.6100407	0.9234777	0.7387407	0.5906193	0.3669787	0.6928529	0.5172228	0.6381501	0.9999072
850	0.6231163	0.5657249	0.9452272	0.7724999	0.6279348	0.3158981	0.6923390	0.5436059	0.6390269	0.9999795
900	0.6430169	0.5330841	0.9582539	0.7899892	0.6313954	0.2958595	0.6550391	0.5646829	0.6393057	0.9999955
950	0.6626604	0.5114505	0.9655143	0.7905268	0.6073437	0.3033173	0.6058306	0.5790476	0.6393931	0.9999990
1000	0.6784989	0.4981901	0.9687280	0.7772152	0.5678163	0.3295835	0.5609553	0.5880277	0.6394203	0.9999998

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.6897355	0.5093349	0.9500181	0.7556034	0.6945608	0.5146750	0.2255072	0.5712400	0.8188485	0.6153210
100	0.6899851	0.5070490	0.9583368	0.8164556	0.7339250	0.6973895	0.1548127	0.5490188	0.8095856	0.5305344
150	0.6912044	0.5005150	0.9672931	0.8381372	0.7632528	0.8340676	0.1427376	0.5412311	0.7913922	0.5118467
200	0.6941489	0.4923089	0.9732089	0.8499754	0.7904611	0.8999166	0.1430965	0.5432457	0.7819129	0.5077278
250	0.6983134	0.4852542	0.9766737	0.8583432	0.8094003	0.9263492	0.1432936	0.5478786	0.7781247	0.5068199
300	0.7025981	0.4801922	0.9786903	0.8637611	0.8204651	0.9363921	0.1417837	0.5518668	0.7767816	0.5066198
350	0.7062281	0.4768632	0.9798764	0.8668872	0.8263025	0.9408303	0.1395644	0.5545552	0.7763342	0.5065757
400	0.7089507	0.4747683	0.9805704	0.8685501	0.8292286	0.9435650	0.1375001	0.5561921	0.7761903	0.5065660
450	0.7108382	0.4734856	0.9809683	0.8693959	0.8306991	0.9456464	0.1359256	0.5571453	0.7761450	0.5065639
500	0.7120793	0.4727180	0.9811908	0.8698251	0.8314834	0.9472614	0.1348482	0.5576899	0.7761309	0.5065634
550	0.7128645	0.4722798	0.9810833	0.8315617	0.5420781	0.8789483	0.4410863	0.5774542	0.5376978	0.8912423
600	0.7133201	0.4724943	0.9783849	0.7528846	0.5059596	0.6892271	0.4936159	0.6092746	0.5846620	0.9760288
650	0.7132869	0.4749184	0.9717947	0.7246428	0.5167020	0.5617860	0.4706037	0.6178193	0.6185060	0.9947165
700	0.7121861	0.4802159	0.9650710	0.7183815	0.4972441	0.5190072	0.4481059	0.6125734	0.6321694	0.9988355
750	0.7097128	0.4865797	0.9600989	0.7010796	0.4670173	0.5164422	0.4436468	0.6048293	0.6370209	0.9997433
800	0.7063355	0.4926135	0.9551134	0.6785028	0.4488353	0.5195383	0.4514256	0.5985121	0.6386535	0.9999434
850	0.7026501	0.4986559	0.9492266	0.6639761	0.4457683	0.5157362	0.4635077	0.5936734	0.6391855	0.9999875
900	0.6988254	0.5051048	0.9437720	0.6612730	0.4515734	0.5054245	0.4757883	0.5895386	0.6393552	0.9999973
950	0.6948758	0.5111951	0.9405348	0.6663010	0.4603972	0.4921481	0.4872082	0.5858877	0.6394084	0.9999994
1000	0.6910990	0.5156009	0.9399496	0.6741679	0.4693248	0.4784416	0.4975459	0.5830846	0.6394250	0.9999999

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.6897342	0.5094186	0.9485816	0.6928092	0.4907792	0.3594100	0.6530509	0.2240442	0.6394323	1.0000000
100	0.6898391	0.5092548	0.9492292	0.7180835	0.5860228	0.2674781	0.8828836	0.1171727	0.6394323	1.0000000
150	0.6899905	0.5081683	0.9539263	0.7764391	0.6820323	0.1851387	0.9673297	0.0856148	0.6394323	1.0000000
200	0.6906464	0.5040100	0.9620606	0.8164555	0.7231188	0.1386042	0.9911099	0.0765346	0.6394323	1.0000000
250	0.6925887	0.4970489	0.9691525	0.8330654	0.7336014	0.1167598	0.9975804	0.0742763	0.6394323	1.0000000
300	0.6959382	0.4897854	0.9736684	0.8380092	0.7335843	0.1073893	0.9993312	0.0740401	0.6394323	1.0000000
350	0.6999439	0.4840213	0.9760871	0.8386476	0.7314402	0.1035869	0.9998042	0.0743002	0.6394323	1.0000000
400	0.7036917	0.4801755	0.9772244	0.8381395	0.7296301	0.1021024	0.9999318	0.0745903	0.6394323	1.0000000
450	0.7066418	0.4779082	0.9776928	0.8375640	0.7285124	0.1015390	0.9999659	0.0747987	0.6394323	1.0000000
500	0.7086835	0.4766983	0.9778540	0.8371699	0.7279112	0.1013297	0.9999748	0.0749244	0.6394323	1.0000000
550	0.7099598	0.4761086	0.9778924	0.8369966	0.7284575	0.1267061	0.9973215	0.4463851	0.6394323	1.0000000
600	0.7106924	0.4758460	0.9778966	0.8372339	0.7286176	0.1377139	0.9198123	0.5563798	0.6394323	1.0000000
650	0.7110828	0.4757358	0.9778975	0.8358943	0.7110702	0.1601929	0.7367922	0.5889603	0.6394323	1.0000000
700	0.7112779	0.4757077	0.9777400	0.8255965	0.6513097	0.2151654	0.5919031	0.5986091	0.6394323	1.0000000
750	0.7113544	0.4758902	0.9768438	0.7957797	0.5579349	0.2963226	0.5157562	0.6014024	0.6394323	1.0000000
800	0.7112736	0.4767940	0.9740381	0.7448013	0.4797376	0.3759383	0.4820624	0.6019188	0.6394323	1.0000000
850	0.7107972	0.4794530	0.9678401	0.6915658	0.4407229	0.4340858	0.4689227	0.6011461	0.6394323	1.0000000
900	0.7094247	0.4851513	0.9579619	0.6579292	0.4304567	0.4685376	0.4655370	0.5988958	0.6394323	1.0000000
950	0.7065325	0.4942548	0.9470489	0.6466304	0.4336234	0.4851838	0.4679737	0.5949133	0.6394323	1.0000000
1000	0.7018696	0.5050261	0.9389498	0.6486746	0.4418048	0.4898196	0.4751547	0.5896968	0.6394323	1.0000000

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.5512444	0.5094188	0.9485743	0.6918209	0.4805715	0.3122825	0.5745986	0.4550258	0.7732138	0.3617303
100	0.5029495	0.5093104	0.9486515	0.6994214	0.5236476	0.2384988	0.7358318	0.4053267	0.7185098	0.2210501
150	0.4861190	0.5089734	0.9507009	0.7384539	0.6065666	0.1761023	0.8484747	0.3963905	0.6599714	0.1900429
200	0.4804184	0.5068281	0.9567205	0.7829406	0.6655911	0.1334882	0.8979161	0.4057091	0.6279868	0.1832087
250	0.4791563	0.5017436	0.9639335	0.8097057	0.6923372	0.1099900	0.9113374	0.4190621	0.6147120	0.1817023
300	0.4802061	0.4950563	0.9695546	0.8215043	0.7003722	0.0990307	0.9082298	0.4299941	0.6099198	0.1813703
350	0.4824987	0.4888042	0.9730587	0.8253195	0.7000417	0.0950652	0.8993056	0.4372809	0.6083114	0.1812972
400	0.4851507	0.4840737	0.9749406	0.8255301	0.6966711	0.0945870	0.8899524	0.4416674	0.6077926	0.1812810
450	0.4875344	0.4809837	0.9758069	0.8243513	0.6927443	0.0955776	0.8823474	0.4441505	0.6076290	0.1812775
500	0.4893581	0.4791975	0.9761091	0.8228427	0.6893315	0.0969601	0.8769314	0.4454860	0.6075781	0.1812767
550	0.6322582	0.4782929	0.9761324	0.8215565	0.6871846	0.1531819	0.8223096	0.5915765	0.3975655	0.8195462
600	0.6826045	0.4779181	0.9760383	0.8191680	0.6666266	0.1934179	0.6449516	0.6522794	0.5344581	0.9602264
650	0.7003818	0.4778510	0.9756978	0.8035651	0.5844010	0.2692884	0.4874157	0.6496078	0.6025371	0.9912336
700	0.7066265	0.4782049	0.9740365	0.7533759	0.4640173	0.3812722	0.4186518	0.6307806	0.6270826	0.9980678
750	0.7086059	0.4799650	0.9682198	0.6717698	0.3921087	0.4798713	0.4092446	0.6156465	0.6353931	0.9995741
800	0.7083988	0.4856229	0.9543351	0.6095065	0.3812083	0.5320728	0.4234747	0.6053783	0.6381354	0.9999061
850	0.7057392	0.4981951	0.9342803	0.5963692	0.3994089	0.5436248	0.4431741	0.5962442	0.6390223	0.9999793
900	0.6996582	0.5163100	0.9195744	0.6138567	0.4240722	0.5325156	0.4643949	0.5859828	0.6393043	0.9999954
950	0.6906894	0.5323579	0.9168565	0.6389906	0.4476491	0.5110002	0.4879982	0.5762747	0.6393927	0.9999990
1000	0.6816373	0.5399916	0.9224191	0.6626814	0.4698099	0.4847327	0.5121285	0.5702864	0.6394201	0.9999998

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.6997535	0.4387802	0.9560551	0.8385788	0.4449340	0.3458427	0.3804216	0.5856474	0.6394323	1.0000000
100	0.7198016	0.4255833	0.9670423	0.8246632	0.3633253	0.3514309	0.3426937	0.5881675	0.6394323	1.0000000
150	0.7347790	0.4164567	0.9718783	0.7849320	0.3075008	0.3787010	0.3258724	0.5922860	0.6394323	1.0000000
200	0.7445960	0.4104750	0.9712958	0.7501882	0.2829159	0.4014515	0.3141534	0.5957524	0.6394323	1.0000000
250	0.7507193	0.4086804	0.9677075	0.7310224	0.2750231	0.4175809	0.3052460	0.5973861	0.6394323	1.0000000
300	0.7537621	0.4102068	0.9636132	0.7235936	0.2738602	0.4288900	0.2994768	0.5972254	0.6394323	1.0000000
350	0.7543376	0.4132831	0.9605317	0.7219977	0.2751306	0.4364674	0.2969438	0.5959674	0.6394323	1.0000000
400	0.7533525	0.4163626	0.9587808	0.7227898	0.2772542	0.4408343	0.2970187	0.5944044	0.6394323	1.0000000
450	0.7517483	0.4186491	0.9580577	0.7244427	0.2795570	0.4425474	0.2986389	0.5930693	0.6394323	1.0000000
500	0.7502058	0.4199966	0.9579581	0.7262732	0.2816365	0.4423782	0.3007674	0.5921691	0.6394323	1.0000000
550	0.7386273	0.4917069	0.9369073	0.4635430	0.3095669	0.6004195	0.4201698	0.5910769	0.6394323	1.0000000
600	0.7165069	0.5227320	0.8723352	0.5072956	0.3780299	0.5851188	0.4598264	0.5816400	0.6394323	1.0000000
650	0.6931086	0.5712830	0.8497624	0.5884834	0.4346704	0.5382519	0.4929622	0.5574781	0.6394323	1.0000000
700	0.6678541	0.6004652	0.8741950	0.6487338	0.4767386	0.4899496	0.5421120	0.5361753	0.6394323	1.0000000
750	0.6493200	0.5954736	0.9054901	0.6910450	0.5185612	0.4381141	0.5931634	0.5331664	0.6394323	1.0000000
800	0.6437171	0.5723017	0.9293795	0.7253975	0.5569058	0.3898146	0.6214790	0.5439168	0.6394323	1.0000000
850	0.6491689	0.5466597	0.9455389	0.7503700	0.5787106	0.3569378	0.6202971	0.5586064	0.6394323	1.0000000
900	0.6602603	0.5254792	0.9557930	0.7623934	0.5788644	0.3445453	0.5986861	0.5716289	0.6394323	1.0000000
950	0.6723325	0.5102560	0.9616271	0.7615560	0.5615346	0.3504570	0.5692486	0.5813105	0.6394323	1.0000000
1000	0.6827589	0.5004508	0.9641119	0.7504074	0.5351018	0.3688203	0.5410686	0.5877537	0.6394323	1.0000000

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.2831749	0.5084325	0.9570735	0.8663474	0.4694532	0.4568200	0.5240560	0.3516365	0.7351266	0.7325456
100	0.1412681	0.5013458	0.9694435	0.8771840	0.5116563	0.4215404	0.6794084	0.2750144	0.7175217	0.6735963
150	0.0919747	0.4911387	0.9766103	0.8938962	0.5982319	0.3438194	0.7449637	0.2544112	0.6995117	0.6606034
200	0.0751413	0.4824764	0.9806263	0.9121692	0.6519212	0.2858640	0.7647708	0.2524463	0.6907891	0.6577396
250	0.0696119	0.4763865	0.9830783	0.9221687	0.6714779	0.2546507	0.7704144	0.2549056	0.6873945	0.6571084
300	0.0679426	0.4723799	0.9845443	0.9259515	0.6746526	0.2401090	0.7719957	0.2573785	0.6862038	0.6569693
350	0.0675381	0.4698528	0.9853487	0.9268171	0.6727337	0.2338749	0.7724297	0.2590182	0.6858090	0.6569386
400	0.0675116	0.4683370	0.9857447	0.9266639	0.6702968	0.2313459	0.7725422	0.2599562	0.6856822	0.6569319
450	0.0675724	0.4674815	0.9859155	0.9263129	0.6685579	0.2303606	0.7725669	0.2604538	0.6856423	0.6569304
500	0.0676340	0.4670312	0.9859763	0.9260288	0.6675407	0.2299891	0.7725694	0.2607045	0.6856299	0.6569301
550	0.4901447	0.4669672	0.9843613	0.8203632	0.6853863	0.2147400	0.9307279	0.5031774	0.5711293	0.9243844
600	0.6377065	0.4683618	0.9806998	0.8226872	0.7124852	0.1878702	0.8700771	0.5868315	0.6028052	0.9833337
650	0.6886612	0.4710530	0.9783688	0.8288645	0.7002179	0.1933220	0.6847208	0.6087993	0.6251759	0.9963266
700	0.7054482	0.4735163	0.9773767	0.8191535	0.6285216	0.2481274	0.5481065	0.6101018	0.6344282	0.9991903
750	0.7103396	0.4752588	0.9760810	0.7825139	0.5255133	0.3337737	0.4844174	0.6071630	0.6377620	0.9998215
800	0.7112657	0.4771465	0.9724184	0.7229429	0.4524132	0.4125017	0.4623403	0.6043579	0.6388916	0.9999607
850	0.7106683	0.4809095	0.9644300	0.6688908	0.4247142	0.4636352	0.4580111	0.6016804	0.6392608	0.9999913
900	0.7087421	0.4883103	0.9525144	0.6425555	0.4238481	0.4888690	0.4607293	0.5980344	0.6393787	0.9999981
950	0.7049665	0.4993131	0.9410450	0.6397500	0.4328720	0.4970208	0.4675861	0.5928144	0.6394157	0.9999996
1000	0.6993061	0.5110336	0.9343242	0.6477574	0.4444642	0.4947625	0.4783100	0.5867789	0.6394272	0.9999999

0	0.6896262	0.5095841	0.9484994	0.6923123	0.4813418	0.4456349	0.5076668	0.5852615	0.6394323	1.0000000
50	0.6897342	0.5094186	0.9485807	0.6922758	0.4811814	0.4456626	0.5074522	0.5853544	0.6394323	1.0000000
100	0.6898380	0.5093005	0.9486122	0.6921379	0.4809594	0.4458190	0.5072148	0.5854262	0.6394323	1.0000000
