"Time"	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W

0	0.1969063	0.9483083	0.1048270	0.4139038	0.8133524	0.1077968	0.1473672	0.0628286	0.1053208	0.9820050
50	0.3701608	0.6704776	0.1727657	0.4128753	0.8953982	0.1389958	0.1036836	0.0613360	0.0476190	0.8971908
100	0.3789348	0.5222387	0.1894891	0.3741239	0.8001344	0.1160517	0.1196019	0.0684800	0.0583676	0.8376892
150	0.3451791	0.5412943	0.0673271	0.2686235	0.8486995	0.0816051	0.1305690	0.0719607	0.0969239	0.8878168
200	0.3929540	0.6550802	0.0838467	0.2282661	0.9116041	0.1079020	0.1141155	0.0639531	0.0397303	0.9441930
250	0.4435935	0.5818408	0.0722395	0.2604162	0.9269990	0.1396055	0.0745199	0.0625108	0.0628419	0.9895661
300	0.3911025	0.6824224	0.0386225	0.2043677	0.8153379	0.1543457	0.0785176	0.0621004	0.0521043	0.9608660
350	0.3719225	0.6087712	0.0362451	0.2241708	0.7659185	0.1138148	0.0531888	0.0790911	0.0766472	0.9201593
400	0.4295862	0.5679646	0.0457939	0.2315872	0.7139018	0.1153879	0.0469114	0.0912272	0.0912240	0.8110472
450	0.4526709	0.6249366	0.0562788	0.2351689	0.8954145	0.1273716	0.0356563	0.0951078	0.1147178	0.9087687
500	0.3550675	0.6672767	0.0670587	0.2321182	0.8528343	0.1750730	0.0704040	0.0895466	0.0743901	0.9933087
550	0.3416076	0.7533510	0.0502727	0.2512134	0.8061812	0.2025281	0.0550510	0.1013255	0.0721119	0.9632633
600	0.3611745	0.8580708	0.0450117	0.2352131	0.8162162	0.1888165	0.0524631	0.0741668	0.0649734	1.0321426
650	0.3752124	0.9400311	0.0599336	0.3038313	0.8079217	0.1588582	0.0466708	0.0758262	0.0705260	1.0731891
700	0.3077083	0.9915361	0.0817005	0.3333696	0.7381701	0.1493478	0.0412326	0.0575977	0.0681364	1.0066850
750	0.2908777	0.9394859	0.0641304	0.3883123	0.7373657	0.1653530	0.0600440	0.0522956	0.0416903	0.9527195
800	0.3380838	0.9633205	0.1221680	0.4003517	0.7789082	0.1111911	0.0506618	0.0511706	0.0487499	1.0564212
850	0.3335033	0.8591780	0.1211154	0.3643583	0.8598164	0.1301534	0.0892522	0.0692774	0.0623823	0.9794427
900	0.2694956	0.8990509	0.0948512	0.3593101	0.8401888	0.1053172	0.1090083	0.0782766	0.0728614	0.9512915
950	0.3050345	0.9647516	0.1181399	0.3745100	0.8894608	0.1117218	0.0996268	0.0942571	0.0953609	0.9488210
1000	0.2830741	0.8122712	0.0834505	0.3799491	0.8722703	0.1311654	0.1057365	0.0377811	0.0431052	0.9643056

0	0.1969063	0.9483083	0.1048270	0.4139038	0.8133524	0.1077968	0.1473672	0.0628286	0.1053208	0.9820050
50	0.2768004	0.8305400	0.1428567	0.4182244	0.8400671	0.1613327	0.1361879	0.3057583	0.0667893	0.9822531
100	0.2680769	0.8598587	0.1241987	0.4505605	0.7591394	0.3107425	0.0710722	0.6820814	0.0543625	0.9420357
150	0.3356516	0.7214880	0.1169991	0.4323536	0.5733877	0.5799709	0.0538479	0.9112394	0.0605476	0.8981210
200	0.3917730	0.8073911	0.1651291	0.4211739	0.3699826	0.7479624	0.0355226	0.9105939	0.0636842	0.9624993
250	0.4315965	0.7503006	0.1182527	0.3222611	0.3258478	0.8822135	0.0421058	0.9941633	0.0449184	1.0195031
300	0.4637102	0.8997766	0.1148190	0.3118515	0.3040689	0.8874379	0.0265883	1.0141575	0.0231941	1.0093649
350	0.4210966	0.9382150	0.0870070	0.2942723	0.2731918	0.9352115	0.0250496	1.0384858	0.0637805	1.0036362
400	0.3712048	0.9326736	0.0719608	0.3303719	0.2791070	0.9077869	0.0062478	1.0391145	0.0878342	1.0220833
450	0.4165196	0.9567131	0.0697185	0.3038691	0.2515738	0.9227435	0.0104294	1.0378308	0.0696118	1.0276310
500	0.4568261	0.8681766	0.0836292	0.3351713	0.2491483	0.9290387	0.0233871	1.0439729	0.0996235	0.9802760
550	0.3952782	0.8195124	0.1049803	0.2713764	0.2544943	0.9397687	0.0127477	0.7337234	0.0703050	0.9213594
600	0.4072430	0.9510335	0.0917624	0.3155635	0.2302669	0.9159456	0.0259933	0.3316450	0.0797345	0.8886002
650	0.3949225	1.0074575	0.0746798	0.2936968	0.2585069	0.6929488	0.0475456	0.1853496	0.0595576	0.9729551
700	0.3842470	0.9061179	0.0747800	0.3048592	0.2395452	0.5576755	0.0549831	0.1244876	0.0810514	0.9086762
750	0.3644704	0.9512241	0.0874344	0.3344190	0.3330283	0.4364624	0.0635165	0.0757887	0.0825170	0.9612180
800	0.3729756	0.8922141	0.0775847	0.3027504	0.4337250	0.3025511	0.0759514	0.0577030	0.0873749	0.9567011
850	0.3785268	0.9764774	0.0984142	0.3381523	0.5461243	0.2630136	0.0504900	0.0625078	0.0713737	1.0728779
900	0.2800198	1.0369489	0.0831943	0.3715102	0.6414865	0.1802438	0.0526105	0.0803290	0.0880262	1.1508243
950	0.2817350	0.9366585	0.1095403	0.3215398	0.7485799	0.1625008	0.0424428	0.0836901	0.0539398	1.0405722
1000	0.2657736	0.9670941	0.0791382	0.3691408	0.7565029	0.1285947	0.0643381	0.0493195	0.0432622	1.0093444

0	0.1969063	0.9483083	0.1048270	0.4139038	0.8133524	0.1077968	0.1473672	0.0628286	0.1053208	0.9820050
50	0.3241019	0.4656137	0.1148869	0.3293797	0.4687807	0.2031886	0.1629434	0.0756700	0.0435966	1.0279176
100	0.4135603	0.2500131	0.0967762	0.3441692	0.2260920	0.2381394	0.0790409	0.0606323	0.0722052	1.0297995
