YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W
0.8489567	0.3480110	0.9403451	0.8276905	1.0068830	0.0337706	0.8782471	0.9991792	0.9897114	0.0988732
0.4446102	0.2514844	0.8857119	0.7085352	1.0001874	0.1306590	0.9591185	0.9945356	0.7990802	0.0380519
0.4675889	0.5524309	0.8328586	0.6736406	0.9384254	0.1873639	0.9346659	1.0793606	0.8976210	0.0610258
0.8879340	0.2972144	0.8805313	0.7986860	0.9791283	0.1179538	1.0823367	0.9888930	0.7415081	0.0976913
0.4918273	0.3530425	0.7996308	0.8998529	0.9784098	0.0848887	0.9180168	0.9487210	1.0083980	0.0838325
0.6758245	0.3725292	0.7861808	0.7495123	1.0422661	0.2012180	0.9474279	0.9925573	1.0048701	0.0916037
0.1640214	0.6122609	0.7470443	0.6229480	0.7047823	0.1640943	0.9530795	1.1118157	1.1292275	0.0536555
0.4696680	0.3575644	0.9632430	0.8646926	0.9991700	0.2029504	0.9403883	0.9660751	1.0798760	0.0824725
0.9281370	0.2910809	0.8866358	0.7350198	0.9102878	0.0997702	0.9997927	0.9685852	0.9565053	0.1355024
0.6277434	0.1727633	0.9104251	0.7941838	0.9938951	0.2669454	0.8785948	0.9113169	0.8564585	0.0226164
