YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
0.7698666	0.0000000	0.0000000	0.7271043	0.7844940	0.7301362	0.5346059	0.6233068	0.4058478	0.3699226
0.8814354	0.0000000	0.0052132	0.0384527	0.0000000	0.7478631	0.5327428	0.6126452	0.8115223	0.2399448
0.6922129	0.0000000	0.4141597	0.8874936	0.6618991	0.5736961	0.0000000	0.6896137	0.3305522	0.3600766
0.8776920	0.0194393	0.0000000	0.0665330	0.0000000	0.6095115	0.4710185	0.6799291	0.8074770	0.2524580
0.7216900	0.0365329	0.0000000	0.7963198	0.8299311	0.6855738	0.0000000	0.6196679	0.3204016	0.3950190
0.8843074	0.0251186	0.0008641	0.0000000	0.7345438	0.6905953	0.5883123	0.6946135	0.7558816	0.0000000
0.7233947	0.0162534	0.0090532	0.0437879	0.0000000	0.6712504	0.0000000	0.6559253	0.7750060	0.2914307
0.0228721	0.4978123	0.3776768	0.7345207	0.6898960	0.0000000	0.8568548	0.0000000	0.3227140	0.8078364
