YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.1970034	0.5054947	0.4925991	0.7798675	0.2603906	0.4501466	0.7324080	0.5231610	0.5212764	0.7309526
0.2097052	0.3326666	0.3650719	0.7491500	0.3047417	0.3447520	0.8851575	0.6079921	0.4423685	0.7997358
0.4549955	0.7227807	0.1149813	0.8105315	0.2725097	0.3680139	0.8388610	0.5372743	0.4173532	0.7226173
0.2905210	0.3608481	0.5149106	0.3226705	0.2362162	0.4246856	0.6986393	0.5210603	0.4328705	0.6760222
0.4831924	0.6055229	0.3310430	0.8630701	0.0999264	0.5450940	0.6797626	0.6206683	0.3813429	0.7553202
0.4393911	0.6565177	0.3143612	0.8013974	0.1702786	0.1811099	0.6766412	0.5530389	0.5536597	0.6911456
0.4314882	0.6647635	0.4093801	0.7656941	0.2151200	0.2264173	0.4401414	0.7092300	0.5534344	0.7216041
0.3518659	0.5967028	0.3719388	0.5895911	0.1913768	0.3786784	0.6281236	0.2810326	0.4259321	0.7093573
0.5446023	0.5803916	0.3765966	0.6547574	0.2398266	0.3875380	0.5739601	0.4729473	0.1804184	0.7361729
0.4470575	0.6371848	0.2497292	0.6556665	0.2694899	0.5126912	0.8265994	0.6959782	0.2485000	0.3453415
