YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.7634287	0.0000000	0.0000000	0.8217730	0.0316426	0.0243800	0.0212485	0.1740852	0.7769994	0.7396924
0.6229669	0.0000000	0.6739145	0.6802720	0.0421272	0.0316739	0.0268362	0.1710417	0.8093106	0.0000000
0.7059762	0.0473820	0.0000000	0.6546768	0.0406550	0.0293450	0.0367968	0.1724653	0.7782899	0.0000000
