YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
0.7376346	0.4460181	0.4876738	0.7410419	0.7189609	0.2468871	0.9659760	0.5320091	0.9314318	0.9710238
0.5488798	0.0945299	0.3811732	0.5796174	0.9955571	0.1244142	1.0340470	0.4136933	0.7717418	0.9674401
0.5467597	0.8488662	0.4676595	0.8902899	0.1728733	0.3174286	0.7101117	0.4776272	0.7745885	0.9853236
0.4679191	0.1293055	0.3757294	0.5693035	0.8511137	0.1202165	0.5372904	0.5456069	0.7536586	1.0008723
0.7949088	0.4495289	0.4736887	0.8408913	0.4690889	0.2197160	0.8382276	0.4822514	0.6921981	0.7297894
0.7568590	0.3063235	0.3956624	0.7891102	0.6774811	0.2346406	0.9494555	0.3091743	0.6021542	0.9034362
0.9421023	0.8556827	0.2849197	0.5164143	0.0273100	0.4859111	0.3999445	0.5847499	0.7544324	0.9081787
0.4481524	0.8668286	0.7006546	0.8429486	0.5266847	0.2319327	0.7081178	0.2573784	0.6077873	0.9567694
0.4549577	0.1378261	0.4942584	0.6153559	1.0310562	0.0947004	0.8616055	0.7157322	0.8635189	1.0190574
0.8962444	0.8639702	0.6419567	1.0103224	0.1281389	0.3706393	0.4592654	0.2121774	0.4657348	0.8131506
