"Time"	YIR023W	YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W
900	1.0101632	1.0803255	1.0317993	0.2437207	0.0575508	0.8912753	0.6367450	0.4886030	0.5669659	0.6762795
950	0.9794970	1.0450415	1.0185877	0.2368856	0.0443174	0.8881792	0.6053353	0.4639316	0.5759971	0.5871445
1000	1.0094506	1.0139710	1.0239363	0.2674578	0.0549273	0.9105385	0.6357701	0.4946902	0.6052891	0.6905519

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	1.0713652	0.8903012	0.9760870	0.1257343	0.0536283	1.0004264	0.6793545	0.4839404	0.5074900	0.6452353
100	0.9912764	0.9047327	0.9553025	0.0735461	0.0501563	1.0769858	0.7832210	0.3737783	0.5236760	0.4725971
150	0.9219904	1.0389937	0.9664256	0.1045886	0.0325593	1.0824195	0.8743978	0.3261265	0.7786913	0.4695149
200	0.9322181	1.0856042	0.8863471	0.1328436	0.0429020	1.0677754	0.8455845	0.3041048	0.8192732	0.4723765
250	1.0060048	1.1083343	0.9974493	0.1022699	0.0211429	1.0932227	0.8979309	0.2952797	0.8346489	0.4861482
300	1.0556776	1.0418845	0.9016040	0.1058200	0.0277620	1.0704163	0.9329184	0.3235356	0.8165944	0.3767279
350	1.0422726	1.0498874	0.9701411	0.1306894	0.0265195	1.0670129	0.9939209	0.2792307	0.9134740	0.4754618
400	1.0084805	0.9959195	0.8573661	0.1393175	0.0184991	1.0566828	0.9288847	0.3267642	0.8863507	0.4649194
450	1.0427222	1.0020922	0.9105226	0.1264420	0.0283943	1.0354336	1.0068813	0.2907616	0.7856572	0.6117419
500	1.0519122	1.0381879	0.9820691	0.0731196	0.0227687	1.0934549	0.9774952	0.3790747	0.6773102	0.4999190
550	1.0767828	1.0057521	1.0117698	0.1996304	0.0273372	0.9628006	0.9477578	0.4180489	0.7352844	0.3927324
600	1.0294893	0.9693663	0.9727088	0.3197314	0.0348568	0.9894815	0.8756363	0.3842574	0.8176043	0.5461638
650	0.9049949	0.9556298	1.0922581	0.2561197	0.0333108	0.9908313	0.8731952	0.4087634	0.7445704	0.6045160
700	0.9794649	0.8581438	1.0017940	0.3109251	0.0311109	1.0854484	0.8403821	0.3811421	0.6382813	0.7081524
750	0.9583464	0.9286091	0.9739971	0.2667806	0.0470253	0.9903532	0.8137292	0.4688945	0.4728203	0.7169470
800	0.9555863	0.9985255	1.0228287	0.2346680	0.0741289	0.9418205	0.7333226	0.5057346	0.5261350	0.7037536
850	1.0007686	0.9874198	0.9622686	0.2326058	0.0968176	0.9567377	0.7274913	0.5084038	0.4342317	0.6848491
900	1.0773322	0.9592546	1.0265598	0.1937497	0.0862609	0.9474915	0.7039274	0.5679324	0.4737574	0.6926512
950	1.0282831	0.9305326	1.0380423	0.2728002	0.0615370	0.9638036	0.6890342	0.5739772	0.5321752	0.6129969
1000	0.9335320	1.0494316	0.9046181	0.2418135	0.0418765	1.0759225	0.6829617	0.5164843	0.6358458	0.6446179

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	1.0574366	0.9819315	0.9009700	0.2247748	0.0277977	0.9681982	0.4282522	0.4925468	0.4369567	0.6839547
100	1.0279928	0.9936391	0.8945457	0.1840012	0.0162228	1.0238900	0.2437484	0.4057012	0.3956342	0.6736115
150	1.0036027	0.9986724	0.9219881	0.2357573	0.0151760	0.9940027	0.1745193	0.4373436	0.3396370	0.6678953
200	1.0391493	0.9361746	0.9643039	0.2213108	0.0236988	0.9333568	0.1479344	0.4468352	0.3040562	0.6788404
250	0.9580804	0.9506279	1.0496054	0.2602748	0.0162348	1.0504953	0.1258298	0.4548357	0.2995176	0.6496028
300	0.9847403	0.9297581	0.9256605	0.2970070	0.0136883	1.0006383	0.1040566	0.4872749	0.3445711	0.6507925
350	1.1242367	0.9268539	1.0003264	0.2247893	0.0179423	1.0121468	0.1115208	0.4492752	0.3246249	0.6556943
400	0.9702049	0.8801799	0.9485383	0.1757539	0.0168486	1.0380358	0.1211095	0.3768392	0.3637005	0.6709750
450	1.0024603	0.9082513	0.9049678	0.2028877	0.0060405	1.0777352	0.1422214	0.3441075	0.3734602	0.6031091
500	0.9491362	0.9072125	0.9765930	0.1945386	0.0165341	1.0761263	0.1388864	0.3744300	0.4326497	0.6678774
550	0.9191692	0.8796499	0.8655177	0.2519037	0.0346061	1.0867235	0.4924116	0.4319199	0.5130495	0.6253231
600	0.9400261	0.9943164	0.9916822	0.2490587	0.0523812	1.0649321	0.6913647	0.4335922	0.4960905	0.6139264
650	0.8670544	0.9973306	1.0791597	0.2183139	0.0538254	0.9311895	0.7763189	0.5121901	0.5436140	0.6633407
700	0.8822120	0.9924695	0.9968203	0.2516586	0.0492211	0.9320022	0.6910171	0.4382197	0.6115001	0.6896875
750	0.8909399	0.9283734	1.0145032	0.1920731	0.0368671	0.9400033	0.7302891	0.4518497	0.5759304	0.7085702
800	0.8395272	0.9953220	1.0352276	0.1888176	0.0453783	0.9802020	0.7801133	0.4562097	0.4751103	0.7007373
850	0.9123047	1.0886226	0.9777733	0.1929220	0.0621986	1.0431032	0.6852021	0.4796724	0.5158190	0.7108374
900	1.1013609	1.0317435	0.8652351	0.2322795	0.0495469	1.0522980	0.7146182	0.5117030	0.4834165	0.6651064
950	1.1034169	1.0323394	1.0574752	0.2482526	0.0810951	0.9906738	0.7093415	0.4841427	0.4506635	0.7141506
1000	1.0018506	0.9559262	1.0124149	0.2662770	0.0869958	1.0065003	0.6871066	0.5523020	0.5050692	0.6230387

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	1.0786935	0.6955948	0.8427587	0.1803574	0.0972202	1.1090315	0.7199079	0.5998981	0.4314229	0.7024816
100	1.0151417	0.3597165	0.8779514	0.1029468	0.0909531	0.9209427	0.6879166	0.5994062	0.4620411	0.6015153
150	0.8120838	0.1751690	0.8654889	0.0780832	0.0785278	0.9932326	0.6405316	0.5246941	0.5632930	0.5117171
200	0.5114463	0.1171360	0.9170183	0.1068813	0.0469899	1.0653638	0.6784715	0.4773186	0.7252898	0.4373097
250	0.2421632	0.1115147	0.9875766	0.1078779	0.0468242	1.0416089	0.7754045	0.4934596	0.7225461	0.4923669
300	0.1244440	0.0722663	0.9664788	0.0743658	0.0314136	0.9591629	0.7916339	0.3907897	0.7689831	0.4486883
350	0.0687031	0.0813973	0.9276645	0.1113558	0.0241582	0.9639960	0.8652242	0.4739925	0.9204060	0.3260948
400	0.0314925	0.0601480	0.9599541	0.1436671	0.0238640	0.9652625	0.8373263	0.4061328	0.8743757	0.3210380
450	0.0157303	0.0752971	0.9969686	0.1488873	0.0375409	1.0393279	0.8168179	0.4633602	0.8157734	0.4595002
500	0.0149409	0.0981044	0.9700566	0.0943982	0.0169595	0.9576156	0.7806185	0.5197766	0.8459338	0.5254499
550	0.1164914	0.4046297	1.0531000	0.1525643	0.0183550	1.0062473	0.6997722	0.4733209	0.7748389	0.4559345
600	0.4627926	0.6332134	0.9554658	0.2108333	0.0145494	0.9801057	0.7179363	0.4296364	0.8444103	0.5453131
650	0.7355117	0.9024090	1.0572318	0.2662448	0.0144728	1.0193937	0.8127325	0.3560131	0.6641908	0.6361312
700	0.8395480	0.9813802	0.9254116	0.2761493	0.0193812	1.0113945	0.8800522	0.4207677	0.6186994	0.6536759
750	1.0255091	1.1144177	0.9598942	0.2746379	0.0342916	1.0763219	0.9077694	0.4252290	0.5132155	0.6685126
800	1.0606897	1.0706047	0.9633056	0.2423678	0.0378292	1.0758268	0.8562305	0.4775386	0.5040566	0.7373403
850	1.0134841	1.0302728	1.0520901	0.1861881	0.0644174	1.0477042	0.8798177	0.4596708	0.3933921	0.6928942
900	1.0449778	1.1071724	1.1210830	0.2443386	0.0922032	0.9778074	0.7998628	0.4979680	0.4035053	0.6356668
950	1.1006627	1.0835396	0.9520997	0.2413830	0.1182319	1.0626372	0.7380107	0.6284317	0.4728915	0.6975309
1000	0.9857334	1.0797926	0.9287286	0.2595181	0.0793762	1.0086849	0.6054098	0.6015066	0.5322234	0.6396499

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	0.9179738	1.0463270	1.0245122	0.2805885	0.0469004	0.9737621	0.4683492	0.4310852	0.5767354	0.6221600
100	0.9761414	0.9644208	0.9953939	0.2630886	0.0555732	0.9968317	0.2152362	0.4524472	0.5868316	0.6640164
150	1.0299606	0.9793847	0.9682964	0.2618255	0.0324406	1.0607236	0.1357386	0.4535935	0.5482151	0.6337626
200	1.0775481	1.0077338	0.9201886	0.2573111	0.0281483	1.0349271	0.1363477	0.4403738	0.5337131	0.7072086
250	1.0234726	1.0931077	1.0160927	0.2627189	0.0425005	1.0118469	0.1202140	0.4592725	0.4537659	0.6254078
300	1.0784638	0.9745429	1.0249322	0.2899782	0.0629849	1.0343568	0.1081720	0.4596756	0.4697997	0.7059973
350	1.0744589	1.0322876	0.9618430	0.2408888	0.0603786	1.0430580	0.1147317	0.5195983	0.4342604	0.6479256
400	1.1450107	0.9892834	1.0008744	0.2073322	0.0629485	1.0474574	0.1183518	0.4603601	0.4120054	0.6739047
450	1.1065371	1.0287014	1.0762879	0.2054533	0.0567184	0.9788473	0.1137069	0.4934724	0.5114405	0.6815815
500	1.0010611	1.0522545	1.0277175	0.2415031	0.0552509	1.0614776	0.0933757	0.5083742	0.3825370	0.7195030
550	0.8884764	0.9915824	0.9233416	0.2086954	0.0849880	1.0253978	0.3556436	0.5401556	0.4247315	0.7531883
600	0.8748197	0.9967903	1.0056897	0.2021035	0.1195198	1.0284584	0.5694780	0.5321619	0.4136150	0.7306199
650	0.9153871	0.9585621	1.0470330	0.2163838	0.1177878	0.8680756	0.7274775	0.5179103	0.4420818	0.6887576
700	0.9640015	0.9441172	1.0823420	0.2187783	0.0766792	0.9954630	0.7395911	0.4734403	0.5309909	0.6340425
750	0.9701223	1.0134304	1.0472177	0.2762311	0.0821803	0.9454289	0.7665964	0.5214245	0.4902385	0.6663329
800	1.0367801	1.0746567	0.9314539	0.2786691	0.0939010	0.9477729	0.7197146	0.5468190	0.5267063	0.7073370
850	0.9778576	0.9402750	0.9471654	0.2380052	0.0838949	1.0919764	0.7209693	0.4699214	0.5101163	0.7837560
900	0.9836884	1.0053068	0.9694781	0.2250251	0.0817825	1.0300083	0.6862824	0.5429733	0.3990078	0.8010767
950	1.0003434	1.0120820	0.9587176	0.2090743	0.1005930	0.8977467	0.6757413	0.5495619	0.4340186	0.7134700
1000	1.0212190	1.0156914	0.9704810	0.1969920	0.0739773	1.0212388	0.6821200	0.5628398	0.4460872	0.6771385

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	0.9375825	0.9245834	1.0046093	0.2365060	0.0584712	1.0041849	0.6780213	0.5366791	0.4719860	0.7403215
100	0.9772008	0.9518870	0.9780189	0.2107979	0.0569972	1.0205500	0.6380482	0.5366556	0.2792936	0.6957858
150	1.0062216	1.0458420	1.0285569	0.1908717	0.1416136	1.0078230	0.6299519	0.6318182	0.2885965	0.6663625
200	0.9881837	1.0330792	1.0814156	0.2130190	0.1980159	1.1058304	0.5827891	0.6534081	0.3763924	0.6446723
250	0.9839151	1.0462804	1.0290459	0.1939827	0.1539280	1.1009584	0.5568121	0.6372439	0.3939569	0.6871106
300	1.0218715	1.1078950	0.9821954	0.2266851	0.1683081	1.0498505	0.6044709	0.5900724	0.3347335	0.6931799
350	1.0027352	0.9672013	0.9818662	0.2045562	0.1611360	1.1428501	0.6554720	0.5795958	0.3421936	0.6774699
400	1.0322467	0.9578525	0.9790749	0.2032222	0.1543518	0.9921928	0.5736778	0.6256827	0.3710459	0.6710077
450	0.9758279	1.1433082	1.0422310	0.2157744	0.1431645	0.9033640	0.5758828	0.6664195	0.4032606	0.6184204
500	0.9996363	1.1534855	1.0463793	0.2428690	0.1542874	0.9810583	0.5966048	0.6523148	0.4346911	0.7044614
550	1.0320547	1.2085321	1.0666458	0.2144673	0.1251164	1.0421504	0.5469098	0.5856761	0.4265484	0.6149518
600	0.9958263	1.0609998	1.0616866	0.2130411	0.1063938	1.1635388	0.6212349	0.5539262	0.5752560	0.6733508
650	0.9171155	1.0385204	1.0059757	0.1807165	0.0857207	1.0761952	0.6338612	0.5229469	0.4301130	0.6856743
700	1.0521173	1.1334572	0.9806654	0.2004450	0.1047315	1.0979953	0.6765438	0.4853286	0.4368875	0.6660678
750	1.0394046	1.0230428	1.0559241	0.2323989	0.1047730	1.1056797	0.6912834	0.5791424	0.5673242	0.6487447
800	1.0226303	0.9120980	1.0157753	0.2130093	0.0601652	0.9422380	0.7556376	0.5001473	0.5391457	0.6283360
850	0.9911489	0.9267029	0.9662074	0.2675010	0.0304164	0.9846704	0.7544475	0.4963519	0.5729767	0.6148039
900	1.1320289	0.9987028	0.8769230	0.2715494	0.0521330	1.0264564	0.7131517	0.4699573	0.6384168	0.6828682
950	1.1011042	0.9822105	0.9679284	0.2926065	0.0556225	1.0430570	0.8429131	0.4583678	0.4511494	0.6260137
1000	1.0456058	0.9385958	1.0071127	0.2969878	0.0771548	1.0002070	0.8301016	0.4412649	0.3806917	0.7764892

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	0.9232229	0.9566950	1.0093533	0.2284081	0.0745762	0.9973754	0.4823385	0.5550486	0.5485978	0.6716513
100	0.8227536	0.9897948	0.9252578	0.2482628	0.0738623	0.9847015	0.2059203	0.6292775	0.4871607	0.7051057
150	0.8484541	0.9693533	0.9327796	0.2460445	0.0586281	1.0520644	0.1118787	0.6460491	0.4690522	0.7086882
200	0.9194676	0.9553473	0.9069372	0.2192637	0.1164497	0.9309707	0.0673797	0.6331402	0.4610167	0.7430978
250	0.9610414	0.9177025	1.0019936	0.2090040	0.0865564	0.9050395	0.0772228	0.6030345	0.3983726	0.7229359
300	0.9800097	1.0047344	0.9937497	0.1927489	0.1130434	1.0765776	0.0917412	0.5941738	0.4319190	0.5951091
350	1.0087825	1.0098448	0.9983603	0.2695460	0.0814931	1.0299552	0.0709343	0.6073877	0.4646399	0.7338340
400	0.9957011	0.9982101	1.0882076	0.2369336	0.1117838	1.0433157	0.0850494	0.6276603	0.4295406	0.6517230
450	1.1409084	1.0560862	0.9902095	0.2069518	0.1018241	0.9561923	0.0823248	0.6232233	0.5834079	0.6812098
500	0.9696651	1.0507626	1.0317482	0.1888516	0.0542330	0.9733515	0.0461492	0.5242103	0.4864809	0.7264687
550	0.9710798	1.0076561	1.0108520	0.1542323	0.0688999	0.9431316	0.3069522	0.5093090	0.4419909	0.5838876
600	1.0785935	0.9896008	0.9585500	0.1647765	0.0601191	0.8560828	0.5106669	0.5322324	0.5341243	0.6076849
650	1.0244727	1.0722086	0.9947596	0.2479531	0.0666182	0.9866130	0.5967475	0.5295870	0.5431383	0.6556605
700	0.9624077	1.0887093	0.9461252	0.2644599	0.0609917	0.8894808	0.5872220	0.5911253	0.5377041	0.5916850
750	0.9488366	1.0472043	0.9534317	0.2540423	0.0591947	0.9746818	0.6285679	0.5503199	0.5930380	0.7067113
800	1.0209533	0.9855026	0.9982861	0.2585783	0.0500315	0.9258746	0.6068737	0.5086630	0.5508304	0.6935396
850	1.0630414	0.9491693	0.9516087	0.2504955	0.0679728	0.9701337	0.7501372	0.4593573	0.4862103	0.6564120
900	1.0186242	0.9157936	0.9964312	0.2292653	0.0464857	1.0711287	0.7361897	0.4408806	0.4999607	0.7154009
950	0.9191489	1.0189376	0.9932038	0.2389269	0.0459464	0.9925033	0.7691905	0.4854309	0.4271684	0.7991328
1000	0.9473383	1.0973938	1.0533448	0.1937758	0.0824810	1.0650943	0.7077570	0.4817227	0.3912966	0.7149835

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	0.9392553	0.9168202	1.0640539	0.1998670	0.0913332	1.0076385	0.7192196	0.5127970	0.5293573	0.6358746
100	1.0132459	0.8479887	1.0341120	0.2125116	0.0743235	1.0438073	0.6887878	0.5374532	0.5548948	0.7170408
150	0.9648942	0.8279402	0.9082492	0.2423934	0.0459152	1.0520905	0.6489767	0.5289663	0.4654209	0.6637218
200	1.0424686	0.7279359	0.8851127	0.2352496	0.0471547	1.0180967	0.6849534	0.4538767	0.5150282	0.5555592
250	1.0235326	0.7711157	0.9630531	0.2621917	0.0472527	1.1099670	0.6853341	0.4805581	0.5808747	0.6127832
300	0.9598882	0.8816440	0.9972628	0.2875932	0.0653166	0.9578503	0.7509889	0.4443784	0.6103985	0.6902024
350	0.9701158	0.8421357	0.9919623	0.2752640	0.0577230	0.9864596	0.8168907	0.4378437	0.5590201	0.6684604
400	0.9740188	0.8411706	0.9723326	0.3455842	0.0429358	1.0101783	0.8162494	0.4743417	0.5038563	0.7099068
450	0.9663676	0.8641674	0.9831172	0.2829034	0.0581114	1.0195599	0.8185170	0.5015628	0.4594017	0.6795334
500	0.9726655	0.8880348	0.9459174	0.2616058	0.0932476	1.1265287	0.7818415	0.4931653	0.5147167	0.7084804
550	0.9499625	0.9909739	1.0061385	0.2014536	0.0849313	1.0704350	0.8142750	0.4627334	0.5440341	0.7195142
600	0.9223120	1.0165055	1.0084673	0.2355929	0.0771425	1.0349588	0.7969430	0.5505191	0.5349979	0.6924946
650	1.0362152	0.9770319	1.0335263	0.2268154	0.0673377	0.9672984	0.6094460	0.5907457	0.4364343	0.7508361
700	1.0012716	1.0009186	1.0397679	0.2026648	0.0898158	0.9247692	0.6558287	0.5296541	0.3832254	0.6811706
750	1.0666068	0.9313255	1.0271425	0.2248809	0.0916801	0.9598874	0.7163420	0.5387735	0.5076568	0.5576636
800	1.0799394	1.0513860	0.9247867	0.2628097	0.0847569	1.1013027	0.7899832	0.4828748	0.6422381	0.6628739
850	1.0094477	1.1225688	1.0029296	0.2646517	0.0629637	1.1564359	0.7506281	0.5242608	0.5116344	0.6846195
900	0.9934263	1.0624897	1.0875495	0.2451582	0.0614595	1.1524206	0.7585195	0.5152570	0.4785753	0.6450234
950	0.9906392	1.0817625	1.0391837	0.2306370	0.0717450	1.0100165	0.8101665	0.4877542	0.4848428	0.6947579
1000	0.9644596	0.9889552	0.9658524	0.2230891	0.0643387	0.9439696	0.7756968	0.5162339	0.4935417	0.6256044

0	1.0445911	1.0356403	1.0216033	0.1812135	0.0883332	1.0271553	0.7878429	0.4980155	0.4919947	0.6549071
50	0.9703727	0.9034440	1.0767786	0.1771142	0.0596236	0.9886028	0.7135721	0.5001422	0.4967099	0.6507364
100	0.8988319	0.6481941	0.9809116	0.0842038	0.0620343	0.9611466	0.5254272	0.4816409	0.5097884	0.5618892
150	1.0281437	0.5492126	1.0039356	0.1373730	0.0706888	0.9790503	0.4533346	0.4338241	0.6207841	0.4570279
200	1.0838588	0.5180642	1.0519003	0.1583540	0.0489448	0.9519916	0.3998785	0.4498523	0.6791318	0.5518578
250	0.9661996	0.4904069	1.0892772	0.1147407	0.0645191	0.9227118	0.4134172	0.4308463	0.7012368	0.5783462
300	0.9561804	0.4637914	1.0173471	0.1148845	0.0536331	0.9482051	0.3954608	0.4294139	0.6725674	0.4704263
350	1.0202724	0.4417935	1.0510924	0.1252600	0.0413993	0.9594731	0.4373112	0.4737977	0.7650134	0.4657208
400	0.9616376	0.5177329	1.0653009	0.1723277	0.0354836	0.9920652	0.4634281	0.4447381	0.8742264	0.5714113
450	1.0467478	0.4835592	0.9612758	0.1575440	0.0352425	0.9975069	0.4066088	0.3948581	0.7561264	0.5978413
500	1.0143007	0.4626364	0.8838100	0.1292669	0.0234235	0.9749704	0.5297079	0.4717016	0.7415617	0.5769188
550	1.1371668	0.6705275	1.0094169	0.1629770	0.0298858	1.0143086	0.7030039	0.4588332	0.6139905	0.6386793
600	0.9921975	0.7706482	1.0086169	0.2600238	0.0357365	0.9553190	0.7609896	0.4567132	0.5287105	0.5461877
650	0.9465921	0.9206408	1.0894749	0.2847297	0.0404439	0.8991427	0.7769103	0.4739568	0.5747600	0.6238690
700	1.0054393	0.9678891	1.0073656	0.2330844	0.0395202	0.9857246	0.8466505	0.4208638	0.6825574	0.7017323
750	0.9927416	0.9672410	0.9658294	0.2492679	0.0408619	0.9637136	0.7259093	0.4011518	0.5656862	0.7096636
800	0.9647027	1.0222983	1.0455373	0.2613115	0.0477453	0.9659949	0.7584934	0.4171686	0.5125391	0.7111502
850	0.9869246	1.0683541	1.0067880	0.2921846	0.0459963	0.9620550	0.7224409	0.5327929	0.3895767	0.7840839
900	0.9780991	1.0884241	0.9546317	0.2073281	0.0603814	1.0077779	0.6867331	0.5494510	0.4409283	0.7019969
950	1.0705166	1.0601504	0.9726516	0.2033680	0.0633774	0.9789715	0.6948371	0.5281998	0.4138067	0.6746863
1000	1.0360015	1.0243816	0.9483897	0.2099316	0.0723597	0.9073517	0.7067239	0.5218429	0.4937615	0.6185307
