"Time"	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C
450	0.9997460	0.9727637	0.6014920	0.9996250	0.0027322	0.9995049	0.0081139	0.2971623	0.6223131	0.8274795
500	0.9999370	0.9865511	0.6054092	0.9998930	0.0018047	0.9998527	0.0078509	0.2911732	0.6213645	0.8274377
550	0.9999845	0.9934592	0.6071011	0.9999694	0.0088470	0.9841694	0.3609026	0.2881686	0.6264178	0.8838339
600	0.9999951	0.9968567	0.6078011	0.9999885	0.0166753	0.7620608	0.6947757	0.2924877	0.6554721	0.9442809
650	0.9999940	0.9985032	0.6080804	0.9999861	0.0252125	0.4836575	0.8571908	0.3129162	0.6948507	0.9764053
700	0.9999609	0.9992817	0.6081862	0.9999273	0.0688391	0.3183923	0.9231267	0.3469606	0.7272646	0.9906207
750	0.9984911	0.9986530	0.6081699	0.9979973	0.2234006	0.2428373	0.9428954	0.3838479	0.7483684	0.9964071
800	0.9774358	0.9742016	0.6070210	0.9758801	0.4438648	0.2128335	0.9412877	0.4150102	0.7604052	0.9986556
850	0.9024747	0.8648726	0.5990437	0.9065098	0.6203005	0.2027935	0.9318066	0.4374306	0.7667185	0.9995048
900	0.7975288	0.6927834	0.5759280	0.8149192	0.7237308	0.2008161	0.9227236	0.4518669	0.7698453	0.9998195
950	0.7116754	0.5285348	0.5381805	0.7413660	0.7729431	0.2015512	0.9175009	0.4604407	0.7713313	0.9999347
1000	0.6601361	0.4057828	0.4961455	0.6971422	0.7918030	0.2026651	0.9157291	0.4652301	0.7720161	0.9999765

0	0.6222110	0.2266308	0.4059412	0.6636377	0.7953217	0.2036852	0.9162788	0.4703236	0.7725641	1.0000000
50	0.3340604	0.1859322	0.5066793	0.3903676	0.7535166	0.2066006	0.8317924	0.5245284	0.7873999	1.0000000
100	0.1219982	0.1286691	0.5870381	0.1977288	0.6998249	0.2230494	0.7586570	0.5900018	0.8035396	1.0000000
150	0.0489976	0.0890607	0.6075807	0.1347899	0.6374521	0.2455434	0.7319772	0.6319863	0.8124103	1.0000000
200	0.0292405	0.0689826	0.6074620	0.1221209	0.5624013	0.2622122	0.7253144	0.6552130	0.8165412	1.0000000
250	0.0255895	0.0638980	0.6044860	0.1257550	0.4929492	0.2710211	0.7235279	0.6672075	0.8183386	1.0000000
300	0.0260464	0.0682611	0.6028539	0.1329499	0.4427605	0.2750036	0.7220145	0.6731331	0.8190954	1.0000000
350	0.0270906	0.0767179	0.6026023	0.1390680	0.4120188	0.2769628	0.7202028	0.6759648	0.8194086	1.0000000
400	0.0278826	0.0854566	0.6030344	0.1431315	0.3945947	0.2782633	0.7184564	0.6772827	0.8195370	1.0000000
450	0.0283660	0.0926646	0.6036282	0.1455438	0.3845411	0.2793208	0.7170641	0.6778828	0.8195894	1.0000000
500	0.0286444	0.0979592	0.6041413	0.1469325	0.3781807	0.2801852	0.7160861	0.6781513	0.8196107	1.0000000
550	0.4582831	0.2421715	0.4499762	0.5228221	0.4008697	0.2755027	0.7900503	0.6290982	0.8047835	1.0000000
600	0.7663679	0.4342065	0.3809229	0.7843933	0.4447251	0.2567974	0.8267568	0.5671124	0.7886474	1.0000000
650	0.8542550	0.5473731	0.4255704	0.8594040	0.5095106	0.2408030	0.8390263	0.5243601	0.7797781	1.0000000
700	0.8478635	0.5730665	0.4793369	0.8549554	0.5781649	0.2312427	0.8533834	0.4988068	0.7756478	1.0000000
750	0.8094305	0.5398239	0.5071208	0.8230651	0.6342709	0.2247118	0.8691079	0.4846767	0.7738506	1.0000000
800	0.7669272	0.4819724	0.5106214	0.7874089	0.6760828	0.2193879	0.8827037	0.4772960	0.7730939	1.0000000
850	0.7306294	0.4224721	0.5000964	0.7567416	0.7074888	0.2150095	0.8929765	0.4736106	0.7727808	1.0000000
900	0.7020996	0.3714472	0.4841735	0.7324780	0.7315611	0.2116283	0.9002150	0.4718356	0.7726523	1.0000000
950	0.6802212	0.3312839	0.4678512	0.7137680	0.7498858	0.2091724	0.9051683	0.4710052	0.7726000	1.0000000
1000	0.6636901	0.3010835	0.4533474	0.6995699	0.7634612	0.2074596	0.9085477	0.4706258	0.7725786	1.0000000

0	0.6222110	0.2266308	0.4059412	0.6636377	0.7953217	0.2036852	0.9162788	0.4703236	0.7725641	1.0000000
50	0.6209549	0.2263738	0.4234132	0.6625208	0.8172766	0.1390016	0.9069010	0.6203740	0.7725641	1.0000000
100	0.6014005	0.2193807	0.4416479	0.6453247	0.8918529	0.0808581	0.8560798	0.7878493	0.7725641	1.0000000
150	0.5618791	0.2015605	0.4451588	0.6106393	0.9500356	0.0595240	0.7949287	0.8807636	0.7725641	1.0000000
200	0.5259505	0.1802138	0.4349533	0.5789098	0.9793329	0.0579526	0.7555132	0.9235727	0.7725641	1.0000000
250	0.5034131	0.1619759	0.4186239	0.5587530	0.9917590	0.0626509	0.7379055	0.9416620	0.7725641	1.0000000
300	0.4918432	0.1489760	0.4031841	0.5482267	0.9964989	0.0671550	0.7323942	0.9489377	0.7725641	1.0000000
350	0.4866176	0.1406925	0.3917941	0.5433755	0.9981063	0.0697892	0.7316903	0.9517737	0.7725641	1.0000000
400	0.4844861	0.1358071	0.3846075	0.5413500	0.9985583	0.0709120	0.7322901	0.9528559	0.7725641	1.0000000
450	0.4837012	0.1330872	0.3805523	0.5405820	0.9986448	0.0712321	0.7329496	0.9532626	0.7725641	1.0000000
500	0.4834448	0.1316394	0.3784546	0.5403205	0.9986449	0.0712377	0.7333864	0.9534137	0.7725641	1.0000000
550	0.4834445	0.1309076	0.3573260	0.5403095	0.9960827	0.1496516	0.7378114	0.8034190	0.7725641	1.0000000
600	0.4879336	0.1314613	0.3345944	0.5444781	0.9471921	0.2190916	0.7664246	0.6359642	0.7725641	1.0000000
650	0.5187415	0.1396588	0.3251773	0.5724324	0.8260410	0.2411041	0.8142395	0.5430573	0.7725641	1.0000000
700	0.5857719	0.1668203	0.3337850	0.6314859	0.7207469	0.2375423	0.8568801	0.5002509	0.7725641	1.0000000
750	0.6561818	0.2126915	0.3608886	0.6921653	0.6796062	0.2269649	0.8835230	0.4821626	0.7725641	1.0000000
800	0.6963718	0.2583393	0.3957804	0.7264997	0.6874313	0.2178478	0.8969648	0.4748872	0.7725641	1.0000000
850	0.7028164	0.2859550	0.4246477	0.7321780	0.7142125	0.2120342	0.9031974	0.4720513	0.7725641	1.0000000
900	0.6897336	0.2928407	0.4405061	0.7213182	0.7407125	0.2088155	0.9064624	0.4709692	0.7725641	1.0000000
950	0.6713881	0.2861542	0.4441330	0.7058921	0.7602028	0.2070979	0.9087440	0.4705625	0.7725641	1.0000000
1000	0.6554596	0.2740543	0.4400814	0.6923800	0.7727078	0.2061100	0.9106458	0.4704114	0.7725641	1.0000000

0	0.6222110	0.2266308	0.4059412	0.6636377	0.7953217	0.2036852	0.9162788	0.4703236	0.7725641	1.0000000
50	0.3980617	0.2267505	0.4060635	0.6636319	0.7969059	0.1996755	0.9160839	0.4770036	0.8358531	1.0000000
100	0.2318457	0.2261788	0.4060397	0.6621093	0.8052611	0.1960999	0.9120957	0.5141574	0.9047041	1.0000000
150	0.1721220	0.2237875	0.4052988	0.6576304	0.8155250	0.1954020	0.8981814	0.5664861	0.9425460	1.0000000
200	0.1530123	0.2198218	0.4032493	0.6520542	0.8211281	0.1976274	0.8759878	0.6110519	0.9601683	1.0000000
250	0.1470579	0.2159317	0.4002658	0.6485347	0.8185532	0.2023906	0.8526993	0.6408735	0.9678360	1.0000000
300	0.1462473	0.2141075	0.3976506	0.6494339	0.8069160	0.2085673	0.8334997	0.6582657	0.9710643	1.0000000
350	0.1484897	0.2159660	0.3969166	0.6557250	0.7878331	0.2148119	0.8195443	0.6675596	0.9724005	1.0000000
400	0.1529406	0.2223884	0.3991307	0.6669026	0.7647535	0.2202253	0.8097102	0.6722372	0.9729484	1.0000000
450	0.1587600	0.2333303	0.4045485	0.6812730	0.7413860	0.2245422	0.8024481	0.6744918	0.9731719	1.0000000
500	0.1650391	0.2478641	0.4125952	0.6966932	0.7202740	0.2279136	0.7966462	0.6755439	0.9732628	1.0000000
550	0.4161207	0.2645695	0.4221716	0.7114911	0.7004229	0.2346302	0.7918894	0.6710650	0.9100107	1.0000000
600	0.6094486	0.2830787	0.4322288	0.7264818	0.6753554	0.2404148	0.7910851	0.6406484	0.8411747	1.0000000
650	0.6909092	0.3047740	0.4425652	0.7433801	0.6503988	0.2426291	0.8003428	0.5921115	0.8033389	1.0000000
700	0.7282341	0.3290642	0.4533895	0.7598346	0.6344093	0.2408168	0.8197583	0.5463763	0.7857190	1.0000000
750	0.7465539	0.3516278	0.4639988	0.7712745	0.6329774	0.2355156	0.8431108	0.5133571	0.7780524	1.0000000
800	0.7510960	0.3663105	0.4726494	0.7740722	0.6466370	0.2285500	0.8642122	0.4929916	0.7748244	1.0000000
850	0.7434428	0.3687275	0.4774284	0.7673401	0.6707380	0.2218134	0.8803256	0.4816491	0.7734884	1.0000000
900	0.7268331	0.3588220	0.4772003	0.7532276	0.6983880	0.2163503	0.8915467	0.4757609	0.7729406	1.0000000
950	0.7060627	0.3403706	0.4721110	0.7356155	0.7239888	0.2123661	0.8990961	0.4728552	0.7727171	1.0000000
1000	0.6855694	0.3184335	0.4634637	0.7181962	0.7447387	0.2096239	0.9042087	0.4714743	0.7726262	1.0000000

0	0.6222110	0.2266308	0.4059412	0.6636377	0.7953217	0.2036852	0.9162788	0.4703236	0.7725641	1.0000000
50	0.6222995	0.2267790	0.3960227	0.5300403	0.7952575	0.2036686	0.9179488	0.4731132	0.7987126	1.0000000
100	0.6223456	0.2268772	0.3461528	0.4339563	0.7954016	0.2032347	0.9248564	0.4890339	0.8271591	1.0000000
150	0.6221631	0.2268642	0.2843543	0.3997682	0.7966421	0.2021132	0.9305408	0.5122675	0.8427938	1.0000000
200	0.6212453	0.2264948	0.2383933	0.3886190	0.7995464	0.2009649	0.9314274	0.5327402	0.8500747	1.0000000
250	0.6193378	0.2255103	0.2114106	0.3841242	0.8031038	0.2004312	0.9290187	0.5468316	0.8532426	1.0000000
300	0.6169621	0.2239806	0.1972229	0.3814643	0.8057117	0.2005740	0.9257278	0.5552338	0.8545764	1.0000000
350	0.6150292	0.2223318	0.1899639	0.3797672	0.8065392	0.2011035	0.9229478	0.5598012	0.8551285	1.0000000
400	0.6141503	0.2210594	0.1862060	0.3790377	0.8057756	0.2017135	0.9210339	0.5621304	0.8553549	1.0000000
450	0.6143686	0.2204555	0.1843310	0.3791783	0.8041257	0.2022305	0.9198275	0.5632646	0.8554472	1.0000000
500	0.6153324	0.2205327	0.1835993	0.3798907	0.8022740	0.2026076	0.9190626	0.5637981	0.8554848	1.0000000
550	0.6165981	0.2211101	0.1942672	0.5142428	0.8006292	0.2029169	0.9150335	0.5615017	0.8293515	1.0000000
600	0.6178635	0.2219560	0.2462210	0.6111957	0.7989544	0.2039960	0.9013245	0.5466239	0.8009112	1.0000000
650	0.6193621	0.2230188	0.3088179	0.6464560	0.7953880	0.2063979	0.8912647	0.5239688	0.7852790	1.0000000
700	0.6221221	0.2247038	0.3547877	0.6592825	0.7886469	0.2087322	0.8905432	0.5033480	0.7779992	1.0000000
750	0.6267335	0.2275523	0.3820416	0.6663231	0.7808317	0.2096872	0.8954708	0.4888068	0.7748316	1.0000000
800	0.6321184	0.2314575	0.3971523	0.6718349	0.7754140	0.2092460	0.9015668	0.4799803	0.7734980	1.0000000
850	0.6362951	0.2354688	0.4058031	0.6756690	0.7740551	0.2080946	0.9065606	0.4751188	0.7729460	1.0000000
900	0.6379850	0.2384299	0.4109358	0.6771916	0.7760735	0.2068597	0.9099748	0.4726150	0.7727196	1.0000000
950	0.6372430	0.2396997	0.4137188	0.6765838	0.7797747	0.2058532	0.9121188	0.4713866	0.7726273	1.0000000
1000	0.6349768	0.2393491	0.4147033	0.6746556	0.7836892	0.2051391	0.9134436	0.4708054	0.7725897	1.0000000

0	0.6222110	0.2266308	0.4059412	0.6636377	0.7953217	0.2036852	0.9162788	0.4703236	0.7725641	1.0000000
50	0.6222996	0.1882638	0.5660775	0.6058705	0.7952561	0.2036824	0.9170088	0.4698516	0.7621706	0.8536417
100	0.6223539	0.1329718	0.7427495	0.5643229	0.7952964	0.2034774	0.9209203	0.4570548	0.6909073	0.6967990
150	0.6222873	0.0922623	0.8386647	0.5495298	0.7959395	0.2027075	0.9298047	0.4031062	0.5698511	0.6134474
200	0.6217502	0.0673275	0.8816251	0.5445368	0.7981895	0.2009068	0.9469087	0.3072455	0.4551210	0.5765641
250	0.6200553	0.0532391	0.8991663	0.5417390	0.8034301	0.1977702	0.9677014	0.2063793	0.3743266	0.5615508
300	0.6163197	0.0454486	0.9058796	0.5381163	0.8124247	0.1939822	0.9836147	0.1297875	0.3261470	0.5557168
350	0.6101384	0.0409316	0.9081982	0.5326466	0.8238951	0.1906733	0.9925615	0.0819543	0.3001933	0.5535135
400	0.6022456	0.0379984	0.9087219	0.5257670	0.8352506	0.1883898	0.9968110	0.0553557	0.2871188	0.5526969
450	0.5941518	0.0358602	0.9084877	0.5187225	0.8444926	0.1870490	0.9986687	0.0415665	0.2808339	0.5523980
500	0.5871886	0.0342153	0.9079528	0.5126490	0.8509865	0.1863439	0.9994501	0.0347233	0.2779144	0.5522896
550	0.5819692	0.0656306	0.7195736	0.5659241	0.8550721	0.1860000	0.9997732	0.0315893	0.2936415	0.6986088
600	0.5784582	0.1113226	0.5252115	0.6044310	0.8574343	0.1858410	0.9999055	0.0350882	0.3912202	0.8554375
650	0.5762908	0.1446216	0.4308823	0.6172491	0.8587133	0.1857701	0.9999554	0.0623586	0.5249398	0.9387840
700	0.5750422	0.1646863	0.3941241	0.6206636	0.8593704	0.1857408	0.9999007	0.1289672	0.6319805	0.9756655
750	0.5743630	0.1757137	0.3812582	0.6213809	0.8596880	0.1857486	0.9990826	0.2200036	0.6992657	0.9906782
800	0.5740185	0.1814520	0.3769986	0.6214518	0.8597692	0.1859013	0.9951200	0.3064899	0.7364580	0.9965120
850	0.5739142	0.1843503	0.3756125	0.6214647	0.8594085	0.1865161	0.9855205	0.3720997	0.7554784	0.9987152
900	0.5741726	0.1858752	0.3751810	0.6217222	0.8579368	0.1879514	0.9713424	0.4152165	0.7647156	0.9995318
950	0.5751915	0.1869614	0.3751763	0.6226284	0.8544692	0.1902400	0.9563671	0.4409422	0.7690398	0.9998307
1000	0.5774975	0.1882925	0.3756028	0.6246577	0.8485473	0.1930085	0.9436887	0.4552732	0.7710094	0.9999391
