"Time"	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W	YDR216W	YDR451C	YMR016C

0	0.9925926	0.9694521	0.8082576	0.1371227	0.1412597	0.9980364	0.9422885	0.7066623	0.5110100	1.0000000
50	0.9929716	0.9693558	0.7951930	0.2005771	0.1183379	0.9980364	0.9421011	0.6185063	0.5109793	1.0000000
100	0.9934078	0.9659663	0.7136194	0.2748213	0.0941194	0.9980352	0.9401830	0.5287168	0.5110200	1.0000000
150	0.9936129	0.9448099	0.5911973	0.3169447	0.0812583	0.9980285	0.9353302	0.4830158	0.5117039	1.0000000
200	0.9934403	0.8722579	0.4832673	0.3362717	0.0754822	0.9980128	0.9289026	0.4629031	0.5156250	1.0000000
250	0.9922854	0.7239998	0.4089837	0.3441781	0.0730629	0.9979894	0.9229876	0.4524022	0.5313307	1.0000000
300	0.9881942	0.5417850	0.3644623	0.3471489	0.0720853	0.9979640	0.9186326	0.4394437	0.5767508	1.0000000
350	0.9758040	0.3867460	0.3400437	0.3481775	0.0716992	0.9979416	0.9158628	0.4123000	0.6563128	1.0000000
400	0.9439934	0.2810442	0.3274678	0.3484993	0.0715498	0.9979247	0.9142723	0.3684688	0.7372863	1.0000000
450	0.8815280	0.2176853	0.3212951	0.3485845	0.0714934	0.9979132	0.9134252	0.3203157	0.7938021	1.0000000
500	0.7932068	0.1825397	0.3183803	0.3485991	0.0714729	0.9979062	0.9129996	0.2806386	0.8256952	1.0000000
550	0.6750232	0.1644427	0.3244504	0.2823585	0.0943895	0.9979024	0.9139875	0.3066285	0.8416927	1.0000000
600	0.5681573	0.1699034	0.3803124	0.2048316	0.1186076	0.9979063	0.9201387	0.3431080	0.8491665	1.0000000
650	0.5395058	0.2540776	0.4890788	0.1620623	0.1314683	0.9979251	0.9280894	0.3600404	0.8521466	1.0000000
700	0.6399042	0.4469669	0.6051112	0.1440422	0.1372426	0.9979535	0.9342870	0.3663797	0.8479040	1.0000000
750	0.7803165	0.6523983	0.6944132	0.1379198	0.1396591	0.9979815	0.9381466	0.3725282	0.8116857	1.0000000
800	0.8817400	0.7982190	0.7507728	0.1364131	0.1406345	0.9980032	0.9402739	0.3936579	0.7338937	1.0000000
850	0.9389794	0.8831090	0.7818297	0.1363547	0.1410194	0.9980177	0.9413575	0.4402222	0.6521810	1.0000000
900	0.9677629	0.9277466	0.7972309	0.1366013	0.1411689	0.9980265	0.9418779	0.5042071	0.5917482	1.0000000
950	0.9813787	0.9499239	0.8041835	0.1368235	0.1412260	0.9980314	0.9421157	0.5680735	0.5542930	1.0000000
1000	0.9876023	0.9605560	0.8070291	0.1369659	0.1412475	0.9980340	0.9422195	0.6195439	0.5332346	1.0000000

0	0.9925926	0.9694521	0.8082576	0.1371227	0.1412597	0.9980364	0.9422885	0.7066623	0.5110100	1.0000000
50	0.9926008	0.9717802	0.7781156	0.2862267	0.1412597	0.9980363	0.9416707	0.5529134	0.5109310	1.0000000
100	0.9926197	0.9676253	0.6188413	0.4689938	0.1412598	0.9980312	0.9318340	0.3964198	0.5107299	1.0000000
150	0.9925111	0.9110340	0.4271711	0.5815832	0.1412611	0.9979929	0.8994307	0.3168759	0.5119052	1.0000000
200	0.9914025	0.7352547	0.2855071	0.6391936	0.1412684	0.9978774	0.8504064	0.2820621	0.5238185	1.0000000
250	0.9863408	0.5422464	0.1997274	0.6662087	0.1412887	0.9976677	0.8015296	0.2637609	0.5701845	1.0000000
300	0.9721708	0.4191217	0.1527700	0.6782566	0.1413271	0.9973924	0.7631682	0.2437125	0.6510638	1.0000000
350	0.9463573	0.3564595	0.1285311	0.6834616	0.1413819	0.9971042	0.7372213	0.2165584	0.7285737	1.0000000
400	0.9142428	0.3276811	0.1164835	0.6856654	0.1414457	0.9968507	0.7213302	0.1884733	0.7816257	1.0000000
450	0.8845566	0.3151385	0.1106506	0.6865889	0.1415088	0.9966557	0.7122561	0.1658683	0.8120568	1.0000000
500	0.8623419	0.3098264	0.1078807	0.6869764	0.1415637	0.9965208	0.7073343	0.1504905	0.8278775	1.0000000
550	0.8378429	0.2296507	0.1095520	0.5380741	0.1416068	0.9964395	0.7133456	0.2278819	0.8366343	1.0000000
600	0.7406205	0.1417587	0.1383624	0.3554301	0.1416355	0.9964867	0.7607351	0.3091171	0.8443402	1.0000000
650	0.5489648	0.0933163	0.2240314	0.2429100	0.1416379	0.9967584	0.8254006	0.3479450	0.8499006	1.0000000
700	0.3559330	0.0869073	0.3616772	0.1853326	0.1416016	0.9971387	0.8764066	0.3624093	0.8529906	1.0000000
750	0.2699673	0.1973161	0.5072184	0.1583221	0.1415351	0.9974763	0.9080280	0.3667996	0.8544168	1.0000000
800	0.4265062	0.4354939	0.6242788	0.1462575	0.1414597	0.9977146	0.9253535	0.3679149	0.8512010	1.0000000
850	0.6620475	0.6590816	0.7036010	0.1410240	0.1413932	0.9978618	0.9341946	0.3716313	0.8149247	1.0000000
900	0.8255515	0.8057046	0.7517569	0.1387903	0.1413430	0.9979456	0.9385093	0.3920231	0.7340356	1.0000000
950	0.9142570	0.8874072	0.7789105	0.1378424	0.1413089	0.9979907	0.9405533	0.4394713	0.6505893	1.0000000
1000	0.9573563	0.9294374	0.7934480	0.1374386	0.1412875	0.9980139	0.9415015	0.5047403	0.5900862	1.0000000

0	0.9925926	0.9694521	0.8082576	0.1371227	0.1412597	0.9980364	0.9422885	0.7066623	0.5110100	1.0000000
50	0.9928970	0.9661958	0.6721417	0.2861766	0.1181612	0.9980379	0.9449943	0.7069204	0.5100872	0.9697710
100	0.9931627	0.9115030	0.4489764	0.4671102	0.0937558	0.9980418	0.9398954	0.7080658	0.5057015	0.9373732
150	0.9922509	0.6763135	0.2683025	0.5767623	0.0807952	0.9980220	0.9155109	0.7104779	0.5113961	0.9202542
200	0.9839334	0.3912551	0.1554467	0.6317567	0.0749767	0.9979430	0.8785373	0.7020434	0.5734403	0.9127702
250	0.9379360	0.2111092	0.0933524	0.6569673	0.0725475	0.9977991	0.8423691	0.6560824	0.6769506	0.9097794
300	0.7950539	0.1214063	0.0615084	0.6679321	0.0715801	0.9976175	0.8145083	0.5790361	0.7550560	0.9086453
350	0.5873735	0.0809534	0.0458673	0.6725396	0.0712165	0.9974368	0.7959813	0.5047731	0.7977926	0.9082299
400	0.4119894	0.0635745	0.0384022	0.6744300	0.0710952	0.9972849	0.7848125	0.4513541	0.8181348	0.9080813
450	0.3009887	0.0563017	0.0349113	0.6751929	0.0710667	0.9971729	0.7785312	0.4188200	0.8271457	0.9080291
500	0.2405421	0.0533033	0.0333038	0.6754978	0.0710702	0.9970979	0.7751756	0.4009487	0.8309725	0.9080110
550	0.1715459	0.0520781	0.0559627	0.5206773	0.0941937	0.9970391	0.7637842	0.3917659	0.8331919	0.9382338
600	0.1118072	0.0515900	0.1138097	0.3344957	0.1186266	0.9969981	0.7889923	0.3867886	0.8375164	0.9706295
650	0.0786173	0.0520610	0.2262346	0.2248221	0.1316032	0.9971048	0.8394223	0.3828775	0.8432096	0.9877478
700	0.0648408	0.0735999	0.3838199	0.1726006	0.1374162	0.9973367	0.8828060	0.3789585	0.8481447	0.9952316
750	0.1195461	0.2218408	0.5367573	0.1504582	0.1398220	0.9975778	0.9107929	0.3753076	0.8514293	0.9982223
800	0.3791872	0.4788287	0.6513569	0.1418101	0.1407633	0.9977630	0.9265218	0.3726506	0.8472552	0.9993563
850	0.6534914	0.6952445	0.7241813	0.1386607	0.1411103	0.9978840	0.9346947	0.3759299	0.8021503	0.9997718
900	0.8264002	0.8290378	0.7657034	0.1375905	0.1412279	0.9979555	0.9387333	0.3999043	0.7167598	0.9999204
950	0.9162108	0.9008879	0.7876493	0.1372539	0.1412619	0.9979950	0.9406599	0.4516713	0.6361981	0.9999726
1000	0.9587546	0.9368524	0.7986176	0.1371575	0.1412683	0.9980159	0.9415553	0.5183493	0.5804787	0.9999906

0	0.9925926	0.9694521	0.8082576	0.1371227	0.1412597	0.9980364	0.9422885	0.7066623	0.5110100	1.0000000
50	0.9925927	0.9637616	0.6167670	0.1360064	0.1185014	0.9980364	0.9423261	0.7068724	0.5110184	1.0000000
100	0.9923925	0.8647408	0.3789697	0.1297919	0.0944557	0.9980365	0.9423993	0.7068114	0.5131906	1.0000000
150	0.9898759	0.5791762	0.2303452	0.1210062	0.0816861	0.9980368	0.9425243	0.7034091	0.5384460	1.0000000
200	0.9724007	0.3217633	0.1535295	0.1134511	0.0759502	0.9980372	0.9426928	0.6791395	0.6258735	1.0000000
250	0.8893109	0.1753207	0.1174924	0.1083181	0.0735458	0.9980378	0.9428639	0.6155560	0.7272624	1.0000000
300	0.6874558	0.1051256	0.1016550	0.1052658	0.0725714	0.9980385	0.9430061	0.5346022	0.7935762	1.0000000
350	0.4481608	0.0739771	0.0950606	0.1035982	0.0721834	0.9980392	0.9431095	0.4665695	0.8278630	1.0000000
400	0.2674242	0.0606941	0.0924575	0.1027388	0.0720304	0.9980397	0.9431779	0.4211692	0.8437626	1.0000000
450	0.1593417	0.0551536	0.0914921	0.1023142	0.0719704	0.9980401	0.9432202	0.3947300	0.8507125	1.0000000
500	0.1022652	0.0528722	0.0911638	0.1021111	0.0719468	0.9980404	0.9432451	0.3806185	0.8536433	1.0000000
