YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C
0.0000000	0.2674772	0.3178088	0.6628984	0.3635561	0.7121771	0.6996455	0.2225590	0.1048078	0.9101908
0.1917158	0.0000000	0.4181014	0.6478657	0.0132163	0.0029409	0.0269945	0.0025238	0.1037779	0.7189319
0.1224914	0.7476038	0.0000000	0.7558285	0.2958730	0.7389314	0.6583832	0.8672137	0.0925644	0.8025989
0.6943476	0.2434565	0.8124623	0.0000000	0.4409471	0.7494789	0.8050905	0.6873504	0.4883770	0.6234797
0.1918964	0.3067557	0.2683608	0.8312590	0.0000000	0.7746960	0.7659601	0.2855815	0.2278009	0.8249864
0.1216737	0.3557359	0.3831964	0.7307608	0.0125647	0.0000000	0.6117301	0.1946387	0.1226476	0.7557608
0.1199518	0.3566368	0.3205644	0.8139052	0.0065248	0.0041708	0.0000000	0.2495673	0.0961556	0.7630929
0.1437817	0.3152753	0.3197723	0.7490299	0.0084877	0.0017486	0.0297703	0.0000000	0.1430512	0.6409325
0.1774223	0.3434915	0.3671155	0.9175594	0.0289279	0.0016219	0.0877306	0.0015368	0.0000000	0.6931962
0.1521219	0.3799583	0.4079762	0.9119580	0.3928740	0.7757981	0.6070691	0.7113573	0.4326704	0.0000000
