YHR084W	YBR083W	YLR256W	YBR112C	YNL068C	YIR023W	YKL112W	YML027W	YOR028C	YPL248C
0.0000000	0.0386300	0.4238006	0.6553179	0.7297208	0.8492322	0.8560326	0.7305460	0.6411310	0.7146601
0.7542908	0.0000000	0.3856798	0.8462501	0.8443833	0.6614682	0.7418562	0.8576042	0.8357495	0.6375188
0.7858844	0.0718351	0.0000000	0.7557629	0.8078613	0.6465392	0.6999857	0.7068159	0.6331129	0.7489958
0.7142340	0.0375986	0.0003457	0.0000000	0.7477426	0.7308575	0.8164498	0.8030700	0.6728004	0.7636255
0.4641463	0.3709779	0.4798407	0.7029822	0.0000000	0.7786324	0.6688518	0.7442402	0.7150060	0.7436523
0.4774500	0.5283851	0.3897172	0.5783686	0.7558857	0.0000000	0.8732603	0.8425983	0.6797969	0.7240029
0.4453530	0.5374620	0.3951084	0.7489713	0.6262310	0.0020314	0.0000000	0.7292177	0.7011550	0.7925713
0.3981900	0.4349216	0.4327318	0.6912005	0.8046291	0.7148921	0.7212215	0.0000000	0.7243865	0.6337453
0.3235005	0.5007292	0.4316661	0.8850479	0.6955912	0.7703009	0.5542705	0.6753288	0.0000000	0.7285246
0.5200137	0.3609596	0.4688372	0.6779494	0.7133185	0.7430157	0.6707682	0.7592530	0.7345733	0.0000000
