YPL202C	YML007W	YKL185W	YLR131C	YIL131C	YDR501W	YNL216W	YBR049C	YDL020C	YKL062W
0.0266567	0.0925134	0.3544251	0.8901911	0.6847443	0.0021089	0.0131200	0.3203373	0.4907508	0.1113891
0.3773287	0.0650009	0.5344437	0.5471617	0.9186102	0.0219853	0.0434894	0.4118044	0.5416148	0.1729995
0.1978493	0.3461326	0.9540378	0.1231037	0.0695810	0.8563545	0.6367621	0.0165922	0.0917528	0.5073072
0.2006166	0.0362488	0.6872545	0.4187995	0.5808987	0.1969443	0.0152206	0.3766965	0.7036060	0.0001208
0.5244807	0.0157465	0.4026908	0.6108110	0.7191538	0.1195894	0.0136638	0.4492603	0.5403780	0.0005121
0.2509847	0.3803945	0.3171535	0.5578811	0.4837462	0.1424837	0.0051457	0.3732826	0.3882911	0.1084556
0.1240161	0.1148081	0.7008026	0.5417593	0.6036576	0.1217894	0.0731597	0.2517470	0.3555102	0.1887140
0.3749385	0.5014523	0.6927780	0.0211538	0.0456761	0.6345701	0.4346377	0.1145407	0.2718056	0.4306362
0.1865728	0.0043292	0.6494970	0.6456826	0.8302508	0.0413168	0.0113238	0.4130437	0.8247504	0.0010030
0.5143518	0.2468728	0.6774407	0.4864451	0.4744875	0.1912125	0.0135773	0.2527873	0.5967981	0.0001410
