"Time"	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C
250	0.4449505	0.6963086	0.1196622	0.3634894	0.1777852	0.0512950	0.3684306	0.3610175	0.8878030	1.0000000
300	0.4458227	0.6958786	0.1217287	0.3594146	0.1766347	0.0474675	0.3630883	0.3600210	0.8882709	1.0000000
350	0.4464879	0.6959729	0.1215944	0.3566324	0.1760104	0.0459183	0.3614299	0.3597780	0.8888109	1.0000000
400	0.4467177	0.6963494	0.1206612	0.3548998	0.1756070	0.0453114	0.3609555	0.3597369	0.8892770	1.0000000
450	0.4465686	0.6966746	0.1196545	0.3538406	0.1753150	0.0450776	0.3608363	0.3597420	0.8895315	1.0000000
500	0.4462818	0.6967857	0.1188347	0.3531772	0.1751180	0.0449825	0.3608152	0.3597529	0.8895562	1.0000000
550	0.4460702	0.6967928	0.1118082	0.2254766	0.1776576	0.0573726	0.4416504	0.7416650	0.8539984	1.0000000
600	0.4458994	0.6973036	0.0991596	0.1809043	0.1849093	0.1174913	0.5651922	0.8934786	0.8452712	1.0000000
650	0.4454285	0.6982566	0.0915288	0.1702715	0.1916987	0.1914704	0.6290145	0.9429303	0.8429489	1.0000000
700	0.4446016	0.6989206	0.0880085	0.1730875	0.1961376	0.2399065	0.6520762	0.9402468	0.8417334	1.0000000
750	0.4438059	0.6989949	0.0865388	0.1797076	0.1987420	0.2579189	0.6555623	0.9233097	0.8402783	1.0000000
800	0.4433971	0.6987090	0.0859927	0.1860642	0.2003942	0.2582769	0.6524100	0.9103634	0.8389122	1.0000000
850	0.4433967	0.6984298	0.0858502	0.1910529	0.2015557	0.2531935	0.6488448	0.9039520	0.8381505	1.0000000
900	0.4435813	0.6983475	0.0858752	0.1947140	0.2023341	0.2486542	0.6466860	0.9019907	0.8379869	1.0000000
950	0.4437240	0.6984271	0.0859595	0.1972882	0.2027628	0.2461638	0.6458314	0.9021218	0.8381318	1.0000000
1000	0.4437412	0.6985361	0.0860535	0.1989737	0.2029269	0.2452915	0.6457098	0.9028176	0.8383157	1.0000000

0	0.4435678	0.6986230	0.0862934	0.2008597	0.2028635	0.2458652	0.6461687	0.9037337	0.8384816	1.0000000
50	0.4745413	0.5682932	0.0876363	0.3592024	0.2029134	0.5133240	0.7627086	0.5200567	0.8366276	1.0000000
100	0.5524975	0.5612920	0.0981248	0.4175486	0.2034386	0.5980495	0.7279950	0.3609062	0.8363884	1.0000000
150	0.5950351	0.6101567	0.1219895	0.4393251	0.2035000	0.6266207	0.6803630	0.2958562	0.8414555	1.0000000
200	0.5796380	0.6504830	0.1498997	0.4473117	0.2023670	0.6365868	0.6507957	0.2696238	0.8423163	1.0000000
250	0.5432912	0.6552087	0.1722729	0.4496087	0.2018171	0.6398854	0.6363083	0.2590739	0.8341695	1.0000000
300	0.5231454	0.6345734	0.1865045	0.4502347	0.2040921	0.6408141	0.6298753	0.2545345	0.8195994	1.0000000
350	0.5286455	0.6132669	0.1945338	0.4521807	0.2097197	0.6410090	0.6270232	0.2520970	0.8074458	1.0000000
400	0.5465582	0.6080492	0.1998175	0.4571565	0.2164155	0.6410625	0.6255978	0.2504915	0.8051903	1.0000000
450	0.5586767	0.6165370	0.2054430	0.4645202	0.2206543	0.6411341	0.6247740	0.2495735	0.8104753	1.0000000
500	0.5581623	0.6262358	0.2128345	0.4714997	0.2211707	0.6412100	0.6243283	0.2493158	0.8160272	1.0000000
550	0.5188511	0.7568647	0.1976929	0.3247306	0.2181654	0.2901518	0.4233763	0.6056518	0.8518096	1.0000000
600	0.4435890	0.7605977	0.1520747	0.2664493	0.2058608	0.1948452	0.5115402	0.7631126	0.8813546	1.0000000
650	0.4061858	0.7151729	0.1189672	0.2317817	0.1938316	0.1814897	0.5827165	0.8526536	0.8570528	1.0000000
700	0.4147728	0.6807053	0.1013308	0.2063755	0.1931917	0.1859598	0.6222264	0.9043792	0.8241794	1.0000000
750	0.4412224	0.6744864	0.0928054	0.1940365	0.2013387	0.2050490	0.6424974	0.9253635	0.8169450	1.0000000
800	0.4583324	0.6873025	0.0889177	0.1951660	0.2081071	0.2337263	0.6508285	0.9247677	0.8302276	1.0000000
850	0.4578393	0.7024753	0.0872804	0.2022841	0.2081301	0.2563598	0.6518401	0.9143635	0.8440467	1.0000000
900	0.4477435	0.7081344	0.0867003	0.2064885	0.2041819	0.2628030	0.6495059	0.9049763	0.8480778	1.0000000
950	0.4394156	0.7044215	0.0865471	0.2051179	0.2008674	0.2565268	0.6469355	0.9007035	0.8437547	1.0000000
1000	0.4378443	0.6982865	0.0864844	0.2012059	0.2002508	0.2472311	0.6455495	0.9007211	0.8376006	1.0000000

0	0.4435678	0.6986230	0.0862934	0.2008597	0.2028635	0.2458652	0.6461687	0.9037337	0.8384816	1.0000000
50	0.4435410	0.6984988	0.0862951	0.2007828	0.2029805	0.5824001	0.6414415	0.8518440	0.8325950	1.0000000
100	0.4436085	0.6984365	0.0862956	0.2012713	0.2067006	0.7118719	0.6284216	0.8152765	0.7887752	1.0000000
150	0.4436808	0.6984514	0.0863162	0.2073561	0.2244314	0.7601158	0.6160169	0.7915265	0.7242065	1.0000000
200	0.4437056	0.6984957	0.0864925	0.2328227	0.2602944	0.7771220	0.6061464	0.7704594	0.6795275	1.0000000
250	0.4436901	0.6985098	0.0874173	0.2934323	0.3043235	0.7820846	0.5974350	0.7512407	0.6570684	1.0000000
300	0.4436811	0.6984207	0.0918791	0.3877560	0.3431955	0.7825483	0.5896207	0.7361078	0.6476277	1.0000000
350	0.4437703	0.6979645	0.1113759	0.4906034	0.3704760	0.7816137	0.5832954	0.7259375	0.6443878	1.0000000
400	0.4442685	0.6960200	0.1708929	0.5766799	0.3866149	0.7805287	0.5788218	0.7199778	0.6438248	1.0000000
450	0.4463167	0.6894100	0.2797485	0.6370434	0.3947753	0.7797434	0.5760438	0.7169132	0.6445976	1.0000000
500	0.4528240	0.6740297	0.4056072	0.6744822	0.3978217	0.7794619	0.5745280	0.7156394	0.6471123	1.0000000
550	0.4675552	0.6520148	0.5122444	0.6948366	0.3930012	0.3991073	0.5790538	0.7556708	0.7027684	1.0000000
600	0.4902000	0.6345245	0.5859013	0.6939068	0.3505835	0.2658462	0.5911602	0.7927924	0.8042038	1.0000000
650	0.5127797	0.6313974	0.6189104	0.6439344	0.2860867	0.2404179	0.6060590	0.8345612	0.8584251	1.0000000
700	0.5247306	0.6420125	0.5876407	0.5345947	0.2351210	0.2624978	0.6206316	0.8640440	0.8847214	1.0000000
750	0.5215689	0.6600637	0.4676502	0.4037822	0.2034050	0.2938031	0.6307894	0.8769588	0.8966501	1.0000000
800	0.5056918	0.6820965	0.3063888	0.2965025	0.1858752	0.3116841	0.6359097	0.8808416	0.8979125	1.0000000
850	0.4819657	0.7021033	0.1896567	0.2264692	0.1776940	0.3102251	0.6379256	0.8820978	0.8905171	1.0000000
900	0.4579329	0.7102046	0.1300109	0.1868019	0.1758742	0.2935952	0.6387350	0.8836872	0.8764933	1.0000000
950	0.4422017	0.7059868	0.1037094	0.1674002	0.1786944	0.2707662	0.6394575	0.8870101	0.8593405	1.0000000
1000	0.4378518	0.6982921	0.0927436	0.1610616	0.1846923	0.2514501	0.6406438	0.8923033	0.8447738	1.0000000

0	0.4435678	0.6986230	0.0862934	0.2008597	0.2028635	0.2458652	0.6461687	0.9037337	0.8384816	1.0000000
50	0.4443865	0.6860593	0.5304625	0.2007801	0.2029146	0.4395254	0.6057098	0.5600867	0.8359111	1.0000000
100	0.4588177	0.6351287	0.7036636	0.2009338	0.2041158	0.4854332	0.5043486	0.4164473	0.8261231	1.0000000
150	0.5013135	0.5914391	0.7712035	0.2025017	0.2071993	0.4958316	0.4183258	0.3567432	0.8254824	1.0000000
200	0.5501750	0.5954130	0.7975470	0.2060731	0.2082224	0.4986038	0.3682045	0.3319882	0.8445097	1.0000000
250	0.5683542	0.6305551	0.8078333	0.2082107	0.2032339	0.4997124	0.3437946	0.3224976	0.8679965	1.0000000
300	0.5515868	0.6539914	0.8118530	0.2041061	0.1945365	0.5001803	0.3334055	0.3197483	0.8804592	1.0000000
350	0.5278139	0.6482815	0.8134055	0.1938116	0.1870131	0.5000692	0.3297479	0.3194764	0.8795424	1.0000000
400	0.5212047	0.6270210	0.8139740	0.1818979	0.1833908	0.4996719	0.3288309	0.3196269	0.8718589	1.0000000
450	0.5329934	0.6141410	0.8141566	0.1727821	0.1833407	0.4993945	0.3286728	0.3194907	0.8672650	1.0000000
500	0.5472223	0.6192654	0.8142003	0.1680472	0.1844425	0.4994180	0.3285186	0.3191775	0.8698405	1.0000000
550	0.5484366	0.6491130	0.3696300	0.1664747	0.1840385	0.2412681	0.4029032	0.6449409	0.8894899	1.0000000
600	0.5223073	0.7040422	0.1962383	0.1650174	0.1792621	0.2012689	0.5228840	0.7873461	0.9076912	1.0000000
650	0.4740614	0.7340058	0.1286007	0.1606688	0.1734042	0.2319517	0.5914327	0.8565000	0.9027782	1.0000000
700	0.4347690	0.7242623	0.1021899	0.1544891	0.1716257	0.2471520	0.6236213	0.8870931	0.8786167	1.0000000
750	0.4229169	0.7005758	0.0918493	0.1504153	0.1763442	0.2402033	0.6377429	0.9006116	0.8481849	1.0000000
800	0.4322169	0.6868029	0.0877897	0.1520611	0.1864047	0.2320799	0.6439730	0.9075874	0.8297823	1.0000000
850	0.4457888	0.6873478	0.0862101	0.1608449	0.1968506	0.2342986	0.6468587	0.9101667	0.8288654	1.0000000
900	0.4519393	0.6954006	0.0856429	0.1743607	0.2028102	0.2435979	0.6478748	0.9087467	0.8364712	1.0000000
950	0.4495629	0.7021099	0.0855280	0.1871218	0.2037488	0.2511516	0.6475960	0.9054422	0.8424301	1.0000000
1000	0.4441160	0.7033020	0.0856343	0.1949332	0.2024008	0.2523005	0.6467329	0.9028550	0.8430324	1.0000000

0	0.4435678	0.6986230	0.0862934	0.2008597	0.2028635	0.2458652	0.6461687	0.9037337	0.8384816	1.0000000
50	0.2166868	0.6622797	0.0862661	0.1846749	0.1426106	0.5011793	0.6458571	0.8982975	0.7758133	1.0000000
100	0.1486768	0.6177927	0.0859849	0.1488463	0.1436366	0.5771353	0.6443341	0.8951880	0.6095853	1.0000000
150	0.1347672	0.6024225	0.0855654	0.1349035	0.2144880	0.6006693	0.6442702	0.9057453	0.4993612	1.0000000
200	0.1351234	0.5980654	0.0853168	0.1894096	0.3291727	0.6088909	0.6472047	0.9189111	0.4500129	1.0000000
250	0.1373656	0.5968819	0.0859500	0.3683629	0.4317275	0.6119970	0.6507085	0.9256013	0.4302603	1.0000000
300	0.1389036	0.5964023	0.1027591	0.5833821	0.4990676	0.6132528	0.6528020	0.9268659	0.4227989	1.0000000
350	0.1397855	0.5935773	0.2237650	0.7354489	0.5367423	0.6137880	0.6534442	0.9258450	0.4200772	1.0000000
400	0.1412088	0.5756239	0.4528183	0.8218086	0.5559984	0.6140260	0.6533067	0.9243055	0.4190288	1.0000000
450	0.1465910	0.5274963	0.6464309	0.8667853	0.5653439	0.6141709	0.6528510	0.9219406	0.4183794	1.0000000
500	0.1594827	0.4637556	0.7647785	0.8893753	0.5698614	0.6144014	0.6519284	0.9158415	0.4178392	1.0000000
550	0.5689061	0.4186582	0.8293727	0.9105763	0.7117817	0.2939978	0.6469510	0.8507649	0.5241762	1.0000000
600	0.7251266	0.5532040	0.8658993	0.9345319	0.6383530	0.2866037	0.6272190	0.7988510	0.7956667	1.0000000
650	0.6807525	0.7110998	0.8879968	0.9321557	0.4275615	0.3788126	0.6142271	0.8139465	0.9168651	1.0000000
700	0.5478849	0.7420606	0.8963881	0.8607119	0.2801621	0.4183891	0.6163764	0.8410561	0.9396529	1.0000000
750	0.4673926	0.6693681	0.8748481	0.6695974	0.2083326	0.3781617	0.6239241	0.8604201	0.9162622	1.0000000
800	0.4806870	0.5773448	0.7563465	0.4422572	0.1816773	0.3178556	0.6303872	0.8714324	0.8827144	1.0000000
850	0.5479876	0.5756727	0.4926932	0.2894926	0.1770726	0.2997028	0.6344580	0.8766854	0.8802392	1.0000000
900	0.5751601	0.6636652	0.2707944	0.2123465	0.1765343	0.3304191	0.6364318	0.8771550	0.9026552	1.0000000
950	0.5247999	0.7437749	0.1617085	0.1770917	0.1726906	0.3585565	0.6369046	0.8765016	0.9140643	1.0000000
1000	0.4514717	0.7565390	0.1158871	0.1594994	0.1689400	0.3401749	0.6369744	0.8776249	0.8990951	1.0000000
