YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.2461967	0.4025958	0.3474034	0.4330021	0.6201509	0.1268421	0.4822965	0.6870222	0.0332113	0.7555868
0.0094555	0.1405791	0.6733967	0.5013264	0.7662853	0.3172270	0.6224510	0.7711630	0.0450533	0.7949813
0.0336585	0.0346800	0.6008654	0.3819949	0.7977874	0.3138906	0.6734355	0.6300050	0.0828412	0.8244945
0.4839716	0.3955283	0.4142494	0.3594911	0.7891754	0.3045949	0.6969446	0.5892652	0.1164053	0.5208801
0.0024679	0.1032560	0.7529155	0.3770643	0.8307856	0.3129761	0.5243259	0.4835609	0.0876080	0.8867715
0.0020296	0.1305076	0.5463269	0.4279530	0.6867290	0.4409410	0.5892379	0.7662857	0.1103272	0.5547266
0.1157444	0.4256437	0.7499232	0.3623682	0.7039936	0.4558836	0.6748912	0.7167200	0.0128805	0.9369547
0.1902500	0.2212628	0.3473764	0.4841629	0.6880226	0.3355682	0.6380993	0.7645437	0.0460488	0.6917413
0.2218216	0.0918175	0.4965401	0.3260140	0.7589183	0.3422971	0.4187314	0.8380371	0.0404011	0.7939314
0.0004908	0.1449987	0.6669854	0.4654239	0.6517895	0.4522637	0.6567759	0.5292239	0.0992404	0.4783596
