YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C
0.0000000	0.3754244	0.9891295	0.9990690	0.0994665	0.2942138	0.4100385	1.0000000	0.8137561	0.0000000
1.0000000	0.0000000	0.6935894	1.0000000	0.0000000	0.2250863	0.9999944	0.0318811	0.0388414	1.0000000
0.2411167	0.9999995	0.0000000	0.9322324	0.6015629	0.9999999	0.0000000	0.3427013	0.4851207	1.0000000
0.2424511	0.9845182	0.0233482	0.0000000	0.0841397	0.2687457	1.0000000	0.0000000	0.2903168	1.0000000
0.4376836	0.4082679	0.8800331	1.0000000	0.0000000	0.1843617	0.8291853	0.5788834	0.5575423	0.0000000
