YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C
0.3084429	0.5047738	0.7496703	0.6204332	0.8930677	0.2387908	0.0658795	0.1261239	1.0077784	0.9176661
0.6194714	0.2873004	0.6583244	0.6277834	0.8668212	0.3011019	0.0572552	0.1142764	1.0387722	1.0100248
0.9860085	0.4112574	0.4030341	0.4166590	0.6823001	0.1269265	0.0668471	0.1293631	0.9995709	0.7221735
1.0405608	0.7207279	0.9104012	0.2716387	0.9289080	0.3309905	0.0655452	0.1190790	1.0168748	0.9789049
0.9696236	0.6406598	0.9652973	0.2214374	0.5512036	0.4059834	0.0835309	0.0997547	1.1239844	1.0235240
0.8208336	0.6342600	0.7294488	0.4059467	0.6335315	0.1803143	0.0597549	0.1263784	1.0330356	0.8590664
0.8214124	0.5457278	0.7098223	0.4819198	0.8535477	0.3363762	0.0254759	0.1310609	0.9491447	1.1117083
0.6709467	0.5327985	0.6870959	0.5084536	0.8261154	0.3194624	0.0597016	0.0616908	0.9037617	0.9981558
0.7602076	0.5570077	0.7575311	0.4817661	0.8921795	0.3473973	0.0856490	0.3213238	0.4516384	0.9791348
0.6160039	0.5315604	0.6985588	0.6971235	0.9037586	0.2932509	0.0692498	0.1411445	0.9904191	0.4828443
