YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000007	0.9963528	0.0000013	0.0644582	0.9984241	0.9970533	0.3765372	0.3690498	0.9999906	0.0692773
0.0000020	0.9963323	0.3504026	0.0644590	0.9968345	0.8440792	0.6038658	0.6378080	0.6081356	0.0000000
0.9325582	0.9963528	0.0000013	0.0644582	0.9984241	0.9970533	0.3765372	0.3690498	0.9999906	0.0000000
0.9325570	0.9963437	0.3503997	0.0644586	0.9977207	0.9130051	0.5594506	0.0000007	0.0000024	0.0692839
