"Time"	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W	YKL185W	YLR131C

0	1.0616272	0.5304382	0.7564024	0.6870167	0.3578244	0.1982249	0.2349371	0.9202766	0.7765261	1.0291990
50	0.9672888	0.5968959	0.7388748	0.6370840	0.4148594	0.4569387	0.4334125	0.5420786	0.8339358	0.8223176
100	0.9600586	0.6229280	0.6203026	0.6027620	0.6435249	0.6688161	0.6879396	0.4905712	0.7938664	0.7732392
150	1.0160492	0.6372548	0.6567533	0.6800664	0.7737149	0.7047666	0.7629528	0.4243077	0.8301363	0.8169429
200	1.0171354	0.5901592	0.5884829	0.6973323	0.7895137	0.7662917	0.8283432	0.4236855	0.8655198	0.8030754
250	1.0074627	0.6066200	0.6318072	0.6281033	0.8790947	0.8244207	0.8744674	0.4087806	0.9046368	0.7265715
300	1.0118700	0.5651806	0.6316690	0.5447374	0.9064959	0.7992069	0.8527007	0.4472249	0.9279452	0.7705342
350	1.0438969	0.6116872	0.6300444	0.6029008	0.8700720	0.8394231	0.7999281	0.4581148	0.9206760	0.7391956
400	0.9690145	0.5753621	0.6047206	0.5258653	0.8275061	0.8330261	0.8540985	0.3631217	0.8748784	0.7570378
450	0.9155244	0.6026067	0.5494801	0.4870909	0.9119810	0.8355230	0.9485238	0.4214961	0.9421605	0.7347642
500	0.9541922	0.6156275	0.5088809	0.4724040	0.9360744	0.7282020	0.8590331	0.4381918	0.8946266	0.6962962
550	0.9995375	0.4240152	0.5419450	0.4991808	0.8564612	0.4449967	0.6171486	0.7104397	0.8749821	0.8918024
600	1.0192222	0.3403923	0.6514330	0.4427388	0.8722446	0.3110437	0.5406188	0.7203256	0.9360389	0.9334459
650	0.9332695	0.4092640	0.7004767	0.4583243	0.7905707	0.4037796	0.4152835	0.7429024	0.8768401	0.9693289
700	0.8912802	0.4680353	0.7470854	0.4449791	0.7301131	0.4053845	0.3541336	0.8338108	0.9390753	1.0594312
750	0.9528622	0.5573614	0.6590577	0.4516579	0.7966241	0.3277372	0.4597903	0.8459326	0.8842834	0.9302008
800	0.9959100	0.4676853	0.6976396	0.5061643	0.7461036	0.2347226	0.3785490	0.8803332	0.9096856	1.0324122
850	0.9798993	0.4602890	0.7395921	0.5564718	0.6986739	0.2772543	0.3936015	0.8418001	0.9292013	1.0130514
900	0.9269940	0.4505425	0.7037624	0.5523392	0.6390257	0.2135274	0.3719056	0.8314159	0.9584379	0.9838406
950	0.9948050	0.4636829	0.8052810	0.5606231	0.5613366	0.1714715	0.3299500	0.9074670	0.9127110	1.0243361
1000	1.0201046	0.4929824	0.7724302	0.5678291	0.5503720	0.2198447	0.3833212	0.9556161	0.8072492	0.9616140

0	1.0616272	0.5304382	0.7564024	0.6870167	0.3578244	0.1982249	0.2349371	0.9202766	0.7765261	1.0291990
50	0.9699206	0.7227792	0.8906499	0.8664869	0.2491822	0.0494275	0.1429817	0.9306189	0.8236639	0.9150522
100	1.0463910	0.6502453	0.9831776	0.8902308	0.1064418	0.0208524	0.1026227	0.9733902	0.7818461	1.0002773
150	1.0591508	0.6905646	0.9411995	0.9166965	0.0655519	0.0152997	0.0734296	0.8888921	0.7677336	0.9934628
200	1.0552568	0.7371580	0.9842140	0.9341555	0.0552068	0.0050702	0.0616559	0.8593193	0.8055560	1.0010556
250	0.9979774	0.7837466	1.0187378	0.9577543	0.0553724	0.0040103	0.0752912	0.9236029	0.7651167	1.0430187
300	0.9448456	0.7465869	0.9568300	0.8944624	0.0776317	0.0041911	0.0834483	0.9344681	0.7016228	0.9920268
350	1.0386972	0.7338961	0.9897026	0.9299686	0.0804239	0.0038717	0.0760113	0.8525488	0.7303869	0.9747551
400	1.0103444	0.6859953	1.0168293	0.9234657	0.0808835	0.0186199	0.0809357	0.8715833	0.6514088	1.0377201
450	0.9965880	0.7321118	0.9735315	0.9800527	0.0670410	0.0075035	0.0580727	0.9081294	0.6790281	1.0080094
500	0.8833800	0.7983814	0.9671310	1.0115793	0.0492184	0.0115942	0.0691879	0.7971918	0.7250199	1.0047793
550	0.9554391	0.6296549	0.9004550	0.8223625	0.0475484	0.0201306	0.3349427	0.8429167	0.4902753	1.0257254
600	1.0138000	0.5622481	0.8712824	0.7365253	0.0407719	0.0718017	0.3026470	0.8469700	0.4786912	1.0448623
650	0.9945076	0.5127506	0.8774074	0.7459378	0.0765886	0.1367872	0.3568754	0.8913171	0.4168548	1.0258018
700	0.9784059	0.5421749	0.8015907	0.8101658	0.1782617	0.2142471	0.3729260	0.8516803	0.4400284	0.9727749
750	0.9956013	0.5091027	0.7780489	0.7633007	0.3226803	0.1621326	0.3860740	0.8163677	0.5312231	1.0826177
800	0.9792865	0.6110597	0.7348114	0.7731702	0.3697781	0.1394964	0.3400031	0.8498591	0.6386177	1.0867653
850	1.0655077	0.5482711	0.7723266	0.7581125	0.3407217	0.1364637	0.3471227	0.9122635	0.6932588	1.0203835
900	0.9873126	0.5387197	0.8767096	0.6842165	0.3466064	0.1497926	0.3308012	0.8668588	0.8163196	0.9884554
950	0.9226308	0.4987430	0.8653389	0.6158039	0.3474494	0.1383566	0.3745129	0.8642708	0.8308816	0.9829191
1000	0.9432459	0.5144429	0.8284834	0.6661015	0.3793742	0.1301298	0.3809499	0.9112971	0.7381770	0.9991159

0	1.0616272	0.5304382	0.7564024	0.6870167	0.3578244	0.1982249	0.2349371	0.9202766	0.7765261	1.0291990
50	1.1021391	0.5325796	0.8804765	0.6963705	0.5173526	0.8010922	0.1778735	0.6474347	0.8089033	1.0574360
100	1.0301209	0.5056483	0.9927256	0.5981598	0.6788697	0.8787286	0.2806747	0.5626135	0.8873322	0.9830635
150	1.0267611	0.5675273	0.8944208	0.5358561	0.8656686	0.9119926	0.3146975	0.5122930	0.9151731	1.0562968
200	0.9751473	0.5444244	0.8086193	0.5104889	0.9634807	0.8829401	0.3913864	0.5513329	1.0026464	1.0764452
250	0.9515763	0.5044282	0.8295091	0.5063444	0.9978070	0.9757440	0.3922256	0.4860628	0.9866270	1.0198327
300	0.9784869	0.5084115	0.7854491	0.4984777	0.9152494	0.9202672	0.3447965	0.5630508	1.0336632	0.9129447
350	0.9735816	0.5323664	0.7521563	0.4950627	0.8842529	0.9164686	0.3509804	0.4883286	0.9080921	0.8314260
400	0.9239295	0.4973547	0.7405510	0.5045002	0.8428648	0.9758000	0.3490299	0.4967195	0.8702172	1.0277455
450	0.9131923	0.5300554	0.6831773	0.5107752	0.9559840	1.0351967	0.3136730	0.5525736	0.9399065	1.0402174
500	0.9695697	0.5055456	0.7766441	0.4373458	1.0491381	1.0680506	0.3211825	0.5000853	0.9293613	1.0559138
550	1.0225107	0.4904923	0.6606567	0.4993406	0.9579559	0.4110150	0.4589496	0.8352021	1.0000233	1.0063442
600	0.9574200	0.5336024	0.7235147	0.4848934	0.8389061	0.1967624	0.3203555	0.8678629	0.8673961	0.9596943
650	1.0236502	0.4870495	0.7333038	0.4761496	0.7334249	0.1418453	0.3096936	0.9087139	0.9283005	1.0153081
700	1.0494116	0.4816507	0.7333534	0.4902393	0.5391566	0.0760118	0.3410359	0.8880564	1.0097594	0.9797963
750	1.0393668	0.4548935	0.7143519	0.5490084	0.3853861	0.1001387	0.3046735	0.8758180	0.8923995	1.0200711
800	1.0447781	0.4862652	0.6740866	0.5968747	0.3094329	0.1439204	0.3050925	0.9480742	0.8097428	1.0390165
850	0.9464216	0.5279962	0.7249665	0.6866609	0.2600768	0.0963634	0.2415681	0.9142750	0.8196382	1.1627863
900	1.0333842	0.4966752	0.7483183	0.7578972	0.2547506	0.0727795	0.2478588	0.9212713	0.8221738	1.0553203
950	1.0488092	0.5503754	0.6984643	0.6975416	0.1906621	0.0902212	0.2704767	0.9344450	0.6829012	1.0028059
1000	1.0201609	0.5507422	0.6870247	0.7442669	0.1399557	0.1068538	0.3494070	0.8911193	0.6059329	1.0934304

0	1.0616272	0.5304382	0.7564024	0.6870167	0.3578244	0.1982249	0.2349371	0.9202766	0.7765261	1.0291990
50	0.9730671	0.9266044	0.9096316	0.6764065	0.1991992	0.0628119	0.2341556	0.8900947	0.8800853	0.8594474
100	1.0683233	0.9511221	1.0119727	0.7741649	0.2105281	0.0573551	0.2832597	0.8983751	0.9377022	0.9651666
150	1.0080730	0.8713874	1.0402203	0.9023984	0.2040654	0.0805514	0.2814679	0.8614086	1.0288555	0.9730271
200	0.9678227	0.8668760	1.0792355	0.8159262	0.1416889	0.0561258	0.2300098	0.9116469	1.0126581	0.8879803
250	1.0938212	0.8966705	0.9826703	0.7989761	0.1298105	0.0550109	0.2352660	0.9280828	0.9633960	1.0212671
300	1.0652561	0.9719877	1.0058609	0.8110562	0.0985069	0.0265821	0.2213339	0.9276315	0.8763291	1.0054321
350	1.0635462	0.9322420	0.9681664	0.9208632	0.0681790	0.0184844	0.2599445	0.9288347	0.9432178	0.9951300
400	1.0568461	0.8725891	0.9476200	0.9531252	0.0847104	0.0252488	0.2384528	0.8734582	1.0278627	1.0157948
450	1.0635062	0.9239111	1.0481540	0.9555541	0.0496989	0.0640316	0.3042942	0.9105299	0.9393643	1.0201133
500	1.0065755	0.9255995	1.0378492	0.8654353	0.0687596	0.0762946	0.2623486	0.9336594	0.9863976	0.9768592
550	1.0100170	0.6878330	0.8860857	0.8911222	0.1386007	0.0947650	0.2959470	0.9616743	0.5651739	1.0862385
600	1.1030663	0.5573123	0.8514824	0.8919274	0.1628201	0.1008153	0.2770752	0.9610995	0.4838363	1.0254220
650	0.9937213	0.6077912	0.8632008	0.8340007	0.1639547	0.1492452	0.2842449	0.9116348	0.5211656	1.0368422
700	1.0260913	0.5761250	0.8450941	0.8451528	0.2124278	0.1757504	0.2859800	0.8766133	0.5374356	1.1323472
750	1.0325844	0.5178856	0.8239183	0.7923471	0.2516658	0.1726252	0.3170825	0.9285320	0.6037265	1.0700772
800	1.0526452	0.4622977	0.7684379	0.7992589	0.2982203	0.1545932	0.3273613	0.9704811	0.6154478	1.0267505
850	1.0036392	0.4586249	0.8030094	0.7536300	0.2995986	0.1099244	0.3149346	0.9376171	0.7555808	1.0182039
900	1.0054432	0.4655069	0.8774524	0.7004765	0.2581385	0.1617927	0.3220373	0.9240021	0.6775991	1.0182464
