YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W
0.6853112	0.5088950	0.9908746	0.8257814	0.6881025	0.3978614	0.5963197	0.5723174	0.5239359	1.0073169
0.6724393	0.4583599	1.0396904	0.5770651	0.4009221	0.7339397	0.3276693	0.6887046	0.5625387	1.0297219
0.8978287	0.2808770	1.0825708	0.8425000	0.7360442	0.1781605	0.9469181	0.2822371	0.9104511	0.7801297
0.6944409	0.6078365	0.9302398	0.9119452	0.6342126	0.2036252	0.5675567	0.5722552	0.6340160	1.0147701
0.7710115	0.4177376	0.9993252	0.8028972	0.3608602	0.6465716	0.2802317	0.6204991	0.6433462	0.9692246
0.5209523	0.4997331	0.9899918	0.8606406	0.6500814	0.2150956	0.8998986	0.4532100	0.5972897	0.9016090
0.5245203	0.4144237	0.9491450	0.7631585	0.8464372	0.1511805	1.0146338	0.1974010	0.7540920	1.0086873
0.6866964	0.3937011	0.9975871	0.9570896	0.7774299	0.5819080	0.5635743	0.4640112	0.5815777	0.7283619
0.5393017	0.3776854	0.9630499	0.7735509	0.4415305	0.2759766	0.3921845	0.6746565	0.6284043	1.0403269
0.7678692	0.3741485	1.0560624	0.9007951	0.7976887	0.2222745	0.7049541	0.4230180	0.5347996	0.7550338
