"Time"	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C	YKR034W	YCL067C	YJL110C
750	0.9513560	1.0164348	0.8599996	0.8125392	0.0099798	0.3639947	1.0738245	0.1160461	1.0068170	0.7508179
800	0.9949119	1.0234516	0.8467989	0.9364711	0.0197670	0.2250092	0.9733855	0.1191062	1.0706145	0.6957986
850	0.9625527	1.0552049	0.8576405	0.9648454	0.0219960	0.2129025	1.0181166	0.0999844	1.0319675	0.7643812
900	0.9347022	0.9138973	0.8619056	1.0259713	0.0146528	0.2808763	1.0228740	0.1221969	1.0368675	0.7636895
950	0.9853574	1.0054546	0.7986185	0.9736896	0.0056481	0.2690867	0.9530874	0.1485109	1.0849551	0.8854908
1000	1.0249748	0.9562731	0.8345147	0.9215617	0.0104257	0.2812606	1.0353679	0.1530078	1.0299254	0.8176610

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9633153	0.9181524	0.8003540	1.0433972	0.0161200	0.1875547	0.4994340	0.1428232	1.0279161	0.7923240
100	0.9857014	1.0337489	0.8324106	0.9887544	0.0070233	0.2315326	0.3394746	0.1491364	0.9491546	0.7571440
150	1.0254653	0.9253733	0.8059394	1.0222197	0.0060089	0.2960122	0.3117268	0.1364281	1.0536475	0.8163870
200	1.0468319	0.8946551	0.8887159	1.0471769	0.0078817	0.3586306	0.2696889	0.1042022	0.9519830	0.8070120
250	0.9953469	0.9309003	0.9315335	1.0626666	0.0072351	0.3894213	0.2525037	0.1461914	0.9876877	0.7948584
300	0.9789025	0.9452001	0.8724900	1.0472338	0.0126263	0.4575441	0.2809433	0.1256391	1.0319474	0.7583184
350	0.9485781	0.8934844	0.8925586	1.0398689	0.0152251	0.4692649	0.2969171	0.1587324	1.0696110	0.8474786
400	1.0265348	0.8866216	0.8901893	1.0094339	0.0292144	0.4354014	0.3141574	0.1179998	1.0908360	0.8874247
450	1.0072944	0.9757065	0.8220911	0.9622198	0.0338403	0.3850208	0.3463541	0.1319848	1.0589910	0.8156724
500	0.9937823	0.9613492	0.8158765	1.0354581	0.0210373	0.3557229	0.3345657	0.1279654	1.1096827	0.8674870
550	0.9677095	0.8795079	0.9060574	0.9667899	0.0155795	0.5212325	0.8517360	0.1197914	1.0107538	0.7068103
600	0.9717757	0.9975437	0.8747426	0.9612669	0.0237843	0.4310039	0.9569311	0.1037958	0.9452882	0.7559367
650	1.0752556	0.8956133	0.7783250	0.9671748	0.0174564	0.3091030	0.9941078	0.1253023	0.9011071	0.7928257
700	0.9380008	0.8742934	0.8288046	1.0522016	0.0143041	0.2699959	0.9547605	0.1148883	0.9722412	0.8025722
750	1.0128888	0.9192910	0.8164152	1.0339443	0.0176026	0.2673601	0.9419308	0.1350430	0.9793699	0.7978400
800	0.9446295	0.8733590	0.8506299	1.0775101	0.0144420	0.2808827	0.9930570	0.1141165	1.0809630	0.8040844
850	0.9851468	0.9618810	0.7543759	1.0281829	0.0021179	0.3025435	1.0245097	0.1542778	1.0115847	0.8898509
900	1.0379742	0.8942874	0.6993929	1.0136698	0.0133458	0.2733752	1.0156729	0.1157954	0.9916499	0.8346518
950	0.9925388	0.8749697	0.7481512	1.0304865	0.0099288	0.2517438	1.0035425	0.1109685	0.9691316	0.8054580
1000	1.0153128	0.8332885	0.7726754	0.9949559	0.0178737	0.2168638	1.0334940	0.0963451	1.0435656	0.8505379

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9849471	0.9533735	0.8561749	0.8324997	0.0258040	0.0899614	0.9772047	0.1045816	1.0313500	0.8005366
100	1.0382349	0.8695666	0.7586464	0.8702219	0.0254485	0.0415192	1.0298667	0.0973021	1.0693197	0.8728808
150	1.0522212	0.8706416	0.7169503	0.6905697	0.0223301	0.0254475	1.0324131	0.0836760	1.0215364	0.7956796
200	0.9594501	0.7662065	0.7416273	0.6677364	0.0293809	0.0184235	1.0583171	0.0947161	1.0572475	0.7757680
250	0.9648661	0.8705454	0.5998163	0.6532743	0.0268676	0.0156806	0.9599526	0.0927587	1.0285755	0.7317767
300	0.8893546	0.7245141	0.5382592	0.6887148	0.0140972	0.0236032	1.0628430	0.1290260	0.9295793	0.8032384
350	0.9133778	0.7559953	0.5985254	0.7460846	0.0103426	0.0136555	1.0093141	0.1153626	0.9649835	0.7807588
400	0.9484149	0.6879995	0.5811536	0.6528745	0.0184227	0.0286458	1.0224611	0.1115913	1.0109678	0.7815081
450	0.9209315	0.6804485	0.6073469	0.6562699	0.0127945	0.0292052	1.0418063	0.1077373	1.0651567	0.8536078
500	1.0091869	0.6852448	0.5882546	0.6224841	0.0108193	0.0185798	1.0045950	0.1140052	0.9009223	0.8520983
550	0.9226261	0.7432560	0.5602789	0.8549895	0.0016398	0.2032223	1.0642693	0.1384936	0.9387511	0.7952040
600	1.0825548	0.7029742	0.7130476	1.0258165	0.0137031	0.1713681	1.0579566	0.1345102	0.9439032	0.8592809
650	1.0326173	0.9034540	0.8595381	1.0314483	0.0108873	0.2049683	1.0908781	0.1282475	0.9398835	0.8788020
700	0.9800697	0.9205710	0.8130653	1.0226663	0.0119641	0.2548148	1.0563062	0.1167180	0.9331355	0.8328877
750	0.9447249	0.8830326	0.8396546	1.0067885	0.0135140	0.2416671	0.9878032	0.0942638	0.9831892	0.8379725
800	0.9837430	0.8718676	0.8400197	0.9968371	0.0217567	0.1905068	0.9988030	0.1140721	0.9744604	0.7773538
850	1.0821694	0.9631272	0.7956184	0.9430959	0.0204669	0.2363950	1.0667835	0.1096420	0.9845394	0.6850354
900	0.9916190	0.8557245	0.8235892	0.9470785	0.0134619	0.2369442	0.9605238	0.1303860	1.0112436	0.7504603
950	1.0282419	0.9192559	0.8505602	0.9659910	0.0133933	0.1994557	0.9546321	0.1636035	1.0245306	0.7594013
1000	1.0120530	1.0111657	0.8997462	0.9421133	0.0124697	0.2874770	1.0162435	0.1355504	1.0096394	0.6783105

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9886424	0.9460558	0.7684379	0.5035643	0.2445098	0.2433365	0.8464988	0.1185702	0.9978808	0.4934740
100	0.9340155	0.9188387	0.5210180	0.3308267	0.2792748	0.3146478	0.8140203	0.1641875	0.9933358	0.4257684
150	0.8791345	0.6714392	0.2899409	0.2606878	0.3056529	0.3247118	0.8324528	0.2359576	0.9906756	0.3792065
200	0.9491444	0.4095240	0.1489559	0.1972640	0.3366196	0.3651939	0.7656336	0.2170169	0.9686731	0.3775589
250	0.9923854	0.2752566	0.1028545	0.1972507	0.3342506	0.3610600	0.8228842	0.2287975	1.0381476	0.3735697
300	0.9137093	0.3207899	0.0797451	0.1773846	0.3499983	0.2989172	0.8695427	0.2944505	0.9362289	0.4109367
350	0.8977249	0.2489850	0.0675231	0.1610157	0.3182771	0.3028921	0.8312296	0.4210262	0.9168546	0.3961740
400	0.8816925	0.2406246	0.0450017	0.2207852	0.3234496	0.2723200	0.8824138	0.5024225	0.9347623	0.4529137
450	0.9058471	0.2301444	0.0362082	0.1922749	0.3028101	0.2607049	0.8339254	0.4928785	0.9661709	0.4675588
500	0.7627614	0.1922561	0.0475156	0.1790853	0.3217678	0.2954503	0.7885224	0.5458722	0.9907874	0.4622637
550	0.3802142	0.0491419	0.1169209	0.6137333	0.1418046	0.2757298	1.0240581	0.5180116	1.0522184	0.7356052
600	0.1256364	0.0670127	0.3592867	0.7814779	0.0659919	0.2834060	1.0151823	0.3102913	1.0340388	0.8545488
650	0.2185846	0.2197341	0.5852839	0.8876311	0.0382241	0.2878688	0.9827976	0.2162456	0.9920806	0.9161520
700	0.8136084	0.5507140	0.7006679	1.0450012	0.0114278	0.2916015	0.9725838	0.1242532	1.0146021	0.8086388
750	0.9572030	0.9069597	0.7925469	1.0401901	0.0073797	0.2608636	0.9747600	0.1146833	0.9668828	0.8403813
800	0.8948191	0.8960662	0.8054277	1.0124528	0.0114795	0.2958426	1.0125409	0.1105034	1.0267877	0.7832359
850	1.0227291	0.9099729	0.7959624	0.9427243	0.0169400	0.2498282	1.0054483	0.1136992	1.0376371	0.8032670
900	1.0328620	0.9540495	0.8100668	0.9815329	0.0099408	0.2014982	1.1027943	0.1173528	1.0517002	0.7693240
950	0.9331057	0.8199961	0.8114240	0.9780328	0.0168767	0.2082567	1.0194546	0.1406721	1.0890794	0.7269125
1000	1.0393879	0.9732377	0.8225898	0.9893620	0.0052297	0.2549247	0.8926362	0.1129928	1.0541179	0.7747732

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	1.0741280	0.9610087	0.8100025	1.0332888	0.3419247	0.2650753	1.0039705	0.1470691	1.0219292	0.7555419
100	1.0534383	0.9062055	0.8499259	1.0361502	0.5083254	0.2604180	0.9681626	0.1010542	1.0629399	0.7257326
150	0.9788650	0.9681019	0.9012536	0.8193526	0.6347387	0.3191764	0.9868412	0.1714340	0.9952477	0.7679289
200	0.9797381	0.9472301	0.8638264	0.7462520	0.6040128	0.2694324	0.9841464	0.1275743	0.9472800	0.7677220
250	0.9797548	0.8953693	0.7745192	0.6733994	0.6060340	0.3004209	0.9584714	0.1095499	0.9180229	0.8062725
300	0.9231166	0.9179795	0.7501338	0.6410070	0.5553029	0.2958325	0.9590504	0.1252098	0.9312016	0.7206950
350	0.9397604	0.7839802	0.6941657	0.6273599	0.6069180	0.2701714	1.0842236	0.1378522	0.9225245	0.7740549
400	1.0337905	0.8166019	0.7297320	0.6268242	0.5790430	0.2453751	1.0465169	0.1452753	0.9901012	0.8324495
450	1.0072877	0.9319102	0.6994701	0.5927777	0.5902142	0.3137263	0.9587410	0.1271353	1.0945167	0.8627589
500	0.9716057	0.8938231	0.6903247	0.6362120	0.5658486	0.2606329	0.9443768	0.1248640	0.9506454	0.8206079
550	1.0006040	0.7080374	0.6549883	0.6374446	0.2088159	0.2402591	0.9124796	0.1548478	1.0666760	0.8022216
600	1.0620784	0.8233720	0.6456867	0.8831611	0.0994493	0.2313763	0.9876130	0.1185485	0.9788991	0.8806135
650	0.9914811	0.7954333	0.7180003	0.8938703	0.0476585	0.2830873	1.0181641	0.0962245	1.0327048	0.8881085
700	0.9585098	0.8689006	0.8272846	1.0030753	0.0293494	0.2949184	1.0329269	0.1028511	1.0529637	0.8258604
750	0.9630758	0.9509942	0.7274954	0.9180882	0.0315293	0.2985345	1.0387738	0.0920739	0.9758979	0.8474799
800	1.0756984	0.8401726	0.7833669	0.9515654	0.0146718	0.2600661	0.9761967	0.1024088	1.1053198	0.8400296
850	0.9269343	0.8056278	0.8462739	1.0694794	0.0132579	0.2775137	0.9501789	0.1070729	0.9952642	0.7849131
900	0.9627223	1.0425298	0.8320174	0.9955470	0.0137837	0.2729394	0.9814467	0.1034230	1.0240969	0.7245233
950	1.0397046	1.0017298	0.7973418	0.9948993	0.0131202	0.2601451	0.9722182	0.1379048	0.9986031	0.7107482
1000	0.9110510	0.9627421	0.8329122	0.9339481	0.0213980	0.2864095	0.9860167	0.0879507	0.8922900	0.7299847

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9115126	0.8396647	0.8813518	0.9347055	0.0106263	0.2811667	0.4007845	0.1452206	0.9504099	0.6699654
100	1.0220803	0.8972284	0.8581262	0.9649813	0.0107125	0.4394372	0.2476965	0.1384794	1.0033055	0.6881519
150	0.9639224	0.8579396	0.8564541	0.9661121	0.0287447	0.7172832	0.1782498	0.1310272	0.9900653	0.7133781
200	0.9879174	0.9500125	0.8396853	0.9804912	0.0566653	0.8023427	0.2152194	0.1724778	1.0675932	0.7229694
250	0.9195832	0.9495444	0.8656748	1.0431444	0.2018521	0.8709908	0.1867018	0.1932981	1.0160574	0.6890434
300	0.9673105	1.0282109	0.9373159	1.0369522	0.3734278	0.8312596	0.1532371	0.1673936	0.9815187	0.6704739
350	0.9412196	0.8892236	0.9882297	1.0046608	0.5463463	0.8581078	0.1800808	0.1394245	0.9270416	0.6669213
400	0.9566509	1.0377321	0.9521252	0.9054318	0.5876783	0.8812099	0.1950540	0.1521066	1.0689993	0.6417071
450	1.0199967	0.8741213	0.9054947	0.7921303	0.5795554	0.9426293	0.1944776	0.1384660	1.0021301	0.6397734
500	0.9214040	0.9477033	0.9166172	0.6643750	0.6073358	0.9204153	0.1713449	0.1554973	0.9656473	0.6955493
550	0.9253247	0.9774039	0.7531501	0.6560028	0.6466472	0.7807050	0.7856130	0.1411524	1.0015203	0.6977611
600	0.9587594	0.8899026	0.6682315	0.6608651	0.5396196	0.5440221	0.9865495	0.1222261	0.9702670	0.6797088
650	0.9238701	0.9324243	0.6654081	0.7548301	0.2967295	0.3378123	0.9775514	0.1247289	0.9863350	0.7795678
700	0.9971633	0.8958350	0.6804201	0.8684467	0.1092629	0.3025211	1.0320845	0.1336520	0.9717306	0.7707449
750	1.0446408	0.8392478	0.7206919	0.9542813	0.0386370	0.2190558	0.9688900	0.1469444	1.0302512	0.8374732
800	1.0894479	0.8479113	0.7553632	1.0316940	0.0248123	0.2555328	1.0169961	0.1396329	1.0550580	0.8851447
850	0.9792871	0.8987678	0.7463320	0.9710320	0.0087156	0.2591593	0.9870847	0.1607425	0.9725621	0.7857024
900	1.0471405	0.9577652	0.8083847	1.0621024	0.0080456	0.2886910	0.9708210	0.1307405	0.9973946	0.8142781
950	1.0358656	0.9959127	0.8669734	0.9673299	0.0090386	0.2787322	1.0583536	0.1356908	1.0571527	0.7653472
1000	0.9326781	0.9078600	0.8227793	0.9634640	0.0137104	0.2745685	1.0115535	0.1045268	0.9960015	0.7774811

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9074390	0.8639612	0.8551438	1.0504182	0.0108374	0.2241494	0.9807017	0.1011117	0.9370343	0.7147934
100	0.9353355	0.9867415	0.8204033	1.0418555	0.0124138	0.2863577	1.0295687	0.1071025	1.0082858	0.7071240
150	1.0338739	0.9262864	0.8397069	1.0009869	0.0089087	0.2326821	1.0359342	0.0988930	0.9703708	0.7608603
200	1.0179319	0.8877840	0.8802593	0.9486337	0.0081126	0.2408171	1.0718714	0.1281797	1.0378722	0.7034197
250	0.9853882	0.9010546	0.8730135	0.9749796	0.0125734	0.2405591	1.0859403	0.1350165	1.0256583	0.7091039
300	0.9572190	0.9326450	0.7660426	0.9992257	0.0142806	0.2342650	1.0079168	0.1432605	1.0029672	0.7474306
350	1.0039885	0.9231216	0.8191617	0.9753361	0.0110867	0.2470506	1.0195481	0.1576612	1.0039362	0.7253444
400	0.9700695	0.8969016	0.8587503	0.9484369	0.0029733	0.2343733	1.0297014	0.1198044	0.9804568	0.7385085
450	1.0057723	0.8701731	0.8964633	0.9649267	0.0146294	0.2438125	0.8749501	0.1133490	0.9740195	0.8094148
500	1.0286079	0.8425820	0.9110107	1.0459619	0.0107694	0.2713661	0.9211549	0.1467503	0.9770299	0.7711424
550	0.9034359	0.9210185	0.9604533	1.0413876	0.0055138	0.2635565	0.9242767	0.1455608	0.9583359	0.7298378
600	0.9184879	0.8855339	0.9233729	0.9634404	0.0121128	0.2328164	1.0057085	0.1172969	1.0767544	0.7968146
650	0.9907567	0.9959778	0.8580111	0.9406003	0.0124783	0.3059419	0.9665404	0.1228996	0.9946790	0.7943721
700	1.0176516	0.8941792	0.8575030	0.9951918	0.0067317	0.2485947	0.9496297	0.1163321	0.9906918	0.7435874
750	1.0090238	0.8912480	0.9190072	1.0502757	0.0066458	0.2356138	0.9950960	0.1279962	0.9723980	0.7998702
800	1.0058642	0.9766607	0.8965281	0.9410553	0.0111972	0.2281831	0.8857597	0.1460718	0.9856763	0.7114348
850	0.8933334	0.9250473	0.8976383	1.0321820	0.0086799	0.2524777	0.9642138	0.1136191	0.9924292	0.7560865
900	0.8779106	0.9807004	0.8299844	1.0328836	0.0103451	0.2835464	0.9833430	0.1210448	1.0394857	0.7190117
950	0.9400039	0.9439089	0.8332532	0.9612572	0.0137013	0.1961672	0.9287793	0.1864871	1.0535321	0.7625869
1000	0.9159998	0.9209196	0.7903962	0.9565002	0.0076615	0.2652159	0.8815327	0.1237911	0.9520688	0.8201594

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9954125	0.9159941	0.9267651	1.0630122	0.0112719	0.3078339	0.2565158	0.1226728	0.9511418	0.8465078
100	0.9658793	0.9905714	0.8360300	0.9695827	0.0157646	0.4231319	0.1616419	0.1170734	1.0223137	0.7744414
150	1.0109604	0.9451694	0.8552580	0.9887401	0.0321360	0.6237776	0.1281313	0.1300068	1.0946184	0.7296480
200	1.0068007	0.8803318	0.9375171	1.0198248	0.1229438	0.7466969	0.1267152	0.1050475	1.0369771	0.7071195
250	1.0271119	0.9863011	0.9202950	0.9613472	0.2940257	0.7713249	0.1115378	0.1362704	1.0084942	0.7122473
300	0.9829757	0.9963201	0.9179658	0.9748780	0.3682886	0.7545389	0.0978327	0.1383869	0.9432475	0.7336259
350	1.0507576	0.9763629	0.9076436	0.9763211	0.3435400	0.7457555	0.1014676	0.1188315	1.0043498	0.8022572
400	0.9807177	0.8830141	0.7995043	0.9313082	0.4079534	0.8068883	0.1108280	0.1598936	0.9720670	0.8042206
450	1.0122332	0.9097283	0.8323217	0.9017322	0.4771334	0.8479171	0.1175118	0.1666475	1.0380172	0.7208162
500	1.0674895	0.8923078	0.7498316	0.8546143	0.5532370	0.7748666	0.1004756	0.1449380	0.9298996	0.6946154
550	0.9789262	0.9267147	0.7224288	0.8761000	0.4927535	0.8006403	0.7619314	0.1357607	0.9175928	0.6176821
600	1.0331743	0.9297313	0.7510766	0.8563724	0.4077925	0.5494481	0.9827064	0.1400806	0.9630366	0.7279083
650	1.0240117	0.8857263	0.7691334	0.8603203	0.2687484	0.3314982	0.9822550	0.1344951	1.0012466	0.8118149
700	1.0733506	0.9303267	0.7683030	1.0387577	0.1291137	0.3006859	1.0401966	0.1216557	1.0819717	0.8359461
750	0.9928512	0.9595861	0.8191412	0.9627759	0.0959534	0.2102296	1.0618157	0.1277803	1.0626609	0.8007250
800	1.0156205	0.9472611	0.8402686	0.9222204	0.0620251	0.2055165	1.0835129	0.1132295	1.0574467	0.7379288
850	0.9200676	0.9241252	0.8852153	0.9777470	0.0397760	0.1766869	1.0392444	0.1448581	0.9955504	0.7159446
900	1.0101745	0.9741984	0.8329565	0.9626097	0.0239465	0.3032203	0.9207614	0.1362705	0.9419795	0.7471019
950	0.9977576	0.9191243	0.8273653	1.0562842	0.0267868	0.2755845	0.9953538	0.1349433	1.0544897	0.7580506
1000	0.9525776	0.9031503	0.8268475	1.0035099	0.0177080	0.2067103	1.0085200	0.1179142	1.1112167	0.7096680

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	1.0538465	1.0072111	0.8609844	0.7298928	0.0183308	0.2736101	0.9876810	0.1165202	0.9924309	0.7085672
100	1.0315879	0.9975913	0.7700438	0.5803401	0.0156260	0.2527131	0.9964433	0.1479761	1.0353972	0.7490431
150	1.0536830	0.8882981	0.6701111	0.5306682	0.0180008	0.2612970	1.0092900	0.1530827	0.9934981	0.7817050
200	1.0281563	0.7176591	0.4468372	0.4202459	0.0112912	0.2089078	1.0193131	0.1540121	1.0009380	0.8583526
250	1.0358316	0.6288989	0.3616732	0.4308883	0.0162261	0.2165173	1.0923819	0.1142071	0.9754060	0.8902046
300	1.0126616	0.4450985	0.3645315	0.4998620	0.0222825	0.2496126	1.0714289	0.1327270	1.0163060	0.9135392
350	0.9781660	0.3053125	0.2993230	0.4516786	0.0104406	0.2664053	0.9827521	0.0961875	0.9146781	0.8395940
400	0.8622930	0.1550064	0.3331503	0.4656987	0.0088145	0.2724532	0.9460656	0.1138108	0.9655374	0.8116306
450	0.5954525	0.2028152	0.2933097	0.5239894	0.0186981	0.2254475	0.9486060	0.1399127	0.9780524	0.8025857
500	0.7335557	0.2657027	0.3446395	0.4503646	0.0152458	0.2401022	0.9479688	0.1184030	1.0084452	0.8660456
550	0.8757640	0.3192774	0.4222676	0.8262956	0.0104877	0.2491579	0.9944016	0.1540259	1.0338063	0.9654265
600	0.9676930	0.4795527	0.5598377	0.9823585	0.0116972	0.3128901	0.9928895	0.1223999	0.9543549	0.8917568
650	0.9698011	0.7814907	0.6667074	0.9416003	0.0132022	0.2429061	1.0781506	0.0946340	1.0101802	0.8582229
700	0.9734918	0.7679838	0.7326253	0.9364495	0.0052759	0.2836348	1.0257566	0.1445865	1.1137518	0.8921395
750	1.0332988	0.8547625	0.7788468	0.8944925	0.0050189	0.2813137	0.9533117	0.1956556	1.0243905	0.8217838
800	1.0888437	0.8448590	0.7360791	0.9609142	0.0042149	0.2329019	0.9635426	0.1667053	1.0133929	0.7963966
850	0.9615354	0.9764438	0.7892394	0.9461628	0.0037619	0.2764905	0.9656830	0.1508739	1.0194531	0.8024673
900	1.0399511	0.8754487	0.8260789	1.0200442	0.0118344	0.2466240	1.0003013	0.1326502	1.0146847	0.8178165
950	0.9903405	0.9295833	0.7281652	0.9797150	0.0169054	0.2767754	1.0345349	0.1304373	0.9911750	0.7827413
1000	0.9886287	0.9593410	0.8139223	1.0229830	0.0142027	0.2515183	0.8872432	0.0924650	1.0101983	0.8482934

0	1.0371304	1.0154591	0.8817900	0.9673496	0.0106585	0.2283702	0.9949720	0.1427573	1.0000268	0.8163074
50	0.9617544	0.8721733	0.8128066	0.9491917	0.0091271	0.1085649	0.9813872	0.1102021	0.9341968	0.8342346
100	0.8847600	0.9256677	0.8519369	0.9187277	0.0094759	0.0598672	1.0281646	0.1112723	1.0662525	0.9070270
150	0.9903260	0.8618071	0.7591006	0.9277352	0.0116252	0.0451082	1.1016692	0.1012237	1.0058699	0.8556488
200	0.9381753	0.8960736	0.8710108	0.9875784	0.0113536	0.0275863	0.9729312	0.1218957	0.9753047	0.9245207
250	0.8573890	0.9106282	0.8094944	0.9799668	0.0079552	0.0339597	1.0188502	0.0993976	0.9212462	0.8275215
300	0.9763850	0.9351417	0.8781904	0.9202410	0.0061728	0.0456231	0.9837832	0.1168451	0.9312854	0.8702895
350	0.9870462	0.9387140	0.8592520	1.0151091	0.0159260	0.0249696	0.9209994	0.0869741	0.8738631	0.9267515
400	1.0504904	0.9564955	0.8820254	0.9199397	0.0165896	0.0260188	0.8814102	0.0969130	0.9406189	0.9420521
450	0.9585304	0.8735119	0.8437695	0.9432605	0.0036306	0.0425009	1.0501508	0.0858261	1.0099791	0.9249398
500	1.0256669	0.9407152	0.8596516	1.0200520	0.0076542	0.0396151	1.0783026	0.0948264	1.0192538	0.8983623
550	1.0183847	0.9052904	0.8727975	1.0018266	0.0043926	0.1753119	1.0474064	0.0957457	0.9769798	0.8370043
600	1.0684396	0.9095932	0.9164643	0.9418900	0.0073252	0.2360607	0.9680964	0.1392728	0.9965491	0.8075711
650	0.9940837	0.8996593	0.8878443	0.9978351	0.0114659	0.2891914	1.0099679	0.1334868	1.0605326	0.8174455
700	0.9892511	0.9603553	0.8373872	0.9738636	0.0093873	0.2929273	0.9743223	0.1276571	1.0190392	0.8929051
750	0.9639326	0.9599563	0.8755090	0.8849494	0.0029500	0.2902928	1.0101792	0.1428457	1.0057276	0.8044596
800	1.0189647	0.9538193	0.8637111	0.9123847	0.0075476	0.3281975	0.9730559	0.1511951	1.0180675	0.7773394
850	1.0453724	0.8338089	0.8899882	0.9175380	0.0083832	0.2850573	0.9535701	0.1137509	1.0265042	0.7696600
900	0.9999237	0.9283900	0.9303159	0.9229853	0.0044606	0.2410439	0.9629631	0.1147897	0.9537641	0.6684989
950	1.0440226	0.9746563	0.9248988	1.0209777	0.0089249	0.2446603	0.9774377	0.1278481	0.9777821	0.7183018
1000	0.9744178	0.9114312	0.9880737	0.9780917	0.0101353	0.2795367	1.0012061	0.0988007	0.9555901	0.6984089
