YPL177C	YML099C	YKR034W	YCL067C	YJL110C	YFL021W	YDR146C	YHR084W	YBR083W	YLR256W
0.6458605	0.0000000	0.4641022	0.8486158	0.6441975	0.7278853	1.0561468	0.0000000	0.5684673	0.9615716
0.7808755	1.0796154	0.0000000	0.8215707	0.5641174	0.0000000	0.0870934	0.9631821	0.3631677	0.9594503
0.7477491	0.9296359	0.0000000	0.8097888	0.6345569	0.0052342	0.0000000	0.9306014	0.3399309	0.9782120
0.5769420	0.4621099	0.4300576	0.0000000	0.6020430	0.7678288	1.0477358	0.0947862	0.0000000	0.9420036
0.4878128	0.3977790	0.4509088	0.8076570	0.6570495	0.8374379	0.9921980	0.0000000	0.0594293	0.0000000
