YDL020C	YKL062W	YDR216W	YDR451C	YMR016C	YNL167C	YGL181W	YGL071W	YKL015W	YKL109W
0.0000000	1.0103595	0.0000000	0.0662257	0.9702540	1.0294759	0.4017391	0.3598046	1.0022791	0.0612684
0.0000000	1.0331634	0.4674455	0.0618629	1.0548056	0.8240307	0.5966270	0.6450199	0.5950969	0.0000000
0.8824533	1.0172966	0.0000000	0.0405801	1.0282986	0.9950726	0.3636812	0.4140654	1.1061955	0.0000000
0.9656662	1.0229407	0.3331198	0.0809499	1.0789237	0.8657014	0.5552787	0.0000000	0.0000000	0.0749914
