YKL112W	YML027W	YOR028C	YPL248C	YOL108C	YIR018W	YJR060W	YGL096W	YKL043W	YER111C
0.0000000	1.0587399	1.0101591	0.9150563	0.0707152	0.0744908	0.0681258	0.3519744	0.8563029	1.0091934
1.1659184	0.0000000	0.9126344	1.1011354	0.0329965	0.0598698	0.0469163	0.2677758	0.9974783	0.9617499
0.8492815	0.9816258	0.0000000	1.0085128	0.0475366	0.0519554	0.0711721	0.3072429	0.9890494	1.0223079
0.9560668	1.0381052	1.0726928	0.0000000	0.0663279	0.0981109	0.0407900	0.3719451	0.8384284	1.0824630
0.9553463	0.8650625	1.0220774	1.0856858	0.0000000	0.0575780	0.0666449	0.2965389	0.8537643	0.9466106
0.9591372	0.9906271	1.0203233	0.9487074	0.0495635	0.0000000	0.0407084	0.2420749	0.8083580	0.9609135
0.9269628	0.8830850	1.0758560	0.9605381	0.0343005	0.0321131	0.0000000	0.2974090	0.8218521	0.9674350
1.0551466	0.9848991	0.9490349	1.1165298	0.0296075	0.0494910	0.0285736	0.0000000	0.8338099	1.0822380
1.0305644	0.6603796	0.0331144	0.3830336	0.6047066	0.9879273	0.8568405	1.1454235	0.0000000	0.3389848
0.9110271	0.0797444	1.0530118	1.0683268	0.0606472	0.0504689	0.0508335	0.2826550	1.0146919	0.0000000
