"Time"	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W	YBR182C	YIL101C	YPL202C	YML007W

0	1.0352891	0.9512497	0.8491603	0.4219694	0.4275422	0.8186266	0.6012948	0.1421202	1.0732794	0.0466586
50	0.8760059	0.9655767	0.9291252	0.2447986	0.5157430	0.7018624	0.6366223	0.1248726	1.0027582	0.0219300
100	1.0358926	0.9425806	0.9389348	0.2141169	0.5826737	0.7117560	0.5792199	0.1259090	0.9789334	0.0484623
150	0.9840368	1.0634063	0.9456860	0.1510686	0.5758923	0.6473894	0.6204112	0.1437333	0.9838175	0.0439448
200	1.0533980	0.9835382	0.8953242	0.1651057	0.6599343	0.6875213	0.6197241	0.1646914	1.0001306	0.0346374
250	1.0367329	0.9558223	0.9482758	0.1246895	0.6860168	0.6999427	0.6182897	0.1675183	0.9718214	0.0352122
300	0.9260906	0.9378244	0.9250127	0.1214919	0.6251397	0.6882980	0.6134041	0.1941540	0.9574952	0.0401464
350	1.0266360	0.9901940	0.9494892	0.1168119	0.6170572	0.6290069	0.5178253	0.2338845	0.9804998	0.0332313
400	1.0081233	0.9252972	0.9676536	0.1043220	0.6036709	0.7123334	0.4507578	0.2222723	1.0091609	0.0291510
450	1.1383600	0.8699096	0.9747660	0.1300524	0.6680472	0.7654035	0.4776438	0.2617475	1.1209877	0.0296223
500	1.0418828	0.8933048	1.1048583	0.1046114	0.6354867	0.6871762	0.4414994	0.2244100	0.9203660	0.0197285
550	0.9923844	0.8879214	1.1036581	0.0944919	0.5623374	0.8160809	0.4615802	0.1990899	0.9881934	0.0190382
600	1.0455132	0.8935317	1.1276181	0.1410021	0.4607521	0.7238984	0.4246045	0.1726848	1.0172159	0.0335882
650	1.0074414	0.8896435	1.0850412	0.2199111	0.4787169	0.7474735	0.4162537	0.1508725	1.1097247	0.0223281
700	0.9593909	0.8112330	1.0201573	0.2662115	0.4643954	0.8067115	0.5470248	0.1644293	0.9966273	0.0248014
750	0.9460275	0.8368018	1.0281776	0.2272404	0.4683071	0.6521420	0.6203016	0.1168831	0.9881806	0.0332146
800	0.9243070	0.8174539	1.0362675	0.2542298	0.4019158	0.6624210	0.6559638	0.1471902	0.9447732	0.0325558
850	0.9486661	0.9102667	1.0104033	0.3233310	0.3723233	0.6493909	0.5768752	0.1030829	0.8548718	0.0484687
900	1.0719674	0.9201506	0.8912450	0.3865946	0.3579594	0.5996227	0.6691996	0.0990928	1.0573254	0.0420115
950	0.9792999	0.9618838	0.9191581	0.4534457	0.3714075	0.6349913	0.6970588	0.1209844	0.9709749	0.0485531
1000	1.0341376	1.0377551	0.8329334	0.5257913	0.3559321	0.6428881	0.6985088	0.0908234	1.0124619	0.0505528

0	1.0352891	0.9512497	0.8491603	0.4219694	0.4275422	0.8186266	0.6012948	0.1421202	1.0732794	0.0466586
50	1.0011063	0.8739405	0.9306279	0.2698151	0.4635772	0.7018653	0.4940931	0.1558573	0.9485970	0.0328274
100	1.0152351	0.8166600	0.9222593	0.2502845	0.4751786	0.7405425	0.3673897	0.1331443	0.9316385	0.0201599
150	0.9892346	0.7771451	1.0523973	0.2470660	0.5784935	0.7928323	0.2711554	0.1170543	0.9875897	0.0187904
