"Time"	YGL181W	YGL071W	YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C

0	0.4673534	0.4676298	0.4239616	0.6447732	0.2854307	0.7019037	0.2264452	0.7462799	0.0969253	0.7723064
50	0.4212133	0.5192861	0.4574152	0.7212079	0.2947128	0.6581790	0.1268766	0.6413312	0.0946505	0.8348451
100	0.3692778	0.5145586	0.5884755	0.6638080	0.2604100	0.7604065	0.2292031	0.6251063	0.0942662	0.9046233
150	0.3784126	0.4552640	0.4496646	0.6228719	0.3494831	0.7232015	0.2179309	0.6154917	0.0664959	0.7812394
200	0.4088549	0.4075135	0.4923451	0.5113936	0.3059439	0.8651778	0.1682443	0.6680095	0.0871345	0.7776665
250	0.4028164	0.4671447	0.5311703	0.6838673	0.3202755	0.7687388	0.1938428	0.7521011	0.0822535	0.6644780
300	0.2970482	0.5461199	0.3956507	0.7262600	0.2484983	0.6307658	0.1932268	0.7065127	0.0890064	0.8884225
350	0.3460776	0.3929082	0.5261394	0.6587683	0.3451452	0.7029499	0.1751649	0.6792318	0.1128354	0.8100893
400	0.4001173	0.5112209	0.4957134	0.5915916	0.3489859	0.6561345	0.2265896	0.5835755	0.0689868	0.7398147
450	0.3158399	0.4029157	0.5937975	0.5722568	0.2426902	0.6795793	0.2387991	0.6851828	0.0641160	0.7877694
500	0.3083087	0.4308279	0.4746698	0.6177341	0.3781072	0.6493085	0.1957539	0.7810314	0.0507492	0.7845703
550	0.3476828	0.4358829	0.4549209	0.7058410	0.3024742	0.6473807	0.1993690	0.6099329	0.0590991	0.8521551
600	0.4111051	0.3690320	0.4223158	0.6634210	0.2955577	0.7417203	0.1745913	0.7255673	0.1239549	0.9187227
650	0.3098945	0.4402989	0.3880136	0.6843783	0.2404379	0.6817420	0.1743160	0.7078680	0.0934165	0.7487492
700	0.3587682	0.4961487	0.6201470	0.5651411	0.2369957	0.7215782	0.1413049	0.7927589	0.0676938	0.7599235
750	0.4422382	0.4153357	0.5149613	0.6584746	0.3111501	0.8728676	0.2065334	0.6941072	0.0473430	0.6106261
800	0.3391895	0.2709379	0.4893064	0.5904414	0.2774486	0.6281223	0.1671708	0.7898472	0.0667948	0.6129224
850	0.3068066	0.3480334	0.5437856	0.5771439	0.3151382	0.5868121	0.1654105	0.7225424	0.0640690	0.7875202
900	0.2402482	0.2308214	0.4606688	0.4982013	0.3485540	0.6942808	0.2690637	0.8013060	0.0801701	0.7312709
950	0.1912160	0.3338473	0.4132514	0.6986334	0.3199664	0.7093261	0.1883352	0.8107560	0.1131563	0.6544381
1000	0.2095295	0.3289227	0.3961914	0.6529815	0.2655219	0.7483227	0.0983735	0.7076563	0.0750651	0.6368870

0	0.4237453	0.4009516	0.4045599	0.5851347	0.2356341	0.6800238	0.1312195	0.7878359	0.0674131	0.6853414
50	0.5147398	0.5876111	0.4780540	0.6381979	0.1901432	0.7043468	0.1214679	0.7273654	0.0971834	0.4549851
100	0.6062108	0.4606458	0.3479047	0.6264244	0.3661338	0.7613645	0.1806921	0.7641885	0.0686835	0.2392529
150	0.7030320	0.6966535	0.5016943	0.6471625	0.2638006	0.7410671	0.2203760	0.6118405	0.0567913	0.2345604
200	0.6656991	0.5663799	0.3871259	0.6763143	0.3028894	0.7751982	0.1511368	0.6783208	0.0625041	0.2630915
250	0.5989167	0.4660868	0.4337744	0.6556079	0.2861056	0.6561388	0.2032792	0.7318144	0.0919430	0.2334210
300	0.5378407	0.7307251	0.4159938	0.7121361	0.2802768	0.7285345	0.2048796	0.7227329	0.0848147	0.2146692
350	0.5000120	0.6665371	0.2845807	0.7822083	0.2387017	0.7670787	0.2211405	0.5673655	0.1267487	0.2963141
400	0.7357470	0.5956583	0.4543237	0.7702891	0.3187140	0.6675746	0.1708642	0.7602671	0.0340827	0.2299673
450	0.7337109	0.4869511	0.4179231	0.8159578	0.2363417	0.8606091	0.1870908	0.6997885	0.0764371	0.2705443
500	0.5975700	0.4313905	0.2734727	0.8186163	0.2766081	0.7563059	0.2029098	0.7117772	0.0651034	0.2427895
550	0.5161720	0.5361180	0.3924046	0.6797628	0.2365798	0.7033594	0.1788384	0.7380960	0.0661297	0.5709813
600	0.4441083	0.4934758	0.4459926	0.5864890	0.2955270	0.7585601	0.1820872	0.7895967	0.0760018	0.6599977
650	0.4716524	0.5702319	0.3999583	0.6321333	0.2894578	0.7605653	0.2124623	0.7238048	0.0802859	0.7041750
700	0.3981082	0.4750175	0.4204111	0.5219968	0.2890085	0.7552000	0.2626036	0.7455216	0.0531947	0.7371556
750	0.4417385	0.5101436	0.4277321	0.6749813	0.2069047	0.7759128	0.2084843	0.6452870	0.1007834	0.6415787
800	0.3284695	0.4440436	0.4549382	0.5450646	0.3033217	0.8337713	0.1460235	0.7480098	0.0613731	0.7428269
850	0.3696562	0.5485501	0.4116309	0.5775167	0.2595572	0.7783414	0.1449709	0.6556992	0.0530901	0.7556004
900	0.4510743	0.4483538	0.4533000	0.5570077	0.2833720	0.8149484	0.1942842	0.7670913	0.0670146	0.7822557
950	0.4230676	0.5422831	0.4088184	0.6138519	0.2215196	0.7646407	0.1822946	0.7447403	0.0640285	0.8013161
1000	0.4085731	0.4875603	0.4145819	0.5970106	0.3102632	0.8984636	0.1629610	0.6874813	0.0583224	0.7413482

0	0.3696791	0.4862455	0.3533905	0.5974130	0.3037734	0.7259174	0.1950228	0.7108594	0.0917599	0.8196717
50	0.3567463	0.5413949	0.3172357	0.6450984	0.3121927	0.6605168	0.1599922	0.6572858	0.0641988	0.8335499
100	0.3652575	0.6969729	0.2700031	0.5596582	0.2617004	0.6971511	0.2826076	0.7375751	0.0565890	0.8925250
150	0.2214667	0.5236865	0.2245590	0.5385866	0.2894229	0.7818708	0.2430923	0.7935087	0.0798427	0.7602424
200	0.1973371	0.6359612	0.1453801	0.5657847	0.3103606	0.7143466	0.1812913	0.6104653	0.0692269	0.7208493
250	0.1651895	0.5735022	0.1776567	0.5666838	0.2178575	0.6826705	0.2248354	0.7514755	0.0679568	0.6466483
300	0.2007453	0.8403979	0.2003217	0.5939415	0.3427267	0.7825719	0.2032035	0.6792220	0.0676703	0.7123548
350	0.2517015	0.7500676	0.2277741	0.5518355	0.3100146	0.7936287	0.2188721	0.7373036	0.0901342	0.6476460
400	0.2889604	0.6344390	0.1681167	0.7236632	0.2592469	0.6887792	0.3230253	0.7044711	0.0688059	0.7933130
450	0.1730160	0.6048822	0.2055737	0.6309158	0.2246631	0.7035810	0.2047835	0.6587728	0.1303009	0.6152241
500	0.1695762	0.6951113	0.2157117	0.7495374	0.2648344	0.7290274	0.2595523	0.7434823	0.0966269	0.7971476
550	0.2260993	0.9482659	0.4015523	0.7664284	0.2989123	0.7898875	0.2719397	0.5886815	0.0895635	0.6781660
600	0.4071141	0.8255132	0.3875670	0.7258494	0.3372647	0.7619343	0.1592051	0.7551059	0.0939353	0.6276284
650	0.5551479	0.5624345	0.4803229	0.5828463	0.3700589	0.8161354	0.1845599	0.7062187	0.0958689	0.7006232
700	0.4201471	0.6166147	0.4283224	0.6941753	0.2198864	0.7966383	0.1491256	0.6134465	0.0852913	0.7807052
750	0.5044162	0.6048392	0.4852405	0.6047748	0.3031442	0.6072228	0.2216844	0.7094697	0.0774503	0.6575410
800	0.4653343	0.5339159	0.5511918	0.6048249	0.2646283	0.8610782	0.2265276	0.6760001	0.0926620	0.6674292
850	0.3684324	0.4811961	0.5305514	0.6347021	0.3051488	0.7515499	0.2273091	0.6758251	0.0628283	0.7471983
900	0.4304943	0.4843232	0.5230751	0.7648587	0.2730670	0.6837888	0.3542075	0.7516615	0.0803287	0.6279255
950	0.3564038	0.4991483	0.5157538	0.5362130	0.2196124	0.7536732	0.2974294	0.6621075	0.1028333	0.7674156
1000	0.4433455	0.4515813	0.4998976	0.5651670	0.2409634	0.7815727	0.1951390	0.6866997	0.1394169	0.7838087

0	0.4124403	0.4204774	0.5293047	0.6926560	0.2840603	0.7065466	0.1547514	0.7650428	0.1299623	0.8076581
50	0.3953378	0.4384931	0.4311375	0.5411341	0.1149673	0.4035940	0.1053106	0.3011962	0.0336194	0.4238066
100	0.3918341	0.4149795	0.5238583	0.6479155	0.0597682	0.2814076	0.2934434	0.2102220	0.0082033	0.3199378
150	0.4280272	0.4168771	0.4526251	0.5744183	0.1171297	0.3090430	0.3524658	0.1277826	0.0036315	0.2698692
200	0.3649699	0.3214162	0.3888616	0.3921113	0.1104432	0.2554431	0.4461286	0.0680894	0.0003159	0.2843396
250	0.2778588	0.3987821	0.4884763	0.4888461	0.0891995	0.3218906	0.3742741	0.0873816	0.0000000	0.2717988
300	0.2991673	0.4523024	0.3892184	0.3022619	0.1365704	0.3672849	0.5314201	0.1052487	0.0004582	0.2652919
350	0.2736575	0.4378185	0.4347782	0.5010938	0.0836049	0.1886244	0.4365313	0.1237797	0.0000837	0.2219904
400	0.2544568	0.4274870	0.4221831	0.3947979	0.1014152	0.1758817	0.4204071	0.0408457	0.0002209	0.2222787
450	0.3461197	0.5097111	0.4282470	0.2340799	0.0838065	0.1948014	0.3845402	0.0586129	0.0022032	0.1472228
500	0.3908825	0.5255214	0.3985089	0.3493907	0.0808634	0.1791592	0.5024040	0.0808308	0.0000000	0.2118301
550	0.4000453	0.5039206	0.3710572	0.3467518	0.4251552	0.4877904	0.5838286	0.4950239	0.0439263	0.5513379
600	0.3715102	0.7248813	0.3722469	0.5163596	0.4459759	0.4810267	0.4886153	0.7086892	0.0585762	0.6293198
650	0.4372364	0.6159559	0.4401421	0.5226597	0.3744391	0.5519532	0.2911768	0.6234663	0.0560531	0.7293163
700	0.4643810	0.5361682	0.4863744	0.5094678	0.3751471	0.5964064	0.2406651	0.6264383	0.0647196	0.8261834
750	0.4925395	0.5026612	0.3377244	0.6000379	0.2600378	0.6040494	0.2859279	0.7229806	0.0811476	0.7952207
800	0.4775680	0.4165476	0.4646134	0.5085483	0.3063711	0.6903063	0.1910760	0.5970700	0.0870073	0.7496519
850	0.3092540	0.3764500	0.3941739	0.5163832	0.2305489	0.7247612	0.2723691	0.9031508	0.1257700	0.7850288
900	0.3646344	0.4342046	0.3873878	0.5610849	0.1969547	0.8922433	0.1613244	0.8446758	0.1005940	0.7590582
950	0.4396304	0.5274062	0.4136361	0.7988425	0.2611552	0.7774980	0.1870951	0.6460821	0.0828669	0.7447248
1000	0.4785285	0.4873845	0.5368605	0.5455088	0.3574394	0.7402909	0.2274620	0.7782036	0.0757349	0.7381520

0	0.4108513	0.3971249	0.3807582	0.6254076	0.3638578	0.6915289	0.1882456	0.7821085	0.1735554	0.7120936
50	0.3163684	0.5007134	0.4222957	0.6350169	0.2327508	0.4487218	0.1237990	0.6967026	0.1106492	0.6717145
100	0.3275053	0.4272817	0.4149114	0.5352256	0.2827894	0.4626450	0.1105559	0.6390341	0.0875651	0.7266149
150	0.4344453	0.4280839	0.6100700	0.6213671	0.3805461	0.4653838	0.0542246	0.5939786	0.0931072	0.9155732
200	0.4159535	0.4391762	0.6376263	0.5685023	0.3520914	0.3670530	0.1107195	0.6913365	0.0837676	0.8293080
250	0.3831034	0.3279720	0.4108700	0.6083980	0.4198108	0.3939014	0.1112431	0.6732871	0.0922131	0.6583795
300	0.2268396	0.6070230	0.5259023	0.7319919	0.3756912	0.3371765	0.1747174	0.7701869	0.0812956	0.7450639
350	0.3082481	0.4008690	0.3228370	0.7052860	0.2509098	0.3333327	0.1050064	0.7617787	0.0517624	0.7388921
400	0.3328748	0.4028863	0.4433264	0.6582528	0.3821039	0.3926931	0.0787397	0.6537439	0.0942604	0.7407909
450	0.3380091	0.3736606	0.4470445	0.5970735	0.4273150	0.3075276	0.0534128	0.7715884	0.0803923	0.7209375
500	0.3190631	0.4533667	0.4466694	0.6333900	0.4750728	0.3158206	0.1482821	0.6455576	0.1018700	0.7341497
550	0.4231241	0.4506553	0.5110894	0.7332636	0.3079694	0.7088833	0.1467309	0.7655980	0.0990436	0.7777269
600	0.4406277	0.5012347	0.5431078	0.4971942	0.3115383	0.6320981	0.1642393	0.7189965	0.0921428	0.8419838
650	0.3472414	0.4539189	0.5627251	0.6057183	0.2519115	0.6782090	0.1238631	0.6848461	0.1420287	0.8841737
700	0.4418641	0.4257744	0.4780410	0.5698922	0.2941438	0.8470400	0.1803990	0.8212404	0.0804184	0.6638439
750	0.4366086	0.4247217	0.5120773	0.5699224	0.2299499	0.7880571	0.1689997	0.8392062	0.1116587	0.7664593
800	0.3351137	0.3407733	0.4494415	0.6475011	0.3357939	0.7246052	0.2189079	0.7851060	0.0556702	0.7551069
850	0.3385537	0.3105275	0.4479758	0.5714422	0.2695120	0.7319210	0.1594613	0.7607128	0.0714340	0.8321619
900	0.3670972	0.3886753	0.4202564	0.6659312	0.3227204	0.7557189	0.1226074	0.7790238	0.1060854	0.7906667
950	0.4324434	0.4169516	0.4440869	0.6093662	0.2420770	0.8128824	0.1155750	0.8085236	0.1365227	0.8576558
1000	0.4547709	0.3892465	0.4666589	0.6780985	0.2280580	0.8563667	0.1958915	0.7375046	0.0911164	0.6964777

0	0.3983974	0.4397341	0.4396642	0.6964274	0.3071840	0.7558733	0.1737369	0.7362530	0.1452745	0.6155062
50	0.3955703	0.5987222	0.4487358	0.5571591	0.3158083	0.8239557	0.1507514	0.6105929	0.0782599	0.4114033
100	0.4976166	0.4236534	0.4733115	0.5468185	0.2155835	0.5676253	0.2126324	0.5901887	0.0606871	0.2559297
150	0.4427087	0.4818405	0.3710377	0.6017282	0.3063079	0.8043047	0.2531514	0.6186374	0.0721542	0.2753642
200	0.5891933	0.4142188	0.4375128	0.5926626	0.2867193	0.9572418	0.2172724	0.6966069	0.0780953	0.1824373
250	0.4606409	0.4842684	0.4996770	0.5963093	0.2007946	0.6299984	0.1649363	0.7437771	0.1071687	0.1394812
