"Time"	YKL043W	YER111C	YLR182W	YLR183C	YPR104C	YOR344C	YMR037C	YGL162W	YPR065W	YHL027W
850	0.0194156	0.7484895	0.5041541	0.9999199	1.0000000	0.6450135	0.4921712	0.8752457	0.5819375	0.4410012
900	0.0194156	0.7484895	0.5041541	0.9999199	1.0000000	0.6450044	0.4921732	0.8752323	0.5819172	0.4410144
950	0.0194156	0.7484895	0.5041541	0.9999199	1.0000000	0.6450000	0.4921726	0.8752251	0.5819058	0.4410217
1000	0.0194156	0.7484895	0.5041541	0.9999199	1.0000000	0.6449984	0.4921719	0.8752212	0.5818994	0.4410258

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0193795	0.7595258	0.7114566	0.9999148	0.9467736	0.5616211	0.4777465	0.8752182	0.5818945	0.4410289
100	0.0190112	0.7827660	0.7443498	0.9999028	0.9324880	0.5278770	0.4442158	0.8752174	0.5818942	0.4410297
150	0.0183581	0.8000263	0.7495668	0.9998939	0.9286538	0.5221210	0.4171700	0.8752172	0.5818956	0.4410301
200	0.0177325	0.8096689	0.7503925	0.9998894	0.9276248	0.5288228	0.4041445	0.8752174	0.5818974	0.4410303
250	0.0172798	0.8144346	0.7505221	0.9998875	0.9273486	0.5363921	0.4016200	0.8752177	0.5818988	0.4410303
300	0.0169980	0.8166382	0.7505418	0.9998869	0.9272745	0.5404233	0.4036097	0.8752179	0.5818998	0.4410303
350	0.0168381	0.8176165	0.7505446	0.9998866	0.9272546	0.5412387	0.4059948	0.8752182	0.5819003	0.4410302
400	0.0167530	0.8180395	0.7505449	0.9998866	0.9272492	0.5405742	0.4072605	0.8752183	0.5819006	0.4410302
450	0.0167097	0.8182191	0.7505448	0.9998866	0.9272478	0.5397574	0.4074958	0.8752184	0.5819007	0.4410301
500	0.0166884	0.8182944	0.7505448	0.9998865	0.9272474	0.5393064	0.4072636	0.8752184	0.5819008	0.4410301
550	0.0166931	0.8112294	0.5432338	0.9998934	0.9804738	0.6219243	0.4210040	0.8752184	0.5819007	0.4410301
600	0.0168669	0.7913211	0.5103412	0.9999064	0.9947593	0.6553599	0.4541278	0.8752184	0.5818995	0.4410301
650	0.0173092	0.7725676	0.5051269	0.9999144	0.9985934	0.6605761	0.4811420	0.8752181	0.5818972	0.4410301
700	0.0178926	0.7605350	0.5043037	0.9999179	0.9996225	0.6537262	0.4940015	0.8752177	0.5818950	0.4410301
750	0.0184348	0.7541073	0.5041755	0.9999192	0.9998987	0.6467449	0.4963727	0.8752173	0.5818935	0.4410302
800	0.0188392	0.7509974	0.5041565	0.9999197	0.9999728	0.6434762	0.4945120	0.8752170	0.5818926	0.4410303
850	0.0190996	0.7495776	0.5041541	0.9999198	0.9999927	0.6431633	0.4924634	0.8752168	0.5818921	0.4410304
900	0.0192513	0.7489526	0.5041539	0.9999199	0.9999980	0.6440093	0.4915354	0.8752166	0.5818918	0.4410305
950	0.0193335	0.7486840	0.5041540	0.9999199	0.9999995	0.6448087	0.4915175	0.8752165	0.5818917	0.4410306
1000	0.0193758	0.7485704	0.5041541	0.9999199	0.9999999	0.6451776	0.4918372	0.8752165	0.5818916	0.4410306

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0106178	0.8253555	0.8488188	0.9999199	1.0000000	0.6226552	0.4903669	0.8752182	0.5818944	0.4410289
100	0.0063764	0.8711174	0.9035095	0.9999199	1.0000000	0.5798401	0.4759657	0.8752174	0.5818931	0.4410297
150	0.0042571	0.8951497	0.9121878	0.9999199	1.0000000	0.5576977	0.4526673	0.8752170	0.5818924	0.4410301
200	0.0032122	0.9066618	0.9135648	0.9999199	1.0000000	0.5563169	0.4347029	0.8752167	0.5818920	0.4410304
250	0.0027054	0.9118934	0.9137833	0.9999199	1.0000000	0.5633477	0.4271636	0.8752166	0.5818918	0.4410305
300	0.0024633	0.9141925	0.9138180	0.9999199	1.0000000	0.5696487	0.4270527	0.8752165	0.5818917	0.4410306
350	0.0023492	0.9151802	0.9138235	0.9999199	1.0000000	0.5723159	0.4295450	0.8752165	0.5818916	0.4410306
400	0.0022962	0.9155980	0.9138244	0.9999199	1.0000000	0.5722658	0.4315894	0.8752165	0.5818916	0.4410306
450	0.0022718	0.9157726	0.9138245	0.9999199	1.0000000	0.5712818	0.4323639	0.8752165	0.5818916	0.4410306
500	0.0022607	0.9158451	0.9138245	0.9999199	1.0000000	0.5704965	0.4322677	0.8752164	0.5818916	0.4410306
550	0.0097343	0.8660680	0.5691599	0.9999199	1.0000000	0.5860692	0.4330556	0.8752164	0.5818915	0.4410306
600	0.0131749	0.8229576	0.5144691	0.9999199	1.0000000	0.6229881	0.4437415	0.8752164	0.5818915	0.4410307
650	0.0151813	0.7895065	0.5057909	0.9999199	1.0000000	0.6476393	0.4638506	0.8752164	0.5818915	0.4410307
700	0.0166195	0.7688791	0.5044139	0.9999199	1.0000000	0.6541718	0.4819112	0.8752164	0.5818915	0.4410307
750	0.0176852	0.7579755	0.5041953	0.9999199	1.0000000	0.6513126	0.4917550	0.8752164	0.5818915	0.4410307
800	0.0184169	0.7527195	0.5041607	0.9999199	1.0000000	0.6470011	0.4945318	0.8752164	0.5818915	0.4410307
850	0.0188731	0.7503239	0.5041552	0.9999199	1.0000000	0.6445061	0.4939002	0.8752164	0.5818915	0.4410307
900	0.0191349	0.7492702	0.5041543	0.9999199	1.0000000	0.6439209	0.4926456	0.8752164	0.5818915	0.4410307
950	0.0192758	0.7488174	0.5041542	0.9999199	1.0000000	0.6442821	0.4919171	0.8752164	0.5818915	0.4410307
1000	0.0193480	0.7486260	0.5041541	0.9999199	1.0000000	0.6447757	0.4917793	0.8752164	0.5818915	0.4410307

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0087964	0.7643694	0.8171604	0.9999316	1.0000000	0.6271323	0.4907125	0.8752181	0.5818938	0.4410289
100	0.0044778	0.7958184	0.8668285	0.9999340	1.0000000	0.5916806	0.4790911	0.8752172	0.5818911	0.4410297
150	0.0026272	0.8181767	0.8747102	0.9999345	1.0000000	0.5715922	0.4596794	0.8752166	0.5818894	0.4410302
200	0.0018006	0.8303722	0.8759610	0.9999346	1.0000000	0.5684777	0.4438893	0.8752161	0.5818884	0.4410305
250	0.0014234	0.8363188	0.8761596	0.9999347	1.0000000	0.5731816	0.4364428	0.8752159	0.5818880	0.4410306
300	0.0012498	0.8390463	0.8761911	0.9999347	1.0000000	0.5781920	0.4354295	0.8752157	0.5818877	0.4410308
350	0.0011698	0.8402512	0.8761961	0.9999347	1.0000000	0.5806632	0.4370588	0.8752156	0.5818876	0.4410308
400	0.0011331	0.8407704	0.8761969	0.9999347	1.0000000	0.5809392	0.4386949	0.8752156	0.5818875	0.4410309
450	0.0011164	0.8409904	0.8761971	0.9999347	1.0000000	0.5803042	0.4394448	0.8752156	0.5818874	0.4410309
500	0.0011089	0.8410826	0.8761971	0.9999347	1.0000000	0.5796889	0.4394798	0.8752156	0.5818874	0.4410309
550	0.0101189	0.8326088	0.5631954	0.9999229	1.0000000	0.5935337	0.4402675	0.8752156	0.5818880	0.4410309
600	0.0138764	0.8073532	0.5135258	0.9999205	1.0000000	0.6260053	0.4497858	0.8752157	0.5818894	0.4410309
650	0.0157922	0.7822573	0.5056425	0.9999200	1.0000000	0.6474868	0.4674999	0.8752159	0.5818904	0.4410309
700	0.0170518	0.7656042	0.5043908	0.9999199	1.0000000	0.6531015	0.4833129	0.8752161	0.5818910	0.4410308
750	0.0179560	0.7565371	0.5041919	0.9999199	1.0000000	0.6505438	0.4918892	0.8752163	0.5818912	0.4410308
800	0.0185722	0.7521014	0.5041602	0.9999199	1.0000000	0.6467444	0.4942791	0.8752163	0.5818914	0.4410307
850	0.0189564	0.7500625	0.5041551	0.9999199	1.0000000	0.6445538	0.4936985	0.8752164	0.5818915	0.4410307
900	0.0191774	0.7491608	0.5041543	0.9999199	1.0000000	0.6440456	0.4925865	0.8752164	0.5818915	0.4410307
950	0.0192967	0.7487721	0.5041542	0.9999199	1.0000000	0.6443679	0.4919450	0.8752164	0.5818915	0.4410307
1000	0.0193580	0.7486073	0.5041541	0.9999199	1.0000000	0.6448038	0.4918254	0.8752164	0.5818915	0.4410307

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0194191	0.7484865	0.5041597	0.9999446	0.4843168	0.6560623	0.4791635	0.8755043	0.5921509	0.3773876
100	0.0194171	0.7484892	0.5041504	0.9996818	0.3459113	0.7058473	0.4835244	0.8778140	0.6157330	0.3562125
150	0.0194162	0.7484853	0.5039942	0.9985993	0.3087643	0.7609702	0.5086135	0.8814758	0.6336412	0.3488359
200	0.0194161	0.7484470	0.5034954	0.9969668	0.2987944	0.7897079	0.5400287	0.8845957	0.6433079	0.3458697
250	0.0194174	0.7483322	0.5027287	0.9957505	0.2961185	0.8001966	0.5636685	0.8866152	0.6480280	0.3444212
300	0.0194215	0.7481339	0.5019996	0.9951485	0.2954003	0.8030679	0.5773145	0.8877697	0.6503682	0.3436197
350	0.0194289	0.7478964	0.5014899	0.9949097	0.2952076	0.8034881	0.5839867	0.8883980	0.6515852	0.3431605
400	0.0194386	0.7476758	0.5011976	0.9948260	0.2951558	0.8033477	0.5868643	0.8887358	0.6522389	0.3428995
450	0.0194488	0.7475049	0.5010506	0.9947988	0.2951420	0.8031850	0.5879733	0.8889175	0.6525935	0.3427535
500	0.0194579	0.7473888	0.5009831	0.9947903	0.2951382	0.8030923	0.5883528	0.8890156	0.6527853	0.3426730
550	0.0194651	0.7472938	0.5002106	0.9947092	0.8108204	0.7451578	0.5983811	0.8887950	0.6410115	0.4057559
600	0.0194714	0.7471621	0.5008682	0.9986456	0.9492256	0.6476108	0.5698852	0.8866406	0.6160484	0.4267498
650	0.0194767	0.7472092	0.5023087	0.9996219	0.9863725	0.6143069	0.5219081	0.8831074	0.5986838	0.4341181
700	0.0194769	0.7474729	0.5032974	0.9998491	0.9963425	0.6194935	0.4899413	0.8799492	0.5899139	0.4371819
750	0.0194697	0.7477994	0.5037939	0.9999026	0.9990184	0.6349728	0.4800272	0.8778353	0.5858929	0.4387779
800	0.0194579	0.7480716	0.5040108	0.9999155	0.9997365	0.6458642	0.4828595	0.8766192	0.5840113	0.4397218
850	0.0194453	0.7482567	0.5040990	0.9999188	0.9999293	0.6493263	0.4886261	0.8759662	0.5830603	0.4402879
900	0.0194348	0.7483675	0.5041333	0.9999196	0.9999810	0.6483515	0.4924114	0.8756216	0.5825447	0.4406175
950	0.0194272	0.7484285	0.5041464	0.9999198	0.9999949	0.6463348	0.4935619	0.8754378	0.5822558	0.4408034
1000	0.0194222	0.7484601	0.5041513	0.9999199	0.9999986	0.6449890	0.4932250	0.8753382	0.5820933	0.4409061

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0103599	0.8696176	0.5041541	0.9999199	1.0000000	0.6399540	0.4889486	0.9189305	0.5821477	0.4375820
100	0.0058501	0.9187121	0.5041541	0.9999199	1.0000000	0.6311194	0.4814426	0.9200895	0.5839406	0.4324785
150	0.0036794	0.9386095	0.5041541	0.9999199	1.0000000	0.6280272	0.4740326	0.9203293	0.5864302	0.4298053
200	0.0026767	0.9466736	0.5041541	0.9999199	1.0000000	0.6294906	0.4697241	0.9206100	0.5882911	0.4286913
250	0.0022241	0.9499419	0.5041541	0.9999199	1.0000000	0.6319593	0.4686297	0.9208494	0.5893345	0.4282374
300	0.0020228	0.9512665	0.5041541	0.9999199	1.0000000	0.6334531	0.4692197	0.9210099	0.5898435	0.4280374
350	0.0019341	0.9518033	0.5041541	0.9999199	1.0000000	0.6337629	0.4700560	0.9211031	0.5900796	0.4279398
400	0.0018954	0.9520209	0.5041541	0.9999199	1.0000000	0.6334695	0.4704943	0.9211530	0.5901902	0.4278889
450	0.0018786	0.9521091	0.5041541	0.9999199	1.0000000	0.6331229	0.4705301	0.9211787	0.5902440	0.4278617
500	0.0018714	0.9521448	0.5041541	0.9999199	1.0000000	0.6329543	0.4703926	0.9211917	0.5902712	0.4278473
550	0.0094411	0.8310282	0.5041541	0.9999199	1.0000000	0.6357490	0.4729656	0.8781140	0.5900380	0.4311358
600	0.0134782	0.7819413	0.5041541	0.9999199	1.0000000	0.6423184	0.4791833	0.8769416	0.5882753	0.4361603
650	0.0160248	0.7620471	0.5041541	0.9999199	1.0000000	0.6465786	0.4854201	0.8765957	0.5858193	0.4388442
700	0.0175972	0.7539842	0.5041541	0.9999199	1.0000000	0.6474586	0.4898761	0.8761677	0.5839835	0.4399915
750	0.0184920	0.7507165	0.5041541	0.9999199	1.0000000	0.6466014	0.4920984	0.8757976	0.5829462	0.4404875
800	0.0189654	0.7493921	0.5041541	0.9999199	1.0000000	0.6455500	0.4926931	0.8755456	0.5824270	0.4407288
850	0.0192027	0.7488553	0.5041541	0.9999199	1.0000000	0.6449492	0.4925433	0.8753961	0.5821731	0.4408599
900	0.0193172	0.7486378	0.5041541	0.9999199	1.0000000	0.6447944	0.4922660	0.8753135	0.5820445	0.4409347
950	0.0193709	0.7485496	0.5041541	0.9999199	1.0000000	0.6448602	0.4921088	0.8752690	0.5819761	0.4409774
1000	0.0193955	0.7485139	0.5041541	0.9999199	1.0000000	0.6449608	0.4920819	0.8752451	0.5819384	0.4410013

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0194191	0.7484864	0.5041526	0.9998868	0.7376894	0.2514647	0.4259173	0.8513757	0.5817549	0.4429522
100	0.0194171	0.7484875	0.5041323	0.9997546	0.6672873	0.1635331	0.3244958	0.8507208	0.5807619	0.4458686
150	0.0194163	0.7484833	0.5040738	0.9995875	0.6483919	0.1539167	0.2727188	0.8505212	0.5793959	0.4474215
200	0.0194161	0.7484702	0.5039926	0.9994715	0.6433205	0.1580677	0.2507466	0.8502776	0.5783911	0.4480855
250	0.0194164	0.7484487	0.5039196	0.9994149	0.6419594	0.1617954	0.2420504	0.8500701	0.5778354	0.4483731
300	0.0194171	0.7484240	0.5038700	0.9993923	0.6415940	0.1637927	0.2388132	0.8499312	0.5775636	0.4485130
350	0.0194181	0.7484017	0.5038418	0.9993843	0.6414960	0.1647154	0.2376881	0.8498501	0.5774328	0.4485887
400	0.0194192	0.7483848	0.5038277	0.9993817	0.6414697	0.1651118	0.2373325	0.8498059	0.5773668	0.4486314
450	0.0194201	0.7483734	0.5038213	0.9993809	0.6414626	0.1652734	0.2372380	0.8497823	0.5773316	0.4486555
500	0.0194208	0.7483665	0.5038185	0.9993806	0.6414607	0.1653361	0.2372233	0.8497697	0.5773120	0.4486689
550	0.0194213	0.7483627	0.5038289	0.9995728	0.9037708	0.6508093	0.2756324	0.8736053	0.5774373	0.4467195
600	0.0194216	0.7483647	0.5039064	0.9997919	0.9741728	0.7558165	0.4084349	0.8742550	0.5783990	0.4438061
650	0.0194216	0.7483797	0.5040074	0.9998783	0.9930682	0.7325563	0.5034103	0.8744500	0.5797403	0.4422694
700	0.0194212	0.7484052	0.5040800	0.9999068	0.9981396	0.6778361	0.5315823	0.8746899	0.5807451	0.4416162
750	0.0194203	0.7484323	0.5041202	0.9999158	0.9995007	0.6426593	0.5210881	0.8748960	0.5813134	0.4413349
800	0.0194192	0.7484543	0.5041396	0.9999187	0.9998660	0.6321311	0.5026810	0.8750354	0.5815979	0.4411988
850	0.0194181	0.7484694	0.5041482	0.9999195	0.9999640	0.6351343	0.4910824	0.8751178	0.5817371	0.4411253
900	0.0194172	0.7484787	0.5041518	0.9999198	0.9999903	0.6412304	0.4877334	0.8751632	0.5818076	0.4410837
950	0.0194166	0.7484840	0.5041532	0.9999199	0.9999974	0.6452508	0.4889007	0.8751876	0.5818452	0.4410600
1000	0.0194161	0.7484868	0.5041538	0.9999199	0.9999993	0.6464800	0.4909945	0.8752007	0.5818658	0.4410468

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0103902	0.7574924	0.5041541	0.9999199	1.0000000	0.6825317	0.2177244	0.8764661	0.6290568	0.1786120
100	0.0067172	0.7611443	0.5041541	0.9999199	1.0000000	0.7696844	0.1060935	0.8869815	0.7584080	0.0916360
150	0.0052061	0.7626243	0.5041541	0.9999199	1.0000000	0.8172163	0.0618759	0.9027078	0.8674327	0.0626009
200	0.0045819	0.7632242	0.5041541	0.9999199	1.0000000	0.8328419	0.0445519	0.9143438	0.9247772	0.0526807
250	0.0043238	0.7634673	0.5041541	0.9999199	1.0000000	0.8372531	0.0377032	0.9208039	0.9491850	0.0491560
300	0.0042170	0.7635658	0.5041541	0.9999199	1.0000000	0.8384466	0.0349548	0.9239899	0.9586937	0.0478445
350	0.0041729	0.7636058	0.5041541	0.9999199	1.0000000	0.8387674	0.0338369	0.9254701	0.9622860	0.0473344
400	0.0041547	0.7636220	0.5041541	0.9999199	1.0000000	0.8388545	0.0333774	0.9261318	0.9636414	0.0471288
450	0.0041472	0.7636285	0.5041541	0.9999199	1.0000000	0.8388787	0.0331873	0.9264196	0.9641603	0.0470437
500	0.0041441	0.7636312	0.5041541	0.9999199	1.0000000	0.8388857	0.0331082	0.9265424	0.9643634	0.0470080
550	0.0129990	0.7546262	0.5041541	0.9999199	1.0000000	0.8355790	0.3852775	0.9258184	0.8915162	0.3007212
600	0.0166763	0.7509767	0.5041541	0.9999199	1.0000000	0.7807176	0.5246717	0.9190605	0.7441669	0.3850586
650	0.0182411	0.7494975	0.5041541	0.9999199	1.0000000	0.6906546	0.5542952	0.9068716	0.6546313	0.4142766
700	0.0189124	0.7488981	0.5041541	0.9999199	1.0000000	0.6388098	0.5309088	0.8947927	0.6144239	0.4260590
750	0.0192006	0.7486551	0.5041541	0.9999199	1.0000000	0.6264082	0.5017649	0.8861226	0.5975619	0.4321133
800	0.0193240	0.7485566	0.5041541	0.9999199	1.0000000	0.6328838	0.4864117	0.8810032	0.5901373	0.4357644
850	0.0193767	0.7485167	0.5041541	0.9999199	1.0000000	0.6421037	0.4839187	0.8782689	0.5864783	0.4380155
900	0.0193991	0.7485006	0.5041541	0.9999199	1.0000000	0.6471699	0.4872051	0.8768507	0.5844857	0.4393501
950	0.0194086	0.7484940	0.5041541	0.9999199	1.0000000	0.6479814	0.4908162	0.8761061	0.5833511	0.4401080
1000	0.0194126	0.7484914	0.5041541	0.9999199	1.0000000	0.6468230	0.4926979	0.8757057	0.5827038	0.4405267

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0194191	0.7484865	0.5041591	0.9999568	1.0000000	0.6450234	0.4920626	0.8752181	0.5818925	0.4410289
100	0.0194171	0.7484894	0.5041696	0.9999645	1.0000000	0.6450538	0.4921393	0.8752169	0.5818869	0.4410297
150	0.0194162	0.7484925	0.5041770	0.9999660	1.0000000	0.6450327	0.4921819	0.8752158	0.5818830	0.4410302
200	0.0194157	0.7484954	0.5041807	0.9999664	1.0000000	0.6450044	0.4921901	0.8752149	0.5818808	0.4410306
250	0.0194154	0.7484976	0.5041822	0.9999664	1.0000000	0.6449880	0.4921818	0.8752143	0.5818797	0.4410309
300	0.0194153	0.7484991	0.5041829	0.9999664	1.0000000	0.6449840	0.4921720	0.8752140	0.5818791	0.4410312
350	0.0194152	0.7484999	0.5041831	0.9999664	1.0000000	0.6449861	0.4921665	0.8752138	0.5818788	0.4410313
400	0.0194151	0.7485004	0.5041832	0.9999664	1.0000000	0.6449892	0.4921652	0.8752137	0.5818787	0.4410314
450	0.0194151	0.7485006	0.5041832	0.9999664	1.0000000	0.6449910	0.4921660	0.8752137	0.5818786	0.4410314
500	0.0194150	0.7485008	0.5041833	0.9999664	1.0000000	0.6449914	0.4921671	0.8752136	0.5818786	0.4410315
550	0.0194150	0.7485007	0.5041783	0.9999295	1.0000000	0.6449913	0.4921676	0.8752137	0.5818804	0.4410315
600	0.0194150	0.7484996	0.5041678	0.9999219	1.0000000	0.6449920	0.4921679	0.8752141	0.5818847	0.4410315
650	0.0194150	0.7484973	0.5041604	0.9999203	1.0000000	0.6449939	0.4921684	0.8752148	0.5818879	0.4410314
700	0.0194151	0.7484948	0.5041567	0.9999200	1.0000000	0.6449959	0.4921694	0.8752154	0.5818897	0.4410312
750	0.0194152	0.7484927	0.5041552	0.9999199	1.0000000	0.6449972	0.4921706	0.8752159	0.5818906	0.4410310
800	0.0194153	0.7484913	0.5041545	0.9999199	1.0000000	0.6449978	0.4921716	0.8752161	0.5818911	0.4410309
850	0.0194154	0.7484904	0.5041543	0.9999199	1.0000000	0.6449979	0.4921722	0.8752163	0.5818913	0.4410308
900	0.0194155	0.7484900	0.5041542	0.9999199	1.0000000	0.6449978	0.4921724	0.8752163	0.5818914	0.4410307
950	0.0194155	0.7484898	0.5041542	0.9999199	1.0000000	0.6449977	0.4921724	0.8752164	0.5818915	0.4410307
1000	0.0194155	0.7484896	0.5041541	0.9999199	1.0000000	0.6449977	0.4921724	0.8752164	0.5818915	0.4410307

0	0.0194238	0.7484821	0.5041540	0.9999199	1.0000000	0.6448920	0.4920041	0.8752196	0.5818967	0.4410275
50	0.0194191	0.7484865	0.5041581	0.9999499	1.0000000	0.6450223	0.4921003	0.8738723	0.5802004	0.2609105
100	0.0194171	0.7484892	0.5041667	0.9999562	1.0000000	0.6450268	0.4922554	0.8777042	0.6512129	0.2012830
150	0.0194162	0.7484919	0.5041727	0.9999574	1.0000000	0.6450226	0.4916136	0.8876094	0.7142984	0.1811875
200	0.0194157	0.7484943	0.5041757	0.9999577	1.0000000	0.6453525	0.4900035	0.8964298	0.7495763	0.1738551
250	0.0194155	0.7484961	0.5041770	0.9999577	1.0000000	0.6461581	0.4882858	0.9019429	0.7659561	0.1707938
300	0.0194153	0.7484973	0.5041775	0.9999578	1.0000000	0.6471800	0.4871519	0.9049131	0.7731127	0.1693523
350	0.0194152	0.7484980	0.5041777	0.9999578	1.0000000	0.6480550	0.4866914	0.9064072	0.7762693	0.1686295
400	0.0194152	0.7484984	0.5041778	0.9999578	1.0000000	0.6485985	0.4866491	0.9071358	0.7777197	0.1682613
450	0.0194151	0.7484986	0.5041778	0.9999578	1.0000000	0.6488352	0.4867473	0.9074876	0.7784140	0.1680748
500	0.0194151	0.7484987	0.5041778	0.9999578	1.0000000	0.6488882	0.4868300	0.9076578	0.7787551	0.1679814
550	0.0194151	0.7484986	0.5041738	0.9999277	1.0000000	0.6488734	0.4868410	0.9082745	0.7657933	0.3442947
600	0.0194151	0.7484978	0.5041652	0.9999215	1.0000000	0.6488626	0.4868604	0.9044747	0.6831303	0.4027237
650	0.0194151	0.7484959	0.5041592	0.9999202	1.0000000	0.6488071	0.4874306	0.8961588	0.6288335	0.4228467
700	0.0194152	0.7484938	0.5041563	0.9999200	1.0000000	0.6484963	0.4887060	0.8880095	0.6033302	0.4309417
750	0.0194153	0.7484921	0.5041550	0.9999199	1.0000000	0.6478220	0.4901966	0.8823087	0.5923196	0.4350824
800	0.0194154	0.7484909	0.5041544	0.9999199	1.0000000	0.6469353	0.4913566	0.8789864	0.5873836	0.4375480
850	0.0194154	0.7484903	0.5041543	0.9999199	1.0000000	0.6461044	0.4919857	0.8772134	0.5849350	0.4390473
900	0.0194155	0.7484899	0.5041542	0.9999199	1.0000000	0.6455125	0.4921966	0.8762891	0.5836051	0.4399277
950	0.0194155	0.7484897	0.5041542	0.9999199	1.0000000	0.6451878	0.4922011	0.8758013	0.5828524	0.4404254
1000	0.0194155	0.7484896	0.5041541	0.9999199	1.0000000	0.6450565	0.4921574	0.8755381	0.5824252	0.4406998
