YKL015W	YKL109W	YGL035C	YGL209W	YCR065W	YER040W	YEL009C	YDR259C	YPL177C	YML099C
0.1468690	0.2408335	0.0356637	0.0592315	0.9986614	0.6413420	0.5300620	0.5525698	0.9966548	1.0000000
0.2932256	0.1204189	0.0356637	0.0592315	0.9986614	0.6413420	0.5300620	0.5525698	0.9966548	1.0000000
0.2937324	0.2404762	0.0178318	0.0592315	0.9986614	0.6413420	0.5300620	0.5525698	0.9966548	1.0000000
0.2937345	0.2406386	0.0214073	0.0296159	0.9986614	0.6413420	0.5300620	0.5525698	0.9966548	1.0000000
0.2937383	0.2409351	0.0394119	0.0656256	0.4993339	0.6413420	0.5300620	0.5525698	0.9966548	1.0000000
0.3539657	0.2408379	0.0358797	0.0596274	0.7242411	0.2019641	0.3419004	0.5525698	0.9966548	1.0000000
0.4320446	0.3617172	0.2192490	0.2701041	0.2964665	0.1377788	0.1696063	0.5525698	0.9966548	1.0000000
0.4860834	0.4259921	0.6944102	0.9999107	0.0263284	0.0494019	0.0790348	0.2762849	0.9966548	1.0000000
0.4900406	0.4364060	0.6943731	0.9998995	0.0259054	0.0475288	0.0758150	0.2512258	0.4983274	1.0000000
0.2990863	0.2424568	0.0356637	0.0592316	0.9984741	0.6221840	0.5092422	0.5460289	0.9828424	0.5000000
